nu,[0]PFC-1114-HITRAN(x-sec)-X=0.01-T=293.0K-P=0.9737atm-L=15cm
827.658099,1.0
827.778643,1.0
827.899188,1.0
828.019732,1.0
828.140276,1.0
828.260821,1.0
828.381365,1.0
828.50191,1.0
828.622454,1.0
828.742999,1.0
828.863543,1.0
828.984088,1.0
829.104632,1.0
829.225176,1.0
829.345721,1.0
829.466265,1.0
829.58681,1.0
829.707354,1.0
829.827899,1.0
829.948443,1.0
830.068987,1.0
830.189532,1.0
830.310076,1.0
830.430621,1.0
830.551165,1.0
830.67171,1.0
830.792254,1.0
830.912798,1.0
831.033343,1.0
831.153887,1.0
831.274432,1.0
831.394976,1.0
831.515521,1.0
831.636065,1.0
831.756609,1.0
831.877154,1.0
831.997698,1.0
832.118243,1.0
832.238787,1.0
832.359332,1.0
832.479876,1.0
832.600421,1.0
832.720965,1.0
832.841509,1.0
832.962054,1.0
833.082598,1.0
833.203143,1.0
833.323687,1.0
833.444232,1.0
833.564776,1.0
833.68532,1.0
833.805865,1.0
833.926409,1.0
834.046954,1.0
834.167498,1.0
834.288043,1.0
834.408587,1.0
834.529131,1.0
834.649676,1.0
834.77022,1.0
834.890765,1.0
835.011309,1.0
835.131854,1.0
835.252398,1.0
835.372942,1.0
835.493487,1.0
835.614031,1.0
835.734576,1.0
835.85512,1.0
835.975665,1.0
836.096209,1.0
836.216754,1.0
836.337298,1.0
836.457842,1.0
836.578387,1.0
836.698931,1.0
836.819476,1.0
836.94002,1.0
837.060565,1.0
837.181109,1.0
837.301653,1.0
837.422198,1.0
837.542742,1.0
837.663287,1.0
837.783831,1.0
837.904376,1.0
838.02492,1.0
838.145464,1.0
838.266009,1.0
838.386553,1.0
838.507098,1.0
838.627642,1.0
838.748187,1.0
838.868731,1.0
838.989275,1.0
839.10982,1.0
839.230364,1.0
839.350909,1.0
839.471453,1.0
839.591998,1.0
839.712542,1.0
839.833087,1.0
839.953631,1.0
840.074175,1.0
840.19472,1.0
840.315264,1.0
840.435809,1.0
840.556353,1.0
840.676898,1.0
840.797442,1.0
840.917986,1.0
841.038531,1.0
841.159075,1.0
841.27962,1.0
841.400164,1.0
841.520709,1.0
841.641253,1.0
841.761797,1.0
841.882342,1.0
842.002886,1.0
842.123431,1.0
842.243975,1.0
842.36452,1.0
842.485064,1.0
842.605608,1.0
842.726153,1.0
842.846697,1.0
842.967242,1.0
843.087786,1.0
843.208331,1.0
843.328875,1.0
843.44942,1.0
843.569964,1.0
843.690508,1.0
843.811053,1.0
843.931597,1.0
844.052142,1.0
844.172686,1.0
844.293231,1.0
844.413775,1.0
844.534319,1.0
844.654864,1.0
844.775408,1.0
844.895953,1.0
845.016497,1.0
845.137042,1.0
845.257586,1.0
845.37813,1.0
845.498675,1.0
845.619219,1.0
845.739764,1.0
845.860308,1.0
845.980853,1.0
846.101397,1.0
846.221941,1.0
846.342486,1.0
846.46303,1.0
846.583575,1.0
846.704119,1.0
846.824664,1.0
846.945208,1.0
847.065753,1.0
847.186297,1.0
847.306841,1.0
847.427386,1.0
847.54793,1.0
847.668475,1.0
847.789019,1.0
847.909564,1.0
848.030108,1.0
848.150652,1.0
848.271197,1.0
848.391741,1.0
848.512286,1.0
848.63283,1.0
848.753375,1.0
848.873919,1.0
848.994463,1.0
849.115008,1.0
849.235552,1.0
849.356097,1.0
849.476641,1.0
849.597186,1.0
849.71773,1.0
849.838274,1.0
849.958819,1.0
850.079363,1.0
850.199908,1.0
850.320452,1.0
850.440997,1.0
850.561541,1.0
850.682085,1.0
850.80263,1.0
850.923174,1.0
851.043719,1.0
851.164263,1.0
851.284808,1.0
851.405352,1.0
851.525897,1.0
851.646441,1.0
851.766985,1.0
851.88753,1.0
852.008074,1.0
852.128619,1.0
852.249163,1.0
852.369708,1.0
852.490252,1.0
852.610796,1.0
852.731341,1.0
852.851885,1.0
852.97243,1.0
853.092974,1.0
853.213519,1.0
853.334063,1.0
853.454607,1.0
853.575152,1.0
853.695696,1.0
853.816241,1.0
853.936785,1.0
854.05733,1.0
854.177874,1.0
854.298418,1.0
854.418963,1.0
854.539507,1.0
854.660052,1.0
854.780596,1.0
854.901141,1.0
855.021685,1.0
855.14223,1.0
855.262774,1.0
855.383318,1.0
855.503863,1.0
855.624407,1.0
855.744952,1.0
855.865496,1.0
855.986041,1.0
856.106585,1.0
856.227129,1.0
856.347674,1.0
856.468218,1.0
856.588763,1.0
856.709307,1.0
856.829852,1.0
856.950396,1.0
857.07094,1.0
857.191485,1.0
857.312029,1.0
857.432574,1.0
857.553118,1.0
857.673663,1.0
857.794207,1.0
857.914751,1.0
858.035296,1.0
858.15584,1.0
858.276385,1.0
858.396929,1.0
858.517474,1.0
858.638018,1.0
858.758563,1.0
858.879107,1.0
858.999651,1.0
859.120196,1.0
859.24074,1.0
859.361285,1.0
859.481829,1.0
859.602374,1.0
859.722918,1.0
859.843462,1.0
859.964007,1.0
860.084551,1.0
860.205096,1.0
860.32564,1.0
860.446185,1.0
860.566729,1.0
860.687273,1.0
860.807818,1.0
860.928362,1.0
861.048907,1.0
861.169451,1.0
861.289996,1.0
861.41054,1.0
861.531084,1.0
861.651629,1.0
861.772173,1.0
861.892718,1.0
862.013262,1.0
862.133807,1.0
862.254351,1.0
862.374896,1.0
862.49544,1.0
862.615984,1.0
862.736529,1.0
862.857073,1.0
862.977618,1.0
863.098162,1.0
863.218707,1.0
863.339251,1.0
863.459795,1.0
863.58034,1.0
863.700884,1.0
863.821429,1.0
863.941973,1.0
864.062518,1.0
864.183062,1.0
864.303606,1.0
864.424151,1.0
864.544695,1.0
864.66524,1.0
864.785784,1.0
864.906329,1.0
865.026873,1.0
865.147417,1.0
865.267962,1.0
865.388506,1.0
865.509051,1.0
865.629595,1.0
865.75014,1.0
865.870684,1.0
865.991229,1.0
866.111773,1.0
866.232317,1.0
866.352862,1.0
866.473406,1.0
866.593951,1.0
866.714495,1.0
866.83504,1.0
866.955584,1.0
867.076128,1.0
867.196673,1.0
867.317217,1.0
867.437762,1.0
867.558306,1.0
867.678851,1.0
867.799395,1.0
867.919939,1.0
868.040484,1.0
868.161028,1.0
868.281573,1.0
868.402117,1.0
868.522662,1.0
868.643206,1.0
868.76375,1.0
868.884295,1.0
869.004839,1.0
869.125384,1.0
869.245928,1.0
869.366473,1.0
869.487017,1.0
869.607562,1.0
869.728106,1.0
869.84865,1.0
869.969195,1.0
870.089739,1.0
870.210284,1.0
870.330828,1.0
870.451373,1.0
870.571917,1.0
870.692461,1.0
870.813006,1.0
870.93355,1.0
871.054095,1.0
871.174639,1.0
871.295184,1.0
871.415728,1.0
871.536272,1.0
871.656817,1.0
871.777361,1.0
871.897906,1.0
872.01845,1.0
872.138995,1.0
872.259539,1.0
872.380083,1.0
872.500628,1.0
872.621172,1.0
872.741717,1.0
872.862261,1.0
872.982806,1.0
873.10335,1.0
873.223895,1.0
873.344439,1.0
873.464983,1.0
873.585528,1.0
873.706072,1.0
873.826617,1.0
873.947161,1.0
874.067706,1.0
874.18825,1.0
874.308794,1.0
874.429339,1.0
874.549883,1.0
874.670428,1.0
874.790972,1.0
874.911517,1.0
875.032061,1.0
875.152605,1.0
875.27315,1.0
875.393694,1.0
875.514239,1.0
875.634783,1.0
875.755328,1.0
875.875872,1.0
875.996416,1.0
876.116961,1.0
876.237505,1.0
876.35805,1.0
876.478594,1.0
876.599139,1.0
876.719683,1.0
876.840227,1.0
876.960772,1.0
877.081316,1.0
877.201861,1.0
877.322405,1.0
877.44295,1.0
877.563494,1.0
877.684039,1.0
877.804583,1.0
877.925127,1.0
878.045672,1.0
878.166216,1.0
878.286761,1.0
878.407305,1.0
878.52785,1.0
878.648394,1.0
878.768938,1.0
878.889483,1.0
879.010027,1.0
879.130572,1.0
879.251116,1.0
879.371661,1.0
879.492205,1.0
879.612749,1.0
879.733294,1.0
879.853838,1.0
879.974383,1.0
880.094927,1.0
880.215472,1.0
880.336016,1.0
880.45656,1.0
880.577105,1.0
880.697649,1.0
880.818194,1.0
880.938738,1.0
881.059283,1.0
881.179827,1.0
881.300372,1.0
881.420916,1.0
881.54146,1.0
881.662005,1.0
881.782549,1.0
881.903094,1.0
882.023638,1.0
882.144183,1.0
882.264727,1.0
882.385271,1.0
882.505816,1.0
882.62636,1.0
882.746905,1.0
882.867449,1.0
882.987994,1.0
883.108538,1.0
883.229082,1.0
883.349627,1.0
883.470171,1.0
883.590716,1.0
883.71126,1.0
883.831805,1.0
883.952349,1.0
884.072893,1.0
884.193438,1.0
884.313982,1.0
884.434527,1.0
884.555071,1.0
884.675616,1.0
884.79616,1.0
884.916705,1.0
885.037249,1.0
885.157793,1.0
885.278338,1.0
885.398882,1.0
885.519427,1.0
885.639971,1.0
885.760516,1.0
885.88106,1.0
886.001604,1.0
886.122149,1.0
886.242693,1.0
886.363238,1.0
886.483782,1.0
886.604327,1.0
886.724871,1.0
886.845415,1.0
886.96596,1.0
887.086504,1.0
887.207049,1.0
887.327593,1.0
887.448138,1.0
887.568682,1.0
887.689226,1.0
887.809771,1.0
887.930315,1.0
888.05086,1.0
888.171404,1.0
888.291949,1.0
888.412493,1.0
888.533038,1.0
888.653582,1.0
888.774126,1.0
888.894671,1.0
889.015215,1.0
889.13576,1.0
889.256304,1.0
889.376849,1.0
889.497393,1.0
889.617937,1.0
889.738482,1.0
889.859026,1.0
889.979571,1.0
890.100115,1.0
890.22066,1.0
890.341204,1.0
890.461748,1.0
890.582293,1.0
890.702837,1.0
890.823382,1.0
890.943926,1.0
891.064471,1.0
891.185015,1.0
891.305559,1.0
891.426104,1.0
891.546648,1.0
891.667193,1.0
891.787737,1.0
891.908282,1.0
892.028826,1.0
892.149371,1.0
892.269915,1.0
892.390459,1.0
892.511004,1.0
892.631548,1.0
892.752093,1.0
892.872637,1.0
892.993182,1.0
893.113726,1.0
893.23427,1.0
893.354815,1.0
893.475359,1.0
893.595904,1.0
893.716448,1.0
893.836993,1.0
893.957537,1.0
894.078081,1.0
894.198626,1.0
894.31917,1.0
894.439715,1.0
894.560259,1.0
894.680804,1.0
894.801348,1.0
894.921892,1.0
895.042437,1.0
895.162981,1.0
895.283526,1.0
895.40407,1.0
895.524615,1.0
895.645159,1.0
895.765704,1.0
895.886248,1.0
896.006792,1.0
896.127337,1.0
896.247881,1.0
896.368426,1.0
896.48897,1.0
896.609515,1.0
896.730059,1.0
896.850603,1.0
896.971148,1.0
897.091692,1.0
897.212237,1.0
897.332781,1.0
897.453326,1.0
897.57387,1.0
897.694414,1.0
897.814959,1.0
897.935503,1.0
898.056048,1.0
898.176592,1.0
898.297137,1.0
898.417681,1.0
898.538225,1.0
898.65877,1.0
898.779314,1.0
898.899859,1.0
899.020403,1.0
899.140948,1.0
899.261492,1.0
899.382037,1.0
899.502581,1.0
899.623125,1.0
899.74367,1.0
899.864214,1.0
899.984759,1.0
900.105303,1.0
900.225848,1.0
900.346392,1.0
900.466936,1.0
900.587481,1.0
900.708025,1.0
900.82857,1.0
900.949114,1.0
901.069659,1.0
901.190203,1.0
901.310747,1.0
901.431292,1.0
901.551836,1.0
901.672381,1.0
901.792925,1.0
901.91347,1.0
902.034014,1.0
902.154558,1.0
902.275103,1.0
902.395647,1.0
902.516192,1.0
902.636736,1.0
902.757281,1.0
902.877825,1.0
902.99837,1.0
903.118914,1.0
903.239458,1.0
903.360003,1.0
903.480547,1.0
903.601092,1.0
903.721636,1.0
903.842181,1.0
903.962725,1.0
904.083269,1.0
904.203814,1.0
904.324358,1.0
904.444903,1.0
904.565447,1.0
904.685992,1.0
904.806536,1.0
904.92708,1.0
905.047625,1.0
905.168169,1.0
905.288714,1.0
905.409258,1.0
905.529803,1.0
905.650347,1.0
905.770891,1.0
905.891436,1.0
906.01198,1.0
906.132525,1.0
906.253069,1.0
906.373614,1.0
906.494158,1.0
906.614702,1.0
906.735247,1.0
906.855791,1.0
906.976336,1.0
907.09688,1.0
907.217425,1.0
907.337969,1.0
907.458514,1.0
907.579058,1.0
907.699602,1.0
907.820147,1.0
907.940691,1.0
908.061236,1.0
908.18178,1.0
908.302325,1.0
908.422869,1.0
908.543413,1.0
908.663958,1.0
908.784502,1.0
908.905047,1.0
909.025591,1.0
909.146136,1.0
909.26668,1.0
909.387224,1.0
909.507769,1.0
909.628313,1.0
909.748858,1.0
909.869402,1.0
909.989947,1.0
910.110491,1.0
910.231035,1.0
910.35158,1.0
910.472124,1.0
910.592669,1.0
910.713213,1.0
910.833758,1.0
910.954302,1.0
911.074847,1.0
911.195391,1.0
911.315935,1.0
911.43648,1.0
911.557024,1.0
911.677569,1.0
911.798113,1.0
911.918658,1.0
912.039202,1.0
912.159746,1.0
912.280291,1.0
912.400835,1.0
912.52138,1.0
912.641924,1.0
912.762469,1.0
912.883013,1.0
913.003557,1.0
913.124102,1.0
913.244646,1.0
913.365191,1.0
913.485735,1.0
913.60628,1.0
913.726824,1.0
913.847368,1.0
913.967913,1.0
914.088457,1.0
914.209002,1.0
914.329546,1.0
914.450091,1.0
914.570635,1.0
914.69118,1.0
914.811724,1.0
914.932268,1.0
915.052813,1.0
915.173357,1.0
915.293902,1.0
915.414446,1.0
915.534991,1.0
915.655535,1.0
915.776079,1.0
915.896624,1.0
916.017168,1.0
916.137713,1.0
916.258257,1.0
916.378802,1.0
916.499346,1.0
916.61989,1.0
916.740435,1.0
916.860979,1.0
916.981524,1.0
917.102068,1.0
917.222613,1.0
917.343157,1.0
917.463701,1.0
917.584246,1.0
917.70479,1.0
917.825335,1.0
917.945879,1.0
918.066424,1.0
918.186968,1.0
918.307513,1.0
918.428057,1.0
918.548601,1.0
918.669146,1.0
918.78969,1.0
918.910235,1.0
919.030779,1.0
919.151324,1.0
919.271868,1.0
919.392412,1.0
919.512957,1.0
919.633501,1.0
919.754046,1.0
919.87459,1.0
919.995135,1.0
920.115679,1.0
920.236223,1.0
920.356768,1.0
920.477312,1.0
920.597857,1.0
920.718401,1.0
920.838946,1.0
920.95949,1.0
921.080034,1.0
921.200579,1.0
921.321123,1.0
921.441668,1.0
921.562212,1.0
921.682757,1.0
921.803301,1.0
921.923846,1.0
922.04439,1.0
922.164934,1.0
922.285479,1.0
922.406023,1.0
922.526568,1.0
922.647112,1.0
922.767657,1.0
922.888201,1.0
923.008745,1.0
923.12929,1.0
923.249834,1.0
923.370379,1.0
923.490923,1.0
923.611468,1.0
923.732012,1.0
923.852556,1.0
923.973101,1.0
924.093645,1.0
924.21419,1.0
924.334734,1.0
924.455279,1.0
924.575823,1.0
924.696367,1.0
924.816912,1.0
924.937456,1.0
925.058001,1.0
925.178545,1.0
925.29909,1.0
925.419634,1.0
925.540179,1.0
925.660723,1.0
925.781267,1.0
925.901812,1.0
926.022356,1.0
926.142901,1.0
926.263445,1.0
926.38399,1.0
926.504534,1.0
926.625078,1.0
926.745623,1.0
926.866167,1.0
926.986712,1.0
927.107256,1.0
927.227801,1.0
927.348345,1.0
927.468889,1.0
927.589434,1.0
927.709978,1.0
927.830523,1.0
927.951067,1.0
928.071612,1.0
928.192156,1.0
928.3127,1.0
928.433245,1.0
928.553789,1.0
928.674334,1.0
928.794878,1.0
928.915423,1.0
929.035967,1.0
929.156512,1.0
929.277056,1.0
929.3976,1.0
929.518145,1.0
929.638689,1.0
929.759234,1.0
929.879778,1.0
930.000323,1.0
930.120867,1.0
930.241411,1.0
930.361956,1.0
930.4825,1.0
930.603045,1.0
930.723589,1.0
930.844134,1.0
930.964678,1.0
931.085222,1.0
931.205767,1.0
931.326311,1.0
931.446856,1.0
931.5674,1.0
931.687945,1.0
931.808489,1.0
931.929033,1.0
932.049578,1.0
932.170122,1.0
932.290667,1.0
932.411211,1.0
932.531756,1.0
932.6523,1.0
932.772845,1.0
932.893389,1.0
933.013933,1.0
933.134478,1.0
933.255022,1.0
933.375567,1.0
933.496111,1.0
933.616656,1.0
933.7372,1.0
933.857744,1.0
933.978289,1.0
934.098833,1.0
934.219378,1.0
934.339922,1.0
934.460467,1.0
934.581011,1.0
934.701555,1.0
934.8221,1.0
934.942644,1.0
935.063189,1.0
935.183733,1.0
935.304278,1.0
935.424822,1.0
935.545366,1.0
935.665911,1.0
935.786455,1.0
935.907,1.0
936.027544,1.0
936.148089,1.0
936.268633,1.0
936.389177,1.0
936.509722,1.0
936.630266,1.0
936.750811,1.0
936.871355,1.0
936.9919,1.0
937.112444,1.0
937.232989,1.0
937.353533,1.0
937.474077,1.0
937.594622,1.0
937.715166,1.0
937.835711,1.0
937.956255,1.0
938.0768,1.0
938.197344,1.0
938.317888,1.0
938.438433,1.0
938.558977,1.0
938.679522,1.0
938.800066,1.0
938.920611,1.0
939.041155,1.0
939.161699,1.0
939.282244,1.0
939.402788,1.0
939.523333,1.0
939.643877,1.0
939.764422,1.0
939.884966,1.0
940.00551,1.0
940.126055,1.0
940.246599,1.0
940.367144,1.0
940.487688,1.0
940.608233,1.0
940.728777,1.0
940.849322,1.0
940.969866,1.0
941.09041,1.0
941.210955,1.0
941.331499,1.0
941.452044,1.0
941.572588,1.0
941.693133,1.0
941.813677,1.0
941.934221,1.0
942.054766,1.0
942.17531,1.0
942.295855,1.0
942.416399,1.0
942.536944,1.0
942.657488,1.0
942.778032,1.0
942.898577,1.0
943.019121,1.0
943.139666,1.0
943.26021,1.0
943.380755,1.0
943.501299,1.0
943.621843,1.0
943.742388,1.0
943.862932,1.0
943.983477,1.0
944.104021,1.0
944.224566,1.0
944.34511,1.0
944.465655,1.0
944.586199,1.0
944.706743,1.0
944.827288,1.0
944.947832,1.0
945.068377,1.0
945.188921,1.0
945.309466,1.0
945.43001,1.0
945.550554,1.0
945.671099,1.0
945.791643,1.0
945.912188,1.0
946.032732,1.0
946.153277,1.0
946.273821,1.0
946.394365,1.0
946.51491,1.0
946.635454,1.0
946.755999,1.0
946.876543,1.0
946.997088,1.0
947.117632,1.0
947.238176,1.0
947.358721,1.0
947.479265,1.0
947.59981,1.0
947.720354,1.0
947.840899,1.0
947.961443,1.0
948.081988,1.0
948.202532,1.0
948.323076,1.0
948.443621,1.0
948.564165,1.0
948.68471,1.0
948.805254,1.0
948.925799,1.0
949.046343,1.0
949.166887,1.0
949.287432,1.0
949.407976,1.0
949.528521,1.0
949.649065,1.0
949.76961,1.0
949.890154,1.0
950.010698,1.0
950.131243,1.0
950.251787,1.0
950.372332,1.0
950.492876,1.0
950.613421,1.0
950.733965,1.0
950.854509,1.0
950.975054,1.0
951.095598,1.0
951.216143,1.0
951.336687,1.0
951.457232,1.0
951.577776,1.0
951.698321,1.0
951.818865,1.0
951.939409,1.0
952.059954,1.0
952.180498,1.0
952.301043,1.0
952.421587,1.0
952.542132,1.0
952.662676,1.0
952.78322,1.0
952.903765,1.0
953.024309,1.0
953.144854,1.0
953.265398,1.0
953.385943,1.0
953.506487,1.0
953.627031,1.0
953.747576,1.0
953.86812,1.0
953.988665,1.0
954.109209,1.0
954.229754,1.0
954.350298,1.0
954.470842,1.0
954.591387,1.0
954.711931,1.0
954.832476,1.0
954.95302,1.0
955.073565,1.0
955.194109,1.0
955.314654,1.0
955.435198,1.0
955.555742,1.0
955.676287,1.0
955.796831,1.0
955.917376,1.0
956.03792,1.0
956.158465,1.0
956.279009,1.0
956.399553,1.0
956.520098,1.0
956.640642,1.0
956.761187,1.0
956.881731,1.0
957.002276,1.0
957.12282,1.0
957.243364,1.0
957.363909,1.0
957.484453,1.0
957.604998,1.0
957.725542,1.0
957.846087,1.0
957.966631,1.0
958.087175,1.0
958.20772,1.0
958.328264,1.0
958.448809,1.0
958.569353,1.0
958.689898,1.0
958.810442,1.0
958.930987,1.0
959.051531,1.0
959.172075,1.0
959.29262,1.0
959.413164,1.0
959.533709,1.0
959.654253,1.0
959.774798,1.0
959.895342,1.0
960.015886,1.0
960.136431,1.0
960.256975,1.0
960.37752,1.0
960.498064,1.0
960.618609,1.0
960.739153,1.0
960.859697,1.0
960.980242,1.0
961.100786,1.0
961.221331,1.0
961.341875,1.0
961.46242,1.0
961.582964,1.0
961.703508,1.0
961.824053,1.0
961.944597,1.0
962.065142,1.0
962.185686,1.0
962.306231,1.0
962.426775,1.0
962.547319,1.0
962.667864,1.0
962.788408,1.0
962.908953,1.0
963.029497,1.0
963.150042,1.0
963.270586,1.0
963.391131,1.0
963.511675,1.0
963.632219,1.0
963.752764,1.0
963.873308,1.0
963.993853,1.0
964.114397,1.0
964.234942,1.0
964.355486,1.0
964.47603,1.0
964.596575,1.0
964.717119,1.0
964.837664,1.0
964.958208,1.0
965.078753,1.0
965.199297,1.0
965.319841,1.0
965.440386,1.0
965.56093,1.0
965.681475,1.0
965.802019,1.0
965.922564,1.0
966.043108,1.0
966.163652,1.0
966.284197,1.0
966.404741,1.0
966.525286,1.0
966.64583,1.0
966.766375,1.0
966.886919,1.0
967.007464,1.0
967.128008,1.0
967.248552,1.0
967.369097,1.0
967.489641,1.0
967.610186,1.0
967.73073,1.0
967.851275,1.0
967.971819,1.0
968.092363,1.0
968.212908,1.0
968.333452,1.0
968.453997,1.0
968.574541,1.0
968.695086,1.0
968.81563,1.0
968.936174,1.0
969.056719,1.0
969.177263,1.0
969.297808,1.0
969.418352,1.0
969.538897,1.0
969.659441,1.0
969.779985,1.0
969.90053,1.0
970.021074,1.0
970.141619,1.0
970.262163,1.0
970.382708,1.0
970.503252,1.0
970.623797,1.0
970.744341,1.0
970.864885,1.0
970.98543,1.0
971.105974,1.0
971.226519,1.0
971.347063,1.0
971.467608,1.0
971.588152,1.0
971.708696,1.0
971.829241,1.0
971.949785,1.0
972.07033,1.0
972.190874,1.0
972.311419,1.0
972.431963,1.0
972.552507,1.0
972.673052,1.0
972.793596,1.0
972.914141,1.0
973.034685,1.0
973.15523,1.0
973.275774,1.0
973.396318,1.0
973.516863,1.0
973.637407,1.0
973.757952,1.0
973.878496,1.0
973.999041,1.0
974.119585,1.0
974.24013,1.0
974.360674,1.0
974.481218,1.0
974.601763,1.0
974.722307,1.0
974.842852,1.0
974.963396,1.0
975.083941,1.0
975.204485,1.0
975.325029,1.0
975.445574,1.0
975.566118,1.0
975.686663,1.0
975.807207,1.0
975.927752,1.0
976.048296,1.0
976.16884,1.0
976.289385,1.0
976.409929,1.0
976.530474,1.0
976.651018,1.0
976.771563,1.0
976.892107,1.0
977.012651,1.0
977.133196,1.0
977.25374,1.0
977.374285,1.0
977.494829,1.0
977.615374,1.0
977.735918,1.0
977.856463,1.0
977.977007,1.0
978.097551,1.0
978.218096,1.0
978.33864,1.0
978.459185,1.0
978.579729,1.0
978.700274,1.0
978.820818,1.0
978.941362,1.0
979.061907,1.0
979.182451,1.0
979.302996,1.0
979.42354,1.0
979.544085,1.0
979.664629,1.0
979.785173,1.0
979.905718,1.0
980.026262,1.0
980.146807,1.0
980.267351,1.0
980.387896,1.0
980.50844,1.0
980.628984,1.0
980.749529,1.0
980.870073,1.0
980.990618,1.0
981.111162,1.0
981.231707,1.0
981.352251,1.0
981.472796,1.0
981.59334,1.0
981.713884,1.0
981.834429,1.0
981.954973,1.0
982.075518,1.0
982.196062,1.0
982.316607,1.0
982.437151,1.0
982.557695,1.0
982.67824,1.0
982.798784,1.0
982.919329,1.0
983.039873,1.0
983.160418,1.0
983.280962,1.0
983.401506,1.0
983.522051,1.0
983.642595,1.0
983.76314,1.0
983.883684,1.0
984.004229,1.0
984.124773,1.0
984.245317,1.0
984.365862,1.0
984.486406,1.0
984.606951,1.0
984.727495,1.0
984.84804,1.0
984.968584,1.0
985.089129,1.0
985.209673,1.0
985.330217,1.0
985.450762,1.0
985.571306,1.0
985.691851,1.0
985.812395,1.0
985.93294,1.0
986.053484,1.0
986.174028,1.0
986.294573,1.0
986.415117,1.0
986.535662,1.0
986.656206,1.0
986.776751,1.0
986.897295,1.0
987.017839,1.0
987.138384,1.0
987.258928,1.0
987.379473,1.0
987.500017,1.0
987.620562,1.0
987.741106,1.0
987.86165,1.0
987.982195,1.0
988.102739,1.0
988.223284,1.0
988.343828,1.0
988.464373,1.0
988.584917,1.0
988.705462,1.0
988.826006,1.0
988.94655,1.0
989.067095,1.0
989.187639,1.0
989.308184,1.0
989.428728,1.0
989.549273,1.0
989.669817,1.0
989.790361,1.0
989.910906,1.0
990.03145,1.0
990.151995,1.0
990.272539,1.0
990.393084,1.0
990.513628,1.0
990.634172,1.0
990.754717,1.0
990.875261,1.0
990.995806,1.0
991.11635,1.0
991.236895,1.0
991.357439,1.0
991.477983,1.0
991.598528,1.0
991.719072,1.0
991.839617,1.0
991.960161,1.0
992.080706,1.0
992.20125,1.0
992.321794,1.0
992.442339,1.0
992.562883,1.0
992.683428,1.0
992.803972,1.0
992.924517,1.0
993.045061,1.0
993.165606,1.0
993.28615,1.0
993.406694,1.0
993.527239,1.0
993.647783,1.0
993.768328,1.0
993.888872,1.0
994.009417,1.0
994.129961,1.0
994.250505,1.0
994.37105,1.0
994.491594,1.0
994.612139,1.0
994.732683,1.0
994.853228,1.0
994.973772,1.0
995.094316,1.0
995.214861,1.0
995.335405,1.0
995.45595,1.0
995.576494,1.0
995.697039,1.0
995.817583,1.0
995.938127,1.0
996.058672,1.0
996.179216,1.0
996.299761,1.0
996.420305,1.0
996.54085,1.0
996.661394,1.0
996.781939,1.0
996.902483,1.0
997.023027,1.0
997.143572,1.0
997.264116,1.0
997.384661,1.0
997.505205,1.0
997.62575,1.0
997.746294,1.0
997.866838,1.0
997.987383,1.0
998.107927,1.0
998.228472,1.0
998.349016,1.0
998.469561,1.0
998.590105,1.0
998.710649,1.0
998.831194,1.0
998.951738,1.0
999.072283,1.0
999.192827,1.0
999.313372,1.0
999.433916,1.0
999.55446,1.0
999.675005,1.0
999.795549,1.0
999.916094,1.0
1000.036638,1.0
1000.157183,1.0
1000.277727,1.0
1000.398272,1.0
1000.518816,1.0
1000.63936,1.0
1000.759905,1.0
1000.880449,1.0
1001.000994,1.0
1001.121538,1.0
1001.242083,1.0
1001.362627,1.0
1001.483171,1.0
1001.603716,1.0
1001.72426,1.0
1001.844805,1.0
1001.965349,1.0
1002.085894,1.0
1002.206438,1.0
1002.326982,1.0
1002.447527,1.0
1002.568071,1.0
1002.688616,1.0
1002.80916,1.0
1002.929705,1.0
1003.050249,1.0
1003.170793,1.0
1003.291338,1.0
1003.411882,1.0
1003.532427,1.0
1003.652971,1.0
1003.773516,1.0
1003.89406,1.0
1004.014605,1.0
1004.135149,1.0
1004.255693,1.0
1004.376238,1.0
1004.496782,1.0
1004.617327,1.0
1004.737871,1.0
1004.858416,1.0
1004.97896,1.0
1005.099504,1.0
1005.220049,1.0
1005.340593,1.0
1005.461138,1.0
1005.581682,1.0
1005.702227,1.0
1005.822771,1.0
1005.943315,1.0
1006.06386,1.0
1006.184404,1.0
1006.304949,1.0
1006.425493,1.0
1006.546038,1.0
1006.666582,1.0
1006.787126,1.0
1006.907671,1.0
1007.028215,1.0
1007.14876,1.0
1007.269304,1.0
1007.389849,1.0
1007.510393,1.0
1007.630938,1.0
1007.751482,1.0
1007.872026,1.0
1007.992571,1.0
1008.113115,1.0
1008.23366,1.0
1008.354204,1.0
1008.474749,1.0
1008.595293,1.0
1008.715837,1.0
1008.836382,1.0
1008.956926,1.0
1009.077471,1.0
1009.198015,1.0
1009.31856,1.0
1009.439104,1.0
1009.559648,1.0
1009.680193,1.0
1009.800737,1.0
1009.921282,1.0
1010.041826,1.0
1010.162371,1.0
1010.282915,1.0
1010.403459,1.0
1010.524004,1.0
1010.644548,1.0
1010.765093,1.0
1010.885637,1.0
1011.006182,1.0
1011.126726,1.0
1011.247271,1.0
1011.367815,1.0
1011.488359,1.0
1011.608904,1.0
1011.729448,1.0
1011.849993,1.0
1011.970537,1.0
1012.091082,1.0
1012.211626,1.0
1012.33217,1.0
1012.452715,1.0
1012.573259,1.0
1012.693804,1.0
1012.814348,1.0
