nu,[0]Nonafluoropentanal-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
641.21934,1.0
641.279605,1.0
641.33987,1.0
641.400135,0.7694725491182631
641.4604,0.6233108051034519
641.520665,0.7241838372317256
641.58093,0.8659397028827177
641.641195,0.9012883854000777
641.70146,0.8838304795046821
641.761725,0.868941043579861
641.82199,0.8732442324605761
641.882255,0.9141944353587793
641.94252,0.9863243727823222
642.002785,0.9649036762333535
642.06305,0.8498970963025355
642.123315,0.7885811192009753
642.18358,0.8575892703467395
642.243845,0.9825136914674398
642.30411,0.9435593613900444
642.364374,0.7868796222617376
642.424639,0.6700318703780507
642.484904,0.7077743151619343
642.545169,0.8298170700605543
642.605434,0.9063678861537358
642.665699,0.9075169820640324
642.725964,0.9005226157706859
642.786229,0.9655310675029785
642.846494,1.0
642.906759,1.0
642.967024,1.0
643.027289,1.0
643.087554,1.0
643.147819,1.0
643.208084,1.0
643.268349,0.9812460847079766
643.328614,0.9901527052709777
643.388879,1.0
643.449144,0.9314525775552438
643.509409,0.826273042629472
643.569674,0.7504967187525926
643.629939,0.7384883148148513
643.690204,0.8269756732914341
643.750469,0.9791367136310235
643.810734,1.0
643.870999,1.0
643.931264,0.8663294634385628
643.991529,0.7444050278539119
644.051794,0.7193624106922814
644.112059,0.7235396003445292
644.172324,0.7426205979594622
644.232589,0.8462334599986104
644.292854,1.0
644.353119,1.0
644.413383,1.0
644.473648,0.7941920264983617
644.533913,0.7356358880423643
644.594178,0.8204354853513356
644.654443,0.8698626094296668
644.714708,0.8382742204401152
644.774973,0.8624224906740174
644.835238,0.960155527336393
644.895503,0.9470247982735476
644.955768,0.8300162500580124
645.016033,0.7668147746995422
645.076298,0.8182969407492724
645.136563,0.8922311885452439
645.196828,0.9022803481034818
645.257093,0.9169539739225508
645.317358,0.9697014872025264
645.377623,0.9755615744486922
645.437888,0.9314525775552438
645.498153,0.898022639475961
645.558418,0.8577951164721697
645.618683,0.7783025100346187
645.678948,0.7299640446184825
645.739213,0.8014040717475103
645.799478,1.0
645.859743,1.0
645.920008,0.9372783272779626
645.980273,0.8036591841381471
646.040538,0.7739407180440934
646.100803,0.7998428564871914
646.161068,0.8335763327506397
646.221333,0.9632522111196696
646.281598,1.0
646.341863,1.0
646.402128,1.0
646.462393,0.8360975383798467
646.522657,0.8177652205655661
646.582922,0.8951088034459951
646.643187,0.8920438396679701
646.703452,0.8337764150794189
646.763717,0.8436901269205346
646.823982,0.8982112440330362
646.884247,0.8785170179001839
646.944512,0.8062511375164773
647.004777,0.8043506283148858
647.065042,0.8887849266635072
647.125307,0.9505020122616274
647.185572,0.9587096626893443
647.245837,0.9564459498095996
647.306102,0.9310698292060422
647.366367,0.8332346365067286
647.426632,0.7204494684544872
647.486897,0.7529172130914741
647.547162,0.9603523793961436
647.607427,1.0
647.667692,1.0
647.727957,0.9632522111196696
647.788222,0.8960850039743872
647.848487,0.9128168690962764
647.908752,0.9026503588932329
647.969017,0.870793860552258
648.029282,0.9157608767233256
648.089547,1.0
648.149812,1.0
648.210077,0.9318680980590179
648.270342,0.8868672230873793
648.330607,0.9508927488795416
648.390872,1.0
648.451137,0.9439802827237044
648.511402,0.8663294634385628
648.571666,0.8885983014252438
648.631931,0.9699099954361068
648.692196,0.9778734637369854
648.752461,0.9205103817419827
648.812726,0.9075169820640324
648.872991,0.9498834368197975
648.933256,0.9761900384463239
648.993521,0.9780847072186273
649.053786,1.0
649.114051,1.0
649.174316,1.0
649.234581,0.9126297608173655
649.294846,0.8243170942328206
649.355111,0.8052036920247907
649.415376,0.8449650613454271
649.475641,0.8841929242973843
649.535906,0.8960850039743872
649.596171,0.8987952711299015
649.656436,0.9270599912779927
649.716701,0.980822277948234
649.776966,1.0
649.837231,0.9616035725441044
649.897496,0.8734188987731173
649.957761,0.852254574859704
650.018026,0.8766302353297659
650.078291,0.8692973824522059
650.138556,0.8350363684916134
650.198821,0.8565008232835805
650.259086,0.9151649104006644
650.319351,0.8966676485659488
650.379616,0.8121583057516797
650.439881,0.8456835869777033
650.500146,1.0
650.560411,1.0
650.620675,0.9987097331110232
