nu,[0]Chloroform-PNNL(x-sec)-X=0.01-T=278.13K-P=1.0atm-L=15cm
666.458929,0.9720898893912656
666.591332,0.9722055749712587
666.723734,0.9717594350093008
666.856137,0.971150332817042
666.98854,0.9710095262275079
667.120942,0.9702757204392176
667.253345,0.9696219749406231
667.385748,0.969108211453255
667.51815,0.9688562760712961
667.650553,0.9677669256352286
667.782956,0.9674098855176221
667.915358,0.9659395735374674
668.047761,0.9657232273046776
668.180164,0.9650117514971934
668.312566,0.9643538378567247
668.444969,0.9634429539403875
668.577372,0.962866987285125
668.709774,0.9617295508635074
668.842177,0.9597360310375641
668.974579,0.9592745090115805
669.106982,0.9578625378318798
669.239385,0.9568180796586386
669.371787,0.9537726006935111
669.50419,0.9526135180761228
669.636593,0.950220705301482
669.768995,0.9489653435060516
669.901398,0.9460668939590305
670.033801,0.9444448352933656
670.166203,0.9424711219219422
670.298606,0.9396310319274881
670.431009,0.9369166076600108
670.563411,0.9336076536933132
670.695814,0.9302396852176522
670.828217,0.925304876091382
670.960619,0.9200364409456158
671.093022,0.9160136616080107
671.225425,0.9127338065405922
671.357827,0.9076612887362571
671.49023,0.9026864656297185
671.622632,0.8974839875040265
671.755035,0.8935884111797243
671.887438,0.8908136681827812
672.01984,0.8869647838476624
672.152243,0.8803022188123942
672.284646,0.8715517808584659
672.417048,0.8610437180012154
672.549451,0.8517944816256332
672.681854,0.8485892620650641
672.814256,0.8462080733756118
672.946659,0.8368838395695849
673.079062,0.8271079999850139
673.211464,0.8195908718520467
673.343867,0.8230157015948497
673.47627,0.8297423898849071
673.608672,0.8288716176109739
673.741075,0.8225138151078181
673.873477,0.8117604456655431
674.00588,0.7951376775606822
674.138283,0.7865334713867195
674.270685,0.7930254218838771
674.403088,0.7969925083881717
674.535491,0.7867458640957193
674.667893,0.7758314391378056
674.800296,0.7752420312474294
674.932699,0.8054613984370654
675.065101,0.8439517114033799
675.197504,0.8530304795058965
675.329907,0.8523312812231759
675.462309,0.8462080733756118
675.594712,0.8341016512982402
675.727115,0.8268350993760959
675.859517,0.835270211411272
675.99192,0.8501010960846428
676.124322,0.8480039374344596
676.256725,0.8421054795172145
676.389128,0.8448298777505879
676.52153,0.8748874757823345
676.653933,0.9379140174584768
676.786336,0.9618613168377389
676.918738,0.9668025428350798
677.051141,0.9678530607245647
677.183544,0.968040842432582
677.315946,0.9673663530522616
677.448349,0.965996565653557
677.580752,0.964426167106877
677.713154,0.9630162432351915
677.845557,0.9615795327552894
