nu,[0]HFC-43-10-mee-PNNL(x-sec)-X=0.01-T=278.08K-P=1.0atm-L=15cm
624.865972,0.782321106966464
625.107026,0.7733604801219797
625.34808,0.7617476089591083
625.589134,0.7480391221767853
625.830188,0.7347610019960353
626.071242,0.722252845407556
626.312296,0.7064520139295634
626.55335,0.6935305418766138
626.794404,0.6794511086021446
627.035458,0.6685727918740395
627.276512,0.6560685490462433
627.517566,0.6426982175414387
627.75862,0.6329271185744086
627.999674,0.623516531612143
628.240728,0.6166584339613121
628.481782,0.6074958105531616
628.722836,0.601162498976963
628.96389,0.5958537666451004
629.204944,0.5857981515628619
629.445998,0.5868828812088017
629.687052,0.5790653156996753
629.928106,0.5786543252444052
630.16916,0.5742043130018867
630.410214,0.5694125862353944
630.651268,0.5705582565466719
630.892322,0.5659044677040035
631.133376,0.5638201281896271
631.37443,0.5597863980893097
631.615484,0.5589026339378608
631.856538,0.5622155284650076
632.097592,0.5621030966028755
632.338646,0.5642882931576096
632.5797,0.5678772458947379
632.820754,0.5693727287493862
633.061808,0.5729481815224269
633.302862,0.577094065864266
633.543916,0.5767017752933886
633.78497,0.58457511194769
634.026024,0.591821624184746
634.267078,0.5998593907379728
634.508132,0.6054459409446741
634.749186,0.6142335798310127
634.99024,0.6248647829076244
635.231294,0.6352161146244644
635.472348,0.6500733996040156
635.713402,0.6633583082581825
635.954456,0.6776258412053049
636.19551,0.6917366219023362
636.436564,0.7050898764281869
636.677618,0.7192832851790882
636.918672,0.7314620057955584
637.159726,0.7438915655495594
637.40078,0.7570999499351562
637.641834,0.7667687671932992
637.882888,0.7774857212882166
638.123942,0.788936060560432
638.364996,0.7984283868061595
638.60605,0.806533374803252
638.847104,0.8145169832677183
639.088158,0.8228511149137475
639.329212,0.8297423898849071
639.570266,0.8345855705790187
639.81132,0.8398936519342715
640.052374,0.8449819608156482
640.293428,0.8491070594270632
640.534482,0.8536448826097158
640.775536,0.8556019694000039
641.01659,0.8612159439668381
641.257644,0.8628883245828171
641.498698,0.8632335489529211
641.739752,0.866502746658995
641.980806,0.8666847313435164
642.22186,0.8688280885864292
642.462914,0.8700017985820108
642.703968,0.8694190926052611
642.945022,0.8686543403441154
643.186076,0.8704804311831307
643.42713,0.8675605251235825
643.668184,0.8677253772838153
643.909238,0.8660003207835213
644.150292,0.8652818387285706
644.391346,0.8628883245828171
644.6324,0.861319296081117
644.873454,0.8586533406292016
645.114508,0.8560898015415142
645.355562,0.8551315177029098
645.596616,0.8506113097910991
645.83767,0.8486826120180445
646.078724,0.8452354934318839
646.319778,0.8416424488485862
646.560832,0.8378132963846076
646.801886,0.8346106085217033
647.04294,0.8306389957459978
647.283994,0.8260086775564981
647.525048,0.8247128614145772
647.766102,0.8190501203442512
648.007156,0.8150221403798672
648.24821,0.8109409815144784
648.489264,0.8075583228935279
648.730318,0.8028880415290506
648.971372,0.7995309785933038
649.212426,0.7951774354384988
649.45348,0.7918842870906035
649.694534,0.7872731604492166
649.935588,0.7827045382418681
650.176642,0.7766309572012361
650.417696,0.7740568178590684
650.65875,0.7675589458956816
650.899804,0.7646248175753367
651.140858,0.7581682138136144
651.381912,0.7528795681719503
651.622966,0.746387781120751
651.86402,0.7404923323653052
652.105074,0.7327505124790336
652.346128,0.7252636754288787
652.587182,0.7174944977635463
652.828236,0.7090423657527729
653.06929,0.6994436819384408
653.310344,0.690534046724041
653.551398,0.6821334266666891
653.792452,0.6672903636387093
654.033506,0.6563244656808714
654.27456,0.6418760900967981
654.515614,0.6271559783430523
654.756668,0.6052885454623278
654.997722,0.5914607230800213
655.238776,0.5736877616031817
655.47983,0.5510663828743881
655.720884,0.5265336693868918
655.961938,0.5044987080722391
656.202992,0.47724752612199145
656.444046,0.4467080632865429
656.6851,0.4155426593670643
656.926154,0.38730607773799924
657.167208,0.35441029910267574
657.408262,0.32200120216919276
657.649316,0.28710708911912597
657.89037,0.2572003309185355
658.131424,0.22454031748889508
658.372478,0.19760207355974946
658.613532,0.17164961534624454
658.854586,0.1474007811081148
659.09564,0.12361294579519674
659.336694,0.1078730722455105
659.577748,0.09273586388998147
659.818802,0.08041938700193246
660.059856,0.0706794791985045
660.30091,0.0623370080412419
660.541964,0.0550892875530448
660.783018,0.051668860000989004
661.024072,0.04841720757672895
661.265126,0.04607890619333674
661.50618,0.04484245195313024
661.747234,0.043334768435531947
661.988288,0.042698136559182476
662.229342,0.042239477899260386
662.470396,0.040473817314240754
662.71145,0.037930490183228215
662.952504,0.033826863975454424
663.193558,0.029694305071319104
663.434612,0.02750465543752619
663.675666,0.026004127592577364
663.91672,0.027482660512319314
664.157774,0.030279026526150752
664.398828,0.03291917382283124
664.639882,0.034510211956661395
664.880936,0.03482917086793418
665.12199,0.03374915159181028
665.363044,0.03337660745419402
665.604098,0.03266340306970674
665.845152,0.03212245373742205
666.086206,0.03223507930527487
666.32726,0.032435557637599255
666.568314,0.03515459302455746
666.809368,0.039967046576289536
667.050422,0.04826734663771017
667.291476,0.05603941480610251
667.53253,0.06808488795979736
667.773584,0.07869308442793835
668.014638,0.09160219909526508
668.255692,0.10731358818908403
