nu,[0]trans-1-2-Dichloroethene-PNNL(x-sec)-X=0.01-T=278.23K-P=1.0atm-L=15cm
646.328527,0.9994581068771419
646.447729,0.9995460330741809
646.566931,0.9991442163918417
646.686134,0.9996563490615151
646.805336,1.0000202642053162
646.924538,0.9995463329380357
647.043741,0.9995885246791996
647.162943,0.9996168234309002
647.282146,0.9995840865160027
647.401348,0.9996153539952497
647.52055,0.9995888045640257
647.639753,0.9997584591756831
647.758955,0.9998285047069992
647.878158,0.9996262898470415
647.99736,0.9997701964088912
648.116562,0.9996266896976373
648.235765,0.9997713561429917
648.354967,0.9995665839518832
648.474169,0.999549361568013
648.593372,0.9997541302309271
648.712574,0.999669014787695
648.831777,0.9999206791460653
648.950979,0.999725747614063
649.070181,0.9998738379590997
649.189384,0.9996778918879605
649.308586,0.9994448741394077
649.427789,0.9996262698545159
649.546991,0.9999416337033785
649.666193,0.9998354835343182
649.785396,0.9996715739436486
649.904598,0.9995960416131687
650.0238,0.9992701065019458
650.143003,0.9997298065088378
650.262205,0.9993433756721695
650.381408,1.0001063256521716
650.50061,0.9997704663468807
650.619812,0.9994410762561019
650.739015,0.9996195423923576
650.858217,0.9995312099164244
650.97742,0.9994998950941669
651.096622,0.999916766464103
651.215824,0.9993611841297969
651.335027,0.9994932384470323
651.454229,0.9997546700983031
651.573431,0.999685119585247
651.692634,0.9995831069240779
651.811836,0.9995615061665343
651.931039,0.9998726081150354
652.050241,1.0001543619125741
652.169443,0.9995409054161837
652.288646,0.9995037431761706
652.407848,0.99979079188707
652.527051,0.9996744130149501
652.646253,0.9997010546930557
652.765455,0.999589314354446
652.884658,0.9998048390463771
653.00386,0.9996912976583763
653.123062,0.9998556004266221
653.242265,0.9995415551179834
653.361467,0.9996762824078502
653.48067,0.999885866513722
653.599872,0.999808218392444
653.719074,0.9998419724876629
653.838277,0.99953591771951
653.957479,0.9996804910538584
654.076682,0.9998910659337463
654.195884,0.9995943522972859
654.315086,0.9994126025854488
654.434289,0.9997833934625842
654.553491,0.9994890405842464
654.672693,0.9997308862176119
654.791896,0.9997346951995445
654.911098,0.9999271886508749
655.030301,0.9995014942952785
655.149503,0.9997404836801873
655.268705,0.9998191463559923
655.387908,0.9999418656898645
655.50711,0.9998379731277717
655.626313,0.999663116757907
655.745515,0.999581717504525
655.864717,0.9997442327140306
655.98392,0.9993760247535726
656.103122,0.9997136809971114
656.222324,0.9996022891079522
656.341527,0.9999900748492546
656.460729,0.9994969665637646
656.579932,0.9995225939945296
656.699134,0.9998534907335309
656.818336,0.9997114316438597
656.937539,0.9997213588276643
657.056741,0.9999246138416793
657.175944,0.9998284247207221
657.295146,0.9996687748671602
657.414348,0.9997560097704586
