nu,[0]Glyoxal-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
4126.736535,0.996687598147756
4126.854537,0.9965474737224344
4126.972539,0.9966106568351518
4127.090542,0.9965242544368023
4127.208544,0.9965685010959678
4127.326547,0.996423909496833
4127.444549,0.9963064380429817
4127.562551,0.9963157037359408
4127.680554,0.9964383577482703
4127.798556,0.9963574502385105
4127.916558,0.9959836870455407
4128.034561,0.9960864778659589
4128.152563,0.9961092885074829
4128.270565,0.9958998287495753
4128.388568,0.9960263160596007
4128.50657,0.9959224359322785
4128.624572,0.9956949932228577
4128.742575,0.9959138710361586
4128.860577,0.996054902425084
4128.97858,0.9958492383232825
4129.096582,0.9957524464814772
4129.214584,0.995748164755163
4129.332587,0.9958105005413664
4129.450589,0.9956254961378073
4129.568591,0.995335214068316
4129.686594,0.9956579540580426
4129.804596,0.9956196219647089
4129.922598,0.9954338566756907
4130.040601,0.9956219118924727
4130.158603,0.9955182730459403
4130.276606,0.9954582451039363
4130.394608,0.9956429197364457
4130.51261,0.9951700021357505
4130.630613,0.9952771877168205
4130.748615,0.9952223494545853
4130.866617,0.9953409870292992
4130.98462,0.9952833584545135
4131.102622,0.9952340931475965
4131.220624,0.9953144117797267
4131.338627,0.9953339201333788
4131.456629,0.9951580601673768
4131.574631,0.9953410865634029
4131.692634,0.9951248224432403
4131.810636,0.9950951681653825
4131.928639,0.9951847307607736
4132.046641,0.9953567135411334
4132.164643,0.9952902259333797
4132.282646,0.9954191243636313
4132.400648,0.9952497184455171
4132.51865,0.9953921488708806
4132.636653,0.9952643487239106
4132.754655,0.9950970588479982
4132.872657,0.99504103646063
4132.99066,0.9950994470838053
4133.108662,0.9951062137830522
4133.226665,0.995230908403594
4133.344667,0.9953096342820161
4133.462669,0.9951472130036382
4133.580672,0.9952909226367816
4133.698674,0.9952073217105682
4133.816676,0.9953483525798558
4133.934679,0.9950459121736541
4134.052681,0.9953351145347996
4134.170683,0.9952162786167696
4134.288686,0.9952727089795529
4134.406688,0.9952830598695508
4134.52469,0.995402102842139
4134.642693,0.9956628327939703
4134.760695,0.9954081748134859
4134.878698,0.9956168342336702
4134.9967,0.9956392358644578
4135.114702,0.995613747826268
4135.232705,0.9954450055973193
4135.350707,0.9956236044511617
4135.468709,0.9955753178773047
4135.586712,0.9957702706097947
4135.704714,0.995945641195376
4135.822716,0.9958842928334273
4135.940719,0.9959022189120325
4136.058721,0.9959578914021012
4136.176724,0.9960440454858179
4136.294726,0.9959870733958335
4136.412728,0.9959688469991623
4136.530731,0.9962951798438408
4136.648733,0.9961058021310742
4136.766735,0.996222452950276
4136.884738,0.9962486539453301
4137.00274,0.9960016149132579
4137.120742,0.9960000213119489
4137.238745,0.9961561067442627
4137.356747,0.9962005362973951
4137.474749,0.9961848960717514
4137.592752,0.9958172720757934
4137.710754,0.9959922525420809
4137.828757,0.9962443700853285
4137.946759,0.9959239298170528
4138.064761,0.9959303037506002
4138.182764,0.9955583932407606
4138.300766,0.9949973551179419
4138.418768,0.995183636058172
4138.536771,0.9952562871153355
4138.654773,0.995422807421205
4138.772775,0.9951301961317904
4138.890778,0.9946552343585532
4139.00878,0.9945482152130695
4139.126783,0.9945107214521177
4139.244785,0.9945549781639269
4139.362787,0.9946674686931768
4139.48079,0.9938622136423315
4139.598792,0.9943537006063224
4139.716794,0.9948954726052515
4139.834797,0.995629080396045
4139.952799,0.99676205349221
4140.070801,0.997257766809325
4140.188804,0.9974800803414695
4140.306806,0.9974972371463995
4140.424808,0.997688176389892
4140.542811,0.9975080101747349
4140.660813,0.9977298806272776
4140.778816,0.9975854197997791
4140.896818,0.9974037760340003
4141.01482,0.9976836868031999
4141.132823,0.9974734969946644
4141.250825,0.9973781430863411
4141.368827,0.9972460989617103
4141.48683,0.9973440333371275
4141.604832,0.9972450019916048
4141.722834,0.9970971215234172
4141.840837,0.9971872631775444
4141.958839,0.9967369354049513
4142.076842,0.9963794699814781
4142.194844,0.9963255673102325
4142.312846,0.9964046787009575
4142.430849,0.9965212648685233
4142.548851,0.9963498779506634
4142.666853,0.995989463767678
4142.784856,0.9954767607994907
4142.902858,0.9951082039974699
4143.02086,0.9960424518166201
4143.138863,0.9964073689972219
4143.256865,0.9966002921382172
4143.374867,0.9965734839509305
4143.49287,0.9965987972389002
4143.610872,0.996507114367031
4143.728875,0.9966948739937792
4143.846877,0.9964963521483119
4143.964879,0.9965042245005896
4144.082882,0.995999324112178
4144.200884,0.9959721337017805
4144.318886,0.995693499681488
4144.436889,0.9956811531586406
4144.554891,0.9955590901318797
4144.672893,0.9955990128518393
4144.790896,0.9955302193368945
4144.908898,0.9958857866609869
4145.026901,0.9957386056186653
4145.144903,0.9959038123568575
4145.262905,0.995703854947732
4145.380908,0.9957253623832784
4145.49891,0.995789190424674
4145.616912,0.9957568278018807
4145.734915,0.995740895820092
4145.852917,0.9957282499910163
4145.970919,0.9957517494550087
4146.088922,0.9959367773186136
4146.206924,0.9955626741510555
4146.324926,0.995363382453455
4146.442929,0.9954594396545471
4146.560931,0.9953169996005615
4146.678934,0.9954861183250224
4146.796936,0.9953785120918532
4146.914938,0.9952086154809274
4147.032941,0.9951801529215413
4147.150943,0.9952238422892291
4147.268945,0.9953273509511843
4147.386948,0.9951366644990876
4147.50495,0.9950286980282763
4147.622952,0.9949828282626034
4147.740955,0.9948792559412142
4147.858957,0.9951680117977366
4147.97696,0.9950543700998538
4148.094962,0.9948989547454993
4148.212964,0.9950607384682011
4148.330967,0.9952189657043495
4148.448969,0.9949880021867625
4148.566971,0.9949857137169893
4148.684974,0.9947079524829922
4148.802976,0.9948365765366141
4148.920978,0.9949987481152142
4149.038981,0.9951538805123015
4149.156983,0.9950500913752616
4149.274985,0.9949133808849324
4149.392988,0.9950057131308284
4149.51099,0.994948700936881
4149.628993,0.9949452186225217
4149.746995,0.994994469629796
4149.864997,0.9947648514051678
4149.983,0.9949855147198664
4150.101002,0.9949910866543503
4150.219004,0.9950718832108825
4150.337007,0.9949407413791118
4150.455009,0.9948768682338651
4150.573011,0.9949986486153443
4150.691014,0.994991882647538
4150.809016,0.994897860357251
4150.927019,0.995237875044336
4151.045021,0.9947286426235805
4151.163023,0.9948257328770278
4151.281026,0.9951097961718701
4151.399028,0.9951385552605463
4151.51703,0.9950206383284641
4151.635033,0.9951011387543032
4151.753035,0.9950183497836278
4151.871037,0.9951665190468384
4151.98904,0.9951564679157544
4152.107042,0.9950184492854677
4152.225045,0.9950689975066054
4152.343047,0.995170400203831
4152.461049,0.9953588037924266
4152.579052,0.99530734507249
4152.697054,0.9952937094552666
4152.815056,0.9954531682798322
4152.933059,0.9953510400240357
4153.051061,0.9954377388753021
4153.169063,0.9953507414187686
4153.287066,0.9953567135411334
4153.405068,0.9956886207952929
4153.52307,0.9956112587950097
4153.641073,0.9957595163489452
4153.759075,0.9955966234170757
4153.877078,0.9955071233037208
4153.99508,0.995804226954975
4154.113082,0.9957037553773515
4154.231085,0.9958661679042351
4154.349087,0.9958133883960054
4154.467089,0.9959231330782277
4154.585092,0.995774452853714
4154.703094,0.9959605804920383
4154.821096,0.995959883319876
4154.939099,0.9960049017240103
4155.057101,0.9961126752848214
4155.175104,0.9961591948329801
4155.293106,0.9960285073199063
4155.411108,0.9962978698444578
4155.529111,0.9962069120012297
4155.647113,0.9962280318116333
4155.765115,0.996509605637931
4155.883118,0.9963391174300885
4156.00112,0.9962059157948158
4156.119122,0.9964258027040597
4156.237125,0.9963900316598366
4156.355127,0.9967764069691252
4156.473129,0.9965060182098081
4156.591132,0.9965317283967379
4156.709134,0.9966448411669392
4156.827137,0.9965014342926674
4156.945139,0.9969808667768311
4157.063141,0.9969128750002628
4157.181144,0.9967600599700966
4157.299146,0.9966969670552124
4157.417148,0.9968529623368688
4157.535151,0.9967724198714715
4157.653153,0.9969353057922958
4157.771155,0.9968736970941262
4157.889158,0.996926931570899
4158.00716,0.9970571387305045
4158.125163,0.9971084884953942
4158.243165,0.9969456739733905
4158.361167,0.9971917505303252
4158.47917,0.9973116201827608
4158.597172,0.9971829752815317
4158.715174,0.9971957393053048
4158.833177,0.9972560714725625
4158.951179,0.997068305832994
4159.069181,0.9975186835675464
4159.187184,0.9973807362728843
4159.305186,0.9972974584583026
4159.423188,0.9974785841224711
4159.541191,0.9973177038021989
4159.659193,0.9977298806272776
4159.777196,0.9977553230636232
4159.895198,0.9975903079803121
4160.0132,0.9974251207031947
4160.131203,0.9975596824279618
4160.249205,0.9975612785247305
4160.367207,0.9978803496383545
4160.48521,0.9976661277248324
4160.603212,0.9977616089419591
4160.721214,0.9976282171322847
4160.839217,0.99774135458688
4160.957219,0.9977857550650624
4161.075222,0.9975735486039172
4161.193224,0.9977220983645596
4161.311226,0.9977173093099811
4161.429229,0.9976912692280328
4161.547231,0.9978657806916034
4161.665233,0.9978673772781297
4161.783236,0.9977807661487593
4161.901238,0.9977341708749883
4162.01924,0.9978136934573398
4162.137243,0.9977285835792759
4162.255245,0.9978181836290633
4162.373247,0.997689672923279
4162.49125,0.997777473477664
4162.609252,0.9976456757788472
4162.727255,0.9978227736032649
4162.845257,0.9978135936759756
4162.963259,0.9979670692086487
4163.081262,0.9978798506983044
4163.199264,0.9977382615934749
4163.317266,0.9979872283470534
4163.435269,0.99789262364214
4163.553271,0.9981044987358846
4163.671273,0.9979635763300191
4163.789276,0.9980561916471868
4163.907278,0.9978492162571291
4164.025281,0.9980338354388844
4164.143283,0.9979415215786881
4164.261285,0.9979012055556055
4164.379288,0.9978930227992693
4164.49729,0.9976704176984051
4164.615292,0.9978085048396244
4164.733295,0.9978638847484211
4164.851297,0.9978544050865445
4164.969299,0.9978417324160715
4165.087302,0.9978927234314073
4165.205304,0.9978040147114553
4165.323306,0.9978635853893006
4165.441309,0.9976246256771677
4165.559311,0.9978659802647795
4165.677314,0.99768238981525
4165.795316,0.9978120969567076
4165.913318,0.9974069677311904
4166.031321,0.9974683101459658
4166.149323,0.9977446471387827
4166.267325,0.9976683225927278
4166.385328,0.9976116566413328
4166.50333,0.9975019253944315
4166.621332,0.9977591145410547
4166.739335,0.9975553929305497
4166.857337,0.9975714537016648
4166.97534,0.9977867528513163
4167.093342,0.9975094066869267
4167.211344,0.997795932531669
4167.329347,0.9977073321867738
4167.447349,0.9975052171562167
4167.565351,0.9973986892877138
4167.683354,0.9971107818475551
4167.801356,0.997242708330738
4167.919358,0.9972249575685119
4168.037361,0.9972767148869006
4168.155363,0.9974248214757033
4168.273365,0.9972279492478722
4168.391368,0.9975817287405543
4168.50937,0.997458235766909
4168.627373,0.9971737015229846
4168.745375,0.9972045146664222
4168.863377,0.9971342142262579
4168.98138,0.9972372235109255
4169.099382,0.9971317213938384
4169.217384,0.9969972173971209
4169.335387,0.9971207530052293
4169.453389,0.9970370980834252
4169.571391,0.9968910428473633
4169.689394,0.9969720933838064
4169.807396,0.9970104775482921
4169.925399,0.9970329105364071
4170.043401,0.9971176619356862
4170.161403,0.9970652149260368
4170.279406,0.9969374990523812
4170.397408,0.9970041964020692
4170.51541,0.9970611269670359
4170.633413,0.9970548455017226
4170.751415,0.9969817640600149
4170.869417,0.9968237549729624
4170.98742,0.9966428478792502
4171.105422,0.9967710243910605
4171.223424,0.9967138113762897
4171.341427,0.996932614070604
4171.459429,0.9968585447290886
4171.577432,0.9968197676859171
4171.695434,0.9966643755972628
4171.813436,0.996600989758666
4171.931439,0.9968583453573996
4172.049441,0.9965781678573122
4172.167443,0.9967559732622285
4172.285446,0.9967557739110537
4172.403448,0.9966668672613165
4172.52145,0.9966461368060748
4172.639453,0.996455396989873
4172.757455,0.9964372616666797
4172.875458,0.99677022697456
4172.99346,0.9965525561275104
4173.111462,0.9965495664743265
4173.229465,0.9967716224538545
4173.347467,0.9966406552673966
4173.465469,0.9966943756464668
4173.583472,0.9965503637142986
4173.701474,0.9966515187097448
4173.819476,0.9967701272975422
4173.937479,0.996631187226145
4174.055481,0.9966388613158318
4174.173483,0.9967789985911524
4174.291486,0.9966588939582716
4174.409488,0.9965864394904327
4174.527491,0.9967376331210502
4174.645493,0.996754876831261
4174.763495,0.996701651541966
4174.881498,0.9968171759578903
4174.9995,0.9967314533668822
4175.117502,0.99699970989328
4175.235505,0.9969690027751074
4175.353507,0.9968881518675309
4175.471509,0.9969770782567355
4175.589512,0.9970445758897026
4175.707514,0.9969972173971209
4175.825517,0.997072094699755
4175.943519,0.9969831598354617
4176.061521,0.9969131740741701
4176.179524,0.9970877488545266
4176.297526,0.9971109812697314
4176.415528,0.9971730035016378
4176.533531,0.9974805790816343
4176.651533,0.9972173786876343
4176.769535,0.9973190003160566
4176.887538,0.9974041749955905
4177.00554,0.9972891809237492
4177.123542,0.9972366251687709
4177.241545,0.9976362979535708
4177.359547,0.9971708097234433
4177.47755,0.9975158905191426
4177.595552,0.997703640676474
4177.713554,0.9973990882472693
4177.831557,0.9977108241685474
4177.949559,0.9974048731787575
4178.067561,0.9977134182200624
4178.185564,0.9978167866845841
4178.303566,0.9974800803414695
4178.421568,0.9978107000207497
4178.539571,0.9977485383504945
4178.657573,0.9977649015607014
4178.775576,0.997772783934559
4178.893578,0.9975689597761479
4179.01158,0.9977719857166512
4179.129583,0.99793563374108
4179.247585,0.9977195042904761
4179.365587,0.9977874513022877
4179.48359,0.997638293228162
4179.601592,0.9974913519300618
4179.719594,0.9974731977526601
4179.837597,0.997619438042602
4179.955599,0.997405571362413
4180.073601,0.9973938020461101
4180.191604,0.996760658026312
4180.309606,0.9971638295522058
4180.427609,0.9970040967016546
4180.545611,0.9970912386677547
4180.663613,0.9971828755632391
4180.781616,0.9976766032741701
4180.899618,0.9980197632610137
4181.01762,0.9978802498503245
4181.135623,0.9977796685905203
4181.253625,0.9975516022272589
4181.371627,0.9974811775701614
4181.48963,0.997636597244505
4181.607632,0.9977064342505788
4181.725635,0.9976553529888367
4181.843637,0.9978216759988177
4181.961639,0.9976117564025034
4182.079642,0.9973954976170147
4182.197644,0.9976291149980842
4182.315646,0.9974935464134499
4182.433649,0.9979734562183301
4182.551651,0.9984032761221617
4182.669653,0.9984056722928999
4182.787656,0.9987310058548924
4182.905658,0.9986264441924779
4183.02366,0.9983227082287369
4183.141663,0.9982066100490099
4183.259665,0.9981459209320868
4183.377668,0.9978613900918276
4183.49567,0.9977460439822666
4183.613672,0.997954095721077
4183.731675,0.9981869455724877
4183.849677,0.9981402315165523
4183.967679,0.9984666767431439
4184.085682,0.998421347385004
4184.203684,0.998163987536758
4184.321686,0.9982493342062104
4184.439689,0.99841206210965
4184.557691,0.9980054916804412
4184.675694,0.9978623879537166
4184.793696,0.9977202026943736
4184.911698,0.9979647738870292
4185.029701,0.9978642838940549
4185.147703,0.9979458127364569
4185.265705,0.9980383266012489
4185.383708,0.9979108852442458
4185.50171,0.9978201792674262
4185.619712,0.9977843581659831
4185.737715,0.9976008824936216
4185.855717,0.997507212168646
4185.973719,0.9977794690346065
4186.091722,0.9974870627264703
4186.209724,0.9975269630069795
4186.327727,0.9976074666811738
4186.445729,0.9975236711734332
4186.563731,0.9974088628062294
4186.681734,0.9973162078267651
4186.799736,0.99731560943722
4186.917738,0.9973485213953757
4187.035741,0.9972561711981746
4187.153743,0.9972625536580941
4187.271745,0.9972611574914964
4187.389748,0.9972725263334941
4187.50775,0.9971257386214584
4187.625753,0.9970853558468009
4187.743755,0.9970370980834252
4187.861757,0.996849373672664
4187.97976,0.997044177071952
4188.097762,0.9971980328581428
4188.215764,0.9968106966673043
4188.333767,0.9971155679907947
4188.451769,0.997158943461412
4188.569771,0.9969245389491342
4188.687774,0.9966366687127487
4188.805776,0.9967763072914895
4188.923778,0.9969345082443701
4189.041781,0.9966962693675796
4189.159783,0.9967710243910605
4189.277786,0.9966159388856305
4189.395788,0.9967435138904339
4189.51379,0.9967673363450932
4189.631793,0.9969379975212552
4189.749795,0.9966413529160996
4189.867797,0.9965646144863924
4189.9858,0.9965293367234598
4190.103802,0.9966653722621368
4190.221804,0.996657897299876
4190.339807,0.99660856395497
4190.457809,0.9965856422216
4190.575812,0.9965263471399339
4190.693814,0.9966891928491888
4190.811816,0.996835019145036
4190.929819,0.9968160794595998
4191.047821,0.9967547771557782
4191.165823,0.9967062363801082
4191.283826,0.9964790132626333
4191.401828,0.9967564716403398
4191.51983,0.9966951730022863
4191.637833,0.9967717221310217
4191.755835,0.9966309878999274
4191.873837,0.9966998574806079
4191.99184,0.9965798620416376
4192.109842,0.996682116381041
4192.227845,0.9967182965985326
4192.345847,0.9969297229702153
4192.463849,0.9967774037460305
4192.581852,0.9966561033172754
4192.699854,0.9966648739295753
4192.817856,0.9968673171228807
4192.935859,0.9967975388529501
4193.053861,0.9969438794727924
4193.171863,0.9969519547509209
4193.289866,0.9969451755006781
4193.407868,0.9968269448140821
4193.525871,0.9967738153538361
4193.643873,0.9968949307300117
4193.761875,0.9969704982297332
4193.879878,0.9968999152171266
4193.99788,0.9975037208995131
4194.115882,0.9970658131653453
4194.233885,0.9969198534148123
4194.351887,0.9969926312204691
4194.469889,0.997275318700477
4194.587892,0.9973512142400188
4194.705894,0.9973095258305574
4194.823896,0.9973184019248359
4194.941899,0.99754681399106
4195.059901,0.99724510171611
4195.177904,0.9974213304949374
4195.295906,0.9974414786093087
4195.413908,0.9974640210414537
4195.531911,0.9973271783653891
4195.649913,0.9975047184037328
4195.767915,0.9973901116958697
4195.885918,0.9973536078858054
4196.00392,0.9975660668303594
4196.121922,0.9977029422841699
4196.239925,0.9977438489433843
4196.357927,0.9978682753591734
4196.47593,0.9979621791819903
4196.593932,0.9976807935247034
4196.711934,0.9974699060965387
4196.829937,0.9977438489433843
4196.947939,0.9979593848918006
4197.065941,0.9978959166932315
4197.183944,0.9980679687797331
4197.301946,0.9981644866188765
4197.419948,0.9980580879557525
4197.537951,0.997920265650655
4197.655953,0.9980052920793628
4197.773955,0.9982394515867209
4197.891958,0.9982432449038442
4198.00996,0.9984775600892345
4198.127963,0.9983913951938675
4198.245965,0.9982171910951559
4198.363967,0.9982582186648207
4198.48197,0.9981991235275091
4198.599972,0.9983378828492289
4198.717974,0.9982707967976179
4198.835977,0.9984594878089516
4198.953979,0.9984257404485972
4199.071981,0.9984882438562855
4199.189984,0.9981954301975846
4199.307986,0.9983897977689132
4199.425989,0.9983263021969557
4199.543991,0.9984630822695777
4199.661993,0.9985077145668796
4199.779996,0.9984623833456647
4199.897998,0.9985843030457174
4200.016,0.9986895593781697
4200.134003,0.998669985254633
4200.252005,0.9989017035694973
4200.370007,0.9985519494384301
4200.48801,0.9985876982381197
4200.606012,0.9988636461395899
4200.724014,0.9989756250306218
4200.842017,0.9988594509210861
4200.960019,0.9987720545427778
4201.078022,0.9988641455715378
4201.196024,0.9988524589294017
4201.314026,0.9990160643824099
4201.432029,0.9988824249526576
4201.550031,0.9988807268539786
4201.668033,0.998881426070732
4201.786036,0.9989475542099553
4201.904038,0.9990111592255759
4202.02204,0.9991173098003931
4202.140043,0.9990295611806104
4202.258045,0.9989379643594661
4202.376048,0.999133885294056
4202.49405,0.9988916147132401
4202.612052,0.9989492524222409
4202.730055,0.9990543673925824
4202.848057,0.9992071844444612
4202.966059,0.9990948498957191
4203.084062,0.9991635500194811
4203.202064,0.9991857117127928
4203.320066,0.9992162672790492
4203.438069,0.9993545284064742
4203.556071,0.9993000350898139
4203.674073,0.9992190251197527
4203.792076,0.9994415359991028
4203.910078,0.9993175629661485
4204.028081,0.9992259197548125
4204.146083,0.9993752852155878
4204.264085,0.99939171508033
4204.382088,0.9994330507764819
4204.50009,0.9992255300567798
4204.618092,0.9994676417529628
4204.736095,0.9994152710206601
4204.854097,0.9992778009113893
4204.972099,0.9992469336968658
4205.090102,0.9992401688180238
4205.208104,0.9993621335233728
4205.326107,0.9994699205417837
4205.444109,0.999408824812951
4205.562111,0.9993392084189817
4205.680114,0.999321020610898
4205.798116,0.999296177799123
4205.916118,0.9993328826218135
4206.034121,0.9995683231992524
4206.152123,0.9996112455845876
4206.270125,0.999307300027477
4206.388128,0.9993542785678733
4206.50613,0.999435969125251
4206.624132,0.9994594761356862
4206.742135,0.9994279736694799
4206.860137,0.9995088906337026
4206.97814,0.9995152575256145
4207.096142,0.9996552894263467
4207.214144,0.9995343884307257
4207.332147,0.9996687648704725
4207.450149,0.9994911195236128
4207.568151,0.9996031487662905
4207.686154,0.9995462929561832
4207.804156,0.9994483022412052
4207.922158,0.9994333106291089
4208.040161,0.9997522606924515
4208.158163,0.9995168267658007
4208.276166,0.9995200951911681
4208.394168,0.9995884647038898
4208.51217,0.9995146878020801
4208.630173,0.9996250003299593
4208.748175,0.999592772939457
4208.866177,0.9994861020907866
4208.98418,0.9994355293735213
4209.102182,0.9994653929532987
4209.220184,0.9993236288421655
4209.338187,0.9993524497512168
4209.456189,0.9995006147343505
4209.574191,0.9994884808705403
4209.692194,0.9995581076631908
4209.810196,0.9996678851623465
4209.928199,0.9996463425515437
4210.046201,0.9997592489851778
4210.164203,0.9995685331086224
4210.282206,0.9995980607992122
4210.400208,0.9994716296368091
4210.51821,0.9994998451191734
4210.636213,0.9997645277279483
4210.754215,0.9995235235509743
4210.872217,0.9995472725120303
4210.99022,0.999782563642712
4211.108222,0.9995890044818065
4211.226225,0.9996727435600743
4211.344227,0.9996971058816886
4211.462229,0.9995933926871683
4211.580232,0.9995217543959033
4211.698234,0.9996763323916656
4211.816236,0.9995895642518058
4211.934239,0.9996246804500104
4212.052241,0.9995593771027936
4212.170243,0.9994335504931323
4212.288246,0.9995495814688967
4212.406248,0.9995492816040672
4212.52425,0.9995484419830233
4212.642253,0.9996061275881123
4212.760255,0.9996518506180659
4212.878258,0.9994577270831334
4212.99626,0.9994790357490244
4213.114262,0.9996948365718339
4213.232265,0.9998151470874055
4213.350267,0.9995862256282367
4213.468269,0.9995860157151514
4213.586272,0.9996630767713831
4213.704274,0.9996755126574092
4213.822276,0.9995418449850764
4213.940279,0.9997286668175079
4214.058281,0.9996277892876008
4214.176284,0.9997120814565015
4214.294286,0.9996699244869124
4214.412288,0.9995895142723288
4214.530291,0.999539905875778
4214.648293,0.9994792256500592
4214.766295,0.99961067580634
4214.884298,0.9997563796802507
4215.0023,0.9997702164042953
4215.120302,0.9996363761271913
4215.238305,0.9997653575328507
4215.356307,0.9995141980400031
4215.474309,0.9993938537808886
4215.592312,0.9995346183236615
4215.710314,0.9997091323102111
4215.828317,0.9994471228929044
4215.946319,0.9996926472425391
4216.064321,0.9998333438886728
4216.182324,0.9997536703441329
4216.300326,0.9997721359649536
4216.418328,0.999517066649868
4216.536331,0.999506701711629
4216.654333,0.9995483320327008
4216.772335,0.999633697105293
4216.890338,0.9997218386940316
4217.00834,0.9998529408142623
4217.126343,0.9995620459298934
4217.244345,0.9997139809112607
4217.362347,0.9997304163442058
4217.48035,0.9997716860675937
4217.598352,0.9997424831631542
4217.716354,0.9997652175657105
4217.834357,0.9996433036312815
4217.952359,0.9996394750047605
4218.070361,0.9995356578402051
4218.188364,0.9994645034294948
4218.306366,0.9998764776295163
4218.424368,0.9997271172392753
4218.542371,0.9997438628087328
4218.660373,0.9995417750171497
4218.778376,0.9995257824766901
4218.896378,0.9996278992466636
4219.01438,0.9998102180108805
4219.132383,0.9993571966866271
4219.250385,0.9997624682151425
4219.368387,0.9997352350564256
4219.48639,0.9997683368380553
4219.604392,0.9995336087942068
4219.722394,0.9997742954750996
4219.840397,0.9997000349984999
4219.958399,0.9996951164864273
4220.076402,0.9996045182235425
4220.194404,0.9996940568101654
4220.312406,0.9997174399276187
4220.430409,0.9997137809684845
4220.548411,0.9996395649723172
4220.666413,0.9997407236179322
4220.784416,0.9997072528588091
4220.902418,0.9996752027580483
4221.02042,0.9997964107271092
4221.138423,0.9997097921184562
4221.256425,0.9995491116807038
4221.374427,0.9995529199700741
4221.49243,0.9996551394780646
4221.610432,0.9997395539219698
4221.728435,0.9996610774472289
4221.846437,0.9995364574690513
4221.964439,0.9995714918358592
4222.082442,0.999601549402532
4222.200444,0.9996052479351071
4222.318446,0.999562425763543
4222.436449,0.9995450335286475
4222.554451,0.9997272272092643
4222.672453,0.9997672170981451
4222.790456,0.9996503111554014
4222.908458,0.9998417325256184
4223.026461,0.9996783417431131
4223.144463,0.9997434129240959
4223.262465,0.9996444032395203
4223.380468,0.9997832634907515
4223.49847,0.9997152505488227
4223.616472,0.999692537276354
4223.734475,0.9997534404008152
4223.852477,0.9996970558968346
4223.970479,0.9996018592790603
4224.088482,0.9995615561446108
4224.206484,0.9995665839518832
4224.324486,0.9996961061850825
4224.442489,0.9996860193022595
4224.560491,0.9996876687855522
4224.678494,0.9996221713952113
4224.796496,0.9995960915929721
4224.914498,0.9996586782635221
4225.032501,0.9997383242430747
4225.150503,0.9995631754356434
4225.268505,0.9996535300345857
4225.386508,0.9996969659241035
4225.50451,0.999583706674122
4225.622512,0.9997226684635021
4225.740515,0.9997226084801438
4225.858517,0.9995736908955603
4225.97652,0.9996010895859251
4226.094522,0.9996268896229953
4226.212524,0.9997092122869449
4226.330527,0.9997447525811667
4226.448529,0.9996769621879534
4226.566531,0.9995773893250587
4226.684534,0.9996432936348486
4226.802536,0.9995170566546973
4226.920538,0.9996674952919473
4227.038541,0.9997061931696827
4227.156543,0.9996817206616186
4227.274545,0.9996544397197119
4227.392548,0.999641824160287
4227.51055,0.9995519104221348
4227.628553,0.9997046936115176
4227.746555,0.9997115316150078
4227.864557,0.9997054933755923
4227.98256,0.9996997550825293
4228.100562,0.9997152205573656
4228.218564,0.9994712098588129
4228.336567,0.9997574994080229
4228.454569,0.9997711461910289
4228.572571,0.9998315741852203
4228.690574,0.9996402547238551
4228.808576,0.9996629068286744
4228.926579,0.9994989855496763
4229.044581,0.9996728435273536
4229.162583,0.9997426331245378
4229.280586,0.9997675370237058
4229.398588,0.9995816975128908
4229.51659,0.9996548795677621
4229.634593,0.9996744230116942
4229.752595,0.9995954518516782
4229.870597,0.9998598798177498
4229.9886,0.9998439421782889
4230.106602,0.9996699244869124
4230.224604,0.9997178997977468
4230.342607,0.9997450924944403
4230.460609,0.9995480221727658
4230.578612,0.9996643463442968
4230.696614,0.9996604176711354
4230.814616,0.9995620759167552
4230.932619,0.9998550305090923
4231.050621,0.9995283612565354
4231.168623,0.9995960016293279
4231.286626,0.9996611174336728
4231.404628,0.9996034486472801
4231.52263,0.9997503811599682
4231.640633,0.9994908096814138
4231.758635,0.9997596688841506
4231.876638,0.9996501712043676
4231.99464,0.9997035739428878
4232.112642,0.9996789715406669
4232.230645,0.9998848566295068
4232.348647,0.9997311661422992
4232.466649,0.9996008696737095
4232.584652,0.999791731690856
4232.702654,0.9997421832404542
4232.820656,0.9996139845231529
4232.938659,0.9996398248786379
4233.056661,0.9998201161810346
4233.174663,0.9997519407717793
4233.292666,0.9996195523885532
4233.410668,0.9994437647562131
4233.528671,0.9997333355612835
4233.646673,0.9996403946735005
4233.764675,0.9998308043152047
4233.882678,0.9997118515227491
4234.00068,0.9998586999837877
4234.118682,0.9996947366023552
4234.236685,0.9998345836827879
4234.354687,0.9996267096901713
4234.472689,0.9996930071319569
4234.590692,0.9998017596522151
4234.708694,0.9997103019705802
4234.826697,0.999783583421447
4234.944699,0.9997377743871476
4235.062701,0.9996322076521941
4235.180704,0.9996380755104751
4235.298706,0.999763268025437
4235.416708,0.9995961815566244
4235.534711,0.999770346374432
4235.652713,0.9996014294503532
4235.770715,0.9998515010270642
4235.888718,0.9997784845381738
4236.00672,0.9996373757640672
4236.124722,0.9998559303790248
4236.242725,0.999447352765769
4236.360727,0.999795780855569
4236.47873,0.999657758577961
4236.596732,0.9998640292448612
4236.714734,0.9998954354672519
4236.832737,0.9996151140875936
4236.950739,0.9994946277435993
4237.068741,0.9998597298387791
4237.186744,0.9997666172379948
