nu,[0]HFC-329p-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1236.178916,0.0006588596634060358
1236.41997,0.0005681642548352089
1236.661024,0.0005042693540561919
1236.902078,0.00044764949902805173
1237.143132,0.00039866065167793715
1237.384186,0.00035874454377343875
1237.62524,0.0003197407649556929
1237.866294,0.00028497759352408866
1238.107348,0.0002558805049495708
1238.348402,0.00023183144048423068
1238.589456,0.00020326500234191524
1238.83051,0.00018954198523761517
1239.071564,0.0001726921549027622
1239.312618,0.00015602411177469708
1239.553672,0.00014498213935393593
1239.794726,0.00013155309810185804
1240.03578,0.0001224387075163538
1240.276834,0.0001128331927746869
1240.517888,0.00010392926858105849
1240.758942,9.631369860534271e-05
1240.999996,8.684375269402317e-05
1241.24105,7.971123627378035e-05
1241.482104,7.59906691163692e-05
1241.723158,6.99311060390042e-05
1241.964212,6.585204992758944e-05
1242.205266,6.148606464288882e-05
1242.44632,5.7847518538399824e-05
1242.687374,5.579088796666687e-05
1242.928428,5.413660410885419e-05
1243.169482,5.247886714370389e-05
1243.410536,5.0411058110438054e-05
1243.65159,4.9353592420132393e-05
1243.892644,4.877464255153225e-05
1244.133698,4.69043563921279e-05
1244.374752,4.694189489063896e-05
1244.615806,4.58241185297074e-05
1244.85686,4.6021586491237335e-05
1245.097914,4.436764812281828e-05
1245.338968,4.472401286616424e-05
1245.580022,4.2670617045276965e-05
1245.821076,4.258536109555475e-05
1246.06213,4.2372965721003505e-05
1246.303184,4.0874670088859145e-05
1246.544238,3.994528161445178e-05
1246.785292,4.0833815849294616e-05
1247.026346,3.884232715049262e-05
1247.2674,3.899800761244465e-05
1247.508454,3.938994410489937e-05
1247.749508,3.911517730193898e-05
1247.990562,4.071149797030361e-05
1248.231616,4.19094172885549e-05
1248.47267,4.472401286616424e-05
1248.713724,4.9358528026150585e-05
1248.954778,5.641361657300928e-05
1249.195832,6.427113107075856e-05
1249.436886,7.306946455677684e-05
1249.67794,8.643654474464402e-05
1249.918994,0.00010147480671459329
1250.160048,0.00011631599216795573
1250.401102,0.00014181318005272676
1250.642156,0.00016471398704646502
1250.88321,0.0001908734337673889
1251.124264,0.00022329874932658798
1251.365318,0.0002467586067039046
1251.606372,0.00027235614268782723
1251.847426,0.0003128458439780063
1252.08848,0.00034564441972385266
1252.329534,0.0003690420366320959
1252.570588,0.00040331204113881064
1252.811642,0.00046741174864839343
1253.052696,0.0005113276395176178
1253.29375,0.0005594256083498092
1253.534804,0.0006288611958124692
1253.775858,0.0006998811661325277
1254.016912,0.0007649500655951432
1254.257966,0.0008315659067457969
1254.49902,0.000907787715680781
1254.740074,0.0010311299904337118
1254.981128,0.001083130304611616
1255.222182,0.0011760428418790554
1255.463236,0.0012862812187159497
1255.70429,0.001401517080688327
1255.945344,0.001518397160759569
1256.186398,0.0016325697040364049
1256.427452,0.0017128442262467518
1256.668506,0.0018532767322629608
1256.90956,0.0019984168237869894
1257.150614,0.0020706349077782085
1257.391668,0.0022731244140407796
1257.632722,0.0024240877765079843
1257.873776,0.0025427731555529576
1258.11483,0.002711644504249289
1258.355884,0.00286868942456041
1258.596938,0.00314198661243376
1258.837992,0.003362737179121682
1259.079046,0.0036702334815070735
1259.3201,0.0039442360248635126
1259.561154,0.004311368102763762
1259.802208,0.004748150999411478
1260.043262,0.005248043177259768
1260.284316,0.00584715535561784
1260.52537,0.006568958385988471
1260.766424,0.0072612738798037675
1261.007478,0.008179698395606356
1261.248532,0.009139039377221684
1261.489586,0.010395315572792118
1261.73064,0.011772370218869043
1261.971694,0.013118917585169141
1262.212748,0.014751654986735417
1262.453802,0.0167660377699252
1262.694856,0.01895286825129343
1262.93591,0.021118623446305163
1263.176964,0.024335964553794918
1263.418018,0.026914233659286534
1263.659072,0.029989738674912936
1263.900126,0.03323339616707296
1264.14118,0.03717198101578286
1264.382234,0.041324489030900406
1264.623288,0.04538380298657164
1264.864342,0.04966275615196011
1265.105396,0.05467219592343329
1265.34645,0.060030650831882734
1265.587504,0.06596044729545375
1265.828558,0.07205684194330093
1266.069612,0.07812852905826509
1266.310666,0.08551187703472965
1266.55172,0.09245807319270047
1266.792774,0.10031901707923915
1267.033828,0.10906622635687724
1267.274882,0.11770191437263045
1267.515936,0.1277857813845635
1267.75699,0.13632684560351988
1267.998044,0.14729763666610557
1268.239098,0.1565624980747436
1268.480152,0.1665432905588828
1268.721206,0.17774594917676806
1268.96226,0.1893420710655257
1269.203314,0.201251481745502
1269.444368,0.21089392437431864
1269.685422,0.22275116111663013
1269.926476,0.23567536334040942
1270.16753,0.24583369702835253
1270.408584,0.2580246902489503
1270.649638,0.2682864569738332
1270.890692,0.27848251621154657
1271.131746,0.2928777478112949
1271.3728,0.3024014015294998
1271.613854,0.3125783878940906
1271.854908,0.3211972045795056
1272.095962,0.32952600682682137
1272.337016,0.34252864148585327
1272.57807,0.35095404149528325
1272.819124,0.3609918128472215
1273.060178,0.3654228875597436
1273.301232,0.37798150996328256
1273.542286,0.38661341997249377
1273.78334,0.39158996276501223
1274.024394,0.39865057406982096
1274.265448,0.4080196271398878
1274.506502,0.4128710344666338
1274.747556,0.42259542487272206
1274.98861,0.4268938036846276
1275.229664,0.43492572917478245
1275.470718,0.44400475817365664
1275.711772,0.448556782565443
1275.952826,0.4568500774532169
1276.19388,0.4620925884864804
1276.434934,0.465254830929742
1276.675988,0.47247993431891766
1276.917042,0.4780499758348991
1277.158096,0.4810182826169855
1277.39915,0.4829703569438553
1277.640204,0.4886542963260939
1277.881258,0.49032345176917114
1278.122312,0.4925201034575142
1278.363366,0.5025802250254284
1278.60442,0.49880502053518255
1278.845474,0.5007741890306459
1279.086528,0.5078597257236234
1279.327582,0.5106810765298885
1279.568636,0.510400279164151
1279.80969,0.5180155592560082
1280.050744,0.5175185029443259
1280.291798,0.5210027286033344
1280.532852,0.5230595285892595
1280.773906,0.5213414904626036
1281.01496,0.5221658610988406
1281.256014,0.5218422186044999
1281.497068,0.5245104120293094
1281.738122,0.5247307526706573
1281.979176,0.5254658902005948
1282.22023,0.5251244483525865
1282.461284,0.5252925150652993
1282.702338,0.5275983423567285
1282.943392,0.5245156571596553
1283.184446,0.519618702915482
1283.4255,0.5180673634020979
1283.666554,0.5156587858330207
1283.907608,0.5143352442328742
1284.148662,0.5054884952145963
1284.389716,0.5082458458222255
1284.63077,0.5071238627509086
1284.871824,0.5036720082701293
1285.112878,0.4999785907383422
1285.353932,0.49520671377485026
1285.594986,0.49248070342525985
1285.83604,0.48627547241122837
1286.077094,0.4814273219743092
1286.318148,0.4829751866715733
1286.559202,0.4727918740043409
1286.800256,0.46877611089791477
1287.04131,0.4635690174959985
1287.282364,0.46180617987746214
1287.523418,0.45563647105927796
1287.764472,0.44780383981973154
1288.005526,0.4421659565796062
1288.24658,0.440277530400214
1288.487634,0.4328907033706812
1288.728688,0.4295530626586348
1288.969742,0.4261260859912031
1289.210796,0.42294209523654175
1289.45185,0.4166536407677381
1289.692904,0.4079665880359761
1289.933958,0.40575733301861544
1290.175012,0.40049259581416885
1290.416066,0.3991571819267865
1290.65712,0.39362366150445405
1290.898174,0.3915703837563533
1291.139228,0.38283545634954536
1291.380282,0.384262256449967
1291.621336,0.37261483753095753
1291.86239,0.37029325729185864
1292.103444,0.36960884803962624
1292.344498,0.3629464413839004
1292.585552,0.3615698620638331
1292.826606,0.3593350639519828
1293.06766,0.3528896066484437
1293.308714,0.34770529897736335
1293.549768,0.344452182766909
1293.790822,0.34119538133126665
1294.031876,0.33551117990864
1294.27293,0.3307144383446243
1294.513984,0.3241982719150436
1294.755038,0.32562788715856034
1294.996092,0.3202670820158032
1295.237146,0.3155304778257838
1295.4782,0.31058427418201723
1295.719254,0.3084486191731464
1295.960308,0.3073709360516377
1296.201362,0.30203873748960797
1296.442416,0.2976907747058552
1296.68347,0.2941104211540929
1296.924524,0.2902536741250547
1297.165578,0.2875380729098383
1297.406632,0.28379588897568375
1297.647686,0.2817598969418586
1297.88874,0.2769827636004512
1298.129794,0.27288631475414643
1298.370848,0.26922710474659955
1298.611902,0.2659358937993792
1298.852956,0.26150549037491355
1299.09401,0.25872229825964005
1299.335064,0.25684050239398876
1299.576118,0.25306725387173395
1299.817172,0.24775869760769006
1300.058226,0.2458091148877772
1300.29928,0.2414241340412594
1300.540334,0.23825827610243483
1300.781388,0.23525152925151188
1301.022442,0.23130918504632592
1301.263496,0.23170274509216127
1301.50455,0.22775153568745873
1301.745604,0.22371105339880473
1301.986658,0.22275116111663013
1302.227712,0.22062298157609878
1302.468766,0.21972027915613299
1302.70982,0.21783878676890578
1302.950874,0.2187775103613196
1303.191928,0.21694747617844096
1303.432982,0.21567125462467565
1303.674036,0.21491772468012055
1303.91509,0.21670896515975485
1304.156144,0.21627598035856477
1304.397198,0.2148747454332525
1304.638252,0.21814397465205312
1304.879306,0.2179041482086622
1305.12036,0.21866814894877046
1305.361414,0.21956652877963362
1305.602468,0.22159586146120183
1305.843522,0.22519242951502902
1306.084576,0.22738742459690825
1306.32563,0.22992548518672384
1306.566684,0.23298062112795564
1306.807738,0.23782979695237486
1307.048792,0.240941768299707
1307.289846,0.24649834488115682
1307.5309,0.25167920460994847
1307.771954,0.25882580787948783
1308.013008,0.2630529332356936
1308.254062,0.2711725350455999
1308.495116,0.27712128961086807
1308.73617,0.2847624371990729
1308.977224,0.2919128442101094
1309.218278,0.30161617911700117
1309.459332,0.30918978490227744
1309.700386,0.31873348360282633
1309.94144,0.3257255901794283
1310.182494,0.3369232902201088
1310.423548,0.34711470211866713
1310.664602,0.3564362061575269
1310.905656,0.3654228875597436
1311.14671,0.3808270286447062
1311.387764,0.3926800974466234
1311.628818,0.40569241703874936
1311.869872,0.4206938108693741
1312.110926,0.4357746617869646
1312.35198,0.44884843925226503
1312.593034,0.4666480246609093
1312.834088,0.48441175522430324
1313.075142,0.5038936727163701
1313.316196,0.5160559960044027
1313.55725,0.5345553495479887
1313.798304,0.5502954297314864
1314.039358,0.5655706825443627
1314.280412,0.5779603565186237
1314.521466,0.6007658626320299
1314.76252,0.6176273481012082
1315.003574,0.6291409257998574
1315.244628,0.6473876590486467
1315.485682,0.6529726723296655
1315.726736,0.6769282459121126
1315.96779,0.6834990586968419
1316.208844,0.6969093040518048
1316.449898,0.7085674664767413
1316.690952,0.7262289178611318
1316.932006,0.7293657194487411
1317.17306,0.7377870840531275
1317.414114,0.7463056829803082
1317.655168,0.7574331472111527
1317.896222,0.7659564229186024
1318.137276,0.7681578754256313
1318.37833,0.7816173347152118
1318.619384,0.786690793812715
1318.860438,0.7944144314010146
1319.101492,0.8012758573534557
1319.342546,0.8028880415290506
1319.5836,0.8132147981204072
1319.824654,0.8099522367739598
1320.065708,0.816612984122158
1320.306762,0.8205011228156273
1320.547816,0.8265126965599748
1320.78887,0.8268764421646259
1321.029924,0.8299581509540007
1321.270978,0.8291286076438305
1321.512032,0.8331929758164291
1321.753086,0.8322436770271173
1321.99414,0.8369173155926838
1322.235194,0.8427120137886023
1322.476248,0.8408853114075776
1322.717302,0.8499820902617929
1322.958356,0.8387186235333655
1323.19941,0.8463434774993929
1323.440464,0.8493873109956397
1323.681518,0.8481565918816858
1323.922572,0.8409946336038494
1324.163626,0.8468175625782252
1324.40468,0.8441542841218705
1324.645734,0.8427120137886023
1324.886788,0.8475630900172558
1325.127842,0.8463434774993929
1325.368896,0.8502456255556341
1325.60995,0.8493873109956397
1325.851004,0.848419561183305
1326.092058,0.8459627086139428
1326.333112,0.8471902442897236
1326.574166,0.8476732803811766
1326.81522,0.8388192758072052
1327.056274,0.838240690141908
1327.297328,0.8481565918816858
1327.538382,0.8396669112596178
1327.779436,0.8418444672775516
1328.02049,0.8283910114620158
1328.261544,0.8339181691187344
1328.502598,0.8293276223904793
1328.743652,0.8292281090467124
1328.984706,0.82354260023345
1329.22576,0.8246468870246748
1329.466814,0.8151117977463737
1329.707868,0.810908544523962
1329.948922,0.8080914873115418
1330.189976,0.8062592000681651
1330.43103,0.7994590240432338
1330.672084,0.800362923347327
1330.913138,0.7954239786557091
1331.154192,0.7857866193997654
1331.395246,0.7869347057631959
1331.6363,0.7791591138413763
1331.877354,0.7689341068106744
1332.118408,0.764877185403538
1332.359462,0.7568879916247225
1332.600516,0.7505267392217481
1332.84157,0.7441073253872331
1333.082624,0.7325380456395953
1333.323678,0.7221950674910709
1333.564732,0.7187871508983257
1333.805786,0.7071022488445762
1334.04684,0.7019802564969856
1334.287894,0.6873648847698918
1334.528948,0.6751975258694362
1334.770002,0.6600101930934101
1335.011056,0.6545089625436281
1335.25211,0.6361632921072438
1335.493164,0.6300916462110808
1335.734218,0.6144547437268645
1335.975272,0.5964081684049402
1336.216326,0.5808457778298536
1336.45738,0.5712947516348155
1336.698434,0.5585673929398546
1336.939488,0.5397171893719981
1337.180542,0.5251717116797561
1337.421596,0.507306460207069
1337.66265,0.49376281928252147
1337.903704,0.47364840222048504
1338.144758,0.4647572745008077
1338.385812,0.4435654109758113
1338.626866,0.4291966815352536
1338.86792,0.41870444073776153
1339.108974,0.4028423438113899
1339.350028,0.3853204319796868
1339.591082,0.3722163528821053
1339.832136,0.3568285017072962
1340.07319,0.34576359115930777
1340.314244,0.33484082812405785
1340.555298,0.31828756893887983
1340.796352,0.308849863130135
1341.037406,0.2961764166502667
1341.27846,0.2868774952976043
1341.519514,0.27579429475621625
1341.760568,0.2679111187321443
1342.001622,0.2610091016618089
1342.242676,0.2536246147023633
1342.48373,0.24566167365563743
1342.724784,0.23993193500721696
1342.965838,0.23529858426270647
1343.206892,0.2273646869913478
1343.447946,0.22313016014842982
1343.689,0.2204465537713693
1343.930054,0.21753402584985027
1344.171108,0.21180272076105636
1344.412162,0.21222675009056488
1344.653216,0.20806598791551675
1344.89427,0.20628429269008072
1345.135324,0.20529650068254637
1345.376378,0.2024626204185804
1345.617432,0.2004280398796749
1345.858486,0.19871174936398467
1346.09954,0.19956804961236826
1346.340594,0.1981363200665903
1346.581648,0.19679356363608533
1346.822702,0.19906975261910853
1347.063756,0.19990760383602338
1347.30481,0.20183595812369184
1347.545864,0.20290852850254407
1347.786918,0.20684201286376344
1348.027972,0.20994703381626711
1348.269026,0.21241784014327156
1348.51008,0.21783878676890578
1348.751134,0.22411409592437412
1348.992188,0.22503484997364245
1349.233242,0.2288016060618587
1349.474296,0.23548689844574644
1349.71535,0.23962022614636613
1349.956404,0.2441188700457975
1350.197458,0.24845339408218756
1350.438512,0.25799888907000584
1350.679566,0.26069607859121985
1350.92062,0.2699280059957236
1351.161674,0.27873326329539927
1351.402728,0.28573227727940725
1351.643782,0.29520064538342344
1351.884836,0.30370452726851654
1352.12589,0.31647849056736405
1352.366944,0.3270965145841736
1352.607998,0.3430771259828181
1352.849052,0.35647185156038314
1353.090106,0.36472924324415124
1353.33116,0.3837438524052223
1353.572214,0.39069034081248144
1353.813268,0.4061795401546106
1354.054322,0.42137167343781745
1354.295376,0.4316889384425374
1354.53643,0.4445201025350804
1354.777484,0.46224510420439024
1355.018538,0.47139919319021256
1355.259592,0.4788011037781074
1355.500646,0.4898137804543533
1355.7417,0.5015660376449887
1355.982754,0.5090749620971066
1356.223808,0.5180466411220102
1356.464862,0.5215239919201575
1356.705916,0.5367837316232016
1356.94697,0.5427263747281378
1357.188024,0.546828529559811
1357.429078,0.5558037581509669
1357.670132,0.5599319614752332
1357.911186,0.5684624607919436
1358.15224,0.5697429413291272
1358.393294,0.5757510019678548
1358.634348,0.5775559258363137
1358.875402,0.582981398301016
1359.116456,0.5938609962808545
1359.35751,0.6017519269985171
1359.598564,0.6080610444499989
1359.839618,0.6099672571858111
1360.080672,0.6125406324926888
1360.321726,0.6214126033770209
1360.56278,0.623928188354789
1360.803834,0.6308355931960083
1361.044888,0.6480742537981673
1361.285942,0.6371819680980905
1361.526996,0.6416899730189507
1361.76805,0.6416899730189507
1362.009104,0.6460360317837304
1362.250158,0.642222796787832
1362.491212,0.6522221853691986
1362.732266,0.642222796787832
1362.97332,0.6566855434242732
1363.214374,0.6709236056381522
1363.455428,0.6476466659101849
1363.696482,0.6487161650030459
1363.937536,0.6368443511313977
1364.17859,0.6402477936398788
1364.419644,0.6429810669794701
1364.660698,0.6399469478811595
1364.901752,0.6402477936398788
1365.142806,0.6482103636825026
1365.38386,0.6442489881737397
1365.624914,0.6458939194896635
1365.865968,0.6496899694212758
1366.107022,0.6396334506897822
1366.348076,0.645997270784665
1366.58913,0.6358961596263065
1366.830184,0.6422677539570897
1367.071238,0.6306085332556993
1367.312292,0.6294744588689871
1367.553346,0.6469605241636915
1367.7944,0.6229929976406408
1368.035454,0.6216487850379776
1368.276508,0.63518435461274
1368.517562,0.630936534966046
1368.758616,0.6252460667049332
1368.99967,0.6344289347946884
1369.240724,0.6232796403423223
1369.481778,0.6329271185744086
1369.722832,0.6298585554264371
1369.963886,0.637232944694575
1370.20494,0.6278901802620821
1370.445994,0.6429810669794701
1370.687048,0.6480418508955567
1370.928102,0.6446872264698318
1371.169156,0.646326813418994
1371.41021,0.6539267087083546
1371.651264,0.650418029824747
1371.892318,0.6497354493109128
1372.133372,0.6530706255768248
1372.374426,0.6522221853691986
1372.61548,0.6587178400346698
1372.856534,0.6642610893093799
1373.097588,0.669181470021198
1373.338642,0.6776597233444116
1373.579696,0.7057106286103446
1373.82075,0.7169709179100767
1374.061804,0.7089714650612913
1374.302858,0.715488323125003
1374.543912,0.7276246168256725
1374.784966,0.7384070855679122
1375.02602,0.7494167812192261
1375.267074,0.7419599596549314
1375.508128,0.7482336376344649
1375.749182,0.760104009849826
1375.990236,0.7653515562982699
1376.23129,0.7702270018378503
1376.472344,0.7845303660793828
1376.713398,0.7828767521831204
1376.954452,0.7936600960572042
1377.195506,0.8092721625662253
1377.43656,0.8165721544937011
1377.677614,0.8317444805948067
1377.918668,0.8365993474305355
1378.159722,0.8476648036907563
1378.400776,0.8557474340989509
1378.64183,0.8620775906623488
1378.882884,0.8693495418599196
1379.123938,0.8864239003157645
1379.364992,0.8967662874323292
1379.606046,0.9043398942876123
1379.8471,0.907222994190451
1380.088154,0.9250449019492779
1380.329208,0.932858267666155
1380.570262,1.0
1380.811316,1.0
1381.05237,1.0
1381.293424,1.0
1381.534478,1.0
1381.775532,1.0
1382.016586,1.0
1382.25764,1.0
1382.498694,1.0
1382.739748,1.0
1382.980802,1.0
1383.221856,1.0
1383.46291,1.0
1383.703964,1.0
1383.945018,1.0
1384.186072,1.0
1384.427126,1.0
1384.66818,1.0
1384.909234,1.0
1385.150288,1.0
1385.391342,1.0
1385.632396,1.0
1385.87345,1.0
1386.114504,1.0
1386.355558,1.0
1386.596612,1.0
1386.837666,1.0
1387.07872,1.0
1387.319774,1.0
1387.560828,1.0
1387.801882,1.0
1388.042936,1.0
1388.28399,1.0
1388.525044,1.0
1388.766098,1.0
1389.007152,1.0
1389.248206,1.0
1389.48926,1.0
1389.730314,1.0
1389.971368,1.0
1390.212422,1.0
1390.453476,1.0
1390.69453,1.0
1390.935584,1.0
1391.176638,1.0
1391.417692,1.0
1391.658746,1.0
1391.8998,1.0
1392.140854,1.0
1392.381908,1.0
1392.622962,1.0
1392.864016,1.0
1393.10507,1.0
1393.346124,1.0
1393.587178,1.0
1393.828232,1.0
1394.069286,1.0
1394.31034,1.0
1394.551394,1.0
1394.792448,1.0
1395.033502,1.0
1395.274556,1.0
1395.51561,1.0
1395.756664,1.0
1395.997718,1.0
1396.238772,1.0
1396.479826,1.0
1396.72088,1.0
1396.961934,1.0
1397.202988,1.0
1397.444042,1.0
1397.685096,1.0
1397.92615,1.0
1398.167204,1.0
1398.408258,1.0
1398.649312,1.0
1398.890366,1.0
1399.13142,1.0
1399.372474,1.0
1399.613528,1.0
1399.854582,1.0
1400.095636,1.0
1400.33669,1.0
1400.577744,1.0
1400.818798,1.0
1401.059852,1.0
1401.300906,1.0
1401.54196,1.0
1401.783014,0.9294409524328954
1402.024068,0.9294409524328954
1402.265122,0.9255177206890735
1402.506176,0.9143663200692833
1402.74723,0.9167770188822945
1402.988284,0.9091310734366062
1403.229338,0.9033908357415418
1403.470392,0.9139119929178579
1403.711446,0.9005496318543983
1403.9525,0.8939012218623134
1404.193554,0.8949029520950152
1404.434608,0.8901814149548273
1404.675662,0.8967662874323292
1404.916716,0.9124490780129115
1405.15777,0.8939548575446795
1405.398824,0.881323961882626
1405.639878,0.8812798967861684
1405.880932,0.8766565346313134
1406.121986,0.8802934158342212
1406.36304,0.8660782643197983
1406.604094,0.8693495418599196
1406.845148,0.8744326525592144
1407.086202,0.8698191173865054
1407.327256,0.859349131592409
1407.56831,0.8725546419410519
1407.809364,0.8670401449381754
1408.050418,0.8606821555730798
1408.291472,0.8647541777599035
1408.532526,0.8611212154231672
1408.77358,0.8702715409474777
1409.014634,0.8679770541346071
1409.255688,0.8684285195735982
1409.496742,0.8725546419410519
1409.737796,0.8633630436971271
1409.97885,0.871177094156111
1410.219904,0.8670228043086835
1410.460958,0.8757890741258284
1410.702012,0.8743801881740082
1410.943066,0.8725197404534087
1411.18412,0.8711422477692772
1411.425174,0.8794311508655481
1411.666228,0.8706632512691163
1411.907282,0.8799589678853389
1412.148336,0.8784643084604088
1412.38939,0.8771037434925417
1412.630444,0.8841398743134419
1412.871498,0.882223370944389
1413.112552,0.8897364355014836
1413.353606,0.8920081586280089
1413.59466,0.8952878431100538
1413.835714,0.8929274003596188
1414.076768,0.8995505763414275
1414.317822,0.9042856355217344
1414.558876,0.9057137247206271
1414.79993,0.9119665200984644
1415.040984,0.9124737144706087
1415.282038,0.9186785501715323
1415.523092,0.9157773605674608
1415.764146,0.9284590523717751
1416.0052,0.9259213343966884
1416.246254,0.9236094221551194
1416.487308,1.0
1416.728362,0.931863438730176
1416.969416,0.9540320621260548
1417.21047,1.0
1417.451524,1.0
1417.692578,1.0
1417.933632,1.0
1418.174686,1.0
1418.41574,1.0
1418.656794,1.0
1418.897848,1.0
1419.138902,1.0
1419.379956,1.0
1419.62101,1.0
1419.862064,1.0
1420.103118,1.0
1420.344172,1.0
1420.585226,1.0
1420.82628,1.0
1421.067334,1.0
1421.308388,1.0
1421.549442,1.0
1421.790496,1.0
1422.03155,1.0
1422.272604,1.0
1422.513658,1.0
1422.754712,1.0
1422.995766,1.0
1423.23682,1.0
1423.477874,1.0
1423.718928,1.0
1423.959982,1.0
1424.201036,1.0
1424.44209,1.0
1424.683144,1.0
1424.924198,1.0
1425.165252,1.0
1425.406306,1.0
1425.64736,1.0
1425.888414,1.0
1426.129468,1.0
1426.370522,1.0
1426.611576,1.0
1426.85263,1.0
1427.093684,1.0
1427.334738,1.0
1427.575792,1.0
1427.816846,1.0
1428.0579,1.0
1428.298954,1.0
1428.540008,1.0
1428.781062,1.0
1429.022116,1.0
1429.26317,1.0
1429.504224,1.0
1429.745278,1.0
1429.986332,1.0
1430.227386,1.0
1430.46844,1.0
1430.709494,1.0
1430.950548,1.0
1431.191602,1.0
1431.432656,1.0
1431.67371,1.0
1431.914764,1.0
1432.155818,1.0
1432.396872,1.0
1432.637926,1.0
1432.87898,1.0
1433.120034,1.0
1433.361088,1.0
1433.602142,1.0
1433.843196,1.0
1434.08425,1.0
1434.325304,1.0
1434.566358,1.0
1434.807412,1.0
1435.048466,1.0
1435.28952,1.0
1435.530574,1.0
1435.771628,1.0
1436.012682,1.0
1436.253736,1.0
1436.49479,1.0
1436.735844,1.0
1436.976898,1.0
1437.217952,1.0
1437.459006,1.0
1437.70006,1.0
1437.941114,1.0
1438.182168,1.0
1438.423222,1.0
1438.664276,1.0
1438.90533,1.0
1439.146384,1.0
1439.387438,1.0
1439.628492,1.0
1439.869546,1.0
1440.1106,1.0
1440.351654,1.0
1440.592708,1.0
1440.833762,1.0
1441.074816,1.0
1441.31587,1.0
1441.556924,1.0
1441.797978,1.0
1442.039032,1.0
1442.280086,1.0
1442.52114,1.0
1442.762194,1.0
1443.003248,1.0
1443.244302,1.0
1443.485356,1.0
1443.72641,1.0
1443.967464,1.0
1444.208518,1.0
1444.449572,1.0
1444.690626,1.0
1444.93168,1.0
1445.172734,1.0
1445.413788,1.0
1445.654842,1.0
1445.895896,1.0
1446.13695,1.0
1446.378004,1.0
1446.619058,1.0
1446.860112,1.0
1447.101166,1.0
1447.34222,1.0
1447.583274,1.0
1447.824328,1.0
1448.065382,1.0
1448.306436,1.0
1448.54749,1.0
1448.788544,1.0
1449.029598,1.0
1449.270652,1.0
1449.511706,1.0
1449.75276,1.0
1449.993814,1.0
1450.234868,1.0
1450.475922,1.0
1450.716976,1.0
1450.95803,1.0
1451.199084,1.0
1451.440138,1.0
1451.681192,1.0
1451.922246,1.0
1452.1633,1.0
1452.404354,1.0
1452.645408,1.0
1452.886462,1.0
1453.127516,1.0
1453.36857,1.0
1453.609624,1.0
1453.850678,1.0
1454.091732,1.0
1454.332786,1.0
1454.57384,1.0
1454.814894,1.0
1455.055948,1.0
1455.297002,1.0
1455.538056,1.0
1455.77911,1.0
1456.020164,1.0
1456.261218,1.0
1456.502272,1.0
1456.743326,1.0
1456.98438,1.0
1457.225434,1.0
1457.466488,1.0
1457.707542,1.0
1457.948596,1.0
1458.18965,1.0
1458.430704,1.0
1458.671758,1.0
1458.912812,1.0
1459.153866,1.0
1459.39492,1.0
1459.635974,1.0
1459.877028,1.0
1460.118082,1.0
1460.359136,1.0
1460.60019,1.0
1460.841244,1.0
1461.082298,1.0
1461.323352,1.0
1461.564406,1.0
1461.80546,1.0
1462.046514,1.0
1462.287568,1.0
1462.528622,1.0
1462.769676,1.0
1463.01073,1.0
1463.251784,1.0
1463.492838,1.0
1463.733892,1.0
1463.974946,1.0
1464.216,1.0
1464.457054,1.0
1464.698108,1.0
1464.939162,1.0
1465.180216,1.0
1465.42127,1.0
1465.662324,1.0
1465.903378,1.0
1466.144432,1.0
1466.385486,1.0
1466.62654,1.0
1466.867594,1.0
1467.108648,1.0
1467.349702,1.0
1467.590756,1.0
1467.83181,1.0
1468.072864,1.0
1468.313918,1.0
1468.554972,1.0
1468.796026,1.0
1469.03708,1.0
1469.278134,1.0
1469.519188,1.0
1469.760242,1.0
1470.001296,1.0
1470.24235,1.0
1470.483404,1.0
1470.724458,1.0
1470.965512,1.0
1471.206566,1.0
1471.44762,1.0
1471.688674,1.0
1471.929728,1.0
1472.170782,1.0
1472.411836,1.0
1472.65289,1.0
1472.893944,1.0
1473.134998,1.0
1473.376052,1.0
1473.617106,1.0
1473.85816,1.0
1474.099214,1.0
1474.340268,1.0
1474.581322,1.0
1474.822376,1.0
1475.06343,1.0
1475.304484,1.0
1475.545538,1.0
1475.786592,1.0
1476.027646,1.0
1476.2687,1.0
1476.509754,1.0
1476.750808,1.0
1476.991862,1.0
1477.232916,1.0
1477.47397,1.0
1477.715024,1.0
1477.956078,1.0
1478.197132,1.0
1478.438186,1.0
1478.67924,1.0
1478.920294,1.0
1479.161348,1.0
1479.402402,1.0
1479.643456,1.0
1479.88451,1.0
1480.125564,1.0
1480.366618,1.0
1480.607672,1.0
1480.848726,1.0
1481.08978,1.0
1481.330834,1.0
1481.571888,1.0
1481.812942,1.0
1482.053996,1.0
1482.29505,1.0
1482.536104,1.0
1482.777158,1.0
1483.018212,1.0
1483.259266,1.0
1483.50032,1.0
1483.741374,1.0
1483.982428,1.0
1484.223482,1.0
1484.464536,1.0
1484.70559,1.0
1484.946644,1.0
1485.187698,1.0
1485.428752,1.0
1485.669806,1.0
1485.91086,1.0
1486.151914,1.0
1486.392968,1.0
1486.634022,1.0
1486.875076,1.0
1487.11613,1.0
1487.357184,1.0
1487.598238,1.0
1487.839292,1.0
1488.080346,1.0
1488.3214,1.0
1488.562454,1.0
1488.803508,1.0
1489.044562,1.0
1489.285616,1.0
1489.52667,1.0
1489.767724,1.0
1490.008778,1.0
