nu,[0]Geraniol-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
694.047881,0.9971770919193335
694.165883,0.9981491150041443
694.283886,0.9954427160764394
694.401888,0.9967914584065084
694.51989,0.996968603987586
694.637893,0.9990137566579667
694.755895,0.9991557765573007
694.873897,0.9991685258663501
694.9919,0.9986378285988328
695.109902,0.9986202527277175
695.227905,0.9992988559164683
695.345907,0.9964451335521407
695.463909,0.9975527992898999
695.581912,0.9981904392329111
695.699914,0.9964017891315792
695.817916,0.9985615355831581
695.935919,0.9996502711693896
696.053921,0.9946526482583058
696.171923,0.996178221655307
696.289926,0.997274321425657
696.407928,0.998188143397541
696.525931,0.996665471928679
696.643933,1.0
696.761935,0.9968778839724465
696.879938,0.9977527289031557
696.99794,0.9962872095142833
697.115942,0.9981618913945851
697.233945,0.9950742713862679
697.351947,0.9983941906936878
697.469949,0.9979128810680121
