nu,[0]Heptafluorobutyraldehyde-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
643.673734,0.9645824168018319
643.792736,0.8574777909879097
643.911738,0.7913459888175373
644.03074,0.9994828037920919
644.149742,0.7934617058330012
644.268744,0.778271378556851
644.387746,0.8814473558746674
644.506748,0.9248071959560055
644.62575,0.7740103758432713
644.744752,0.9506740686964844
644.863754,0.7877299113272275
644.982756,0.7705351542649621
645.101758,0.8008112521047372
645.22076,0.8050507178563122
645.339762,0.8156173237578463
645.458764,0.8642181963411014
645.577766,0.845869657833882
645.696768,0.8623534996344419
645.81577,0.9657473706871513
645.934772,1.0
646.053774,0.9287961441862488
646.172776,0.7032801219763409
646.291778,0.7851896484467179
646.41078,0.8478343536059207
646.529782,0.7424572393980118
646.648784,0.7562902862360532
646.767786,0.8983100527042571
646.886788,0.9061965988104165
647.00579,0.7448964973393855
647.124792,0.8745813187464174
647.243794,0.8983998882012276
647.362796,0.8862909467024873
647.481798,0.9426652909717836
647.6008,0.7206728424108825
647.719802,0.9196519460783261
647.838804,0.8435045355084159
647.957806,0.8887760388586796
648.076808,0.9196593033233238
648.19581,0.830697142510813
648.314812,0.6809271183992427
648.433814,0.7240100539656161
648.552816,0.7261708218715734
648.671818,0.9010991347111615
648.79082,0.9677214416586055
648.909822,0.9012343097192405
649.028824,0.780687763291595
649.147826,0.7916309246588857
649.266828,0.8118010347025437
649.38583,0.8591600955781827
649.504832,0.8277202864230443
649.623834,0.8942767392286224
649.742836,0.8450495620765278
649.861838,0.7131382345574144
649.98084,0.7578346931794567
650.099842,0.7957103828376847
650.218844,0.7994430350226436
650.337846,0.9176694770321472
650.456848,0.8050909713985351
650.57585,0.8028398696917284
650.694852,0.8987503324898205
650.813854,0.7783025100346187
650.932856,0.8780427467752463
651.051858,0.7690494555776373
651.17086,0.796857031177635
651.289862,0.8800733699871395
651.408864,0.7562751605815856
651.527866,0.8547126059010086
651.646868,0.7980292723996729
651.76587,0.7317253795220712
651.884872,0.7954796602830492
652.003874,0.8690018715818668
652.122876,0.8387941116063958
652.241878,0.982420357100203
652.36088,0.644861315521943
652.479882,0.8336263488310721
652.598884,0.9919232932895242
652.717886,0.8320023613532435
652.836888,0.8390541780892159
652.95589,0.7866671934429079
653.074892,0.8127595253217412
653.193894,0.8310377981688802
653.312896,0.881024362670338
653.431898,0.8810331729580161
653.5509,0.7865020106770824
653.669902,0.8020213905199826
653.788904,0.8019331730190769
653.907906,0.8757452857668403
654.026908,0.790610379159447
654.14591,0.8813327751663111
654.264912,0.8385508965819131
654.383914,0.874651288050652
654.502916,0.8098064584917795
654.621918,0.8246386405970368
654.74092,0.7776023528935616
654.859922,0.810017035544818
654.978924,0.8068641212853169
655.097926,0.8530390098533431
655.216928,0.8337680773569568
655.33593,0.8413310987458331
655.454932,0.8769371096119981
655.573934,0.7857551885636104
655.692936,0.8433948870461043
655.811938,0.875403811697163
655.93094,0.8792552822228256
656.049942,0.8123776181000674
656.168944,0.733498299308212
656.287946,0.826537492312806
656.406948,0.7307893702100391
656.52595,0.8962463137925507
656.644952,0.789377988482615
656.763954,0.7152808615946725
656.882956,0.7594506014072572
657.001958,0.8510026810020803
657.12096,0.7999308440406317
657.239962,0.8039646326596631
657.358964,0.833451305677992
657.477966,0.8528343050565366
657.596968,0.7598836116462536
657.71597,0.841440478898226
657.834972,0.802807756739204
657.953974,0.849276897822222
658.072976,0.8473173323577339
658.191978,0.782931555473866
658.31098,0.8889449223494864
658.429982,0.831137528688372
658.548984,0.8961387706876109
658.667986,0.861853479624474
658.786988,0.8403473169848557
658.90599,0.8232791087622592
659.024992,0.8306639152896613
659.143994,0.8493873109956397
659.262996,0.784899182016396
659.381998,0.8462503848370583
659.501,0.8532096347172315
659.620002,0.8014281142302981
659.739004,0.7905708496287356
659.858006,0.8590999564763854
659.977008,0.8294188534465583
660.09601,0.8070820040109083
660.215012,0.8335429903641818
660.334014,0.8633716773707324
660.453016,0.7763902389177655
660.572018,0.8786136600873757
660.69102,0.8327515005405287
660.810022,0.9044393771474409
660.929024,0.8674304008043818
661.048026,0.9114094787481464
661.167028,0.8835211929651572
661.28603,0.8440529916854437
661.405032,0.8839895833099058
661.524034,0.8314617355407874
661.643036,0.9138452797774341
661.762038,0.8847235992385248
661.88104,0.9123149578565167
662.000042,0.8241357644191002
662.119044,0.8381401072941825
662.238046,0.8155765439111631
662.357048,0.8797566005958557
662.47605,0.8677427319649071
662.595052,0.8474613885486639
662.714054,0.8482244471232099
662.833056,0.8330096935235409
662.952058,0.8951267058010869
663.07106,0.8903594690426335
663.190062,0.8762183159278032
663.309064,0.8757452857668403
663.428066,0.8674390751517616
663.547068,0.8418360488749709
663.66607,0.8795982586589502
663.785072,0.8825233778888005
663.904074,0.8357297363853322
664.023076,0.9384225046435185
664.142078,0.9268078652510592
664.26108,0.8792025284885201
664.380082,0.8559528381306325
664.499084,0.8789739655455832
664.618086,0.8652991445384027
664.737088,0.9248811834911439
664.85609,0.8853254158804752
664.975092,0.9153580305702202
665.094094,0.9014145746070722
665.213096,0.8894339765343512
665.332098,0.8846528241816257
665.4511,0.8823027746208858
665.570102,0.8876657628771619
665.689104,0.9343753946829666
665.808106,0.9113529731121568
665.927108,0.9478149464012776
666.04611,0.866138891920242
666.165112,0.8802846129440773
666.284114,0.9289178244510206
666.403116,0.907999001546355
666.522118,0.9297691030042725
666.64112,0.9384290736240425
666.760122,0.9122456245544185
666.879124,0.9429075870852803
666.998126,0.9387012575201508
667.117128,0.8585588939563946
667.23613,0.8587134484667954
667.355132,0.8944198349542517
667.474134,0.9211577280559163
667.593136,0.9621951406297599
667.712138,0.8886960526146174
667.83114,0.8976186201993518
667.950142,0.9057173475827717
668.069144,0.858404367263302
668.188146,0.9045026901197695
668.307148,0.93451743053741
668.42615,0.9360054311600112
668.545152,0.9258870759411011
668.664154,0.9423778218992993
668.783156,0.9260009670556018
668.902158,0.9008378538496514
669.02116,0.9446932569510639
669.140162,0.9266271553371245
669.259164,0.9163526493716746
669.378166,0.8964345452820618
669.497168,0.8748174875838373
669.61617,0.9055371277630695
669.735172,0.926631788484484
669.854174,0.8748437325021365
669.973176,0.9206576751862228
670.092178,0.9070669652543234
670.21118,0.9355571919203539
670.330182,0.9405570244703956
670.449184,0.9299392663195908
670.568186,0.873925628671871
670.687188,0.9149004659556215
670.80619,0.9169310503597485
670.925192,0.8966138501210044
671.044194,0.959132546889703
671.163196,0.9090365287213792
671.282198,0.95931575870233
671.4012,0.9436782573598683
671.520202,0.9206641198125053
671.639204,0.9217566752158918
671.758206,0.9638139508899847
671.877208,0.9150249008803745
671.99621,0.9518517320167142
672.115212,0.8938207743725372
672.234214,0.9283485723182364
672.353216,0.9587873213171542
672.472218,0.9180641597579756
672.59122,0.9389434736891332
672.710222,0.9478585468916156
672.829224,0.9365803149660112
672.948226,0.967658541809165
673.067228,0.9484900309446935
673.18623,0.9382592333327265
673.305232,0.928512904558511
673.424234,0.9506968851479294
673.543236,0.9591363834275636
673.662238,0.953793583921541
673.78124,0.9443333973777673
673.900242,0.9761558723928877
674.019244,0.9613930044197685
674.138246,0.9230609610674287
674.257248,0.9422619165555304
674.37625,0.9328330808329517
674.495252,0.9314050746851219
674.614254,0.9236399017689615
674.733256,0.9988668425083718
674.852258,0.9335833802098739
674.97126,0.9419802223578615
675.090262,0.9093893033283712
675.209264,0.9346529453894272
675.328266,0.9696355497432956
675.447268,0.892980977610942
675.56627,0.9735549596857179
675.685272,0.9450334077470359
675.804274,0.9396347904591329
675.923276,0.9222388800426005
676.042278,0.9350025709669105
676.16128,0.9302703836337854
676.280282,0.9230701917231926
676.399284,0.9243338158673199
676.518286,0.9348707448983604
676.637288,0.9219825332678013
676.75629,0.9547144389711264
676.875292,0.9474330539343785
676.994294,0.9468325717511502
677.113296,0.9416948455872511
677.232298,0.9857642996144192
677.3513,0.9536667378103328
677.470302,0.9466593172437906
677.589304,0.9570439153730042
677.708306,0.9682896609008909
677.827308,0.9591862598162767
677.94631,0.9335619080390599
678.065312,0.9301996857711821
678.184314,0.9511875713268125
678.303316,0.9603898338692975
678.422318,0.9410405950479653
678.54132,0.9368688261314595
678.660322,0.9373823709466073
678.779324,0.9645978502439679
678.898326,0.9307905501512331
679.017328,0.9680127696552087
679.13633,0.9253418890266795
679.255332,0.9028670209777775
679.374334,0.9545063339077068
679.493336,0.9508509105190416
679.612338,0.9267263097474119
679.73134,0.9386280416775192
679.850342,0.9248192185276994
679.969344,0.9599404765848529
680.088346,0.9444835583254294
680.207348,0.9729155441482087
680.32635,0.9617497473961385
680.445352,0.9577035458472996
680.564354,0.9552960371431279
680.683356,0.9216092059457135
680.802358,0.9148638706688939
680.92136,0.924423480596128
681.040362,0.9639257597930789
681.159364,0.9621268271999307
681.278366,0.9074253274774785
681.397368,0.9637744353280727
681.51637,0.9318112558387417
681.635372,0.9531051934927983
681.754374,0.931596963894417
681.873376,0.9498881862488552
681.992378,0.9202517546635196
682.11138,0.9437075118392886
682.230382,0.9384647346063946
682.349384,0.9321048226186713
682.468386,0.9686557435779783
682.587388,0.9502302075560461
682.70639,0.9416449370830221
682.825392,0.9540511429581051
682.944394,0.9335385692830946
683.063396,0.938233900675419
683.182398,0.9360110472094464
683.3014,0.9257611638609886
683.420402,0.940011659567313
683.539404,0.9506959344515196
683.658406,0.9342118932956858
683.777408,0.9535217914823856
683.89641,0.9279457564552153
684.015412,0.9039149544059918
684.134414,0.9468770739278154
684.253416,0.9297904879395674
684.372418,0.9544776991472131
684.49142,0.915888176332308
684.610422,0.9482159569313531
684.729424,0.9596266273661536
684.848426,0.9235004426732211
684.967428,0.957178868079014
685.08643,0.942830271833108
685.205432,0.9026864656297185
685.324434,0.9249135548990625
685.443436,0.9431131633462632
685.562438,0.9400154196214714
685.68144,0.9710056421971711
685.800442,0.9247350638079113
685.919444,0.9415149990476352
686.038446,0.9005226157706859
686.157448,0.9500487309179736
686.27645,0.9364829156781055
686.395452,0.9156903658505213
686.514454,0.9182909496128299
686.633456,0.9241378778685178
686.752458,0.951043001803533
686.87146,0.9125768298262517
686.990462,0.9172483633951625
687.109464,0.9217069016993271
687.228466,0.9356535592739552
687.347468,0.9130606237401219
687.46647,0.9205140637908739
687.585472,0.9302192201696937
687.704474,0.9134825552069538
687.823476,0.8983280190849745
687.942478,0.9170254991219633
688.06148,0.9402109631645762
688.180482,0.9016760227418554
688.299484,0.904367024891398
688.418486,0.9254529367160907
688.537488,0.9038697597881463
688.65649,0.9099887883878962
688.775492,0.9042132955645295
688.894494,0.9221863139245866
689.013496,0.9233702382904289
689.132498,0.9161336672578798
689.2515,0.9181421985281558
689.370502,0.9222886822867713
689.489504,0.9113958077084982
689.608506,0.9164360412570407
689.727508,0.8919813987846497
689.84651,0.9097331174618067
689.965512,0.9143224315392531
690.084514,0.9099824184886722
690.203516,0.891303750460554
690.322518,0.8812446462953114
690.44152,0.916281176652496
690.560522,0.894366171374078
690.679524,0.9000454652403873
690.798526,0.886069401660096
690.917528,0.8925256734247965
691.03653,0.9144184404349436
691.155532,0.9012252974212048
691.274534,0.8871155806782839
691.393536,0.8831060355740928
691.512538,0.8851395170631994
691.63154,0.8916514267156965
691.750542,0.9022803481034818
691.869544,0.8853519760413521
691.988546,0.8741616204490686
692.107548,0.8949297995862885
692.22655,0.8990289882823086
692.345552,0.9023164400392398
692.464554,0.8933471748770722
692.583556,0.8789739655455832
692.702558,0.8845820547865048
692.82156,0.862068969929546
692.940562,0.8851218144498848
693.059564,0.8945897908681936
693.178566,0.8721097525301048
693.297568,0.8723452539545495
693.41657,0.8658617718164089
693.535572,0.8966138501210044
693.654574,0.8683764154255639
693.773576,0.8518541093262921
693.892578,0.8401540593274317
694.01158,0.8690713945124735
694.130582,0.9133583300269493
694.249584,0.8868317491079402
694.368586,0.8549690581486926
694.487588,0.8553795418048002
694.60659,0.8666500646476012
694.725592,0.8455567439531213
694.844594,0.8618965733757901
694.963596,0.8615432682132136
695.082598,0.8494297814229412
695.2016,0.8572205862332555
695.320602,0.8449059158612491
695.439604,0.8615260375201568
695.558606,0.8772090022571604
695.677608,0.838408355045868
695.79661,0.8304064493851987
695.915612,0.8388444407629517
696.034614,0.8561668530909206
696.153616,0.8437407498468223
696.272618,0.8343602628928688
696.39162,0.8686195948654158
696.510622,0.850721896449349
696.629624,0.8292529862631403
696.748626,0.847274967550245
696.867628,0.8252986154642626
696.98663,0.8482498942383283
697.105632,0.8504667181590716
697.224634,0.8222588753428399
697.343636,0.8239874333317032
697.462638,0.8496591584284278
697.58164,0.8263308837668721
697.700642,0.8307636009405156
697.819644,0.8359219763314472
697.938646,0.8387186235333655
698.057648,0.8298419649460775
698.17665,0.8390877409275918
698.295652,0.8369005774137542
698.414654,0.8283330261207241
698.533656,0.8251253209515759
698.652658,0.8124426109091931
698.77166,0.811054521199483
698.890662,0.823098007280225
699.009664,0.8278610108329721
699.128666,0.8360055727088296
699.247668,0.8119065756970711
699.36667,0.8227606062691737
699.485672,0.8059287015529625
699.604674,0.8128977061860866
699.723676,0.8208129724899828
699.842678,0.8150302906420221
699.96168,0.8274554583061474
700.080682,0.7971838095454056
700.199684,0.7901045503992539
700.318686,0.8028719839287964
700.437688,0.8019331730190769
700.55669,0.8137110104766426
700.675692,0.7988916095921293
700.794694,0.8064849842524949
700.913696,0.7942396794495259
701.032698,0.7970243887261098
701.1517,0.7988037363481912
701.270702,0.7930492130033987
701.389704,0.7937235914046689
701.508706,0.8093045341001542
701.627708,0.808641176396021
701.74671,0.7907447943488716
701.865712,0.774335528478399
701.984714,0.7945574388689528
702.103716,0.7852603186951916
702.222718,0.7754513748559816
702.34172,0.7869032290045048
702.460722,0.7835111392444634
702.579724,0.7687111482502532
702.698726,0.7972475868012254
702.817728,0.7788942447729634
702.93673,0.7812969372939382
703.055732,0.7748157653641067
703.174734,0.7669067979937934
703.293736,0.768618908446962
703.412738,0.7743897338625588
703.53174,0.7760875057613902
703.650742,0.772734311765501
703.769744,0.7689571751799026
703.888746,0.772649315666078
704.007748,0.7599672034409991
704.12675,0.7650072255781583
704.245752,0.7730898513167407
704.364754,0.7714217794041084
704.483756,0.7670295128984029
704.602758,0.7708973909064093
704.72176,0.7606514818031702
704.840762,0.7548396019890073
704.959764,0.7517510953858706
705.078766,0.7628682013779153
705.197768,0.7412554323966932
705.31677,0.7582137052711734
705.435772,0.7521345862263696
705.554774,0.761168900713288
705.673776,0.7559727110112996
705.792778,0.7440998843511845
705.91178,0.7559575917082729
706.030782,0.735319632610297
706.149784,0.7584260348334008
706.268786,0.7418115825012104
706.387788,0.7414407694209552
706.50679,0.7527290073149036
706.625792,0.7350843679722113
706.744794,0.7472765112698458
706.863796,0.7402480102109973
706.982798,0.750519233991882
707.1018,0.7277847118511812
707.220802,0.7264540837245744
707.339804,0.7365928365785976
707.458806,0.7449858902825355
707.577808,0.7413888703835831
707.69681,0.7402628153192521
707.815812,0.7502716035059421
707.934814,0.7354740659480781
708.053816,0.7127960103452086
708.172818,0.7263596508319612
708.29182,0.7236843227363549
708.410822,0.7223034048762953
708.529824,0.743564325258861
708.648826,0.7345259160911474
708.767828,0.7168347063761793
708.88683,0.7257062212336381
709.005832,0.7221084092825685
709.124834,0.7145302108506049
709.243836,0.720737705885512
709.362838,0.7228381072113674
709.48184,0.71358051735634
709.600842,0.7271518145021375
709.719844,0.7018328561207023
709.838846,0.7035544547153186
709.957848,0.7199237322595736
710.07685,0.7072224664450864
710.195852,0.7018679486408141
710.314854,0.7079158841813967
710.433856,0.7071729626050898
710.552858,0.7128958087723838
710.67186,0.7067275839476566
710.790862,0.7018819861401614
710.909864,0.694231361578283
711.028866,0.6951274979183867
711.147868,0.6876673918658712
711.26687,0.6975856340437513
711.385872,0.6924287045078678
711.504874,0.7053790225484267
711.623876,0.6908932178047251
711.742878,0.6983254668579563
711.86188,0.7031465114465677
711.980882,0.6970277887044039
712.099884,0.7030832311081955
712.218886,0.6888305323349838
712.337888,0.6871312204342581
712.45689,0.7033293533079558
712.575892,0.6856829020723517
712.694894,0.6949467882622011
712.813896,0.6797773234195665
712.932898,0.6909415820226993
713.0519,0.6847920934507173
713.170902,0.6981997795861156
713.289904,0.6853469997531253
713.408906,0.6861356021623162
713.527908,0.6685995353205799
713.64691,0.6840187154259958
713.765912,0.6849016689514758
713.884914,0.6606308943588084
714.003916,0.6738619574173124
714.122918,0.6721995722733148
714.24192,0.6711987407153005
714.360922,0.6702597199462108
714.479924,0.6565936138834118
714.598926,0.6599045999101951
714.717928,0.6614108989263401
714.83693,0.6579804890474616
714.955932,0.668806833306057
715.074934,0.6660570176627659
715.193936,0.6641481745222261
715.312938,0.6625097528149518
715.43194,0.6675039307239848
715.550942,0.6628212055844424
715.669944,0.6566724098447408
715.788946,0.6511403946761761
715.907948,0.6566986772664796
716.02695,0.6636834334784029
716.145952,0.6598716055050665
716.264954,0.6479511313869452
716.383956,0.6360678747699069
716.502958,0.6311763364087215
716.62196,0.6413179007459893
716.740962,0.6441587996287409
716.859964,0.6541817898623428
716.978966,0.6488005035863853
717.097968,0.6428589121818172
717.21697,0.6533057733260877
717.335972,0.6461264831596287
717.454974,0.6356863485143673
717.573976,0.6483270520496034
717.692978,0.6460037307896728
717.81198,0.6471934718804637
717.930982,0.6290151101966771
718.049984,0.6407345669134591
718.168986,0.6414397627236522
718.287988,0.6455129544728957
718.40699,0.6425311377261952
718.525992,0.6471675846593363
718.644994,0.6347144920609122
718.763996,0.6314730590111831
718.882998,0.6271120789610645
719.002,0.6447259088638801
719.121002,0.6414782502640304
719.240004,0.6368698254149253
