nu,[0]Heptafluorobutyraldehyde-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
600,0.5779834753952588
600.119002,0.7685881643055111
600.238004,0.6517462369162005
600.357006,0.9517432271041619
600.476008,0.8225960706020351
600.59501,0.7864548219721171
600.714012,0.7127461163707939
600.833014,0.9318774167865921
600.952016,0.6673437490031865
601.071018,0.7198301482574718
601.19002,0.5415770135670189
601.309022,0.6088337725549359
601.428024,0.5296970709957463
601.547026,0.6546333310611464
601.666028,0.7283161886562644
601.78503,0.8323601992982699
601.904032,0.7359154827994597
602.023034,0.9292913244849268
602.142036,0.5801897928022487
602.261038,0.9478955140958002
602.38004,0.54501606919069
602.499042,0.5754689530845103
602.618044,0.93262508224863
602.737046,0.7497465971571479
602.856048,0.5594226551598106
602.97505,0.9383586940827865
603.094052,0.6032038980649526
603.213054,0.7920189188627854
603.332056,0.8850598580913711
603.451058,0.7885022650318294
603.57006,0.575026012544628
603.689062,0.7007178285612886
603.808064,0.6015834600454315
603.927066,0.9227259507466132
604.046068,0.9292894659041363
604.16507,0.8151281001453521
604.284072,0.6654312182379722
604.403074,0.6879906715048123
604.522076,0.5802710250593663
604.641078,0.5916204390359366
604.76008,0.9949427312625844
604.879082,0.7032871548127247
604.998084,0.9977147152483492
605.117086,0.7705197437159829
605.236088,0.9138946287549525
605.35509,0.7998668521328189
605.474092,0.6529726723296655
605.593094,0.7233949068942876
605.712096,0.7191178690470814
605.831098,0.8933918433525185
605.9501,0.7523527368866921
606.069102,0.77473828766152
606.188104,0.5837572794073207
606.307106,0.7193264434709348
606.426108,0.9524277765504853
606.54511,0.8781042119187754
606.664112,0.816017074177342
606.783114,0.621207571050101
606.902116,0.65151816564808
607.021118,0.6577633913091729
607.14012,0.883459348646226
607.259122,0.6114207081785175
607.378124,0.6272249692951027
607.497126,0.8105842459701871
607.616128,0.6911834539015169
607.73513,0.6755014331300826
607.854132,0.6973694160127242
607.973134,0.7667841027219978
608.092136,0.9132176836741723
608.211138,0.7836208384827251
608.33014,0.599787411929899
608.449142,0.653913630304965
608.568144,0.9044122443731202
608.687146,0.7080999662409146
608.806148,0.8046804796874056
608.92515,0.8121258200691677
609.044152,0.7592379850065483
609.163154,0.8398768542292104
609.282156,0.7591316991288324
609.401158,0.9967039439584009
609.52016,0.66313280477114
609.639162,0.7128031383409519
609.758164,0.5746925941580311
609.877166,0.6053309171435017
609.996168,0.6978786815457173
610.11517,0.7995869477207019
610.234172,0.8876036284484909
610.353174,0.8956908133009462
610.472176,0.7640057222405603
610.591178,0.758107562782583
610.71018,0.6428653408030821
610.829182,0.5498003866475312
610.948184,0.7717612796716278
611.067186,0.7686804004192839
611.186188,0.8526722819312602
611.30519,0.7082132712996763
611.424192,0.9859565423959061
611.543194,0.9875224976855469
611.662196,0.7456268537229531
611.781198,0.6682786845539703
611.9002,0.8506028037205317
612.019202,0.6816288346530269
612.138204,0.8138737689540432
612.257206,0.5153649440779519
612.376208,0.7942714496721041
612.49521,0.8264713719582705
612.614212,0.7350623157719568
612.733214,0.6223578687538452
612.852216,0.9319929767508434
612.971218,0.7855980532399538
613.09022,0.8092883481713321
613.209222,0.562800536766199
613.328224,0.9404977712443502
613.447226,0.7481288922575436
613.566228,0.8519392989966373
613.68523,0.9780651457200985
613.804232,0.6899059465704361
613.923234,0.6026009956683277
614.042236,0.8552255873435926
614.161238,0.9076313364079449
614.28024,0.8954669185856265
614.399242,0.6685661061795494
614.518244,0.72865857772006
614.637246,0.8111275193912603
614.756248,0.6776800534410619
614.87525,0.8081399742553742
614.994252,0.8773669140892052
615.113254,0.6515377114862355
615.232256,0.8498206090058483
615.351258,0.5999973742653398
615.47026,0.7289063637577242
615.589262,0.558846746468887
615.708264,0.5636115533309253
615.827266,0.7113718429666192
615.946268,0.9553323390822719
616.06527,0.8573748998265843
616.184272,0.8944556124631953
616.303274,0.9507891072184869
616.422276,0.8445933584990583
616.541278,0.8571348684605923
616.66028,1.0
616.779282,0.9504925072890297
616.898284,0.8519648575589838
617.017286,0.9665096460407061
617.136288,0.9555597352380426
617.25529,0.8363484052695126
617.374292,0.8472919132190521
617.493294,0.9249681264086452
617.612296,0.9348296114905265
617.731298,0.604756125841313
617.8503,0.8031209128258
617.969302,0.7853781165776162
618.088304,0.931608143125059
618.207306,0.95872404344214
618.326308,0.72016854794485
618.44531,0.4253384814909135
618.564312,0.936572822353462
618.683314,0.7322597340648006
618.802316,1.0
618.921318,0.8187798783969114
619.04032,0.9949634262866222
619.159322,0.8847324465187535
619.278324,0.6256964059756436
619.397326,0.9746683691969567
619.516328,0.6958786411604782
619.63533,0.7996988977297006
619.754332,0.7957183399812988
619.873334,0.7163402610320406
619.992336,0.8526552286561548
620.111338,0.8522630974480655
620.23034,0.908469466869155
620.349342,0.6003995072055895
620.468344,0.6694826694474958
620.587346,0.6719240269393362
620.706348,0.8032092609852705
620.82535,0.7359375605951091
620.944352,0.8442471462004447
621.063354,0.9756152318108509
621.182356,0.7448592534456235
621.301358,0.8553111141785974
621.42036,0.9517613103972676
621.539362,0.7300735474376814
621.658364,0.7270209389546798
621.777366,0.6933918496379247
621.896368,0.9718226014254627
622.01537,0.7638452978840368
622.134372,0.7484880803240668
622.253374,0.9755206017229987
622.372376,0.8762446028715832
622.491378,0.6174359132972246
622.61038,0.6979694116716486
622.729382,0.8602261148920817
622.848384,0.978427096780832
622.967386,0.7701961933739502
623.086388,0.633465335334915
623.20539,0.8316529937338109
623.324392,0.8521352675709287
623.443394,0.8445426844177859
623.562396,0.7533992343381986
623.681398,0.8266697488918203
623.8004,0.8468344990988415
623.919402,0.9512056440623582
624.038404,0.8660436218820788
624.157406,0.945581686108884
624.276408,0.6485086090409699
624.39541,0.8836183856418826
624.514412,0.7709744845001153
624.633414,0.7045401207571572
624.752416,0.800170859294332
624.871418,0.7291396511181136
624.99042,0.97068429251591
625.109422,0.9634969082565148
625.228424,0.8090132369045194
625.347426,0.8307719086180633
625.466428,0.8391716538972631
625.58543,0.8004829867903622
625.704432,0.8772791817844846
625.823434,0.9458417568306493
625.942436,0.8591944626693431
626.061438,0.8820822264968947
626.18044,0.9756825515843512
626.299442,0.6550458799989853
626.418444,0.6675306314152241
626.537446,0.8000668438437744
626.656448,0.9125083891305729
626.77545,0.773638940014597
626.894452,0.9353420385098029
627.013454,0.9632416154036239
627.132456,0.7542435141891185
627.251458,0.8732442324605761
627.37046,1.0
627.489462,0.7369170087393376
627.608464,0.7570620958840185
627.727466,0.9558493137067422
627.846468,0.9972650468175948
627.96547,0.8270831871172093
628.084472,0.723337037616538
628.203474,0.7106181883206041
628.322476,0.725713478332136
628.441478,0.9001984859758722
628.56048,0.9388758721927107
628.679482,0.6466629907605055
628.798484,0.791805102621184
628.917486,0.8445426844177859
629.036488,0.8015804000386956
629.15549,0.8923025698955435
629.274492,0.8341516988987311
629.393494,0.7835346449312243
629.512496,0.7700190686196017
629.631498,0.9002344946354796
629.7505,0.7970562703392868
629.869502,0.9382855049590609
629.988504,1.0
630.107506,0.6941550003284551
630.226508,0.7522925510752058
630.34551,0.9805672973048875
630.464512,0.8362815000733346
630.583514,0.6977949411284574
630.702516,0.7932712978734705
630.821518,0.8842901908686204
630.94052,0.9322213430038709
631.059522,0.725590117526785
631.178524,0.9100197285326809
631.297526,0.9647637753433593
631.416528,0.8862998096562691
631.53553,0.9050862825432209
631.654532,0.7568123066098739
631.773534,0.7568955605424833
631.892536,0.7867852023723728
632.011538,0.9487784157463697
632.13054,0.7965144563131029
632.249542,0.6695697078518976
632.368544,0.9131656317496969
632.487546,0.7743665025190148
632.606548,0.8691756893373794
632.72555,0.7042794891323011
632.844552,0.8016926291505555
632.963554,0.8325932927856387
633.082556,0.8936956482231598
633.201558,1.0
633.32056,0.8272899837624922
633.439562,0.9109739291219584
633.558564,1.0
633.677566,0.713373609009467
633.796568,0.7314034911757108
633.91557,0.8946524143453505
634.034572,0.7319815282283126
634.153574,0.9228274561838921
634.272576,0.7806096984185745
634.391578,0.7403146355300106
634.51058,0.7152236414145827
634.629582,0.8390457875893876
634.748584,0.895386330189486
634.867586,0.9679595304169701
634.986588,1.0
635.10559,0.8573663261204546
635.224592,0.9750319883094157
635.343594,0.7454330159409888
635.462596,0.7962914634857879
635.581598,0.9650049964385757
635.7006,0.6170532216776412
635.819602,0.9305597427161005
635.938604,0.8112410851933957
636.057606,0.761793315186819
636.176608,0.8479191412805944
636.29561,0.7582819475755054
636.414612,0.8721533591078866
636.533614,1.0
636.652616,0.7997868694468067
636.771618,0.6483594692126282
636.89062,0.9862139106385661
637.009622,0.8352284489447719
637.128624,0.7602408408860227
637.247626,0.8341600404574278
637.366628,0.9244345737444539
637.48563,0.7470150102562483
637.604632,1.0
637.723634,1.0
637.842636,0.9011351793974389
637.961638,0.6943424474827709
638.08064,0.9322772779624832
638.199642,0.7407737729219231
638.318644,0.9770475096748649
638.437646,0.8327431730671607
638.556648,0.859890692118966
638.67565,0.8991728444286186
638.794652,0.7998908484983266
638.913654,0.9980481074247756
639.032656,0.7872495426086725
639.151658,0.8363316784686757
639.27066,0.855465084036021
639.389662,0.7625097375688616
639.508664,0.9749998127847006
639.627666,0.713630469740868
639.746668,0.7521947594001626
639.86567,0.9586435140047747
639.984672,0.8478004409100349
640.103674,0.7876353894092968
640.222676,0.7219856612868657
640.341678,0.8748349841085535
640.46068,0.8625432382748466
640.579682,0.9334918935215342
640.698684,0.9051813215923507
640.817686,0.770211597451858
640.936688,0.7611917361228387
641.05569,0.8350864721768184
641.174692,0.7118557403262925
641.293694,0.9101425894889608
641.412696,0.8291617734514479
641.531698,0.8971071233762815
641.6507,0.9697499734890336
641.769702,0.8867076013536106
641.888704,0.7574482960255846
642.007706,0.773515167686245
642.126708,0.989389690692241
642.24571,0.8340849694320335
642.364712,0.7274572824079982
642.483714,0.8917049274063041
642.602716,0.8269012488299889
642.721718,0.7303583316504939
642.84072,0.8726506282308146
642.959722,0.9388167248759226
643.078724,0.875395057702816
643.197726,0.8116143419350534
643.316728,0.7566231271816353
643.43573,0.8379222191929667
643.554732,0.7892674832997707
