nu,[0]HFE-449s1-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
872.835718,0.9999833951378623
873.076772,0.9999830971428549
873.317826,0.9999688574849382
873.55888,0.9999854121064043
873.799934,0.9999783372346411
874.040988,0.9999915899353647
874.282042,0.9999824591538424
874.523096,0.9999746033225011
874.76415,0.9999793932123228
875.005204,0.9999781732382073
875.246258,0.9999912640381587
875.487312,0.9999778312457305
875.728366,0.9999763512796354
875.96942,0.9999868910859225
876.210474,0.9999780622406361
876.451528,0.9999912827379955
876.692582,0.9999695884624402
876.933636,0.999995289811093
877.17469,0.9999790272199318
877.415744,0.9999837051327628
877.656798,0.9999815521701633
877.897852,0.999983337138827
878.138906,0.99998082618382
878.37996,0.9999849321135218
878.621014,0.9999819201634422
878.862068,0.9999737933434004
879.103122,0.9999911838388625
879.344176,0.9999822011584013
879.58523,0.9999932136230275
879.826284,0.9999833651383608
880.067338,0.99998307614321
880.308392,1.0
880.549446,0.9999859760983358
880.7905,0.9999879680723842
881.031554,0.9999887670630899
881.272608,0.9999989607005401
881.513662,0.9999823221562549
881.754716,0.9999947486137886
881.99577,1.0
882.236824,0.9999801281974469
882.477878,0.9999810741790957
882.718932,0.9999908350419985
882.959986,0.9999861250962574
883.20104,0.9999857251018873
883.442094,0.9999711454163015
883.683148,0.9999911305393339
883.924202,0.9999868290867372
884.165256,0.9999834521369174
884.40631,0.9999883620677212
884.647364,0.9999818431648373
884.888418,0.999980420191687
885.129472,0.9999888650619939
885.370526,0.9999903384466731
885.61158,1.0
885.852634,0.9999823241562196
886.093688,0.9999870810834499
886.334742,0.9999960514077957
886.575796,1.0
886.81685,0.9999847741159149
887.057904,0.999981358173761
887.298958,0.9999820671607953
887.540012,0.9999887770629776
887.781066,0.9999980115019771
888.02212,0.9999969844045469
888.263174,0.9999876610761251
888.504228,0.9999871220829211
888.745282,0.9999740463368021
888.986336,0.9999801821963753
889.22739,0.9999970309044077
889.468444,0.9999882780687024
889.709498,0.9999859880981676
889.950552,0.9999949740126303
890.191606,0.9999946862141182
890.43266,0.9999855791039821
890.673714,0.9999919625323006
890.914768,0.9999877610748963
891.155822,0.9999877340752271
891.396876,0.9999797852043217
891.63793,0.9999928253257381
891.878984,0.9999615267401148
892.120038,0.9999910459400878
892.361092,0.9999974352032891
892.602146,0.999981564169942
892.8432,0.9999878230741394
893.084254,0.999973665346763
893.325308,0.9999854081064627
893.566362,0.9999820741606698
893.807416,0.9999823961549495
894.04847,1.0
894.289524,0.9999633056732533
894.530578,0.9999797112058204
894.771632,0.9999852151092976
895.012686,0.9999906336438645
895.25374,0.9999872830808607
895.494794,0.9999703164405656
895.735848,0.9999798602028085
895.976902,0.9999786952269499
896.217956,0.9999852131093272
896.45901,0.999972370381705
896.700064,0.9999748933151781
896.941118,0.9999715824037876
897.182172,0.9999799532009398
897.423226,0.9999832341405486
897.66428,0.9999641366431056
897.905334,0.999967818517835
898.146388,0.9999630896812026
898.387442,0.9999728253692369
898.628496,0.9999700624481375
898.86955,0.9999711834152057
899.110604,0.9999682405043434
899.351658,0.9999719293939868
899.592712,0.9999547490238563
899.833766,0.9999450335107128
900.07482,0.9999462074468712
900.315874,0.9999607937685844
900.556928,0.9999537120713192
900.797982,0.9999530911002569
901.039036,0.9999440725639973
901.28009,0.9999363600251091
901.521144,0.9999472263925758
901.762198,0.9999411467319216
902.003252,0.9999478393604134
902.244306,0.9999325692735537
902.48536,0.9999339351823762
902.726414,0.9999494722765684
902.967468,0.9999259857391906
903.208522,0.9999397618143924
903.449576,0.9999431586155327
903.69063,0.9999285145552061
903.931684,0.9999368489941087
904.172738,0.9999392418458514
904.413792,0.9999374119587132
904.654846,0.9999476083724893
904.8959,0.9999169034527093
905.136954,0.999931159369625
905.378008,0.9999221070338147
905.619062,0.9999390108599132
905.860116,0.9999337111971998
906.10117,0.9999315593421687
906.342224,0.9999319113181395
906.583278,0.9999474803792036
906.824332,0.9999167484656013
907.065386,0.999924749831436
907.30644,0.9999194472445474
907.547494,0.9999278736012338
907.788548,0.9999341111707643
908.029602,0.9999412067283922
908.270656,0.999934240162273
908.51171,0.9999429976246972
908.752764,0.9999394618325088
908.993818,0.9999477123670459
909.234872,0.9999349011190242
909.475926,0.9999406577608203
909.71698,0.9999428866310306
909.958034,0.9999435675923682
910.199088,0.9999564829468944
910.440142,0.9999375279514597
910.681196,0.9999422786659403
910.92225,0.999941632703437
911.163304,0.9999591288352488
911.404358,0.9999638186545606
911.645412,0.9999515751725198
911.886466,0.9999568949290503
912.12752,0.9999639086513084
912.368574,0.9999561219626693
912.609628,0.9999732473578583
912.850682,0.9999581948738586
913.091736,0.9999628016918742
913.33279,0.9999692804718544
913.573844,0.9999730723625554
913.814898,0.9999725083779015
914.055952,0.9999673155341487
914.297006,0.9999911185394404
914.53806,0.9999747493188038
914.779114,0.9999727553711416
915.020168,0.9999715964033898
915.261222,0.9999706664302376
915.502276,0.9999896230538409
915.74333,0.9999789612213182
915.984384,0.9999831321422639
916.225438,0.9999832831397283
916.466492,0.9999828741466491
916.707546,0.9999710204199161
916.9486,0.9999873580799098
917.189654,0.9999744903253773
917.430708,0.9999831521419268
917.671762,0.9999771462611506
917.912816,0.9999721223885878
918.15387,0.9999860770969246
918.394924,0.9999624137063824
918.635978,0.9999865730901417
918.877032,0.9999750143121475
919.118086,0.9999891220591652
919.35914,0.9999871320827923
919.600194,0.9999913709372306
919.841248,0.9999866980884712
920.082302,0.9999785942291067
920.323356,0.9999851851097415
920.56441,0.9999993266502267
920.805464,0.9999928540255326
921.046518,0.999981358173761
921.287572,0.9999844551208229
921.528626,0.9999908896414995
921.76968,0.9999912982378606
922.010734,0.9999837381322256
922.251788,0.9999846581176879
922.492842,0.9999783302347928
922.733896,0.9999919611323119
922.97495,0.9999813491739288
923.216004,0.9999825311525821
923.457058,0.9999816551682685
923.698112,0.9999864350920042
923.939166,0.9999920831313386
924.18022,0.9999862790941325
924.421274,0.9999888070626414
924.662328,0.9999712954119846
924.903382,0.9999857751011748
925.144436,0.9999825151528617
925.38549,0.999984685117274
925.626544,0.9999862460945859
925.867598,0.9999692544726534
926.108652,0.9999822231580099
926.349706,0.9999944534153824
926.59076,0.9999889750607751
926.831814,0.9999791642170679
927.072868,0.9999847311165706
927.313922,0.9999850461118105
927.554976,0.9999845511193352
927.79603,0.9999928356256642
928.037084,0.9999812411759489
928.278138,0.9999752043074183
928.519192,0.9999930798239445
928.760246,0.9999743493289841
929.0013,0.999981585169555
929.242354,0.9999764242779117
929.483408,0.9999696414608298
929.724462,0.9999850921111236
929.965516,0.9999872040818685
930.20657,0.9999773942555137
930.447624,0.9999735863488466
930.688678,0.999986207095123
930.929732,0.999985946098757
931.170786,0.9999867810873706
931.41184,0.9999856771025737
931.652894,0.9999787912249093
931.893948,0.9999828691467347
932.135002,0.9999830781431762
932.376056,0.9999864270921127
932.61711,0.9999846571177032
932.858164,0.9999774652539112
933.099218,0.9999787452258859
933.340272,0.9999818181652915
933.581326,0.999990867341703
933.82238,0.9999739873383352
934.063434,0.999976484276499
934.304488,0.999980201195999
934.545542,0.999984877114352
934.786596,0.9999766272731464
935.02765,0.999965424597743
935.268704,0.9999742053326881
935.509758,0.9999903332467234
935.750812,0.9999814421721986
935.991866,0.9999751783080633
936.23292,0.9999780572407458
936.473974,0.9999647886199352
936.715028,0.9999848991140196
936.956082,0.9999640106476323
937.197136,0.9999756262970435
937.43819,0.9999659855785036
937.679244,0.9999767312707211
937.920298,0.9999819491629183
938.161352,0.9999750213119726
938.402406,0.9999763632793517
938.64346,0.9999693124708718
938.884514,0.9999763402798956
939.125568,0.9999819311632434
939.366622,0.9999735403500627
939.607676,0.9999808671830347
939.84873,0.9999740203374773
940.089784,0.9999833661383443
940.330838,0.9999722803841956
940.571892,0.9999838131310088
940.812946,0.9999754623010543
941.054,0.9999775262525384
941.295054,0.9999815311705509
941.536108,0.9999680755095974
941.777162,0.9999724053807385
942.018216,0.9999600837966729
942.25927,0.9999584018652264
942.500324,0.9999766952715594
942.741378,0.999976597273848
942.982432,0.9999823121564317
943.223486,0.9999788092245276
943.46454,0.9999804191917065
943.705594,0.9999724123805454
943.946648,0.9999715594044414
944.187702,0.9999828181476097
944.428756,0.9999728103696447
944.66981,0.9999725073779291
944.910864,0.9999680965089272
945.151918,0.9999696754597982
945.392972,0.9999678475169022
945.634026,0.9999760462868947
945.87508,0.999973717345395
946.116134,0.999973020363957
