nu,[0]Ethane-1-1-2-2-tetrafluoro-1-2-dimethoxy--HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1032.55622,0.8677514094356141
1032.831715,0.8665634039742424
1033.10721,0.865619364458914
1033.382705,0.8645207256493614
1033.658201,0.8632162844545876
1033.933696,0.8621206956194969
1034.209191,0.8610351076070875
1034.484687,0.8597015369745287
1034.760182,0.858121140557082
1035.035677,0.8565008232835805
1035.311172,0.8552084830028897
1035.586668,0.8543878768132005
1035.862163,0.8537217141065162
1036.137658,0.8524932395521624
1036.413153,0.8518455908277915
1036.688649,0.8511473637555363
1036.964144,0.8505347582180903
1037.239639,0.8500415910906159
1037.515134,0.8492853906336642
1037.79063,0.8486486653925008
1038.066125,0.8480972229981892
1038.34162,0.8476563270851024
1038.617115,0.8471902442897236
1038.892611,0.8470462341893996
1039.168106,0.8469361253361856
1039.443601,0.8466990164178891
1039.719097,0.8464111876859642
1039.994592,0.8462080733756118
1040.270087,0.8458865753962138
1040.545582,0.8460050078068446
1040.821078,0.8457427869007649
1041.096573,0.8453707419304243
1041.372068,0.845193232713739
1041.647563,0.8454214656966379
1041.923059,0.8457174149977383
1042.198554,0.8460896125377914
1042.474049,0.8460642302301516
1042.749544,0.8459796280373089
1043.02504,0.8466397495611041
1043.300535,0.8469869430282213
1043.57603,0.8476902340163199
1043.851525,0.8482074828039111
1044.127021,0.8487929479292857
1044.402516,0.8494892435887924
1044.678011,0.8504241958862293
1044.953507,0.8512920711071511
1045.229002,0.8519392989966373
1045.504497,0.8527575534229568
1045.779992,0.8537814767181707
1046.055488,0.8546527781125925
1046.330983,0.8552426920263857
1046.606478,0.8562096625038015
1046.881973,0.8568263554436215
1047.157469,0.8579409540378118
1047.432964,0.858498796937238
1047.708459,0.8593835062451611
1047.983954,0.8603551584873431
1048.25945,0.8611814960180431
1048.534945,0.8616811261644697
1048.81044,0.862301759976669
1049.085935,0.8627761563917117
1049.361431,0.8634234812254747
1049.636926,0.8640453699850449
1049.912421,0.8643132655714107
1050.187916,0.865229923375723
1050.463412,0.8656713031789276
1050.738907,0.8664507580538691
1051.014402,0.8670141341239914
1051.289898,0.8676039042343074
1051.565393,0.8682288039822696
1051.840888,0.8687064611681451
1052.116383,0.8698104192388224
1052.391879,0.8708809442924277
1052.667374,0.8712119419368283
1052.942869,0.8718655959829081
1053.218364,0.8728775468923022
1053.49386,0.8736023360020946
1053.769355,0.8742840116431152
1054.04485,0.8748874757823345
1054.320345,0.8755438875128009
1054.595841,0.8763585220745442
1054.871336,0.8766565346313134
1055.146831,0.8771037434925417
1055.422326,0.8777705957093406
1055.697822,0.8780690884527727
1055.973317,0.8784291705908325
1056.248812,0.8788245526718945
1056.524308,0.8793959743230491
1056.799803,0.8798181857133514
1057.075298,0.8803902534359334
1057.350793,0.8809010278932
1057.626289,0.881323961882626
1057.901784,0.8818705521644714
1058.177279,0.8825939825831818
1058.452774,0.8832561763617458
1058.72827,0.8841929242973843
1059.003765,0.8846528241816257
1059.27926,0.8848297724406982
1059.554755,0.8854670792797859
1059.830251,0.8857150447755335
1060.105746,0.8858301952159708
1060.381241,0.8860782623984161
1060.656736,0.8866189350268655
1060.932232,0.886991393190316
1061.207727,0.8873196407278461
1061.483222,0.8871954246734709
1061.758717,0.8870800967647398
1062.034213,0.8869293059658708
1062.309708,0.886955914244172
1062.585203,0.886955914244172
1062.860699,0.886955914244172
1063.136194,0.8866544004935711
1063.411689,0.8865036820569173
1063.687184,0.8865036820569173
1063.96268,0.8858922054999706
1064.238175,0.8854405156658637
1064.51367,0.8850421570712201
1064.789165,0.8845024459840238
1065.064661,0.8839542244337557
1065.340156,0.883530028221263
1065.615651,0.8828941155569743
1065.891146,0.8821086893606306
1066.166642,0.8812975225603613
1066.442137,0.8807160580998505
1066.717632,0.8799061719311603
1066.993127,0.8792992460860242
1067.268623,0.8785521592837228
1067.544118,0.8775862832377285
1067.819613,0.8764198693182179
1068.095109,0.8753075225738751
1068.370604,0.8743189837030174
1068.646099,0.8733315612501888
1068.921594,0.8724324928418167
1069.19709,0.8709419080922363
1069.472585,0.8694451755692818
1069.74808,0.8672742773837665
1070.023575,0.865619364458914
1070.299071,0.8633630436971271
1070.574566,0.8610351076070875
1070.850061,0.8588250884715393
1071.125556,0.8565350840017216
1071.401052,0.8540974343131069
1071.676547,0.8516496888714897
1071.952042,0.8491070594270632
1072.227537,0.846470438542858
1072.503033,0.8438335664341242
1072.778528,0.8409189474927512
1073.054023,0.8380143957066932
1073.329518,0.8347775473367327
1073.605014,0.8317527980812
1073.880509,0.8285069943222313
1074.156004,0.8250263118537263
1074.4315,0.8217245807384251
1074.706995,0.8180514884867279
1074.98249,0.8141586746287618
1075.257985,0.8103816252373415
1075.533481,0.8065575711674398
1075.808976,0.8025348484989425
1076.084471,0.7983964503094214
1076.359966,0.7939458651271312
1076.635462,0.7897727761655523
1076.910957,0.7849148801570172
1077.186452,0.7799854603883444
1077.461947,0.7749242471648065
1077.737443,0.769872778894528
1078.012938,0.7649536769465918
1078.288433,0.7597316501205835
1078.563928,0.7543868340717721
1078.839424,0.7488324640431986
1079.114919,0.743103458260733
1079.390414,0.7368433207229259
1079.66591,0.7307601392198544
1079.941405,0.7244083690218968
1080.2169,0.7183488244394395
1080.492395,0.7117418525191078
1080.767891,0.7053578614951675
1081.043386,0.698381335130006
1081.318881,0.6914807266957649
1081.594376,0.6846483022097014
1081.869872,0.6776461702854758
1082.145367,0.6709504431191238
1082.420862,0.6634047449650264
1082.696357,0.6561735284122161
1082.971853,0.6485734631445251
1083.247348,0.6408435010489736
1083.522843,0.6327752342927936
1083.798338,0.6250210186320031
1084.073834,0.6167262701199683
1084.349329,0.6087485417930707
1084.624824,0.6006697477834017
1084.90032,0.5922952709175258
1085.175815,0.5838331727866065
1085.45131,0.5751007707854392
1085.726805,0.5664989794591433
1086.002301,0.5578305703910429
1086.277796,0.5493002958714954
1086.553291,0.5407111831943203
1086.828786,0.5324426961782655
1087.104282,0.5235776139324931
1087.379777,0.5148652824572599
1087.655272,0.5061207509110999
1087.930767,0.4976989016358557
1088.206263,0.48890846263769727
1088.481758,0.48044140687251685
1088.757253,0.4719604921367441
1089.032748,0.4633094915202562
1089.308244,0.4548216112931468
1089.583739,0.4460251225326159
1089.859234,0.43725007218273376
1090.134729,0.42850194579905154
1090.410225,0.4196433899154872
1090.68572,0.4106844996611682
1090.961215,0.40150310986856513
1091.236711,0.39226015445192375
1091.512206,0.38283545634954536
1091.787701,0.3731256696985113
1092.063196,0.36352762050943027
1092.338692,0.3535960921117087
1092.614187,0.34379834496226247
1092.889682,0.333470791223588
1093.165177,0.32335645124915574
1093.440673,0.3129850040415837
1093.716168,0.3023409272968187
1093.991663,0.2917669242710291
1094.267158,0.2811688220041853
1094.542654,0.2705766112250581
1094.818149,0.25996715054665975
1095.093644,0.2492247946569701
1095.369139,0.23830593252313853
1095.644635,0.22761492575312486
1095.92013,0.21679566608484774
1096.195625,0.20616055923821425
1096.471121,0.19549900286588098
1096.746616,0.18499989897223285
1097.022111,0.17471486093585978
1097.297606,0.16460608878828067
1097.573102,0.15460218649679647
1097.848597,0.14491614705669578
1098.124092,0.13545713981876228
1098.399587,0.12627414267496365
1098.675083,0.11738454784144159
1098.950578,0.10882654440571013
1099.226073,0.10065061667400542
1099.501568,0.09283792946603567
1099.777064,0.08541786568571288
1100.052559,0.07833192753725812
1100.328054,0.07158283273750646
1100.603549,0.06523885839018952
1100.879045,0.059290866901012595
1101.15454,0.05370227034798691
1101.430035,0.048475343100158816
1101.70553,0.04363481229864176
1101.981026,0.039144318046108656
1102.256521,0.03503176701986457
1102.532016,0.03133248062018413
1102.807512,0.0277921964757768
1103.083007,0.024735891324530506
1103.358502,0.021940961522591857
1103.633997,0.019395775390558773
1103.909493,0.017145834862963918
1104.184988,0.015052668417730094
1104.460483,0.013216357658921152
1104.735978,0.011563519581611025
1105.011474,0.010117385482833311
1105.286969,0.00882205890733188
1105.562464,0.007691803481568511
1105.837959,0.006661570576061996
1106.113455,0.005768749190720068
1106.38895,0.004978632619727112
1106.664445,0.004282150252940399
1106.93994,0.0036702334815070735
1107.215436,0.003146073851159478
1107.490931,0.002678227724609602
1107.766426,0.0022722153461008725
1108.041922,0.0019210180482557564
1108.317417,0.0016353474329338607
1108.592912,0.0013780304629430547
1108.868407,0.0011690077113248225
1109.143903,0.0009850678853794972
1109.419398,0.0008299874315492744
1109.694893,0.0007017733986454468
1109.970388,0.0005933061612743094
1110.245884,0.0005016539593347288
1110.521379,0.00042705403802116365
1110.796874,0.00036478588242712135
1111.072369,0.00031265819277261113
1111.347865,0.00027078104924672627
1111.62336,0.00023772405255811612
1111.898855,0.00020943439877021475
1112.17435,0.00018769354592855316
1112.449846,0.00017051283252442955
1112.725341,0.00015599291007261615
1113.000836,0.00014466352924698096
1113.276331,0.0001369492689977989
1113.551827,0.000130087923695716
1113.827322,0.0001244259248817932
1114.102817,0.00011859455299320468
1114.378313,0.00011381912413448771
1114.653808,0.00010961898254984373
1114.929303,0.00010520497162337471
1115.204798,0.00010061592627057613
1115.480294,9.623667845862487e-05
1115.755789,9.110480598868649e-05
1116.031284,8.624659336933235e-05
1116.306779,8.192552132151562e-05
1116.582275,7.782094088122797e-05
1116.85777,7.392200552343758e-05
1117.133265,7.04646071813251e-05
1117.40876,6.762721954286304e-05
1117.684256,6.534693632619204e-05
1117.959751,6.402096180673692e-05
1118.235246,6.314985533411063e-05
1118.510741,6.33649302624359e-05
1118.786237,6.534693632619204e-05
1119.061732,6.808865172713037e-05
1119.337227,7.143661535271302e-05
1119.612723,7.650151602560311e-05
1119.888218,8.277371488927656e-05
1120.163713,8.95601581840316e-05
1120.439208,9.689331791605002e-05
1120.714704,0.00010520497162337471
1120.990199,0.00011421818902513828
1121.265694,0.00012357034115848
1121.541189,0.00013324780071601597
1121.816685,0.00014368315430062788
1122.09218,0.00015387037973547016
1122.367675,0.0001636468181867779
1122.64317,0.00017406182600391976
1122.918666,0.00018324252670383643
1123.194161,0.0001929074534243367
1123.469656,0.000201001135634153
1123.745151,0.0002101476876299601
1124.020647,0.00021822149039036782
1124.296142,0.00022660548590973023
1124.571637,0.00023528806170580816
1124.847133,0.0002460194401879416
1125.122628,0.00025987754985042126
1125.398123,0.0002754512213605539
1125.673618,0.00029195817565885073
1125.949114,0.0003137544137149053
1126.224609,0.0003406346713485384
1126.500104,0.00037234117012516433
1126.775599,0.0004098579179133988
1127.051095,0.00045573457057399507
1127.32659,0.0005085739120200208
1127.602085,0.0005713549001308984
1127.87758,0.0006441364341678304
1128.153076,0.0007312172110597078
1128.428571,0.0008299874315492744
1128.704066,0.0009389014841201896
1128.979561,0.0010658315354652116
1129.255057,0.00120148138024376
1129.530552,0.0013499334284593784
1129.806047,0.0015115797242726665
1130.081542,0.0016866684956061305
1130.357038,0.001875650024323619
1130.632533,0.0020785182893664498
1130.908028,0.0022957401087150366
1131.183524,0.002544044860030359
1131.459019,0.002809917936936822
1131.734514,0.0030927333493633506
1132.010009,0.003427240022084288
1132.285505,0.003824222883719556
1132.561,0.004267615664881752
1132.836495,0.004794432164875934
1133.11199,0.005386820267271893
1133.387486,0.006073015559450992
1133.662981,0.006893336904149986
1133.938476,0.007797906334275197
1134.213971,0.008882253337013632
1134.489467,0.010082036530395536
1134.764962,0.011484005934052133
1135.040457,0.013036528203437736
1135.315952,0.014847853049154954
1135.591448,0.01685513366567099
1135.866943,0.019066927295757662
1136.142438,0.021568960751830152
1136.417934,0.024399320388529492
1136.693429,0.027507406040597794
1136.968924,0.030798170195636118
1137.244419,0.034593135934327064
1137.519915,0.038719961921754746
1137.79541,0.04320495894182301
1138.070905,0.048079470582264076
1138.3464,0.05340771862083808
1138.621896,0.05919015805405483
1138.897391,0.06534985877304565
1139.172886,0.07189849114077662
1139.448381,0.07878757281094306
1139.723877,0.0861297843463442
1139.999372,0.09382724563076908
1140.274867,0.10190645442338277
1140.550362,0.11018439483042866
1140.825858,0.1187660128625336
1141.101353,0.12753046522306125
1141.376848,0.13643595071622883
1141.652343,0.14536608415474894
1141.927839,0.15433958605337175
1142.203334,0.16314759452480232
1142.478829,0.17187290495299243
1142.754325,0.18043223519185886
1143.02982,0.18885042110266978
1143.305315,0.19697075756866686
1143.58081,0.20488631800059076
1143.856306,0.2126091022544403
1144.131801,0.21994010933205793
1144.407296,0.2269784953793405
1144.682791,0.2336105187841743
1144.958287,0.23993193500721696
1145.233782,0.24575995798065423
1145.509277,0.2513019688006222
1145.784772,0.256250448061081
1146.060268,0.2608525431730552
1146.335763,0.265086259079794
1146.611258,0.26882356681858904
1146.886753,0.2720688825712324
1147.162249,0.27488567363294764
1147.437744,0.27714900312548185
1147.713239,0.2789563391244699
1147.988735,0.28021447132488353
1148.26423,0.28097207269907304
1148.539725,0.28128131202949214
1148.81522,0.2807754610702821
1149.090716,0.28021447132488353
1149.366211,0.27915167692210985
1149.641706,0.27762055713814
1149.917201,0.27582187556470933
1150.192697,0.2737609496308074
1150.468192,0.2712267749764213
1150.743687,0.2684743232392366
1151.019182,0.2654576397483149
1151.294678,0.2621076452153925
1151.570173,0.25854125602303374
1151.845668,0.25476849727400896
1152.121163,0.2508500321218149
1152.396659,0.24669562245757087
1152.672154,0.24224637311132868
1152.947649,0.23790115659487174
1153.223144,0.2333770250317241
1153.49864,0.22877872704522242
1153.774135,0.22389009384815473
1154.04963,0.21910592287466926
1154.325126,0.2140597708330324
1154.600621,0.20900439469282464
1154.876116,0.2039664009353444
1155.151611,0.19881113008177567
1155.427107,0.19382492031412307
1155.702602,0.18871827206545705
1155.978097,0.18361758986864737
1156.253592,0.17858332142121114
1156.529088,0.17358289720734715
1156.804583,0.1686550119265412
1157.080078,0.1638834130501526
1157.355573,0.15923088868323068
1157.631069,0.15466403974121934
1157.906564,0.15012304817480943
1158.182059,0.14575910291853902
1158.457554,0.14147956348462778
1158.73305,0.13738061411695424
1159.008545,0.1332937419515065
1159.28404,0.129600323360693
1159.559536,0.12588329895344028
1159.835031,0.12235850228598905
1160.110526,0.11892050908003803
1160.386021,0.11555600208422448
1160.661517,0.11250023145072507
1160.937012,0.10942673942324893
1161.212507,0.10657567316508768
1161.488002,0.10387157486212363
1161.763498,0.10130697654102218
1162.038993,0.09887488657999087
1162.314488,0.09659773357455781
1162.589983,0.09441078164606809
1162.865479,0.09235642522881812
1163.140974,0.09060915703627266
1163.416469,0.08888605592518359
1163.691964,0.0874664489256957
1163.96746,0.0860953393220698
1164.242955,0.08486445010786639
1164.51845,0.08382701070336164
1164.793946,0.08286023551603725
1165.069441,0.08206858326576455
1165.344936,0.0813902330722527
1165.620431,0.08078208971247929
1165.895927,0.08042742934274301
1166.171422,0.07993032190627085
1166.446917,0.07957144353962466
1166.722412,0.0793330869226986
1166.997908,0.07905590646722124
1167.273403,0.07895320056211658
1167.548898,0.07881121262858166
1167.824393,0.07859870936298877
1168.099889,0.07859870936298877
1168.375384,0.07835543064080858
1168.650879,0.0782223395681837
1168.926374,0.07811290491491986
1169.20187,0.07787891735700261
1169.477365,0.0777932976473835
1169.75286,0.07771554323342265
1170.028355,0.07745175907361271
1170.303851,0.07739756181351526
1170.579346,0.07710400918186561
1170.854841,0.07697304371844123
1171.130337,0.07681925147451234
1171.405832,0.07652789225203407
1171.681327,0.07629102312289561
1171.956822,0.07603207410705885
1172.232318,0.07572098078032947
1172.507813,0.07545642059798922
1172.783308,0.07502004008532698
1173.058803,0.07460856246557795
1173.334299,0.07417708529664116
1173.609794,0.07364492834644212
1173.885289,0.0731458416515947
1174.160784,0.07249773202678388
1174.43628,0.07175483785966058
1174.711775,0.07101955623058666
1174.98727,0.07003220999361975
1175.262765,0.06907931097904504
1175.538261,0.06797603924125756
1175.813756,0.06677677089555463
1176.089251,0.0655068867923507
1176.364747,0.06415200073629877
1176.640242,0.06273724428253921
1176.915737,0.06142121391500013
1177.191232,0.060126776753444126
1177.466728,0.058965662265590704
1177.742223,0.057786505466485755
1178.017718,0.056687587928433876
1178.293213,0.05568747626326995
1178.568709,0.0547214230486479
1178.844204,0.053831310583165
1179.119699,0.0530457781265732
1179.395194,0.05233970594843238
1179.67069,0.0516791948064353
1179.946185,0.051118950461599415
1180.22168,0.05061030840593845
1180.497175,0.05021708357087676
1180.772671,0.04980200672901645
1181.048166,0.04947934347688997
1181.323661,0.04915877073438572
1181.599156,0.04885981497498356
1181.874652,0.04857239080171145
1182.150147,0.048325302220070185
1182.425642,0.04810832692064925
1182.701138,0.04784924211383194
1182.976633,0.04764869673704671
1183.252128,0.04747272231256237
1183.527623,0.04735892439114093
1183.803119,0.04725957500328768
1184.078614,0.04716515030944982
1184.354109,0.04703327260353173
1184.629604,0.046920528096808696
1184.9051,0.04682678081914183
1185.180595,0.04671453129848046
1185.45609,0.04672854776023413
1185.731585,0.04672854776023413
1186.007081,0.046808053852457204
1186.282576,0.046953383964688594
1186.558071,0.04721233905019725
1186.833566,0.047567762765960746
1187.109062,0.048142014538784486
1187.384557,0.04877194641345848
1187.660052,0.04958335927655528
1187.935548,0.050524343972120196
1188.211043,0.05162754144261523
1188.486538,0.052807608408779905
1188.762033,0.0542202946817087
1189.037529,0.055670772526076814
1189.313024,0.05719435924826157
1189.588519,0.05888316809781038
1189.864014,0.060646096909455306
1190.13951,0.06246180681449804
1190.415005,0.06437048875796227
1190.6905,0.06631759714757623
1190.965995,0.0683919603503106
1191.241491,0.07043957703401492
1191.516986,0.07259204036555714
1191.792481,0.07484020787409511
1192.067976,0.07718887025700018
1192.343472,0.07960327848360482
1192.618967,0.08226578441232173
1192.894462,0.08500884237169956
1193.169958,0.08794883975353733
1193.445453,0.09113621714387073
1193.720948,0.09453359547389979
1193.996443,0.09802820848954474
1194.271939,0.10172318779486834
1194.547434,0.10555744203214408
1194.822929,0.10958004414670812
1195.098424,0.11363087757381247
1195.37392,0.11794934810730248
1195.649415,0.1222239819332326
1195.92491,0.12666619989197
1196.200405,0.13107311260221188
1196.475901,0.13545713981876228
1196.751396,0.13998780042376197
1197.026891,0.14446760260393107
1197.302386,0.14879288106987038
1197.577882,0.15312510683276892
1197.853377,0.15722144338315586
1198.128872,0.16136280532223177
1198.404367,0.16534848532724689
1198.679863,0.16912790770506694
1198.955358,0.1729245338805106
1199.230853,0.17657668871613388
1199.506349,0.18007173134548946
1199.781844,0.18354415752014874
1200.057339,0.18678445014265238
1200.332834,0.19000592938863187
1200.60833,0.19308978326194323
1200.883825,0.1959687639605875
1201.15932,0.19873162153251292
1201.434815,0.2012716078999675
1201.710311,0.20361995261826019
1201.985806,0.2059339073044698
1202.261301,0.20806598791551675
1202.536796,0.20992604016258565
1202.812292,0.21159102390636406
1203.087787,0.21311997690421086
1203.363282,0.21457413126866148
1203.638777,0.21569282282853033
1203.914273,0.21657897878047233
1204.189768,0.21731660055476673
1204.465263,0.21799132730260207
1204.740759,0.21851513480570448
1205.016254,0.21873375923450586
1205.291749,0.21866814894877046
1205.567244,0.21858069918031064
1205.84274,0.21814397465205312
1206.118235,0.21768635297621938
1206.39373,0.21703427252702476
1206.669225,0.21621110729590312
1206.944721,0.21539106415692774
1207.220216,0.21429536613460878
1207.495711,0.21297084512259104
1207.771206,0.21159102390636406
1208.046702,0.20992604016258565
1208.322197,0.2082116850951212
1208.597692,0.2064287422464101
1208.873187,0.2045383071530228
1209.148683,0.2024423751688179
1209.424178,0.20024773579279279
1209.699673,0.19777999547880706
1209.975168,0.19522549576151466
1210.250664,0.1925691440263923
1210.526159,0.1898919600252268
1210.801654,0.1871022537644357
1211.07715,0.18424295218771095
1211.352645,0.18124600987000375
1211.62814,0.17810179680413307
1211.903635,0.17483720415364543
1212.179131,0.17151235056719996
1212.454626,0.1682002575889585
1212.730121,0.1647707772075546
1213.005616,0.16136280532223177
1213.281112,0.1578673745550876
1213.556607,0.15423158614751145
1213.832102,0.1505289280962033
1214.107597,0.14681235561922723
1214.383093,0.14304442966793132
1214.658588,0.139275680091967
1214.934083,0.13555199301137968
1215.209578,0.13175646797187776
1215.485074,0.12792642308283922
1215.760569,0.12408356860624345
1216.036064,0.12027193199185891
1216.31156,0.11639100771227068
1216.587055,0.1125790091817297
1216.86255,0.10882654440571013
1217.138045,0.10516760114700599
1217.413541,0.10144890563536393
1217.689036,0.09779322288468872
1217.964531,0.0942127270347383
1218.240026,0.09063634386120335
1218.515522,0.08710857063692005
1218.791017,0.08365115869012409
1219.066512,0.08025870895953036
1219.342007,0.0769191814418345
1219.617503,0.07369649784350282
1219.892998,0.07053826150487366
1220.168493,0.06739395186708579
1220.443988,0.06437048875796227
1220.719484,0.061464223816449906
1220.994979,0.05868330528559306
1221.270474,0.05595541869672465
1221.545969,0.05337034629964196
1221.821465,0.05083856799264735
1222.09696,0.04844142223367707
1222.372455,0.04613884772494186
1222.647951,0.043963303693811476
1222.923446,0.04187777593705126
1223.198941,0.039919114885164475
1223.474436,0.03803684438213498
1223.749932,0.0362904738691011
1224.025427,0.03461735960677732
1224.300922,0.03305111422300242
1224.576417,0.03154626754013758
1224.851913,0.030173235176167015
1225.127408,0.02885996322189029
1225.402903,0.027601090394287858
1225.678398,0.026489681478159235
1225.953894,0.025423025496106925
1226.229389,0.024399320388529492
1226.504884,0.023496589406569006
1226.780379,0.022550455808510915
1227.055875,0.021716129491567933
1227.33137,0.020985994338952086
1227.606865,0.020209550283324797
1227.882361,0.019530069020968984
1228.157856,0.018871545886201994
1228.433351,0.018299162229343226
1228.708846,0.017742364936888515
1228.984342,0.017145834862963918
1229.259837,0.01668241680769143
1229.535332,0.01623152402725501
1229.810827,0.015792817988211843
1230.086323,0.01536596930700949
1230.361818,0.015001576251012009
1230.637313,0.014596113271353742
1230.912808,0.01429850918425903
1231.188304,0.014008373794439347
1231.463799,0.013722753285933309
1231.739294,0.013444300733803137
1232.014789,0.01317018126294628
1232.290285,0.012990980110385549
1232.56578,0.01277072291659587
1232.841275,0.01255420010089036
1233.116771,0.012383380346580136
1233.392266,0.012172207497212498
1233.667761,0.012006585356623911
1233.943256,0.011843216767287999
1234.218752,0.011723029951042402
1234.494247,0.011602902461144876
1234.769742,0.011484005934052133
1235.045237,0.011366327755920096
1235.320733,0.011250980483955841
1235.596228,0.011135690149454607
1235.871723,0.011059118363881916
1236.147218,0.010946888700881114
1236.422714,0.010834714436436152
1236.698209,0.010723689637007927
1236.973704,0.010613802523871334
1237.249199,0.010541873502547799
1237.524695,0.01039843463529994
1237.80019,0.010291880454612976
1238.075685,0.010151843138295029
1238.35118,0.01001371125121793
1238.626676,0.009877458867002288
1238.902171,0.009709990257757041
1239.177666,0.009544406527573964
1239.453162,0.009350738077752364
1239.728657,0.009128991960998777
1240.004152,0.008912504396017939
1240.279647,0.00870202083856206
1240.555143,0.008466822400796983
1240.830638,0.00823715715541184
1241.106133,0.007987319958016032
1241.381628,0.007718771961062805
1241.657124,0.007458507140549721
1241.932619,0.007182555787490189
1242.208114,0.006893336904149986
1242.483609,0.006615763953672044
1242.759105,0.006327816797666213
1243.0346,0.006052402368830283
1243.310095,0.005788396319160134
1243.58559,0.00551766784398357
1243.861086,0.005241225153804783
1244.136581,0.004995588779771829
1244.412076,0.004745777517331736
1244.687572,0.004508007586089551
1244.963067,0.004282150252940399
1245.238562,0.00405380229510172
1245.514057,0.0038507012669865893
1245.789553,0.0036577758775974186
1246.065048,0.0034745163135450675
1246.340543,0.0033007683641201706
1246.616038,0.003146073851159478
1246.891534,0.002988451257065854
1247.167029,0.002848678717772565
1247.442524,0.0027151719344376546
1247.718019,0.0025969957053486124
1247.993515,0.0024924228735930397
1248.26901,0.002392060860176081
1248.544505,0.002303558909513916
1248.82,0.002218331371890904
1249.095496,0.002151048244667297
1249.370991,0.00209290965868953
1249.646486,0.002036342443873649
1249.921981,0.001988052028127341
1250.197477,0.001954345351871779
1250.472972,0.0019210180482557564
1250.748467,0.0019015232566204378
1251.023963,0.001882038087960669
1251.299458,0.001875650024323619
1251.574953,0.001875650024323619
1251.850448,0.001882038087960669
1252.125944,0.0019015232566204378
1252.401439,0.0019277533913994913
1252.676934,0.0019610014349974313
1252.952429,0.0020016168500433815
1253.227925,0.0020502367596261597
1253.50342,0.0021071899423062658
1253.778915,0.0021807203957584956
1254.05441,0.0022722153461008725
1254.329906,0.00236754908565916
1254.605401,0.0024837146418307
1254.880896,0.0026058405184084983
1255.156391,0.002752625762856867
1255.431887,0.0029175822565814533
1255.707382,0.003113835602485685
1255.982877,0.0033232900760330926
1256.258373,0.0035710343187955553
1256.533868,0.003837631114528924
1256.809363,0.004137762897981135
1257.084858,0.004492257138899398
1257.360354,0.004877609674098362
1257.635849,0.0053316207838670976
1257.911344,0.005848324903639864
1258.186839,0.006415104442916967
1258.462335,0.007060778248878942
1258.73783,0.007797906334275197
1259.013325,0.00861285004187059
1259.28882,0.009544406527573964
1259.564316,0.010577776873600335
1259.839811,0.011762956088848043
1260.115306,0.013036528203437736
1260.390801,0.014546570756232792
1260.666297,0.016176430557534236
1260.941792,0.01798710799852262
1261.217287,0.020072591528910527
1261.492782,0.022397632895793447
1261.768278,0.02490715916922934
1262.043773,0.0277921964757768
1262.319268,0.031011412409586336
1262.594764,0.03448606326132117
1262.870259,0.03837688322545198
1263.145754,0.04268959778577645
1263.421249,0.0474537370209488
1263.696745,0.052702098736804225
1263.97224,0.05842566596450083
1264.247735,0.06468020983993296
1264.52323,0.07153274228829277
1264.798726,0.07889795266074452
1265.074221,0.08680422355776692
1265.349716,0.09525478785922968
1265.625211,0.10426703775021352
1265.900707,0.11385836674229884
1266.176202,0.12390997315536427
1266.451697,0.13444501149568017
1266.727192,0.14551152294617953
1267.002688,0.15711142688305504
1267.278183,0.16900955959634398
1267.553678,0.18124600987000375
1267.829174,0.19382492031412307
1268.104669,0.20671794488016232
1268.380164,0.21972027915613299
1268.655659,0.2328874475154693
1268.931155,0.24625196974437535
1269.20665,0.2596034511848519
1269.482145,0.2730227920279987
1269.75764,0.28641885831255876
1270.033136,0.29966203181170503
1270.308631,0.31289112262328805
1270.584126,0.3257907418124103
1270.859621,0.33854440958709814
1271.135117,0.3510593435022431
1271.410612,0.36327324021856267
1271.686107,0.3751760111730541
1271.961602,0.38692283445776376
1272.237098,0.3983516982317177
1272.512593,0.40956076435251565
1272.788088,0.4205045412433427
1273.063584,0.43115397590418897
1273.339079,0.4416180105901711
1273.614574,0.45171672961625686
1273.890069,0.46157071877340977
1274.165565,0.47099396415752864
1274.44106,0.4799516064781737
1274.716555,0.4887422620161072
1274.99205,0.4973556078437054
1275.267546,0.5054278402345421
1275.543041,0.5132819369909968
1275.818536,0.5208933295176338
1276.094031,0.5280839561798034
1276.369527,0.5351864971643148
1276.645022,0.5418261963008947
1276.920517,0.5483617950124788
1277.196012,0.5545934256999013
1277.471508,0.5603240510636115
1277.747003,0.5659157859065391
1278.022498,0.5713690247801779
1278.297993,0.5766787076837322
1278.573489,0.5818398738197776
1278.848984,0.5870413609805346
1279.124479,0.5920939247562009
1279.399975,0.5969809951594579
1279.67547,0.6014932292939003
1279.950965,0.6060456292229275
1280.22646,0.6104188000063668
1280.501956,0.6146145227306038
1280.777451,0.6188390848175513
1281.052946,0.6230989154529986
1281.328441,0.6273817951398404
1281.603937,0.6312583946661259
1281.879432,0.6353812922864323
1282.154927,0.6390899932588247
1282.430422,0.6430453683011805
1282.705918,0.6465789300357722
1282.981413,0.6503529912737462
1283.256908,0.6539267087083546
1283.532403,0.6575266391062551
1283.807899,0.6611397760417695
1284.083394,0.6643142323222168
1284.358889,0.6675106057966674
1284.634385,0.6709504431191238
1284.90988,0.6741720052232526
1285.185375,0.6774158097510887
1285.46087,0.6806684152509621
1285.736366,0.684176057824226
1286.011861,0.6869938079318795
