nu,[0]Dimethylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
658.126572,0.999929952453444
658.246174,0.9999053564789806
658.365776,0.9999922376301273
658.485378,0.9999462124466023
658.60498,0.9999667025543723
658.724582,0.9998229456759672
658.844184,1.0
658.963786,0.999967574525717
659.083388,1.0
659.20299,0.9998525508716914
659.322592,1.0
659.442194,0.9999353110924176
659.561796,0.9999922512300219
659.681398,1.0
659.801,0.999943762581383
659.920602,0.9999313703551218
660.040204,0.9999543050440463
660.159806,0.9999683455010142
660.279408,0.9999713154114107
660.39901,0.9999733743544688
660.518612,0.9999640096476683
660.638214,0.9998839067393441
660.757816,0.9999520091515977
660.877418,1.0
660.99702,1.0
661.116622,1.0
661.236224,0.999865659024557
661.355826,1.0
661.475428,1.0
661.59503,1.0
661.714632,0.9999973013036415
661.834234,0.9999638446536203
661.953836,0.9998640792380639
662.073438,0.9999046755436647
662.19304,0.9999282985706703
662.312642,0.9999950950120295
662.432244,1.0
662.551846,0.9999961220075194
662.671448,1.0
662.79105,0.999775345238661
662.910652,0.9998856765354254
663.030254,0.9999574349059194
663.149856,0.999925540772226
663.269458,0.9998476716031486
663.38906,0.9999358290590429
663.508662,0.9999916268350552
663.628264,0.9999069293313434
663.747866,1.0
663.867468,1.0
663.98707,1.0
664.106672,0.9999004689535433
664.226274,1.0
664.345876,0.9999960627077512
664.465478,0.9999861190963406
664.58508,1.0
664.704682,0.9998802271733378
664.824284,0.9999051295004905
664.943886,0.9999377819356241
665.063488,0.99994995725218
665.18309,0.9998800371961126
665.302692,0.9999604157834757
665.422294,0.999953716071134
665.541896,0.9999513311843652
665.661498,0.9999928999252057
665.7811,0.9998336638353941
665.900702,1.0
666.020304,0.9999903737463327
666.139906,0.9998174166703653
666.259508,0.9999376939411031
666.37911,1.0
666.498712,0.9999374279577119
666.618314,1.0
666.737916,0.9999132067667507
666.857518,1.0
666.97712,0.9999815621699789
667.096722,1.0
667.216324,1.0
667.335926,0.9998850666053487
667.455528,0.9997825836383635
667.57513,0.9995034733101964
667.694732,0.9995781290126005
667.814334,0.9998231256441136
667.933936,0.9998538206852373
668.053538,0.9997596788817473
668.17314,0.9999763242802743
668.292742,0.9999912891379398
668.412344,1.0
668.531946,0.9998382430840609
668.651548,1.0
668.77115,0.9999820971602578
668.890752,0.9999056154545015
669.010354,0.9999745093248927
669.129956,0.9999805811885476
669.249558,1.0
669.36916,0.9999950602122007
669.488762,0.9999899290507124
669.608364,0.9999869390852945
669.727966,1.0
669.847568,0.9998433922642719
669.96717,1.0
670.086772,1.0
670.206374,0.9999952092114759
670.325976,1.0
670.445578,0.9999319653144642
670.56518,0.9999362500321156
670.684782,0.9999999792540002
670.804384,0.9999991665103474
670.923986,0.9999984388012186
671.043588,0.9999625077028538
671.16319,0.9999601087956752
671.282792,0.9999934988211328
671.402394,0.9998662989387836
671.521996,0.9999921260309999
671.641598,1.0
671.7612,0.9999821591591497
671.880802,0.9999656325905729
672.000404,1.0
672.120006,0.9998126575507886
672.239608,0.9998820069617261
672.35921,0.9997960408025057
672.478812,0.9999535490788775
672.598414,0.999988920061383
672.718016,1.0
672.837618,0.999945124505715
672.95722,0.9999301524394545
673.076822,0.9999228729744419
673.196424,0.9999518611587112
673.316026,0.999909035137554
673.435628,0.999936036045781
673.55523,0.9999109999607385
673.674832,0.9998733980147078
673.794434,0.9999963394067
673.914036,1.0
674.033638,1.0
674.15324,0.999878057435599
674.272842,1.0
674.392444,0.9999796242075892
674.512046,0.999911250938431
674.631648,0.9998861064863588
674.75125,1.0
674.870852,0.9999626046992217
674.990454,0.9998934656751842
675.110056,0.9999778402455309
675.229658,0.9998775175015937
675.34926,1.0
675.468862,0.9998097980906772
675.588464,0.9999440605646686
675.708066,0.9999417266979548
675.827668,0.999976992264682
675.94727,0.9999973653034708
676.066872,0.9999504222290183
676.186474,0.9999265326988543
676.306076,1.0
676.425678,0.9999923042296126
676.54528,0.9998882862404468
676.664882,1.0
676.784484,0.9999647736204634
676.904086,0.9998985951418202
677.023688,1.0
677.14329,1.0
677.262892,0.999902087793713
677.382494,0.9999013988614118
677.502096,0.9998759676926428
677.621698,0.9999081782158781
677.7413,0.9999909778406999
677.860902,0.999936116040667
677.980504,0.9999996918800474
678.100106,0.9999482303400951
678.219708,0.9997805840751958
678.33931,0.9999999053030045
678.458912,0.9999368699927828
678.578514,0.999924397857986
678.698116,0.9999761812836702
678.817718,0.9999659055812279
678.93732,1.0
679.056922,0.9998926057671735
679.176524,0.9998869063955639
679.296126,0.999996427306382
679.415728,0.9999814301724214
679.53533,0.9999405657662841
679.654932,0.9999702294431518
679.774534,1.0
679.894136,0.9999458934638115
680.013738,0.9999378629305876
680.13334,1.0
680.252942,1.0
680.372544,1.0
