nu,[0]HCFO-1233zd-HITRAN(x-sec)-X=0.01-T=295.0K-P=0.9211atm-L=15cm
716.145952,0.9995903739196808
716.264954,0.9989508507423234
716.383956,0.9979040994732978
716.502958,0.9960402605256365
716.62196,1.0
716.740962,1.0
716.859964,1.0
716.978966,0.9943243676048185
717.097968,0.9942037633738225
717.21697,0.9944087893272796
717.335972,0.9956916078656358
717.454974,0.9957784359594916
717.573976,1.0
717.692978,1.0
717.81198,1.0
717.930982,0.9945860087633205
718.049984,0.9929071736714109
718.168986,0.9979677677858417
718.287988,0.9988172000599241
718.40699,1.0
718.525992,0.9977798681464739
718.644994,0.991871020309373
718.763996,1.0
718.882998,0.994160218202633
719.002,1.0
719.121002,1.0
719.240004,1.0
719.359006,0.9957148077503767
719.478008,0.9982000219071245
719.59701,1.0
719.716012,1.0
719.835014,0.9957224747839144
719.954016,0.9962808332965464
720.073018,1.0
720.19202,1.0
720.311022,1.0
720.430024,0.9982227811270781
720.549026,1.0
720.668028,0.9980787479720036
720.78703,1.0
720.906032,0.9980535967044619
721.025034,0.9943124357839983
721.144036,0.999048492970173
721.263038,0.990085476184743
721.38204,0.9964729347591919
721.501042,1.0
721.620044,1.0
721.739046,1.0
721.858048,0.9980740570129119
721.97705,0.9889979699405548
722.096052,1.0
722.215054,1.0
722.334056,1.0
722.453058,1.0
722.57206,1.0
722.691062,0.9974601309393574
722.810064,0.9980154717852584
722.929066,1.0
723.048068,0.992785152878098
723.16707,0.9920258634608369
723.286072,1.0
723.405074,0.9936393153467898
723.524076,0.998788035023494
723.643078,0.9928068951110226
723.76208,0.9985719206771305
723.881082,1.0
724.000084,1.0
724.119086,0.999415420932962
724.238088,1.0
724.35709,0.9923655912745685
724.476092,0.9944709418188576
724.595094,1.0
724.714096,0.9956333616102953
724.833098,1.0
724.9521,1.0
725.071102,0.9978035158095727
725.190104,0.993535485463542
725.309106,0.9995224340709273
725.428108,0.9910576230254988
725.54711,0.9959381716310779
725.666112,1.0
725.785114,0.9990007296035164
725.904116,0.9955071233037208
726.023118,1.0
726.14212,1.0
726.261122,0.9980118789360272
726.380124,0.9961970496016198
726.499126,0.9997663772940355
726.618128,0.9945652221329584
726.73713,0.9999106989875728
726.856132,0.9929326917136797
726.975134,0.999944963514563
727.094136,0.9904633648990362
727.213138,0.9940269102558696
727.33214,0.999864229217687
727.451142,1.0
727.570144,0.9951515916610084
727.689146,0.9990245760355381
727.808148,1.0
727.92715,0.9971574477241186
728.046152,0.9960908606561036
728.165154,0.9939374518596348
728.284156,0.9967346429126362
728.403158,0.9995395560368722
728.52216,0.9990737792075259
728.641162,0.9985777124110665
