nu,[0]Acrolein-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
552.397008,0.7809376233513257
552.51621,0.7923199432429632
552.635412,0.795678555058931
552.754614,0.8013239353472223
552.873816,0.7836678571435798
552.993018,0.8050909713985351
553.11222,0.7869740534821689
553.231422,0.8055258379264857
553.350624,0.8014521574343713
553.469826,0.8088757163438245
553.589028,0.7882736325282855
553.70823,0.7887704013825368
553.827432,0.8068399157247637
553.946634,0.7946686846974207
554.065836,0.803723479444656
554.185038,0.770180789604121
554.30424,0.7768562128393134
554.423442,0.7836130023135212
554.542644,0.7822507012351424
554.661846,0.7851425384811243
554.781048,0.7931047283913248
554.90025,0.8055097275708312
555.019452,0.7999308440406317
555.138654,0.801828928482626
555.257856,0.7991472958148126
555.377058,0.7987078856509863
555.49626,0.8007471897670966
555.615462,0.8044873795452246
555.734664,0.806630164615501
555.853866,0.805042667389386
555.973068,0.800971430372451
556.09227,0.7957740422146529
556.211472,0.7969446902722263
556.330674,0.7938347204863198
556.449876,0.8004109465634099
556.569078,0.8049460680653746
556.68828,0.7993311208319166
556.807482,0.8017888380384713
556.926684,0.8038762014138782
557.045886,0.7851896484467179
557.165088,0.781125070873733
557.28429,0.7914092990290174
557.403492,0.8075825500066196
557.522694,0.8078167829082507
557.641896,0.8178388227474656
557.761098,0.8152096170311429
557.8803,0.8094987904981736
557.999502,0.8120852147933045
558.118704,0.8142563795318941
558.237906,0.8270583749937794
558.357108,0.821510960119317
558.47631,0.8226289751029447
558.595512,0.8266945493562922
558.714714,0.8214781003381123
558.833916,0.8302071757511388
558.953118,0.8263722013439914
559.07232,0.8281839395942123
559.191522,0.8304396663075081
559.310724,0.8350530693859916
559.429926,0.8305559359994796
559.549128,0.8349361701394158
559.66833,0.8302735949819326
559.787532,0.8196236561426022
559.906734,0.8148917472691334
560.025936,0.8247870889122918
560.145138,0.8326016187601963
560.26434,0.8363651324048887
560.383542,0.8462673100140062
560.502744,0.8419875930023307
560.621946,0.8482668594058642
560.741148,0.8404649738450215
560.86035,0.8589453324008038
560.979552,0.8526125969605233
561.098754,0.854541680472941
561.217956,0.8598219036151733
561.337158,0.8682808992733517
561.45636,0.8622155341120366
561.575562,0.8594952333630784
561.694764,0.8609317895933793
561.813966,0.8569120423634404
561.933168,0.8609834470504633
562.05237,0.8551999309608199
562.171572,0.860725190756729
562.290774,0.8565436493953886
562.409976,0.848419561183305
