nu,[0]Cineole-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
605.836517,0.9881191414424247
605.972119,0.993186815703267
606.107722,0.99567806655185
606.243325,0.9980953162167359
606.378928,0.9833314830128491
606.51453,0.9960627712898951
606.650133,1.0
606.785736,0.9867979221240075
606.921338,1.0
607.056941,0.9978490166873057
607.192544,0.9848775108595642
607.328147,0.9981869455724877
607.463749,0.9934574959890601
607.599352,0.9950573552674418
607.734955,0.9935895352640924
607.870557,0.9957022618228386
608.00616,0.9999416847004032
608.141763,0.9840141519207712
608.277366,0.9963203864307527
608.412968,0.9981216662809034
608.548571,0.9836973503716394
608.684174,0.9996077869356613
608.819776,0.9964186284641074
608.955379,0.9864535897386825
609.090982,0.9984093664007214
609.226585,0.9936463702109736
609.362187,0.994521860034574
609.49779,0.9935177013375206
609.633393,0.9961453483164054
609.768995,0.9989248783578466
609.904598,0.9859102035273855
610.040201,0.99870733621054
610.175804,0.9996063974818031
610.311406,0.9842779030545593
610.447009,1.0
610.582612,0.9980839379949871
610.718214,0.9892046921179873
610.853817,0.9981250599003378
610.98942,0.9952158805303378
611.125023,0.9961530186651183
611.260625,0.9913402138352292
611.396228,0.9984734663396304
611.531831,0.9982624113581438
611.667433,0.9865699981302317
611.803036,1.0
611.938639,0.9986073706095472
612.074241,0.9902991596861243
612.209844,0.998636031052359
612.345447,0.9947056646573325
612.48105,0.9968365143986861
612.616652,0.9939458009692966
612.752255,0.9962750548844707
612.887858,1.0
613.02346,0.9903303546009716
613.159063,0.9975066136644982
613.294666,0.9993713376910076
613.430269,0.9860719060600092
613.565871,0.999751290933229
613.701474,0.9986763767629914
613.837077,0.9887774479823702
613.972679,0.9992229120893206
614.108282,0.9968828683743273
614.243885,0.994454831520094
614.379488,0.9955645657219333
614.51509,0.9982659052826979
614.650693,0.9989614396774625
614.786296,0.9871226320522406
614.921898,0.9982684009505807
615.057501,0.999606627391301
615.193104,0.9852882904231791
615.328707,1.0
615.464309,0.9987341019258095
615.599912,0.9904522717714709
615.735515,1.0
615.871117,0.998208107360048
616.00672,0.9965578378700545
616.142323,0.9951013377745509
616.277926,0.9997646976879325
616.413528,0.9989230802946838
616.549131,0.9877753358068531
616.684734,1.0
616.820336,1.0
616.955939,0.9886261766053843
617.091542,1.0
617.227145,0.9995744005931327
617.362747,0.9924043935277664
617.49835,0.997433100136078
617.633953,0.9983618432459408
617.769555,1.0
617.905158,0.9919872744053102
618.040761,0.9993049416650318
618.176364,1.0
618.311966,0.9876686618310843
618.447569,0.999803069393378
618.583172,0.9985451593082604
618.718774,0.9886627564506417
618.854377,0.9992087831772353
618.98998,0.9981441242710462
619.125583,0.9935161117104702
619.261185,0.9969087876658543
619.396788,0.9982829757756305
619.532391,0.998789832843575
619.667993,0.9922909681879678
619.803596,1.0
619.939199,0.9999249028199344
620.074801,0.9868216055583385
620.210404,1.0
620.346007,0.99875747257723
620.48161,0.9897063460554185
620.617212,1.0
620.752815,1.0
620.888418,0.9942350812856233
621.02402,0.994896169032326
621.159623,0.9999108259762396
621.295226,0.9996342469039777
621.430829,0.9940643857767953
621.566431,1.0
621.702034,1.0
621.837637,0.9898261077687288
621.973239,1.0
622.108842,1.0
622.244445,0.9929313016088843
622.380048,0.999191756804635
622.51565,0.998825490277089
622.651253,0.9965799616996288
622.786856,0.9934692188566775
622.922458,0.9998707283562991
623.058061,1.0
623.193664,0.9906619727134665
623.329267,1.0
623.464869,1.0
623.600472,0.988633097012842
623.736075,0.9996220814292199
623.871677,0.999266958806068
624.00728,0.9940864542511187
624.142883,0.9978167866845841
624.278486,0.9992761321188552
624.414088,0.9966371670312076
624.549691,0.992724991920729
624.685294,1.0
624.820896,1.0
624.956499,0.9898162095571422
625.092102,1.0
625.227705,0.9985590391824396
625.363307,0.9885579637525691
625.49891,1.0
625.634513,0.9997015045586315
625.770115,0.9963955118200812
625.905718,0.9983058367175325
626.041321,0.9998130774721931
626.176924,0.9974560413612041
626.312526,0.9927377981557248
626.448129,1.0
626.583732,0.9999650616103598
626.719334,0.9904198845117186
626.854937,1.0
626.99054,0.9986307382954203
627.126143,0.9907536131842489
627.261745,0.9981795590164207
627.397348,0.9996489716248819
627.532951,0.9968229575142774
627.668553,0.9944294732452096
627.804156,0.9989541472855702
627.939759,0.9986221501080002
628.075362,0.9908721144026174
628.210964,1.0
628.346567,1.0
628.48217,0.9906533539917953
628.617772,0.9998199062188323
628.753375,0.9996788915663523
628.888978,0.9920466962227128
629.02458,0.9983150211734788
629.160183,1.0
629.295786,0.9966670665947098
629.431389,0.9958039282137516
629.566991,1.0
629.702594,0.9986225495569401
629.838197,0.9902472693696949
629.973799,1.0
630.109402,1.0
630.245005,0.9888110669871214
630.380608,0.9998479815559749
630.51621,0.9986529081438948
630.651813,0.9937206977392802
630.787416,0.9989682326383483
630.923018,0.9999110809535328
631.058621,0.9967471021735429
631.194224,0.9923907976807068
631.329827,1.0
631.465429,0.9994701004463856
631.601032,0.9926369411190564
631.736635,1.0
631.872237,0.9980216595003654
632.00784,0.988336551567779
632.143443,0.9982073087938815
632.279046,0.9987936282521511
632.414648,0.9954389334013054
632.550251,0.9959141698103646
632.685854,1.0
632.821456,0.9953233696497431
632.957059,0.9900320130125477
633.092662,0.9995382466409114
633.228265,0.9980105815214279
633.363867,0.9907901726670937
633.49947,0.9996889183959192
633.635073,0.998159595624875
633.770675,0.9910162967842768
633.906278,0.9969192552630797
634.041881,1.0
634.177484,0.9959197469453316
634.313086,0.9932295236545565
634.448689,1.0
634.584292,0.9954628242223957
634.719894,0.9893946376530619
634.855497,0.9995431743766142
634.9911,0.9998844566756441
635.126703,0.9913594460219293
635.262305,1.0
635.397908,0.9971356102151351
635.533511,0.9904337504871633
635.669113,0.9961746354201643
635.804716,0.9987221171884949
635.940319,0.9948085225407189
636.075922,0.9927204253962693
636.211524,0.9986304387062437
636.347127,0.9953457646775034
636.48273,0.9897964134309131
636.618332,0.9993728867177816
636.753935,0.9977680944134949
636.889538,0.9900632985184673
637.025141,0.9983950892488638
637.160743,0.99789262364214
637.296346,0.9921781511186568
637.431949,0.9938509830627702
637.567551,0.999294838743142
637.703154,0.9974357932090839
637.838757,0.9912137268939823
637.974359,0.9988596506929962
638.109962,0.9949484024523155
638.245565,0.987805957316894
638.381168,0.999230456250786
638.51677,0.996626303745292
638.652373,0.9871690279062411
638.787976,0.9950192453005455
638.923578,0.9976069678775652
639.059181,0.9918837163396874
639.194784,0.9920316172275309
639.330387,0.99903555537596
639.465989,0.9931934700772242
639.601592,0.9873575951981743
639.737195,0.9982621118794652
639.872797,0.9944098831775494
640.0084,0.9859190767591467
640.144003,0.9998307043321292
640.279606,0.9970408868315965
640.415208,0.9890256622714039
640.550811,0.9954708875039282
640.686414,0.9963441987725448
640.822016,0.9900879514015275
640.957619,0.9904406835476824
641.093222,0.9981769637529412
641.228825,0.9934296795686041
641.364427,0.9870910446334163
641.50003,0.9971336159459089
641.635633,0.9944399148094968
641.771235,0.9875274353103793
641.906838,0.9956747808196519
642.042441,0.9967960436577632
642.178044,0.988008478295835
642.313646,0.9915543664490674
642.449249,0.9961525205887335
642.584852,0.9920810216322282
642.720454,0.9893125213060122
642.856057,0.9990098205515195
642.99166,0.9944149546808859
643.127263,0.9864851567586238
643.262865,0.9967801947266683
643.398468,0.9959773127703413
643.534071,0.9871492847231155
643.669673,0.9955283278312747
643.805276,0.9967603589981595
643.940879,0.9875916266798714
644.076482,0.9892917459612067
644.212084,0.996618231104926
644.347687,0.9921635662070347
644.48329,0.9876094034891425
644.618892,0.9956864302827366
644.754495,0.9935730418147031
644.890098,0.9868521975022836
645.025701,0.994932483405229
645.161303,0.9956771704419933
645.296906,0.9885164451899874
645.432509,0.9943078619573136
645.568111,0.9946755255323033
645.703714,0.988986102036123
645.839317,0.9889119308599242
645.974919,0.996407169715768
646.110522,0.9937945339301028
646.246125,0.9884096911787272
646.381728,0.9977025432030728
646.51733,0.994376869317461
646.652933,0.9855937771412052
646.788536,0.9951550746976745
646.924138,0.9966330808271996
647.059741,0.9885124911321147
647.195344,0.9938294167304333
647.330947,0.9962710697922212
647.466549,0.9901570619524654
647.602152,0.9870110934968658
647.737755,0.9964698456978821
647.873357,0.9952195628359081
648.00896,0.9863332497416235
648.144563,0.9961897773897014
648.280166,0.9938556541733677
648.415768,0.9861498088177063
648.551371,0.9942063483069677
648.686974,0.9975348435011152
648.822576,0.9895390998156405
648.958179,0.9915966075648074
649.093782,0.9968458847059619
649.229385,0.9912997679796058
649.364987,0.9864437252521077
649.50059,0.9985117086057259
649.636193,0.99436881489744
649.771795,0.9853809118756189
649.907398,0.994062894681335
650.043001,0.9937923475845332
650.178604,0.9869420051384418
650.314206,0.9933292489048553
650.449809,0.997235229038473
650.585412,0.9905426051377954
650.721014,0.9907783823341916
650.856617,0.9970512561107397
650.99222,0.992434066862747
651.127823,0.9874079517196098
651.263425,0.9983612442290146
651.399028,0.9961160620736749
651.534631,0.9857978161703843
651.670233,0.9953683592828093
651.805836,0.9960580898058715
651.941439,0.9882377228541402
652.077042,0.9933949101382877
652.212644,0.9998489714059665
652.348247,0.9918384874734483
652.48385,0.9904982298230997
652.619452,0.9967626515496216
652.755055,0.9969570392188556
652.890658,0.9881033316626402
653.026261,0.99921030197574
653.161863,0.9989482534734879
653.297466,0.989195789315821
653.433069,0.9956251974502032
653.568671,0.9980633776776363
653.704274,0.9928976418082966
653.839877,0.9945547792529512
653.97548,0.9998235955610931
654.111082,0.9964768210112156
654.246685,0.9910482080228015
654.382288,0.9999518091612157
654.51789,0.9991429474794926
654.653493,0.9904735667242339
654.789096,1.0
654.924698,1.0
655.060301,0.9901943915773601
