nu,[0]Methylpivalate-PNNL(x-sec)-X=0.01-T=278.12K-P=1.0atm-L=15cm
614.261285,0.9982556231968263
614.380288,0.9976608401083676
614.49929,1.0000338285721733
614.618292,0.9991452455109145
614.737295,1.0010502511278678
614.856297,0.9999755692984345
614.9753,0.9984185518091452
615.094302,1.0026943231821484
615.213304,0.9993711677978947
615.332307,1.0003282338569477
615.451309,0.9990166837725618
615.570311,0.9984559932068597
615.689314,0.9983443720665572
615.808316,0.9974756914387716
615.927319,0.9996034486472801
616.046321,0.9990018884450348
616.165323,1.0003956182362606
616.284326,0.9965468757941295
616.403328,0.9963080321345578
616.52233,0.9992652000977681
616.641333,1.000626506173061
616.760335,0.9971285305774352
616.879338,1.0001786259517158
616.99834,1.001506533683391
617.117342,0.9983387813537277
617.236345,0.9978896299687596
617.355347,1.0031647974302604
617.474349,1.0007344495761046
617.593352,1.0005357834807216
617.712354,0.9997800941828295
617.831357,1.000556684891553
617.950359,0.9984447107178828
618.069361,1.0016853185557286
618.188364,1.000931593664066
618.307366,0.9999722283856384
618.426369,0.9987139277007109
618.545371,0.9988540570946144
618.664373,1.0001821665903186
618.783376,0.9947039736591399
618.902378,0.9972038166235063
619.02138,0.99983214408938
619.140383,0.9982425461338174
619.259385,0.9994792656292291
619.378388,1.0005937061737835
619.49739,1.0016112967458268
619.616392,0.9987362991432507
619.735395,0.9991581645424603
619.854397,0.9986461173272083
619.973399,0.9996450530085936
620.092402,0.9981066945681972
620.211404,1.0010807836261455
620.330407,0.9983564521065433
620.449409,0.9978078063739154
620.568411,1.0011815975369518
620.687414,0.9977084296654428
620.806416,1.0033717716766297
620.925419,1.0014524537907423
621.044421,0.9980949169786892
621.163423,1.0009765965601745
621.282426,1.001321973037019
621.401428,0.9987670606949897
621.52043,0.9992356122932429
621.639433,1.0031256747660575
621.758435,0.9991293592278072
621.877438,1.0020419820114628
621.99644,1.0010936976515494
622.115442,1.0011313394822432
622.234445,0.9995925730209224
622.353447,0.9997014845646016
622.472449,0.9998151270911028
622.591452,0.9966712526051802
622.710454,1.0018411929180067
622.829457,0.9984360242866855
622.948459,0.9994036878647934
623.067461,0.9993755950219743
623.186464,1.0021513107554747
623.305466,0.9997179897723619
623.424468,1.0008826693234882
623.543471,1.0007479095449696
623.662473,0.998882125287975
623.781476,1.00096590618721
623.900478,1.0014497498727672
624.01948,1.0011832995471144
624.138483,0.999731036177256
624.257485,1.0034673975629715
624.376488,0.9994371084829052
624.49549,0.997974154799994
624.614492,0.9986610971313165
624.733495,1.0028703114783881
624.852497,1.0010130127511638
624.971499,1.0010189187453618
625.090502,0.9976033764989453
625.209504,0.9999745353242303
625.328507,1.0004856378839129
625.447509,1.0008482795857894
625.566511,1.0013485084208968
625.685514,1.0009866263959215
625.804516,1.002208334787375
625.923518,0.9996771221362801
626.042521,1.0010053049806407
626.161523,1.0019683346323591
626.280526,1.0006384937504103
626.399528,1.002488090171662
626.51853,0.9969701991386285
626.637533,1.000462096733816
626.756535,1.0001700144508188
626.875538,1.0005875225237868
626.99454,0.9996949265443732
627.113542,1.000235157645225
627.232545,1.001483299001333
627.351547,1.0000541124640265
627.470549,0.9968480777693206
627.589552,1.000150871379942
627.708554,0.9986872623948247
627.827557,1.0034578646679762
627.946559,1.0004046718575732
628.065561,1.0007786329773949
628.184564,1.0000929713215654
628.303566,1.0007386126400741
628.422568,1.000013722094147
628.541571,1.000505107523865
628.660573,1.0031998084926301
628.779576,1.0010675694470152
628.898578,1.0002996148755734
629.01758,0.9988103082450205
629.136583,1.0014445423476075
629.255585,1.0023184835359311
629.374587,0.9999683065022495
629.49359,1.0032565912087266
629.612592,0.9997410435350149
629.731595,0.9999253577858687
629.850597,1.0004721114095279
629.969599,1.001073876192569
630.088602,1.0007155558880536
630.207604,0.9998158569564118
630.326607,1.0001622131551313
630.445609,0.9991994606027781
630.564611,1.0026647441359076
630.683614,1.0019411816584152
630.802616,1.0014787923366273
630.921618,1.001796611976855
631.040621,0.9973305692835601
631.159623,1.0030186469665947
631.278626,1.0007000749381494
631.397628,1.0008807976746465
631.51663,1.0006223135567835
631.635633,1.000827572249103
631.754635,1.000800460197405
631.873637,0.9977640035726941
631.99264,1.0009442054816005
632.111642,0.9995797683220763
632.230645,1.0013604245390477
632.349647,0.9992527493309433
632.468649,1.0003904662120933
632.587652,1.0018786624792984
632.706654,0.9993064206374399
632.825657,1.0024077940915401
632.944659,0.9971894569919365
633.063661,1.0008383312033338
633.182664,1.000752322852982
633.301666,1.0016762032608044
633.420668,0.9995210547309201
633.539671,0.999421127611308
633.658673,0.9999313553561514
633.777676,0.9988236923928245
633.896678,1.0004304226052376
634.01568,1.001953906392224
634.134683,1.0009177008299623
634.253685,0.9995178762590198
634.372687,1.0000862977234344
634.49169,0.9973399442349735
634.610692,1.0031813497859745
634.729695,1.0010481489245477
634.848697,1.0016620797259095
634.967699,1.0035879212347205
635.086702,0.9989819185968841
635.205704,0.9991871005818973
635.324706,1.0017092591209307
635.443709,1.000304816447095
635.562711,1.0013724409362406
635.681714,0.9998823069263733
635.800716,1.00078674932502
635.919718,0.998512207861705
636.038721,0.9998783174039277
636.157723,0.9994505709914263
636.276726,1.0015029282663594
636.395728,1.0033691629134147
636.51473,1.0047109618530832
636.633733,0.9982437440255915
636.752735,1.0003753904413637
636.871737,0.9979133800245774
636.99074,0.9985676268271034
637.109742,0.9998849666168471
637.228745,1.0016934322396693
637.347747,1.000275237870994
637.466749,1.0011682819102536
637.585752,1.0010750774819412
637.704754,1.0014727834819
637.823756,1.0004207484898253
637.942759,1.0016225148551716
638.061761,0.9996398848570293
638.180764,1.0003556732367318
638.299766,0.9999900744492586
638.418768,0.9996528702634736
638.537771,0.9982483359573754
638.656773,1.0005810987725126
638.775776,0.9989709298562177
638.894778,1.0023722092464846
639.01378,1.000312038673942
639.132783,0.9997794343281852
639.251785,0.9990152152191161
639.370787,1.0010117114350932
639.48979,1.001507835642731
639.608792,1.0004621867754089
639.727795,1.0002612441183028
639.846797,1.000669413957582
639.965799,1.0010817847074296
640.084802,0.9999354580829192
640.203804,1.0005906643735403
640.322806,0.9986437205794028
640.441809,1.0012426714771379
640.560811,1.0005355933789408
640.679814,1.0012577903556243
640.798816,1.0016960366459788
640.917818,0.9989212822347575
641.036821,0.9998309942830754
641.155823,0.9987837402441772
641.274825,1.0001575824148046
641.393828,1.002791388690527
641.51283,1.0024981151026884
641.631833,1.0003029158697492
641.750835,1.000300765220792
641.869837,0.9995011744548514
641.98884,1.0016471550721107
642.107842,1.0003906562862999
642.226845,1.0025646831875672
642.345847,1.000738072241369
642.464849,1.00070479825365
642.583852,0.9994673718967358
642.702854,0.9996587282464572
642.821856,1.0012148373177674
642.940859,1.001796511797199
643.059861,1.000140459863563
643.178864,0.9992700065749401
643.297866,1.0021274598381058
643.416868,1.0005645693092946
643.535871,1.001680310141657
643.654873,0.9993339718952493
643.773875,0.9982304674720852
643.892878,1.000558245761199
644.01188,0.9990105198586386
644.130883,1.001115621843597
644.249885,1.0001554420798684
644.368887,1.001326679261352
644.48789,1.0015844539227696
644.606892,1.000801581094548
644.725895,1.000630528699701
644.844897,1.0011338423137204
644.963899,1.001992883157276
645.082902,0.9999043375759415
645.201904,1.0003630358815812
645.320906,1.0000396637865872
645.439909,0.9988786292066547
645.558911,1.001628023794153
645.677914,1.000895410640967
645.796916,1.0007872497185197
645.915918,0.9993439852718146
646.034921,1.0034143155416724
646.153923,0.999655219450479
646.272925,1.0012438729690645
646.391928,0.9983922937465276
646.51093,1.0022543372056891
646.629933,1.0006029016721965
646.748935,1.00026383479828
646.867937,1.0007662934529236
646.98694,1.0009052194640544
647.105942,0.9993218500476894
647.224944,1.0003084975755927
647.343947,0.9994995052892839
647.462949,1.0012614950163023
647.581952,1.0012861263520438
647.700954,1.0003655868105752
647.819956,1.0000181131640413
647.938959,1.000678880335014
648.057961,0.9999432576099103
648.176964,0.9999683725001599
648.295966,1.0008572071922603
648.414968,1.0021678463885209
648.533971,1.0016984407193517
648.652973,0.9991409092299588
648.771975,0.9975988872938517
648.890978,1.0007366812164153
649.00998,0.9998269049826715
649.128983,0.999820816055361
649.247985,0.9990293813553056
649.366987,1.000139329705482
649.48599,1.000574625033746
649.604992,0.9995951519730876
649.723994,1.000394017604552
649.842997,1.000015857125723
649.961999,1.001190908569105
650.081002,1.0015485978411467
650.200004,0.9974850677543398
650.319006,1.0006590871025167
650.438009,1.0010449455755965
650.557011,1.0009040884417955
650.676014,1.0020609207838935
650.795016,0.9981012049964735
650.914018,0.9995222441616829
651.033021,1.0014186052698475
651.152023,1.0010945986362827
651.271025,0.9977835599388158
651.390028,1.002422830321223
651.50903,1.0011337422003412
651.628033,1.0002770283652722
651.747035,1.0016273226547818
651.866037,1.0016839161972642
651.98504,1.0010223222154715
652.104042,1.0002882315307275
652.223044,0.9995012344249238
652.342047,1.0003639562159976
652.461049,1.002294227722126
652.580052,0.9993017738733877
652.699054,0.9991066992309052
652.818056,0.9995052024527009
652.937059,1.0008191853491886
653.056061,0.9994135920044152
653.175064,0.9996859593211002
653.294066,0.9993999401079909
653.413068,1.000928390688091
653.532071,1.0006110266007453
653.651073,0.9997623482436535
653.770075,1.0024614243431205
653.889078,1.0007173771920228
654.00808,1.0000355536320154
654.127083,0.9991309278621325
654.246085,0.999539336138194
654.365087,1.0002715968757547
654.48409,0.9995914834656116
654.603092,1.0014827982598085
654.722094,1.000209571957135
654.841097,0.9977395586540581
654.960099,1.0002781386733899
655.079102,0.9983685322926988
655.198104,1.0009419233314134
655.317106,0.9999607077719598
655.436109,1.002217956033571
655.555111,0.9993493717504117
655.674113,1.0000644070740465
655.793116,1.0011704844828966
655.912118,0.9995634253264686
656.031121,1.0006440373030214
656.150123,0.998739594978476
656.269125,0.999379942315268
656.388128,0.9976609398744567
656.50713,1.0006724159703269
656.626133,0.9996692347149024
656.745135,1.0003950079951196
656.864137,1.001579646328929
656.98314,0.9999901636483772
657.102142,0.9998353235606536
657.221144,1.0006913788922827
657.340147,1.0000911531541963
657.459149,0.9996506310435521
657.578152,0.9992638211127435
657.697154,1.000603692148801
657.816156,1.0005694220592236
657.935159,0.9995186258977081
658.054161,1.0010893929579046
658.173163,0.9989244787879752
658.292166,0.9997220886245226
658.411168,1.003014835502978
658.530171,0.9986438204437799
658.649173,0.9993281358018948
658.768175,0.9994060864365226
658.887178,1.0013060521442192
659.00618,0.9978135936759756
659.125183,0.999477416594298
659.244185,0.9982302678260117
659.363187,0.9989588423810959
659.48219,0.999705393405048
659.601192,1.0026213296924158
659.720194,0.999378383283774
659.839197,0.9982183889565039
659.958199,0.9994965567700923
660.077202,0.9995565683448903
660.196204,1.002646896862303
660.315206,0.9995349781561889
660.434209,1.001810436865492
660.553211,1.0020875759588987
660.672213,1.0018683431822193
660.791216,1.0003441392023131
660.910218,0.9991068291147845
661.029221,0.9991371624585743
661.148223,1.0004877989352245
661.267225,0.9995800781918525
661.386228,0.999509150506048
661.50523,0.9993027332035511
661.624232,0.9987300071243859
661.743235,0.9997045436558248
661.862237,0.9991652585906124
661.98124,1.0011312393691143
662.100242,0.999313126006019
662.219244,0.999757239471107
662.338247,0.9986658907160872
662.457249,1.0021234513362833
662.576252,1.0011824986007951
662.695254,0.9997501812099119
662.814256,0.9996756326184779
662.933259,0.9990279827151507
663.052261,1.000470080453203
663.171263,1.0004633172983186
663.290266,0.9989764242114414
663.409268,1.000171644729271
663.528271,0.9994758774002616
663.647273,0.9981355402684886
663.766275,1.0022374994742616
663.885278,1.001407890148097
664.00428,1.000475272906395
664.123282,1.0009149883466686
664.242285,1.0016694920527252
664.361287,0.9996723236976102
664.48029,0.9991826342255401
664.599292,0.9999101490368396
664.718294,0.9997769448804931
664.837297,1.0009573479652984
664.956299,0.9990940406292184
665.075302,1.00013341889951
665.194304,1.0004276013954236
665.313306,1.0023438425143543
665.432309,0.9989973030368904
665.551311,1.0010206204789702
665.670313,1.0008047036003522
665.789316,0.9991705841556333
665.908318,1.000847869238079
666.027321,0.9981434255704037
666.146323,1.0008992941226942
666.265325,1.0013325871061878
666.384328,0.9995086307614249
666.50333,0.9994679016145833
666.622332,1.0011107163890685
666.741335,1.0005412264101885
666.860337,0.9994487120150931
666.97934,1.0003046463952905
667.098342,0.9981306494163239
667.217344,1.0004172670316784
667.336347,1.0014172032847815
667.455349,1.0005954972381206
667.574351,1.001308455281628
667.693354,0.9994945277941415
667.812356,1.0006366425709092
