nu,[0]Octane-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
686.141723,0.9943250636321195
686.259725,0.9963118181122732
686.377728,0.9960583886233433
686.49573,0.995017255264045
686.613732,0.9948403569227876
686.731735,0.9941270138058615
686.849737,0.9935379693053604
686.967739,0.9943553910090503
687.085742,0.9954752675854693
687.203744,0.9953717435409841
687.321746,0.9939191635787733
687.439749,0.9958587985218593
687.557751,0.9942145008324491
687.675754,0.9940526558862497
687.793756,0.9946670708262689
687.911758,0.9903408521583674
688.029761,0.9934691195097606
688.147763,0.9936107983076609
688.265765,0.9969275297272373
688.383768,0.9963734917225929
688.50177,0.996972791264516
688.619772,0.9955590901318797
688.737775,0.9951493028149798
688.855777,0.9935702598140808
688.973779,0.9949355677007082
689.091782,0.9944051100215657
689.209784,0.9966243104946778
689.327787,0.9966694585985401
689.445789,0.9940229341561808
689.563791,0.9943532034295965
689.681794,0.9963039472799999
689.799796,0.9936724040869154
689.917798,0.9974296091263367
690.035801,0.9924778341701577
690.153803,0.9961854937828684
690.271805,0.9959317976471762
690.389808,0.993656902918321
690.50781,0.9928655717324008
690.625813,0.9915902613668268
690.743815,0.9967173995524693
690.861817,0.995332128533935
690.97982,0.9938406470662936
691.097822,0.9921391592835124
691.215824,0.9944339481879078
691.333827,0.9952224489768252
691.451829,0.9946257929993504
691.569831,0.99528007402485
691.687834,0.9937838010070942
691.805836,0.9950397429081234
691.923838,0.9938568468008683
692.041841,0.9934594829060389
692.159843,0.9926399190343467
692.277846,0.9954403270167876
692.395848,0.9935443279687117
692.51385,0.9927780048507302
692.631853,0.9942428363495021
692.749855,0.9921815245301054
692.867857,0.9926523271108849
692.98586,0.9927574545587261
693.103862,0.9926860778637663
693.221864,0.9929980288343622
693.339867,0.9957086343377063
693.457869,0.9906619727134665
693.575872,0.9951593538736959
693.693874,0.9933067999175045
693.811876,0.991203814806274
693.929879,0.9947404799648597
694.047881,0.9928224823016351
694.165883,0.9941752301352677
694.283886,0.99330511129738
694.401888,0.9927587451442559
694.51989,0.9913328779447896
694.637893,0.9925669626814765
694.755895,0.992171007461686
694.873897,0.9933206069779822
694.9919,0.9906182854837803
695.109902,0.9939237356174414
695.227905,0.9965741815526133
695.345907,0.9915350313274396
695.463909,0.9896825933881463
695.581912,0.9920194153136809
695.699914,0.9926385293394329
695.817916,0.9925644812671716
695.935919,0.9931681439666465
696.053921,0.9909676390786611
696.171923,0.9925974349549778
696.289926,0.9923422709571883
696.407928,0.9903476855338224
696.525931,0.9890217061766671
696.643933,0.9905221011180864
696.761935,0.9910799220728803
696.879938,0.9929361669841824
696.99794,0.9903997791921327
697.115942,0.9896588412909314
697.233945,0.9899745928209946
697.351947,0.9882881242632308
697.469949,0.9899825126494164
697.587952,0.9897300992927616
697.705954,0.9891255589079886
697.823956,0.993141030846412
697.941959,0.9877457029912733
698.059961,0.9885549980831263
698.177964,0.9881448328740894
698.295966,0.9931198771677425
698.413968,0.987993658279811
698.531971,0.9902785616778228
698.649973,0.9876775508890415
698.767975,0.9902824237717444
698.885978,0.9880598560725171
699.00398,0.9907960183463572
699.121982,0.9896400379515791
699.239985,0.9870722900817371
699.357987,0.9886232107313033
699.47599,0.9890187391159991
699.593992,0.9881260583006238
699.711994,0.9861300860187586
699.829997,0.9877812624766479
699.947999,0.9869094365896562
700.066001,0.9887309765344027
700.184004,0.9873161270500131
700.302006,0.9860709199885961
700.420008,0.9879531513702189
700.538011,0.9880223105113565
700.656013,0.9880470113778789
700.774015,0.9880262626085027
700.892018,0.9863066191033957
701.01002,0.9893847437561549
701.128023,0.9851079991631851
701.246025,0.9861221970096266
701.364027,0.9843635389572327
701.48203,0.9856263022725126
701.600032,0.9841499552439501
701.718034,0.9853592337340181
701.836037,0.9870930188174798
701.954039,0.9829146388412608
702.072041,0.9839905358645189
702.190044,0.9851523300205843
702.308046,0.9845633850393322
702.426049,0.9828478029182668
702.544051,0.9849198615030634
702.662053,0.9834435891918434
702.780056,0.9841942429884029
702.898058,0.9843517266656392
703.01606,0.9823948145029737
703.134063,0.9839423215095229
703.252065,0.9827858854571034
703.370067,0.9832302050860016
703.48807,0.9835675108909846
703.606072,0.9789810432696778
703.724074,0.9833875345048332
703.842077,0.9828389573278458
703.960079,0.9806800690283273
704.078082,0.9772145990847566
704.196084,0.9818281361974186
704.314086,0.9791602131941443
704.432089,0.9814816120304547
704.550091,0.9762857097579093
704.668093,0.9779145352849588
704.786096,0.97779425919425
704.904098,0.9768960790470421
705.0221,0.9792444245935172
705.140103,0.9782236051085691
705.258105,0.9767866728130523
705.376108,0.9772400069946342
705.49411,0.9762603266594373
705.612112,0.9727131987596758
705.730115,0.9785934435263575
705.848117,0.9766616521204272
705.966119,0.9758025679190494
706.084122,0.9733768154287921
706.202124,0.9746625212042854
706.320126,0.9756542572006258
706.438129,0.9723008557862896
706.556131,0.9734556621440906
706.674133,0.9717574914923743
706.792136,0.9708852449623215
706.910138,0.9699070857104851
707.028141,0.9709376741811256
707.146143,0.9727900461378093
707.264145,0.9722201581642569
707.382148,0.967209652396163
707.50015,0.9692807280684169
707.618152,0.9715563585096174
707.736155,0.9676924104508261
707.854157,0.9666353004620518
707.972159,0.9688853421955679
708.090162,0.9682364064340525
