nu,[0]1-3-Butadiene-PNNL(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
605.335664,0.9958988328502445
605.454866,0.9956699020251789
605.574068,0.9954092697630804
605.69327,0.9964588845898656
605.812472,0.9965209659121887
605.931674,0.9963235746610904
606.050876,0.9964164363455361
606.170078,0.9965064168122951
606.28928,0.9960397625056308
606.408482,0.995917057965645
606.527684,0.9958010403865472
606.646886,0.9962741582373247
606.766088,0.9960938489331681
606.88529,0.9953582065773235
607.004492,0.9960309973942872
607.123694,0.995834798614015
607.242896,0.9957632006659717
607.362098,0.997242708330738
607.4813,0.9964684506410747
607.600502,0.9965210655642903
607.719704,0.9963551586190104
607.838906,0.9954923899073234
607.958108,0.9967289615413636
608.07731,0.9967615551113079
608.196512,0.9961765281537697
608.315714,0.9979873281457813
608.434916,0.9970777780268922
608.554118,0.9967624521971112
608.67332,0.996469646403933
608.792522,0.9968842640113199
608.911724,0.997444570682685
609.030926,0.996629592617521
609.150128,0.9966122514134784
609.26933,0.9966668672613165
609.388532,0.9972917738789905
609.507734,0.9967219844630526
609.626936,0.996996320100029
609.746138,0.9976780997901974
609.86534,0.9964793122063821
609.984542,0.9974119547784966
610.103744,0.9975953957038565
610.222946,0.9972290461992197
610.342148,0.9965717897774478
610.46135,0.996784580569174
610.580552,0.9969392935414945
610.699754,0.9976767030418354
610.818956,0.9968667190026699
610.938158,0.9974363916707394
611.05736,0.9967872718911748
611.176562,0.9977743803722905
611.295764,0.9959746236352272
611.414966,0.9964848925061552
611.534168,0.9970727926504656
611.65337,0.9972606588610422
611.772572,0.9963201871666953
611.891774,0.9964639665431361
612.010976,0.9966170351637662
612.130178,0.9967922558399942
612.24938,0.9966403562752449
612.368582,0.9962289284172654
612.487784,0.9964505143703901
612.606986,0.997390311173912
612.726188,0.9967235792195035
612.84539,0.9968885506228714
612.964592,0.9976710163008353
613.083794,0.9980098829142653
613.202996,0.9976493670746766
613.322198,0.9981039996837601
613.4414,0.9975416267611141
613.560602,0.9973146121221091
613.679804,0.9978151901790026
613.799006,0.998308332485244
613.918208,0.9971651258660269
614.03741,0.9972915744206556
614.156612,0.9960417545871478
614.275814,0.997809901772509
614.395016,0.9981736697743958
614.514218,0.9971280320132946
614.63342,0.996455396989873
614.752622,0.9969136725308818
614.871824,0.9974846687603924
614.991026,0.9975207783589813
615.110228,0.9979553930622447
615.22943,0.9964946581059532
615.348632,0.9980365301338778
615.467834,0.9977253908529168
615.587036,0.9977692917359267
615.706238,0.9973354562153225
615.82544,0.9978118973943081
615.944642,0.9983288978487157
616.063844,0.997540728974054
616.183046,0.9976765035065147
616.302248,0.9978561014404751
616.42145,0.9979549938801673
616.540652,0.9977949347362354
616.659854,0.9978097022105485
616.779056,0.9977280847151088
616.898258,0.9976020796153988
617.01746,0.9975469137457464
617.136662,0.9979716598677256
