nu,[0]HFC-236fa-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
518.398519,1.0
518.519049,1.0
518.639578,1.0
518.760108,1.0
518.880637,1.0
519.001166,1.0
519.121696,1.0
519.242225,1.0
519.362755,1.0
519.483284,1.0
519.603814,1.0
519.724343,1.0
519.844872,1.0
519.965402,1.0
520.085931,1.0
520.206461,1.0
520.32699,1.0
520.44752,1.0
520.568049,1.0
520.688578,1.0
520.809108,1.0
520.929637,1.0
521.050167,1.0
521.170696,1.0
521.291226,1.0
521.411755,1.0
521.532285,1.0
521.652814,1.0
521.773343,1.0
521.893873,1.0
522.014402,1.0
522.134932,1.0
522.255461,1.0
522.375991,1.0
522.49652,1.0
522.617049,1.0
522.737579,1.0
522.858108,1.0
522.978638,1.0
523.099167,1.0
523.219697,1.0
523.340226,1.0
523.460755,1.0
523.581285,1.0
523.701814,1.0
523.822344,1.0
523.942873,1.0
524.063403,1.0
524.183932,1.0
524.304462,1.0
524.424991,1.0
524.54552,1.0
524.66605,1.0
524.786579,1.0
524.907109,1.0
525.027638,1.0
525.148168,1.0
525.268697,1.0
525.389226,1.0
525.509756,1.0
525.630285,1.0
525.750815,1.0
525.871344,1.0
525.991874,1.0
526.112403,1.0
526.232932,1.0
526.353462,1.0
526.473991,1.0
526.594521,1.0
526.71505,1.0
526.83558,1.0
526.956109,1.0
527.076638,1.0
527.197168,1.0
527.317697,1.0
527.438227,1.0
527.558756,1.0
527.679286,1.0
527.799815,1.0
527.920345,1.0
528.040874,1.0
528.161403,1.0
528.281933,1.0
528.402462,1.0
528.522992,1.0
528.643521,1.0
528.764051,1.0
528.88458,1.0
529.005109,1.0
529.125639,1.0
529.246168,1.0
529.366698,1.0
529.487227,1.0
529.607757,1.0
529.728286,1.0
529.848815,1.0
529.969345,1.0
530.089874,1.0
530.210404,1.0
530.330933,1.0
530.451463,1.0
530.571992,1.0
530.692522,1.0
530.813051,1.0
530.93358,1.0
531.05411,1.0
531.174639,1.0
531.295169,1.0
531.415698,1.0
531.536228,1.0
531.656757,1.0
531.777286,1.0
531.897816,1.0
532.018345,1.0
532.138875,1.0
