nu,[0]HFC-236fa-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
708.835025,0.6355973586550109
708.955554,0.6345114159173686
709.076084,0.6316941132640747
709.196613,0.6288830308923481
709.317143,0.6288830308923481
709.437672,0.6263036259435133
709.558202,0.6224574539794514
709.678731,0.6209653473340863
709.79926,0.6196874753785904
709.91979,0.6173618254329897
710.040319,0.6160913690919047
710.160849,0.6146145227306038
710.281378,0.6137730773561535
710.401908,0.612516131357415
710.522437,0.6108401343219937
710.642966,0.6097964902622841
710.763496,0.6087485417930707
710.884025,0.6081279348437926
711.004555,0.6072892970868522
711.125084,0.6056276019747495
711.245614,0.6025286878874012
711.366143,0.5965692203514438
711.486672,0.5886520599595156
711.607202,0.5800447634834683
711.727731,0.570392818641929
711.848261,0.5572618732940695
711.96879,0.5427535117252934
712.08932,0.5302588475799904
712.209849,0.5248357093165062
712.330378,0.526096827755656
712.450908,0.5306195462199835
712.571437,0.5408950562532551
712.691967,0.5549762272149694
712.812496,0.5690255172951091
712.933026,0.5850371087508381
713.053555,0.6029385467313784
713.174085,0.6137730773561535
713.294614,0.6156725693689657
713.415143,0.6160913690919047
713.535673,0.6163008757715132
713.656202,0.6156725693689657
713.776732,0.6148296754630914
713.897261,0.6129327839725722
714.017791,0.6093758758126762
714.13832,0.6093758758126762
714.258849,0.6093758758126762
714.379379,0.6097964902622841
714.499908,0.613564429981916
714.620438,0.6152479018232531
714.740967,0.6165166188308663
714.861497,0.6192662311346078
714.982026,0.6213939612785524
715.102555,0.6243775784114113
715.223085,0.6273817951398404
715.343614,0.6293171099237076
715.464144,0.630829284871618
715.584673,0.6336427304629677
715.705203,0.6382150394482704
715.825732,0.6388727395963322
715.946262,0.6390899932588247
716.066791,0.6430453683011805
716.18732,0.6470252234510184
716.30785,0.6499109015672154
716.428379,0.6514725609726668
716.548909,0.6546006002128715
716.669438,0.6577502361728985
716.789968,0.6588759512888698
716.910497,0.6606837469444323
717.031026,0.6636303409274549
717.151556,0.6670501823430265
717.272085,0.6711786050551154
717.392615,0.6753258255874385
717.513144,0.6785751817663261
717.633674,0.6808998818592411
717.754203,0.6823039813418018
717.874732,0.6862865686004912
717.995262,0.6893542425242224
718.115791,0.6898231628239717
718.236321,0.6928997161527427
718.35685,0.6962336297818741
718.47738,0.6974252077976467
718.597909,0.699821483523935
718.718438,0.7039063199016423
718.838968,0.7077743151619343
718.959497,0.7100073193899384
719.080027,0.711492786459829
719.200556,0.7139873741944163
719.321086,0.718004099744254
719.441615,0.7212351865136521
719.562145,0.723264707529341
719.682674,0.7261199916931195
719.803203,0.7292125687290453
719.923733,0.7315863649067686
720.044262,0.734503880644198
720.164792,0.7381044007174639
720.285321,0.7410701417008961
720.405851,0.7433338560426049
720.52638,0.7452466809798441
720.646909,0.7487276348364482
720.767439,0.7532787001037003
720.887968,0.7564566884025923
721.008498,0.7594733852670555
721.129027,0.7632268337045579
721.249557,0.7671599189998002
721.370086,0.7700575705355726
721.490615,0.7740258562055913
721.611145,0.7778201120372292
721.731674,0.7791591138413763
721.852204,0.7814844710620408
721.972733,0.7856923306628748
722.093263,0.7890386289151035
722.213792,0.7919951586516245
722.334322,0.7958774995647229
722.454851,0.7995949436301587
722.57538,0.8033618852437031
722.69591,0.8067753711133245
722.816439,0.8096040321814996
722.936969,0.8126294942004568
723.057498,0.816817162889471
723.178028,0.821617763486201
723.298557,0.825282109657012
723.419086,0.8270335636147021
723.539616,0.829900055916784
723.660145,0.8351783367412163
723.780675,0.8389367187266307
723.901204,0.8408937203027361
724.021734,0.8438335664341242
724.142263,0.8469869430282213
724.262792,0.8513516636378429
724.383322,0.8547724378775164
724.503851,0.8569720283058894
724.624381,0.8615604992508876
724.74491,0.8640194490127618
724.86544,0.8668320802721489
724.985969,0.8723452539545495
725.106498,0.8754300742054495
725.227028,0.8778847133042658
725.347557,0.8811741495435155
725.468087,0.884865166339469
725.588616,0.8886249597741597
725.709146,0.8911255075353486
725.829675,0.8940621385643173
725.950205,0.8982112440330362
726.070734,0.9009819994376069
726.191263,0.9031108279859065
726.311793,0.9064603403932094
726.432322,0.9094775183691544
726.552852,0.9113803141114631
726.673381,0.9137246601615733
726.793911,0.9162949209732278
726.91444,0.9193126571128872
727.034969,0.9218986366746268
727.155499,0.923826495874489
727.276028,0.9255686255635825
727.396558,0.9268699634582976
727.517087,0.9294772013368894
727.637617,0.9327304748374933
727.758146,0.9338494893919909
727.878675,0.9360269595325033
727.999205,0.938434704215376
728.119734,0.9399787597349787
728.240264,0.943688637877792
728.360793,0.9474785318124277
728.481323,0.9488429348722659
728.601852,0.9505999190110014
728.722382,0.9541551402004342
728.842911,0.9566095160515322
728.96344,0.9575283021336983
729.08397,0.9588410149105545
729.204499,0.9611094353119645
729.325029,0.9631202546059738
729.445558,0.9649364835160661
729.566088,0.9656305223247666
729.686617,0.9662922058332876
729.807146,0.9685521029582875
729.927676,0.9694852678802306
730.048205,0.9703824566388493
730.168735,0.9717429152393242
730.289264,0.9719819934018814
730.409794,0.9737750079711265
730.530323,0.9758386732820076
730.650852,0.976765183742631
730.771382,0.9783556742097225
730.891911,0.9799654137814928
731.012441,0.9806643782727492
731.13297,0.9822543420885168
731.2535,0.9838704963417032
731.374029,0.9843428675399652
731.494558,0.9848046326202887
731.615088,0.9854962081870111
731.735617,0.9848184199816566
731.856147,0.985706141236431
731.976676,0.9882485935288803
732.097206,0.9885124911321147
732.217735,0.9889524770802813
732.338265,0.9896608206105932
732.458794,0.9889732453003656
732.579323,0.9898746104363151
732.699853,0.9910382975902735
732.820382,0.9910587131894838
732.940912,0.991503501014778
733.061441,0.9928969467801907
733.181971,0.9917684661480145
733.3025,0.9917344490730218
733.423029,0.9935876474457689
733.543559,0.9938395538421831
733.664088,0.9945309102246785
733.784618,0.9940779051443734
733.905147,0.9945240479850728
734.025677,0.9954613310292793
734.146206,0.9950079021458053
734.266735,0.9961469421502378
734.387265,0.9957137124646906
734.507794,0.9943196942912731
734.628324,0.9965951098301722
734.748853,0.9975671641536364
734.869383,0.9971004119493475
734.989912,0.99894245959042
735.110442,0.9985209948077967
735.230971,0.998027547845527
735.3515,0.9991902080586123
735.47203,0.9998977252304209
735.592559,1.0
735.713089,1.0
735.833618,1.0
735.954148,1.0
736.074677,1.0
736.195206,1.0
736.315736,0.99944934166798
736.436265,0.9999973898034066
736.556795,1.0
736.677324,1.0
736.797854,1.0
736.918383,1.0
737.038912,1.0
737.159442,1.0
737.279971,1.0
737.400501,1.0
737.52103,1.0
737.64156,1.0
737.762089,1.0
737.882618,1.0
738.003148,1.0
738.123677,1.0
738.244207,1.0
738.364736,1.0
738.485266,1.0
738.605795,1.0
738.726325,1.0
738.846854,1.0
738.967383,1.0
739.087913,1.0
739.208442,1.0
739.328972,1.0
739.449501,1.0
739.570031,1.0
739.69056,1.0
739.811089,1.0
739.931619,1.0
740.052148,1.0
740.172678,1.0
740.293207,1.0
740.413737,1.0
740.534266,1.0
740.654795,1.0
740.775325,1.0
740.895854,1.0
741.016384,1.0
741.136913,1.0
741.257443,1.0
741.377972,1.0
741.498502,1.0
741.619031,1.0
741.73956,1.0
741.86009,1.0
741.980619,1.0
742.101149,1.0
742.221678,1.0
742.342208,1.0
742.462737,1.0
742.583266,1.0
742.703796,1.0
742.824325,1.0
742.944855,1.0
743.065384,1.0
743.185914,1.0
743.306443,1.0
743.426972,1.0
743.547502,1.0
743.668031,1.0
743.788561,1.0
743.90909,1.0
744.02962,1.0
744.150149,1.0
744.270678,1.0
744.391208,1.0
744.511737,1.0
744.632267,1.0
744.752796,1.0
744.873326,1.0
744.993855,1.0
745.114385,1.0
745.234914,1.0
745.355443,1.0
745.475973,1.0
745.596502,1.0
745.717032,1.0
745.837561,1.0
745.958091,1.0
746.07862,1.0
746.199149,1.0
746.319679,1.0
746.440208,1.0
746.560738,1.0
746.681267,1.0
746.801797,1.0
746.922326,1.0
747.042855,1.0
747.163385,1.0
747.283914,1.0
747.404444,1.0
747.524973,1.0
747.645503,1.0
747.766032,1.0
747.886562,1.0
748.007091,1.0
748.12762,1.0
748.24815,1.0
748.368679,1.0
748.489209,1.0
748.609738,1.0
748.730268,1.0
748.850797,1.0
748.971326,1.0
749.091856,1.0
749.212385,1.0
749.332915,1.0
749.453444,1.0
749.573974,1.0
749.694503,1.0
749.815032,1.0
749.935562,1.0
750.056091,1.0
750.176621,1.0
750.29715,1.0
750.41768,1.0
750.538209,1.0
750.658738,1.0
750.779268,1.0
750.899797,1.0
751.020327,1.0
751.140856,1.0
751.261386,1.0
751.381915,1.0
751.502445,1.0
751.622974,1.0
751.743503,1.0
751.864033,1.0
751.984562,1.0
752.105092,1.0
752.225621,1.0
752.346151,1.0
752.46668,1.0
752.587209,1.0
752.707739,1.0
752.828268,1.0
752.948798,1.0
753.069327,1.0
753.189857,1.0
753.310386,1.0
753.430915,1.0
753.551445,1.0
753.671974,1.0
753.792504,1.0
753.913033,1.0
754.033563,1.0
754.154092,1.0
754.274622,1.0
754.395151,1.0
754.51568,1.0
754.63621,1.0
754.756739,1.0
754.877269,1.0
754.997798,1.0
755.118328,1.0
755.238857,1.0
755.359386,1.0
755.479916,1.0
755.600445,1.0
755.720975,1.0
755.841504,1.0
755.962034,1.0
756.082563,1.0
756.203092,1.0
756.323622,1.0
756.444151,1.0
756.564681,1.0
756.68521,1.0
756.80574,1.0
756.926269,1.0
757.046798,1.0
757.167328,1.0
757.287857,1.0
757.408387,1.0
757.528916,1.0
757.649446,1.0
757.769975,1.0
757.890505,1.0
758.011034,1.0
758.131563,1.0
758.252093,1.0
758.372622,1.0
758.493152,1.0
758.613681,1.0
758.734211,1.0
758.85474,1.0
758.975269,1.0
759.095799,1.0
759.216328,1.0
759.336858,1.0
759.457387,1.0
759.577917,1.0
759.698446,1.0
759.818975,1.0
759.939505,1.0
760.060034,1.0
760.180564,1.0
760.301093,1.0
760.421623,1.0
760.542152,1.0
760.662682,1.0
760.783211,1.0
760.90374,1.0
761.02427,1.0
761.144799,1.0
761.265329,1.0
761.385858,1.0
761.506388,1.0
761.626917,1.0
761.747446,1.0
761.867976,1.0
761.988505,1.0
762.109035,1.0
762.229564,1.0
762.350094,1.0
762.470623,1.0
762.591152,1.0
762.711682,1.0
762.832211,1.0
762.952741,1.0
763.07327,1.0
763.1938,1.0
763.314329,1.0
763.434858,1.0
763.555388,1.0
763.675917,1.0
763.796447,1.0
763.916976,1.0
764.037506,1.0
764.158035,1.0
764.278565,1.0
764.399094,1.0
764.519623,1.0
764.640153,1.0
764.760682,1.0
764.881212,1.0
765.001741,1.0
765.122271,1.0
765.2428,1.0
765.363329,1.0
765.483859,1.0
765.604388,1.0
765.724918,1.0
765.845447,1.0
765.965977,1.0
766.086506,1.0
766.207035,1.0
766.327565,1.0
766.448094,1.0
766.568624,1.0
766.689153,1.0
766.809683,1.0
766.930212,1.0
767.050742,1.0
767.171271,1.0
767.2918,1.0
767.41233,1.0
767.532859,1.0
767.653389,1.0
767.773918,1.0
767.894448,1.0
768.014977,1.0
768.135506,1.0
768.256036,1.0
768.376565,1.0
768.497095,1.0
768.617624,1.0
768.738154,1.0
768.858683,1.0
768.979212,1.0
769.099742,1.0
769.220271,1.0
769.340801,1.0
769.46133,1.0
769.58186,1.0
769.702389,1.0
769.822918,1.0
769.943448,1.0
770.063977,1.0
770.184507,1.0
770.305036,1.0
770.425566,1.0
770.546095,1.0
770.666625,1.0
770.787154,1.0
770.907683,1.0
771.028213,1.0
771.148742,1.0
771.269272,1.0
771.389801,1.0
771.510331,1.0
771.63086,1.0
771.751389,1.0
771.871919,1.0
771.992448,1.0
772.112978,1.0
772.233507,1.0
772.354037,1.0
772.474566,1.0
772.595095,1.0
772.715625,1.0
772.836154,1.0
772.956684,1.0
773.077213,1.0
773.197743,1.0
773.318272,1.0
773.438802,1.0
773.559331,1.0
773.67986,1.0
773.80039,1.0
773.920919,1.0
774.041449,1.0
774.161978,1.0
774.282508,1.0
774.403037,1.0
774.523566,1.0
774.644096,1.0
774.764625,1.0
774.885155,1.0
775.005684,1.0
775.126214,1.0
775.246743,1.0
775.367272,1.0
775.487802,1.0
775.608331,1.0
775.728861,1.0
775.84939,1.0
775.96992,1.0
776.090449,1.0
776.210978,1.0
776.331508,1.0
776.452037,1.0
776.572567,1.0
776.693096,1.0
776.813626,1.0
776.934155,1.0
777.054685,1.0
777.175214,1.0
777.295743,1.0
777.416273,1.0
777.536802,1.0
777.657332,1.0
777.777861,1.0
777.898391,1.0
778.01892,1.0
778.139449,1.0
778.259979,1.0
778.380508,1.0
778.501038,1.0
778.621567,1.0
778.742097,1.0
778.862626,1.0
778.983155,1.0
779.103685,1.0
779.224214,1.0
779.344744,1.0
779.465273,1.0
779.585803,1.0
779.706332,1.0
779.826862,1.0
779.947391,1.0
780.06792,1.0
780.18845,1.0
780.308979,1.0
780.429509,1.0
780.550038,1.0
780.670568,1.0
780.791097,1.0
780.911626,1.0
781.032156,1.0
781.152685,1.0
781.273215,1.0
781.393744,1.0
781.514274,1.0
781.634803,1.0
781.755332,1.0
781.875862,1.0
781.996391,1.0
782.116921,1.0
782.23745,1.0
782.35798,1.0
782.478509,1.0
782.599038,1.0
782.719568,1.0
782.840097,1.0
782.960627,1.0
783.081156,1.0
783.201686,1.0
783.322215,1.0
783.442745,1.0
783.563274,1.0
783.683803,1.0
783.804333,1.0
783.924862,1.0
784.045392,1.0
784.165921,1.0
784.286451,1.0
784.40698,1.0
784.527509,1.0
784.648039,1.0
784.768568,1.0
784.889098,1.0
785.009627,1.0
785.130157,1.0
785.250686,1.0
785.371215,1.0
785.491745,1.0
785.612274,1.0
785.732804,1.0
785.853333,1.0
785.973863,1.0
786.094392,1.0
786.214922,1.0
786.335451,1.0
786.45598,1.0
786.57651,1.0
786.697039,1.0
786.817569,1.0
786.938098,1.0
787.058628,1.0
787.179157,1.0
787.299686,1.0
787.420216,1.0
787.540745,1.0
787.661275,1.0
787.781804,1.0
787.902334,1.0
788.022863,1.0
788.143392,1.0
788.263922,1.0
788.384451,1.0
788.504981,1.0
788.62551,1.0
788.74604,1.0
788.866569,1.0
788.987098,1.0
789.107628,1.0
789.228157,1.0
789.348687,1.0
789.469216,1.0
789.589746,1.0
789.710275,1.0
789.830805,1.0
789.951334,1.0
790.071863,1.0
790.192393,1.0
790.312922,1.0
790.433452,1.0
790.553981,1.0
790.674511,1.0
790.79504,1.0
790.915569,1.0
791.036099,1.0
791.156628,1.0
791.277158,1.0
791.397687,1.0
791.518217,1.0
791.638746,1.0
791.759275,1.0
791.879805,1.0
792.000334,1.0
792.120864,1.0
792.241393,1.0
792.361923,1.0
792.482452,1.0
792.602982,1.0
792.723511,1.0
792.84404,1.0
792.96457,1.0
793.085099,1.0
793.205629,1.0
793.326158,1.0
793.446688,1.0
793.567217,1.0
793.687746,1.0
793.808276,1.0
793.928805,1.0
794.049335,1.0
794.169864,1.0
794.290394,1.0
794.410923,1.0
794.531452,1.0
794.651982,1.0
794.772511,1.0
794.893041,1.0
795.01357,1.0
795.1341,1.0
795.254629,1.0
795.375158,1.0
795.495688,1.0
795.616217,1.0
795.736747,1.0
795.857276,1.0
795.977806,1.0
796.098335,1.0
796.218865,1.0
796.339394,1.0
796.459923,1.0
796.580453,1.0
796.700982,1.0
796.821512,1.0
796.942041,1.0
797.062571,1.0
797.1831,1.0
797.303629,1.0
797.424159,1.0
797.544688,1.0
797.665218,1.0
797.785747,1.0
797.906277,1.0
798.026806,1.0
798.147335,1.0
798.267865,1.0
798.388394,1.0
798.508924,1.0
798.629453,1.0
798.749983,1.0
798.870512,1.0
798.991042,1.0
799.111571,1.0
799.2321,1.0
799.35263,1.0
799.473159,1.0
799.593689,1.0
799.714218,1.0
799.834748,1.0
799.955277,1.0
800.075806,1.0
800.196336,1.0
800.316865,1.0
800.437395,1.0
800.557924,1.0
800.678454,1.0
800.798983,1.0
800.919512,1.0
801.040042,1.0
801.160571,1.0
801.281101,1.0
801.40163,1.0
801.52216,1.0
801.642689,1.0
801.763218,1.0
801.883748,1.0
802.004277,1.0
802.124807,1.0
802.245336,1.0
802.365866,1.0
802.486395,1.0
802.606925,1.0
802.727454,1.0
802.847983,1.0
802.968513,1.0
803.089042,1.0
803.209572,1.0
803.330101,1.0
803.450631,1.0
803.57116,1.0
803.691689,1.0
803.812219,1.0
803.932748,1.0
804.053278,1.0
804.173807,1.0
804.294337,1.0
804.414866,1.0
804.535395,1.0
804.655925,1.0
804.776454,1.0
804.896984,1.0
805.017513,1.0
805.138043,1.0
805.258572,1.0
805.379102,1.0
805.499631,1.0
805.62016,1.0
805.74069,1.0
805.861219,1.0
805.981749,1.0
806.102278,1.0
806.222808,1.0
806.343337,1.0
806.463866,1.0
806.584396,1.0
806.704925,1.0
806.825455,1.0
806.945984,1.0
807.066514,1.0
807.187043,1.0
807.307572,1.0
807.428102,1.0
807.548631,1.0
807.669161,1.0
807.78969,1.0
807.91022,1.0
808.030749,1.0
808.151278,1.0
808.271808,1.0
808.392337,1.0
808.512867,1.0
808.633396,1.0
808.753926,1.0
808.874455,1.0
808.994985,1.0
809.115514,1.0
809.236043,1.0
809.356573,1.0
809.477102,1.0
809.597632,1.0
809.718161,1.0
809.838691,1.0
809.95922,1.0
810.079749,1.0
810.200279,1.0
810.320808,1.0
810.441338,1.0
810.561867,1.0
810.682397,1.0
810.802926,1.0
810.923455,1.0
811.043985,1.0
811.164514,1.0
811.285044,1.0
811.405573,1.0
811.526103,1.0
811.646632,1.0
811.767162,1.0
811.887691,1.0
812.00822,1.0
812.12875,1.0
812.249279,1.0
812.369809,1.0
812.490338,1.0
812.610868,1.0
812.731397,1.0
812.851926,1.0
812.972456,1.0
813.092985,1.0
813.213515,1.0
813.334044,1.0
813.454574,1.0
813.575103,1.0
813.695632,1.0
813.816162,1.0
813.936691,1.0
814.057221,1.0
814.17775,1.0
814.29828,1.0
814.418809,1.0
814.539338,1.0
814.659868,1.0
814.780397,1.0
814.900927,1.0
815.021456,1.0
815.141986,1.0
815.262515,1.0
815.383045,1.0
815.503574,1.0
815.624103,1.0
815.744633,1.0
815.865162,1.0
815.985692,1.0
816.106221,1.0
816.226751,1.0
816.34728,1.0
816.467809,1.0
816.588339,1.0
816.708868,1.0
816.829398,1.0
816.949927,1.0
817.070457,1.0
817.190986,1.0
817.311515,1.0
817.432045,1.0
817.552574,1.0
817.673104,1.0
817.793633,1.0
817.914163,1.0
818.034692,1.0
818.155222,1.0
818.275751,1.0
818.39628,1.0
818.51681,1.0
818.637339,1.0
818.757869,1.0
818.878398,1.0
818.998928,1.0
819.119457,1.0
819.239986,1.0
819.360516,1.0
819.481045,1.0
819.601575,1.0
819.722104,1.0
819.842634,1.0
819.963163,1.0
820.083692,1.0
820.204222,1.0
820.324751,1.0
820.445281,1.0
820.56581,1.0
820.68634,1.0
820.806869,1.0
820.927398,1.0
821.047928,1.0
821.168457,1.0
821.288987,1.0
821.409516,1.0
821.530046,1.0
821.650575,1.0
821.771105,1.0
821.891634,1.0
822.012163,1.0
822.132693,1.0
822.253222,1.0
822.373752,1.0
822.494281,1.0
822.614811,1.0
822.73534,1.0
822.855869,1.0
822.976399,1.0
823.096928,1.0
823.217458,1.0
823.337987,1.0
823.458517,1.0
823.579046,1.0
823.699575,1.0
823.820105,1.0
823.940634,1.0
824.061164,1.0
824.181693,1.0
824.302223,1.0
824.422752,1.0
824.543282,1.0
824.663811,1.0
824.78434,1.0
824.90487,1.0
825.025399,0.9992946089053555
825.145929,0.9736620566215068
825.266458,0.9734887601992673
825.386988,0.9673092801210995
825.507517,0.9689870804976658
825.628046,0.9729719748862449
825.748576,0.9488106747609052
825.869105,0.9658294627025209
825.989635,0.9717127916758694
826.110164,0.959366603784924
826.230694,0.9609124280716577
826.351223,0.9604513007855855
826.471752,0.9437216675581338
826.592282,0.9454682231144669
826.712811,0.9544824715476399
826.833341,0.95001357976523
826.95387,0.954645702006081
827.0744,0.95566007427795
827.194929,0.9373748719176358
827.315458,0.9336253924072506
827.435988,0.9071749126459311
827.556517,0.9123797345180688
827.677047,0.9982244781072485
827.797576,0.9367648394631257
827.918106,0.9660274780382534
828.038635,0.9224353378460628
828.159165,0.9333052138114232
828.279694,0.9499812798526196
828.400223,0.9526201863940885
828.520753,0.9376955089496388
828.641282,0.9463431858287163
828.761812,0.9313892409334396
828.882341,0.9343931479841214
829.002871,0.9342651448912597
829.1234,0.929636155528514
829.243929,0.9249348281554666
829.364459,0.9165771832750507
829.484988,0.9341689205369752
829.605518,0.9259491124533891
829.726047,0.899037978617143
829.846577,0.9308789794538229
829.967106,0.9160118295825195
830.087635,0.9131921139370075
830.208165,0.917676818417329
830.328694,0.9197218422822503
830.449224,0.8883228786445386
830.569753,0.9053433635512383
830.690283,0.8956908133009462
830.810812,0.8617672985856354
830.931342,0.9082941491807504
831.051871,0.8982651383244908
831.1724,0.9021540376966821
831.29293,0.8862909467024873
831.413459,0.882443954358903
831.533989,0.8963628333869532
831.654518,0.8847147520467684
831.775048,0.8760518502625159
831.895577,0.8690887761141792
832.016106,0.8703759797985972
832.136636,0.8661821999475297
832.257165,0.8645812442182821
832.377695,0.8577350729155656
832.498224,0.8590913655197755
832.618754,0.859409288137075
832.739283,0.8701062050621041
832.859812,0.8560298773527772
832.980342,0.847546138924967
833.100871,0.8370093815609344
833.221401,0.8463519409764853
833.34193,0.8422739174563504
833.46246,0.8424760874559695
833.582989,0.8488184120996842
833.703518,0.8343769502649998
833.824048,0.8472241325772564
833.944577,0.8243747984490409
834.065107,0.8219546958356421
834.185636,0.8297009038025736
834.306166,0.8229416335148199
834.426695,0.8176016838756671
834.547225,0.8150547419175087
834.667754,0.8172338458876777
834.788283,0.8019010963336941
834.908813,0.8096283206667905
835.029342,0.8097983604676847
835.149872,0.8142726648223372
835.270401,0.7888808369690411
835.390931,0.7989635130726007
835.51146,0.7962596124642732
835.631989,0.7913934710013175
835.752519,0.7989395445267385
835.873048,0.7950343163812216
835.993578,0.7921298092735738
836.114107,0.7790188778225051
836.234637,0.7610090720267376
836.355166,0.7780612736500794
836.475695,0.7703964704191151
836.596225,0.7631199894271132
836.716754,0.7670295128984029
836.837284,0.774072299150238
836.957813,0.7617399915211059
837.078343,0.7606666949849376
837.198872,0.7650301761391822
837.319402,0.7466266634298406
837.439931,0.7384366224420685
837.56046,0.742724572121198
837.68099,0.7268682805871889
837.801519,0.7491620228249927
837.922049,0.742724572121198
838.042578,0.7266211873800147
838.163108,0.7394489739172344
838.283637,0.7371970904148066
838.404166,0.7407663652212324
838.524696,0.7413221483877835
838.645225,0.7195062975626273
838.765755,0.7325380456395953
838.886284,0.7007808960038515
839.006814,0.7144730507201724
839.127343,0.7179323029241804
839.247872,0.717537548724928
839.368402,0.7036670324340504
839.488931,0.6957603518463574
839.609461,0.6914807266957649
839.72999,0.7024647900188097
839.85052,0.6902993050564995
839.971049,0.6979065972512896
840.091578,0.6950440876233542
840.212108,0.7043921828658205
840.332637,0.6811382385278756
840.453167,0.6862865686004912
840.573696,0.6702597199462108
840.694226,0.6795054668651344
840.814755,0.6647727673189006
840.935285,0.6730201562059074
841.055814,0.6677375979891242
841.176343,0.6675106057966674
841.296873,0.6622712922294193
841.417402,0.6665967424060844
841.537932,0.6654511814739664
841.658461,0.662046158265004
841.778991,0.6532600435225168
841.89952,0.6441459165815792
842.020049,0.6470252234510184
842.140579,0.6428267700397684
842.261108,0.6421649993370453
842.381638,0.6494626177208468
842.502167,0.6563966653430049
842.622697,0.6415039099072304
842.743226,0.6297451910895567
842.863755,0.6476855258759269
842.984285,0.6312583946661259
843.104814,0.6241653261196857
843.225344,0.6278085598440902
843.345873,0.6459132965979033
843.466403,0.6377812007433225
843.586932,0.6395311175245433
843.707462,0.6282418972345897
843.827991,0.6301798652167366
843.94852,0.6273817951398404
844.06905,0.6299656404828314
844.189579,0.6160913690919047
844.310109,0.6201152072871398
844.430638,0.6241653261196857
844.551168,0.6245899028811855
844.671697,0.6072892970868522
844.792226,0.6239531459814724
844.912756,0.615038753093932
845.033285,0.6171457866030887
845.153815,0.6211765114480451
845.274344,0.6248085476077891
845.394874,0.6100038563192053
845.515403,0.6118855645397754
845.635932,0.6118855645397754
845.756462,0.6072892970868522
845.876991,0.6252335619086475
845.997521,0.6312583946661259
846.11805,0.6254461774622924
846.23858,0.633858205620026
846.359109,0.6450290012621803
846.479638,0.6479122554853506
846.600168,0.640190173931377
846.720697,0.6600035930244796
846.841227,0.654378073840426
846.961756,0.6441459165815792
847.082286,0.6512445854743659
847.202815,0.6432640408986379
847.323345,0.654378073840426
847.443874,0.6441459165815792
847.564403,0.6494626177208468
847.684933,0.6581976584398262
847.805462,0.6688804061041502
847.925992,0.6700318703780507
848.046521,0.675096253836148
848.167051,0.6634047449650264
848.28758,0.6677375979891242
848.408109,0.6654511814739664
848.528639,0.6613646017838342
848.649168,0.6723273023260176
848.769698,0.683239378396919
848.890227,0.683239378396919
849.010757,0.6813698649032276
849.131286,0.6914807266957649
849.251815,0.7027036686544829
849.372345,0.7027036686544829
849.492874,0.7036670324340504
849.613404,0.6955168783335615
849.733933,0.6895886628158719
849.854463,0.7087446304879391
849.974992,0.7205215170037
850.095522,0.6884104738411254
850.216051,0.7099860194898568
850.33658,0.7211847018175812
850.45711,0.7120052457292789
850.577639,0.712204635111294
850.698169,0.7191897844296954
850.818698,0.7227441443651473
850.939228,0.7260982084201194
851.059757,0.7218051874317158
851.180286,0.7341514033827992
851.300816,0.7169780876551045
851.421345,0.7263451237842155
851.541875,0.7317400141760076
851.662404,0.7575467707047834
851.782934,0.741833837182504
851.903463,0.7387616060470931
852.023992,0.7567214945819114
852.144522,0.7551113931651998
852.265051,0.7424423904017142
852.385581,0.7603853003690074
852.50611,0.7568728540162667
852.62664,0.7615571958594977
852.747169,0.7556023751226066
852.867698,0.7588205189284898
852.988228,0.7449933401786877
853.108757,0.7666077626582565
853.229287,0.7611612890623392
853.349816,0.7854566583162954
853.470346,0.768288473364964
853.590875,0.7769960595434502
853.711405,0.7794786345753257
853.831934,0.7783569931172067
853.952463,0.7834641299864006
854.072993,0.7875015027737836
854.193522,0.7966976757074776
854.314052,0.8077198507103499
854.434581,0.7890938635523173
854.555111,0.8092964410952783
854.67564,0.7994590240432338
854.796169,0.8165394922607704
854.916699,0.8255627532810079
855.037228,0.819222138930843
855.157758,0.828200503438642
855.278287,0.819115646974909
855.398817,0.824547935335452
855.519346,0.8297589848986544
855.639875,0.8271741712718289
855.760405,0.8299581509540007
855.880934,0.8344353586957896
856.001464,0.8519392989966373
856.121993,0.8503306543695596
856.242523,0.8408937203027361
856.363052,0.8426783059822114
856.483582,0.8589968706668805
856.604111,0.8576493036968065
856.72464,0.8590312312289138
856.84517,0.859142912548102
856.965699,0.8631299671420798
857.086229,0.8578208507116755
857.206758,0.8650222931107413
857.327288,0.8762621279388907
857.447817,0.8789388072901312
857.568346,0.8748524809832039
857.688876,0.8793344187593163
857.809405,0.8890871649161642
857.929935,0.8836537310842124
858.050464,0.8922579558824083
858.170994,0.895386330189486
858.291523,0.9036076755618574
858.412052,0.8893895059472984
858.532582,0.8939459180408017
858.653111,0.9038878373641173
858.773641,0.8995325855098096
858.89417,0.8977173636783655
859.0147,0.885865629132453
859.135229,0.9218350278632255
859.255758,0.9146324393869062
859.376288,0.9188714929253484
859.496817,0.9130049287407885
859.617347,0.9131921139370075
859.737876,0.9207939426056907
859.858406,0.929636155528514
859.978935,0.928267809505678
860.099465,0.9324106031457552
860.219994,0.9206365003032057
860.340523,0.923826495874489
860.461053,0.932793902666304
860.581582,0.9337850560002003
860.702112,0.9168595325270522
860.822641,0.9472511642499916
860.943171,0.9134113063463893
861.0637,0.9283634260142227
