nu,[0](Perfluoro-n-octyl)ethylene-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
678.523333,0.5280100296009196
678.583598,0.5298083190612934
678.643863,0.5290882694920608
678.704128,0.5283691985246423
678.764393,0.5303489992467536
678.824658,0.535245370917
678.884922,0.5392640172918458
678.945187,0.5401869476419692
679.005452,0.5403706424305118
679.065717,0.542948938164163
679.125982,0.5470254232691937
679.186247,0.5498278773541255
679.246512,0.5511380261608745
679.306777,0.5530150846410051
679.367042,0.5564154786695363
679.427307,0.5600215577565806
679.487572,0.5626936148221198
679.547837,0.565191877101052
679.608102,0.567888603553232
679.668367,0.5709920456406233
679.728632,0.574497231889485
679.788897,0.5782204972063218
679.849162,0.5815781047790103
679.909427,0.5847505107897851
679.969692,0.588346040460302
680.029957,0.5927633690559704
680.090222,0.5978293103338129
680.150487,0.6037591010053645
680.210752,0.6105714237835457
680.271017,0.6176767602655165
680.331282,0.6238034151948499
680.391547,0.6284869593585192
680.451812,0.6325664529162989
680.512077,0.637099139826192
680.572342,0.6412345348377937
680.632607,0.6456097886784504
680.692872,0.6506847558920825
680.753137,0.6560226258551406
680.813402,0.6596011136014389
680.873667,0.6602742499785037
680.933932,0.6602742499785037
680.994197,0.6604987813916736
681.054462,0.6600497948930378
681.114727,0.6580331295921792
681.174991,0.6557996160761606
681.235256,0.6569154235911542
681.295521,0.6613976708406428
681.355786,0.6663701380385917
681.416051,0.6681851320869583
681.476316,0.6668234238321612
681.536581,0.6661436107034878
681.596846,0.6690944820844337
681.657111,0.6750422482960916
681.717376,0.6817310866469327
681.777641,0.6877911831372873
681.837906,0.6936692618565248
681.898171,0.6993527601698318
681.958436,0.7036529592341342
682.018701,0.706529727925287
682.078966,0.7091770966012912
682.139231,0.7123185969696173
682.199496,0.7157244732342591
682.259761,0.7188949770577202
682.320026,0.7225779323270605
682.380291,0.7267665261508834
682.440556,0.7302341812871932
682.500821,0.7304825031211505
682.561086,0.7284982904652061
682.621351,0.7289938377697109
682.681616,0.7347242648643715
682.741881,0.7432743917127265
682.802146,0.7498740649131168
682.862411,0.7524279759222698
682.922676,0.753203375999958
682.982941,0.755254877960525
683.043206,0.7580848198968444
683.103471,0.759632891425522
683.163736,0.7591165166466751
683.224001,0.759632891425522
683.284266,0.7643037425824234
683.344531,0.7718770525463271
683.404796,0.7782091193369685
683.46506,0.7813906985519764
683.525325,0.7824541128598288
