nu,[0]2-3-Butanedione-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
590.608978,0.9871295419348496
590.72818,0.988052939677732
590.847382,0.9870140545345878
590.966584,0.9864230101513867
591.085786,0.986876869115615
591.204988,0.9882337699111547
591.32419,0.9874968224343867
591.443392,0.987344759632868
591.562594,0.9854558036707737
591.681796,0.9855523830718468
591.800998,0.9858293622052356
591.9202,0.9856992413175921
592.039402,0.986815684646468
592.158604,0.9862277177299644
592.277806,0.9879650068791682
592.397008,0.9866193278633713
592.51621,0.9873763551707022
592.635412,0.9868571317756067
592.754614,0.9880242865579536
592.873816,0.9880173704121542
592.993018,0.9876953292449622
593.11222,0.9879729106308383
593.231422,0.9882584760642281
593.350624,0.9862671676276663
593.469826,0.9862227866037035
593.589028,0.9877052062476396
593.70823,0.9874721353224161
593.827432,0.9882100525852859
593.946634,0.9868936461649945
594.065836,0.9869123973224071
594.185038,0.9866311673663425
594.30424,0.9883978303335983
594.423442,0.986058101149959
594.542644,0.9883444582918184
594.661846,0.9875422483330064
594.781048,0.9877318746482301
594.90025,0.9875649620659249
595.019452,0.98782966494436
595.138654,0.9877239728248401
595.257856,0.9872963809249341
595.377058,0.9871492847231155
595.49626,0.9870722900817371
595.615462,0.9875669371978242
595.734664,0.9868472632536317
595.853866,0.9877644703379194
595.973068,0.9883108551514931
596.09227,0.9883800393327717
596.211472,0.9869726008148316
596.330674,0.9880015622606931
596.449876,0.9876953292449622
596.569078,0.9886716544554908
596.68828,0.9880331788165477
596.807482,0.9879185736150352
596.926684,0.9885866323492105
597.045886,0.9866143947790647
597.165088,0.9877131079208962
597.28429,0.9868443027162828
597.403492,0.9887507513516808
597.522694,0.9875047224405662
597.641896,0.9874563358946467
597.761098,0.9862809754646678
597.8803,0.9883780625746699
597.999502,0.9872381321568151
598.118704,0.9878938759594168
598.237906,0.987869178921232
598.357108,0.9874494237244881
598.47631,0.9883582952110926
598.595512,0.9878711546615656
598.714714,0.9891334719441119
598.833916,0.988741852634963
598.953118,0.988681541221469
599.07232,0.9897004078351569
599.191522,0.9891433633282882
599.310724,0.9878859728400217
599.429926,0.9878484338862984
599.549128,0.9881794185484858
599.66833,0.9876854523410543
599.787532,0.9881240820504834
599.906734,0.9886113473239552
600.025936,0.9883088785317594
600.145138,0.987521510163543
600.26434,0.9880707247907117
600.383542,0.9884769053229824
600.502744,0.9888397429238631
600.621946,0.988057879954781
600.741148,0.9874602857278899
600.86035,0.9889574218550287
600.979552,0.9881665722995454
601.098754,0.9878820213040334
601.217956,0.9885263304038653
601.337158,0.9888694085611333
601.45636,0.9878276892870058
601.575562,0.9891532548113788
601.694764,0.9877812624766479
601.813966,0.9886024498618678
601.933168,0.9880914744938034
602.05237,0.9886469379730867
602.171572,0.98720061782057
602.290774,0.9884848131698563
602.409976,0.9892590998722534
602.529178,0.9887912909635426
602.64838,0.9886785751812944
602.767582,0.9880736890073324
602.886784,0.987361544636454
603.005986,0.9888990750883857
603.125188,0.9877516294832707
603.24439,0.987521510163543
603.363592,0.9885559866386187
603.482794,0.9887220779956573
603.601996,0.9896707172682826
603.721198,0.9894747818645085
603.8404,0.9885381927910043
603.959602,0.9892353579387608
604.078804,0.9891582005900174
604.198006,0.9885253418780291
604.317208,0.9884867901414596
604.43641,0.9881655841334672
604.555612,0.988008478295835
604.674814,0.9880885102238264
604.794016,0.9883296332361322
604.913218,0.9887329539983332
605.03242,0.9879541393238642
605.151622,0.988856553342381
605.270824,0.9889959919465928
605.390026,0.9888862194839712
605.509228,0.9884047491426264
605.62843,0.9882100525852859
605.747632,0.9884067259541015
605.866834,0.9888061229441466
605.986036,0.9889712673558528
606.105238,0.9893461585035658
606.22444,0.9879837783926277
606.343642,0.9880074902878507
606.462844,0.9892452503418021
606.582046,0.9883424816048785
606.701248,0.9889979699405548
606.82045,0.9876498963047826
