nu,[0]Sulfurylfluoride-PNNL(x-sec)-X=0.01-T=278.14K-P=1.0atm-L=15cm
512.840257,1.0443419770007727
512.960259,0.9445647874042458
513.080262,1.0110081486540827
513.200264,0.9094120383451408
513.320266,0.9665454075591936
513.440269,0.9975570887761592
513.560271,0.9452403927273606
513.680274,0.9089047279804993
513.800276,0.8505517690833628
513.920278,0.9466186117683232
514.040281,0.8980675417304818
514.160283,0.9243254969004124
514.280286,0.9387228478973622
514.400288,0.9602237007989631
514.52029,0.9477599747285802
514.640293,0.9133017035659261
514.760295,0.9946602076471581
514.880298,0.9962376952704096
515.0003,0.930027614746375
515.120302,0.9494978624213479
515.240305,0.9068928251149829
515.360307,0.9199058050463699
515.48031,0.9180017335176284
515.600312,0.8901369069967877
515.720314,0.9296965838425223
515.840317,0.8566721405793958
515.960319,0.947390420406213
516.080322,0.9183442120325027
516.200324,0.9452715861750096
516.320326,0.9267151890984189
516.440329,0.9313054196737688
516.560331,0.8907067769562012
516.680334,0.9034631098993289
516.800336,0.9037613019245737
516.920338,0.935712507305033
517.040341,0.88314136052201
517.160343,0.8337680773569568
517.280346,0.8601228939516748
517.400348,0.8967931908245012
517.52035,0.9101325779755398
517.640353,0.8754563375016232
517.760355,0.8318609329735662
517.880358,0.8785433738060574
518.00036,0.9235253775217922
518.120362,0.8825057275977463
518.240365,0.8928648976292148
518.360367,0.8697321398237174
518.48037,0.898022639475961
518.600372,0.875403811697163
518.720374,0.8156907326203338
518.840377,0.7916467574357061
518.960379,0.8767617397276487
519.080382,0.8152096170311429
519.200384,0.8574434925622433
519.320386,0.8342017495021681
519.440389,0.7882736325282855
519.560391,0.8178551796874893
519.680394,0.8222177634268792
519.800396,0.8132066660130867
519.920398,0.8644688559619287
520.040401,0.8119471720407561
520.160403,0.7986759379745181
520.280406,0.8264217851635717
520.400408,0.7606743016899209
520.52041,0.8209607321229989
520.640413,0.7940649659392378
520.760415,0.789149102056091
520.880418,0.703821856211177
521.00042,0.826537492312806
521.120422,0.7783647767260559
521.240425,0.7628529441664604
521.360427,0.8173237465551714
521.48043,0.7326552611038848
521.600432,0.7387246688902273
521.720434,0.7735383734893608
521.840437,0.8019331730190769
521.960439,0.7849776758592244
522.080442,0.7747460350831336
522.200444,0.7957342545072431
522.320446,0.8138656302570472
522.440449,0.795153580473262
522.560451,0.7981090793171923
522.680454,0.7172792816982412
522.800456,0.756668525931215
522.920458,0.7934537712556159
523.040461,0.6870006779043086
523.160463,0.7347977409646017
523.280466,0.6651917061141757
523.400468,0.6885481697050211
523.52047,0.664766119624466
523.640473,0.6841418498765406
523.760475,0.6796889581113914
523.880478,0.6461781753459414
524.00048,0.6520004675203432
524.120482,0.6233856068880818
524.240485,0.6490665663319916
524.360487,0.6099306602482991
524.48049,0.6897196971096707
524.600492,0.6476790490530523
524.720494,0.6593505127954391
524.840497,0.6521960970035546
524.960499,0.6539005521631407
525.080502,0.6194582334250769
525.200504,0.6548166540578654
525.320506,0.6891267931553994
525.440509,0.6223143052277736
525.560511,0.6521439234027662
525.680514,0.6422163745919751
525.800516,0.6328701576970148
525.920518,0.6555897937723753
526.040521,0.661993196690834
526.160523,0.6462815721255184
526.280526,0.6383171620241703
526.400528,0.6373540304568501
526.52053,0.6162269241036095
526.640533,0.6154571216752324
526.760535,0.5825559771778586
526.880538,0.5635890093196753
527.00054,0.601036268106883
527.120542,0.576355858013774
527.240545,0.5782898878293408
527.360547,0.5724327601334727
527.48055,0.5734984758757153
527.600552,0.596008708766031
527.720554,0.5639216249471354
527.840557,0.5476384349657251
527.960559,0.5619401103390113
528.080562,0.5719063641734199
528.200564,0.5772787655157107
528.320566,0.5892822547577635
528.440569,0.5880637021275019
528.560571,0.5290194924876289
528.680574,0.583447970023462
528.800576,0.5586120801187531
528.920578,0.5377615675755572
529.040581,0.5624910815789549
529.160583,0.5407598493907538
529.280586,0.5786427522736305
529.400588,0.5295540720922981
529.52059,0.5496574571286454
529.640593,0.5329007938507438
529.760595,0.5575684516256941
529.880598,0.523446735889447
530.0006,0.5142015344523985
530.120602,0.5297765315157856
530.240605,0.5283797660142873
530.360607,0.5287656240645306
530.48061,0.5310813860964105
530.600612,0.5133743360553215
530.720614,0.5374013879989135
530.840617,0.5183420118801185
530.960619,0.5116215947220887
531.080622,0.5317456529092961
531.200624,0.5012200764493522
531.320626,0.48804386005783784
531.440629,0.5369716388111094
531.560631,0.5206954276561522
531.680634,0.5083170052216824
531.800636,0.5180466411220102
531.920638,0.528866099077927
532.040641,0.5079917864194581
532.160643,0.5378960247739005
532.280646,0.5090393280969643
532.400648,0.49458809210172705
532.52065,0.5401329316480497
532.640653,0.4853864020442189
532.760655,0.542617840306996
532.880658,0.4881707679587651
533.00066,0.5166549682965325
533.120662,0.515179446089725
533.240665,0.533353952090485
533.360667,0.504937812931179
533.48067,0.5387196355934157
533.600672,0.517109824776131
533.720674,0.49732576740245704
533.840677,0.5186531104074719
533.960679,0.5058171695440707
534.080682,0.5183990326375095
534.200684,0.5125074661387896
534.320686,0.5200449649954405
534.440689,0.5189851546409536
534.560691,0.5080984758966092
534.680694,0.5113709615508166
534.800696,0.5288343680639223
534.920698,0.5166601348720482
535.040701,0.5408031119091827
535.160703,0.5549762272149694
535.280706,0.5249354375751608
535.400708,0.5570557245408219
535.52071,0.5283374973237763
535.640713,0.5533303930936224
535.760715,0.536418842761971
535.880718,0.5290089122035824
536.00072,0.5011198424577956
536.120722,0.4811722330981862
536.240725,0.3616783492947233
536.360727,0.3798495597666046
536.48073,0.4534319843760986
536.600732,0.5032792972808748
536.720734,0.5351276298873864
536.840737,0.5285224478122871
536.960739,0.5531478241894275
537.080742,0.5237870868698606
537.200744,0.49547419761442546
537.320746,0.48539125593250876
537.440749,0.4647479794482685
537.560751,0.5357648108144113
537.680754,0.5116625260868993
537.800756,0.5592548535347649
537.920758,0.5722725013979053
538.040761,0.5941520594736907
538.160763,0.5970048748768555
538.280766,0.5736533413701028
538.400768,0.5471786118331072
538.52077,0.5272186082709072
538.640773,0.3340381737071345
538.760775,0.22299632220773813
538.880778,0.11108051280683995
539.00078,0.04168974932251204
539.120782,0.054459389601391836
539.240785,0.07138981977387143
539.360787,0.10903351139645963
539.48079,0.16280534406506
539.600792,0.2904569228256882
539.720794,0.4052504532182174
539.840797,0.5148910263649751
539.960799,0.5192810605042584
540.080802,0.5488390773618571
540.200804,0.5684851997451514
540.320806,0.5651975290480827
540.440809,0.5522303605068098
540.560811,0.5162108360280462
540.680814,0.45441245599048724
540.800816,0.3486802380923007
540.920818,0.41911497221725325
541.040821,0.5104615308726796
541.160823,0.528099798936129
541.280826,0.5412413398882006
541.400828,0.48480913576734325
541.52083,0.4986653746807647
541.640833,0.5472114435347584
541.760835,0.5736705512284904
541.880838,0.5949963547058884
542.00084,0.6372775525619607
542.120842,0.5870883261679954
542.240845,0.6165412799888393
542.360847,0.603264221470879
542.48085,0.5630031814332863
542.600852,0.6010542994653952
542.720854,0.5833721267172807
542.840857,0.5715976181057071
542.960859,0.5585673929398546
543.080862,0.5129278946131399
543.200864,0.4544306328522616
543.320866,0.3922523093272863
543.440869,0.3148055916654229
543.560871,0.2380677457038739
543.680874,0.13459298237738998
543.800876,0.061501113416513105
543.920878,0.01888287221129145
544.040881,0.009808558089000885
544.160883,0.0019190979903964361
544.280886,0.0035083831102067737
544.400888,0.05714290748170608
544.52089,0.19565546464454056
544.640893,0.32449018169946625
544.760895,0.42567888842072316
544.880898,0.4965704064557569
545.0009,0.5307840637782157
545.120902,0.5683544631844908
545.240905,0.563639734613118
545.360907,0.5826899804623964
545.48091,0.5960444703613941
545.600912,0.5772210405254568
545.720914,0.6245399376875895
545.840917,0.6033004184100645
545.960919,0.6119406367187947
546.080922,0.631081667058639
546.200924,0.6087850678013476
546.320926,0.6040791781418461
546.440929,0.641933861544583
546.560931,0.6073925450431846
546.680934,0.6054459409446741
546.800936,0.6301420555591247
546.920938,0.6042362591478089
547.040941,0.6165721078235282
547.160943,0.6215741916594654
547.280946,0.5941461179828034
547.400948,0.6233669056003958
547.52095,0.6053248638645967
547.640953,0.5776310129872314
547.760955,0.6211330306140906
547.880958,0.5683146797645038
548.00096,0.5547542811162623
548.120962,0.6085781160620845
548.240965,0.557395632194086
548.360967,0.5744914869458908
548.48097,0.5893883351105652
548.600972,0.5213154240397465
548.720974,0.5036417888562246
548.840977,0.47482450802639786
548.960979,0.4096631673434443
549.080982,0.4539264946982335
549.200984,0.46327706099093163
549.320986,0.4315335583947848
549.440989,0.48052308885445694
549.560991,0.46486418096771537
549.680994,0.44828772921997895
549.800996,0.4884784124404155
549.920998,0.465254830929742
550.041001,0.4602755256522395
550.161003,0.49406410648553833
550.281006,0.4322634667072718
550.401008,0.4399738436882023
550.52101,0.468143690128271
550.641013,0.4404624858008974
550.761015,0.482550355460451
550.881018,0.4956724269366926
551.00102,0.4525305519499344
551.121022,0.487175914687481
551.241025,0.46665735771473277
551.361027,0.3520436871019846
551.48103,0.24431424328070817
551.601032,0.0990827420136273
551.721034,0.056213406539850366
551.841037,0.028455893129025415
551.961039,0.027430493032145786
552.081042,0.01672250269184965
552.201044,0.017726403991947894
552.321046,0.040372759146299536
552.441049,0.06238689760083795
552.561051,0.0834840235635821
552.681054,0.12863195684911993
552.801056,0.16761258571309484
552.921058,0.1884165642607604
553.041061,0.21677398760218144
553.161063,0.2841934814700557
553.281066,0.29590997779075295
553.401068,0.31292241330005816
553.52107,0.36037864810308423
553.641073,0.35568847551656013
553.761075,0.36987506223582495
553.881078,0.4084482727479471
554.00108,0.39889781406222197
554.121082,0.4182692144762786
554.241085,0.4376831640993206
554.361087,0.4211778870423241
554.48109,0.43965717653460207
554.601092,0.4470521609558749
554.721094,0.4286133707895804
554.841097,0.44677507452175286
554.961099,0.45900691668712407
555.081102,0.43298594980214605
555.201104,0.4535226798422181
555.321106,0.4422278641469559
555.441109,0.4361539507094769
555.561111,0.45981548018765667
555.681114,0.45307844532643904
555.801116,0.43386146539378945
555.921118,0.44944131040095125
556.041121,0.4474725875567184
556.161123,0.4353782872225185
556.281126,0.45534951048458283
556.401128,0.4249218539598867
556.52113,0.4350866814689153
556.641133,0.44579770771583177
556.761135,0.4325531802731725
556.881138,0.4359620851846756
557.00114,0.44073124988194673
557.121142,0.4297721905934645
557.241145,0.4234372270836169
557.361147,0.44080618056335413
557.48115,0.43280846195022316
557.601152,0.43040011626593133
557.721154,0.438353331888018
557.841157,0.43544795332161335
557.961159,0.4257172012447322
558.081162,0.4319177942213362
558.201164,0.4361016153755746
558.321166,0.43385712680082855
558.441169,0.43499967283377505
558.561171,0.4317709671333203
558.681174,0.43283443123701093
558.801176,0.4304130284631013
558.921178,0.43772693460421935
559.041181,0.43313752140806056
559.161183,0.4431442239309074
559.281186,0.43049481470795653
559.401188,0.4343780678551092
559.52119,0.43463442653351725
559.641193,0.438353331888018
559.761195,0.44053296543684606
559.881198,0.44057261518794744
560.0012,0.43781448874626255
560.121202,0.441459056719772
560.241205,0.43900257514071067
560.361207,0.4419758660906611
560.48121,0.44988197877738045
560.601212,0.4404008253692162
560.721214,0.44847156487269274
560.841217,0.45372681097420714
560.961219,0.4419316707138577
561.081222,0.45123365120860526
561.201224,0.45800737150884363
561.321226,0.44433344329320035
561.441229,0.4464177973920421
561.561231,0.4632863266248074
561.681234,0.44504939632444074
561.801236,0.4596407834996583
561.921238,0.46447850377568795
562.041241,0.4564664845197435
562.161243,0.4587912341256534
562.281246,0.478475629701266
562.401248,0.4630964181647859
562.52125,0.4635458396245753
562.641253,0.4818752576415456
562.761255,0.46432060792821933
562.881258,0.4760225747166372
563.00126,0.4901175591599026
563.121262,0.4667180271146612
563.241265,0.4812299772307366
563.361267,0.4967392690989745
563.48127,0.4761415952372616
563.601272,0.48617336528364563
563.721274,0.49898961254019564
563.841277,0.48750243192138054
563.961279,0.5034403724266535
564.081282,0.49818190378861515
564.201284,0.4979378544527291
564.321286,0.502534994840565
564.441289,0.5106861833661879
564.561291,0.5051347770837353
564.681294,0.5174460554253584
564.801296,0.5197122427003349
564.921298,0.5172029129222725
565.041301,0.5231066060652871
565.161303,0.5324959431101854
565.281306,0.5228712610491578
565.401308,0.5371058985025744
565.52131,0.5430738307820412
565.641313,0.5346195000388869
565.761315,0.5400249158636585
565.881318,0.5509727095517575
566.00132,0.5437965995116443
566.121322,0.5612774120776804
566.241325,0.5648811070382477
566.361327,0.5569276164571718
566.48133,0.5606098892121862
566.601332,0.5820493738821014
566.721334,0.5711919278339409
566.841337,0.5713690247801779
566.961339,0.5852419075766048
567.081342,0.5857220027529386
567.201344,0.5769555799074381
567.321346,0.5975125447496308
567.441349,0.5961696528438706
567.561351,0.5972556695875063
567.681354,0.602830027559985
567.801356,0.6110234138528453
567.921358,0.6142458646254567
568.041361,0.6154817404524716
568.161363,0.6235102964780027
568.281366,0.6162022755196203
568.401368,0.6277897258698059
568.52137,0.6283612745355487
568.641373,0.6330473861519959
568.761375,0.6405487808293384
568.881378,0.6489497448642992
569.00138,0.652659320657365
569.121382,0.6488005035863853
569.241385,0.6599177981341751
569.361387,0.6608885906551197
569.48139,0.6667500772896734
569.601392,0.6715209934453118
569.721394,0.6814311909506996
569.841397,0.6814039342481992
569.961399,0.6840665984119606
570.081402,0.6846414557609116
570.201404,0.6922694642191661
570.321406,0.6977321424097405
570.441409,0.6990311318803316
570.561411,0.7081070472759822
570.681414,0.7107958650763533
570.801416,0.7144016069873467
570.921418,0.7193552171041424
571.041421,0.7295261975589646
571.161423,0.7256481670581375
571.281426,0.7320254484375994
571.401428,0.7399741691109468
571.52143,0.7393528517986983
571.641433,0.7445911523754712
571.761435,0.7512025173415865
571.881438,0.7492594202186534
572.00144,0.7547792172362705
572.121442,0.7614277421400795
572.241445,0.7658645136625178
572.361447,0.767827638545216
572.48145,0.7756995590032812
572.601452,0.7838951537785706
572.721454,0.7751335049600722
572.841457,0.7870763667593405
572.961459,0.7943905993255556
573.081462,0.7962436874312748
573.201464,0.792724129472745
573.321466,0.8036752574825627
573.441469,0.8037315167196368
573.561471,0.8021577457462368
573.681474,0.8117442106189807
573.801476,0.8200007697539087
573.921478,0.8197302141440208
574.041481,0.8227688339163746
574.161483,0.8294437363854039
574.281486,0.8268929798588455
574.401488,0.8351198763037836
574.52149,0.8383245184022654
574.641493,0.844559575440384
574.761495,0.8427878612829294
574.881498,0.8461234567991736
575.0015,0.853422963790934
575.121502,0.8509346035107361
575.241505,0.86088013523565
575.361507,0.8633544101098581
575.48151,0.8704717264223427
575.601512,0.8690105616440329
575.721514,0.8650655453066927
575.841517,0.8758241063894341
575.961519,0.8686630269309517
576.081522,0.8807512874467568
576.201524,0.8831855186939812
576.321526,0.8866189350268655
576.441529,0.8872397855537173
576.561531,0.8883939473175392
576.681534,0.8914463704699241
576.801536,0.892704196411185
576.921538,0.8987683076762215
577.041541,0.8987503324898205
577.161543,0.9090038039953938
577.281546,0.9040234307089685
577.401548,0.9093783907222069
577.52155,0.9049107128352197
577.641553,0.9150807191017666
577.761555,0.9149590214591987
577.881558,0.9177768506421936
578.00156,0.9141834650913767
578.121562,0.9223606236096648
578.241565,0.9211568068986489
578.361567,0.9225857070608898
578.48157,0.9268588410854706
578.601572,0.9304908838429493
578.721574,0.9289011040806642
578.841577,0.9340717720210497
578.961579,0.9347136998053747
579.081582,0.941122469141206
579.201584,0.9416929621994434
579.321586,0.9357667802043556
579.441589,0.9406294501496327
579.561591,0.9462608575528813
579.681594,0.9383905988207627
579.801596,0.9487860060040566
579.921598,0.947079727304774
580.041601,0.9469215781961321
580.161603,0.9430499768810893
580.281606,0.9520840121763534
580.401608,0.9510981638973228
580.52161,0.9538927836125634
580.641613,0.9527630901395605
580.761615,0.9587144562496417
580.881618,0.9603667847898748
581.00162,0.9588544387787301
581.121622,0.9562087806242414
581.241625,0.960844205711187
581.361627,0.9610757970704012
581.48163,0.9624395692365988
581.601632,0.9678162830070383
581.721634,0.9652597913890891
581.841637,0.9676817658928563
581.961639,0.9697528827433178
582.081642,0.9690306858974023
582.201644,0.9716321428611324
582.321646,0.9728036652937891
582.441649,0.9723523890972668
582.561651,0.9754054970833026
582.681654,0.9744110907097432
582.801656,0.9760426448790128
582.921658,0.9737185306585221
583.041661,0.9766899757190289
583.161663,0.9780152656696189
583.281666,0.9758074469440866
583.401668,0.9804790502193084
583.52167,0.9787138179227848
583.641673,0.9791925260143384
583.761675,0.9806781076701506
583.881678,0.9826384786300734
584.00168,0.9836766929441854
584.121682,0.9837829357640323
584.241685,0.9852439534476995
584.361687,0.9859525985776242
584.48169,0.9861803799356296
584.601692,0.9866953004765248
584.721694,0.9876676741629163
584.841697,0.9873654940905314
584.961699,0.9873951154996731
585.081702,0.988336551567779
585.201704,0.9888684196922191
585.321706,0.9885856437630725
585.441709,0.9897360376911725
585.561711,0.9901754790450963
585.681714,0.9901485466383486
585.801716,0.9907761035465328
585.921718,0.9908803386752976
586.041721,0.9918450336290678
586.161723,0.9913569676264122
586.281726,0.9925346055259175
586.401728,0.9921876760746272
586.52173,0.9923989353186121
586.641733,0.9933220969600102
586.761735,0.9933648107285189
586.881738,0.9929953477433038
587.00174,0.9936098046973594
587.121742,0.9941357621620757
587.241745,0.9939866529812196
587.361747,0.9942417426829836
587.48175,0.994837571373688
587.601752,0.994613957022838
587.721754,0.9943032881516682
587.841757,0.9950648182255923
587.961759,0.9951053181878627
588.081762,0.995373535211735
588.201764,0.9958093055694828
588.321766,0.9959468363308625
588.441769,0.9957165004669887
588.561771,0.9961476394533414
588.681774,0.996349479410792
588.801776,0.9960646638109585
588.921778,0.9966407549314672
589.041781,0.9961133725639381
589.161783,0.9968835661925793
589.281786,0.9964555962809722
589.401788,0.9969929303183034
589.52179,0.9970291218185456
589.641793,0.9970024017961309
589.761795,0.9968215619631138
589.881798,0.9971248412086975
590.0018,0.997636597244505
590.121802,0.9971764936132578
590.241805,0.9974128524496599
590.361807,0.9976327064693629
590.48181,0.9975667651268506
590.601812,0.9979358333282267
590.721814,0.9979440164356106
590.841817,0.998159096545202
590.961819,0.9978985112259878
591.081822,0.9980674697458736
591.201824,0.9982670033757977
591.321826,0.9981101879477416
591.441829,0.9981777622948316
591.561831,0.9982282713674725
591.681834,0.9978400360865683
591.801836,0.9984471069880639
591.921838,0.9983504619858011
592.041841,0.9983930924606821
592.161843,0.9984161556074962
592.281846,0.9986478150270508
592.401848,0.9985262869830934
592.52185,0.9983658367013007
592.641853,0.9989814191060497
592.761855,0.9981879437599324
592.881858,0.9984478059012835
593.00186,0.99850192323893
593.121862,0.9989078967792583
593.241865,0.9990128175854768
593.361867,0.9987150262866356
593.48187,0.9988161013616084
593.601872,0.9991201672799853
593.721874,0.9988317828974994
593.841877,0.9990638284822397
593.961879,0.9995959516495291
594.081882,0.9986386275094151
594.201884,0.9989337688288265
594.321886,0.9985718208199434
594.441889,0.9993230492346289
594.561891,0.999079633797026
594.681894,0.9992385200731054
594.801896,0.9989399622373928
594.921898,0.999278580348378
595.041901,0.999039121939259
595.161903,0.9987469856788244
595.281906,0.9992223825013175
595.401908,0.9988600502369365
595.52191,0.9994160805473574
595.641913,0.9991991108830282
595.761915,0.999341976592423
595.881918,0.9993349512430216
596.00192,0.9990064738742264
596.121922,0.9992238313748225
596.241925,0.9993709579299714
596.361927,0.9990921923069529
596.48193,0.9990696330599456
596.601932,0.9993172931504428
596.721934,0.9993226295190364
596.841937,0.9991417385172576
596.961939,0.9988220942761953
597.081942,0.9992483626210026
597.201944,0.9997296765439714
597.321946,0.9991233744608699
597.441949,0.9994141616703249
597.561951,0.9993229892752478
597.681954,0.9994911794930819
597.801956,0.999098256814966
597.921958,0.999569992479746
598.041961,0.9990070832683613
598.161963,0.9992572559710053
598.281966,0.9993174930139215
598.401968,0.9996068672969204
598.52197,0.9994200082602719
598.641973,0.9993085691485539
598.761975,0.9990439672907504
598.881978,0.9995259523960875
599.00198,0.9992158176318301
599.121982,0.999419138765243
599.241985,0.9992622122992866
599.361987,0.9991691953094867
599.48199,0.999421527379839
599.601992,0.999514697797227
599.721994,0.9991194079489467
599.841997,0.9994144015297525
599.961999,0.9991312475840807
600.082002,0.9991769688760652
600.202004,0.9994605155740819
600.322006,0.9995414651592475
600.442009,0.9995774193123808
600.562011,0.9990365644023805
600.682014,0.9994354794017462
600.802016,0.9992901620542401
600.922018,0.9992199943626772
601.042021,0.9995917033757622
601.162023,0.9993024034337036
601.282026,0.9997043237208494
601.402028,0.9991057600710493
601.52203,0.9996050780022294
601.642033,0.9992039570104677
601.762035,0.9995748404059658
601.882038,0.9992213233261534
602.00204,0.9996917875072322
602.122042,0.9991994606027781
602.242045,0.9996266597088371
602.362047,0.9994533794514767
602.48205,0.9994441745282406
602.602052,0.999254627927878
602.722054,0.99923027638932
602.842057,0.9994686212317316
602.962059,0.9995550590156116
603.082062,0.9995102799520262
603.202064,0.9994362289786368
603.322066,0.9994708700386593
603.442069,0.9993702683642484
603.562071,0.999432311196298
603.682074,0.9990332376161601
603.802076,0.9995554288510519
603.922078,0.9994344200006995
604.042081,0.9993292150768643
604.162083,0.999532519303167
604.282086,0.9992690372835039
604.402088,0.9997486216008458
604.52209,0.9992551275553169
604.642093,0.9998003799267388
604.762095,0.9993905957622359
604.882098,0.9992505309923022
605.0021,0.9992257598786781
605.122102,0.9993168834304367
605.242105,0.9996098161415284
605.362107,0.9993926345211308
605.48211,0.9994677616890869
605.602112,0.9995168167706325
605.722114,0.9994151011200784
605.842117,0.9991917967723061
605.962119,0.9994692009237001
606.082122,0.9997249878227834
606.202124,0.9994607454500269
606.322126,0.9994110035265639
606.442129,0.9994874314081864
606.562131,0.9996441433320092
606.682134,0.9993930042964739
606.802136,0.9993579561983853
606.922138,0.9994410462728701
607.042141,0.9998950655060092
607.162143,0.9992571660378563
607.282146,0.9998763776418735
607.402148,0.9993522298937021
607.52215,0.9991932755772597
607.642153,0.9992546878831574
607.762155,0.9994695107592003
607.882158,0.9995951519730876
608.00216,0.9989641368769909
608.122162,0.9994562778704797
608.242165,0.9994657027876185
608.362167,0.9995775192701277
608.48217,0.9995063918645996
608.602172,0.9997474818880667
608.722174,0.9996823904485959
608.842177,0.9992567663350699
608.962179,0.9993170433211508
609.082182,0.9993083892730277
609.202184,0.9994585366442202
609.322186,0.9994559080717254
609.442189,0.9993494716853539
609.562191,0.999415700769319
609.682194,0.999798460311852
609.802196,0.9992585150359411
609.922198,0.9995846462832478
610.042201,0.9995729612070322
610.162203,0.9994038177872813
610.282206,0.999239779114434
610.402208,0.9995588573320526
610.52221,0.9996283790681705
610.642213,0.9994043674595322
610.762215,0.9995875550788008
610.882218,0.9995043628686835
611.00222,0.9994254351256507
611.122222,0.9994849127030329
611.242225,0.9995244331177945
611.362227,0.9994047672213592
611.48223,0.9995014743052488
611.602232,0.9994100940629644
611.722234,0.9996210518190063
611.842237,0.9994368886067656
611.962239,0.9992824775424409
612.082242,0.9995792485407319
612.202244,0.9996356264001902
612.322246,0.9997300464440201
612.442249,0.9996684849632576
612.562251,0.9993683695625424
612.682254,0.9993459539814048
612.802256,0.9995323593779767
612.922258,0.9992424770654798
613.042261,0.9994918691422336
613.162263,0.9993381291332194
613.282266,0.999645832732039
613.402268,0.9995945921999593
613.52227,0.9995901939934296
613.642273,0.9992132296662138
613.762275,0.9996026289727883
613.882278,0.9994842530432081
614.00228,0.999271735313547
614.122282,0.9992700165676403
614.242285,0.9994477125668808
614.362287,0.9995367073531969
614.48229,0.999088305845884
614.602292,0.9996869490106898
614.722294,0.9993089788651514
614.842297,0.9995548790957172
614.962299,0.999456647669371
615.082302,0.9996759025309351
615.202304,0.9995819873916251
615.322306,0.9995363275293202
615.442309,0.9992167968638112
615.562311,0.9994900300788863
615.682314,0.9995058521312937
615.802316,0.9995676135059949
615.922318,0.999260103858243
616.042321,0.9994512905960965
616.162323,0.9996883385765146
616.282326,0.9992254301342318
616.402328,0.9993365401868572
616.52233,0.9994685912476734
616.642333,0.9995515905655746
616.762335,0.99975705951482
616.882338,0.9991092569473292
617.00234,0.9995283412659685
617.122342,0.9991063495436218
617.242345,0.9993042121726907
617.362347,0.9992950286091794
617.48235,0.9995650246292285
617.602352,0.9994461734185887
617.722354,0.9994908196763219
617.842357,0.9995569681675975
617.962359,0.9995086307614249
618.082362,0.9991113251056316
618.202364,0.9992711857142437
618.322366,0.9995983406867084
618.442369,0.9995789286754235
618.562371,0.9996917175288095
618.682374,0.9994960470269784
618.802376,0.9997358848845396
618.922378,0.9994880311008252
619.042381,0.9993092986440757
619.162383,0.9994282235265045
619.282386,0.9995641050298288
619.402388,0.9990551966080514
619.52239,0.9995211147021852
619.642393,0.9993016139851167
619.762395,0.9992339735481824
