nu,[0]1-2-Dichlorobenzene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
624.794016,0.9854232841658274
624.913218,0.9634487346154531
625.03242,0.9490450599429495
625.151622,0.9792130892732981
625.270824,0.9934742855626137
625.390026,0.9744578635646368
625.509228,0.982138442914336
625.62843,1.0
625.747632,0.9417541742313559
625.866834,0.9979615804048624
625.986036,1.0
626.105238,1.0
626.22444,0.934721177544884
626.343642,1.0
626.462844,0.9887744816544758
626.582046,1.0
626.701248,0.9329795471239455
626.82045,0.9927972649308465
626.939652,0.9858303480350908
627.058854,0.9935807917146539
627.178056,0.958009102012042
627.297258,0.9983371840129555
627.41646,1.0
627.535662,0.9997502112024178
627.654864,0.9990308299489588
627.774066,0.989061267836142
627.893268,0.9964491193406465
628.01247,0.9607423616232136
628.131672,0.9757908583584919
628.250874,1.0
628.370076,0.951786056513036
628.489278,0.8969994769803893
628.60848,0.9790955907526375
628.727682,0.9996303683306241
628.846884,0.9576997150407778
628.966086,0.9845978453608606
629.085288,0.9717322261260468
629.20449,0.9731082004982993
629.323692,1.0
629.442894,1.0
629.562096,1.0
629.681298,0.9982533272115333
629.8005,1.0
629.919702,0.9912232425914358
630.038904,0.9776368469905421
630.158106,1.0
630.277308,1.0
630.39651,0.9935124357076575
630.515712,0.9954331598722349
630.634914,0.9869350965685858
630.754116,1.0
630.873318,0.9878583124200297
630.99252,0.9974455681277544
631.111722,0.9662632175019397
631.230924,0.9814089850783948
631.350126,0.9674843789467672
631.469328,0.9956521792586559
631.58853,0.9565731655805856
631.707732,1.0
631.826934,1.0
631.946136,1.0
632.065338,0.9403143920590092
632.18454,0.9949464125575005
632.303742,1.0
632.422944,1.0
632.542146,0.9739454335093212
632.661348,0.9517746351488863
632.78055,0.9852449386921456
632.899752,1.0
633.018954,0.9958402757204694
633.138156,1.0
633.257358,0.9789242640157825
633.37656,0.9988762319008214
633.495762,0.938715338144618
633.614964,0.9689899874632677
633.734166,0.9629902421476404
633.853368,1.0
633.97257,1.0
634.091772,1.0
634.210974,0.9952041370522342
634.330176,0.9538403209522011
634.449378,0.9700399720837362
634.56858,0.993392327314879
634.687782,0.9603504586933055
634.806984,1.0
634.926186,0.9944838700251345
635.045388,1.0
635.16459,1.0
635.283792,0.988545112582573
635.402994,1.0
635.522196,0.9832380709591056
635.641398,0.9899498437655385
635.7606,0.981798681795151
635.879802,0.98595950026997
635.999004,1.0
636.118206,0.9734517683292297
636.237408,0.9587844449595047
636.35661,0.9591939333370493
636.475812,1.0
636.595014,0.9702126545670521
636.714216,1.0
636.833418,0.9270071503644701
636.95262,0.9945270315616921
637.071822,0.9827780232014689
637.191024,0.9905027861254363
637.310226,1.0
637.429428,0.985658828477167
637.54863,0.9976650302926955
637.667832,1.0
637.787034,0.9968972235909892
637.906236,0.9984562927437027
638.025438,1.0
638.14464,0.9565033382882254
638.263842,0.999442695351957
638.383044,0.9957478660307585
638.502246,0.9694891458290581
638.621448,0.9589493700671904
638.74065,0.9795578329520501
638.859852,0.989507435071085
638.979054,0.9941717505280515
639.098256,1.0
639.217458,1.0
639.33666,1.0
639.455862,1.0
639.575064,0.9632502846171739
639.694266,0.9492415326045766
639.813468,0.9798292080554944
639.93267,1.0
640.051872,0.9827357646550364
640.171074,1.0
640.290276,1.0
640.409478,0.9419274729424069
640.52868,0.9997573794371303
640.647882,1.0
640.767084,1.0
640.886286,0.9760348365690871
641.005488,0.9752601724911882
641.12469,1.0
641.243892,0.9659250845525319
641.363094,0.9955306175490618
641.482296,0.9998054789216788
641.601498,0.9962080078294356
641.7207,0.9437046807209998
641.839902,0.9821757648842797
641.959104,0.9924524270628153
642.078306,1.0
642.197508,1.0
642.31671,0.9792199437889137
642.435912,0.9995660741730554
642.555114,0.9825569230209517
642.674316,0.9890493991721401
642.793518,0.981643569857593
642.91272,0.9263983066937271
643.031922,0.9977421527802829
643.151124,0.968307090271651
643.270326,0.9507605839731211
643.389528,0.9977858548436429
643.50873,0.9984961319445699
643.627932,0.9998545505787929
643.747134,0.9601670492718525
643.866336,0.9703378200724928
643.985538,0.9840476089707031
644.10474,0.9812401972491308
644.223942,1.0
644.343144,1.0
644.462346,0.930162478527901
644.581548,1.0
644.70075,0.9554316988121528
644.819952,0.9495377421690384
644.939154,0.9942258349423629
645.058356,1.0
645.177558,0.9904559364516561
645.29676,0.9425088215208061
645.415962,0.9833668835834439
645.535164,0.9723805877254288
645.654366,1.0
645.773568,0.9769419942417559
645.89277,1.0
646.011972,1.0
646.131174,0.9522963505859214
646.250376,0.98891687543194
646.369578,0.9937327218324685
646.48878,0.9784290536369823
646.607982,1.0
646.727184,0.9544681544179454
646.846386,0.9351802383332595
646.965588,0.9985703229633356
647.08479,0.9251605397892361
647.203992,1.0
647.323194,0.9759138157527982
647.442396,0.9197034480293478
647.561598,0.9885095255990897
647.6808,0.9110458989051281
