nu,[0]Trichloroethene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
629.603992,0.7394046083097809
629.722094,0.7387689937000917
629.840197,0.7393306715458497
629.958299,0.7391384705584589
630.076402,0.7398187908507219
630.194504,0.7391458619801216
630.312606,0.73715285991631
630.430709,0.7370275545813795
630.548811,0.7368359523265607
630.666913,0.740558979674302
630.785016,0.7410479099301233
630.903118,0.7408923062080006
631.02122,0.7424275417023937
631.139323,0.7432966902789547
631.257425,0.7435345832806942
631.375528,0.7443082614902409
631.49363,0.7454777432637515
631.611732,0.7468954974158895
631.729835,0.7519540955854185
631.847937,0.7545754543568433
631.966039,0.7540097349373761
632.084142,0.7550811893135542
632.202244,0.7544094660162718
632.320346,0.7543642028062206
632.438449,0.7569636842084512
632.556551,0.7618847358697727
632.674653,0.7677815702689653
632.792756,0.7709359367395924
632.910858,0.7730898513167407
633.028961,0.7702809196150792
633.147063,0.7661019684653461
633.265165,0.7653592098521006
633.383268,0.7648695366699276
633.50137,0.7692032808507674
633.619472,0.7735229028765976
633.737575,0.7754823935313452
633.855677,0.7729738965358691
633.973779,0.7730434673171955
634.091882,0.7686957741810294
634.209984,0.7672443112323779
634.328087,0.7675666215235187
634.446189,0.7721395353637432
634.564291,0.7806721496924657
634.682394,0.7838559600007342
634.800496,0.7827045382418681
634.918598,0.7779290144759072
635.036701,0.7750714967600364
635.154803,0.7705428596550317
635.272905,0.7650148756886646
635.391008,0.759503764810053
635.50911,0.7552850887598554
635.627213,0.7501590712055498
635.745315,0.7470598325015175
635.863417,0.7419006052323676
635.98152,0.7386286409252245
636.099622,0.7336009962587339
636.217724,0.7310013298600637
636.335827,0.7281122886707707
636.453929,0.7269264323756763
636.572031,0.7232140807717712
636.690134,0.7226863271463178
636.808236,0.7197581688416769
636.926339,0.7211342206553153
637.044441,0.7188877881438942
637.162543,0.7186002905319924
637.280646,0.7182410801967937
637.398748,0.7182554451620469
637.51685,0.7191610174136623
637.634953,0.720420651052101
637.753055,0.720442263995825
637.871157,0.7222672906089157
637.98926,0.7224695537658067
638.107362,0.7249156324016818
638.225465,0.7278938877459462
638.343567,0.7292490302690126
638.461669,0.7333296140989137
638.579772,0.73440105729871
638.697874,0.7371454884245683
638.815976,0.7410108584609212
638.934079,0.7430811654913785
639.052181,0.7474484046344171
639.170283,0.7504366814166178
639.288386,0.7550962910883577
639.406488,0.7587294659295075
639.52459,0.7612374089971787
639.642693,0.7650301761391822
639.760795,0.7696418517016705
639.878898,0.7735925230707184
639.997,0.7779445732117836
640.115102,0.7816095185809454
640.233205,0.786572799043472
640.351307,0.7896464226299182
640.469409,0.7945097668527954
640.587512,0.7983964503094214
640.705614,0.8034984683734316
640.823716,0.8078490962258291
640.941819,0.8130033897571741
641.059921,0.8172338458876777
641.178024,0.8211331519801961
641.296126,0.8255379867699091
641.414228,0.8291286076438305
641.532331,0.8343185459226571
641.650433,0.8387018493286374
641.768535,0.8434201892722472
641.886638,0.8471563573576951
642.00474,0.8511558752717314
642.122842,0.8556190816105134
642.240945,0.8597531206142408
642.359047,0.8632594463478488
642.47715,0.8684632574091332
642.595252,0.8706806647082755
642.713354,0.8749837186979339
642.831457,0.8782710675698249
642.949559,0.8824969025845955
643.067661,0.8865125471380633
643.185764,0.8886427324510814
643.303866,0.8924721234909051
643.421968,0.895610204755188
643.540071,0.898633502540708
643.658173,0.901081112908686
643.776276,0.9032192077879228
643.894378,0.9071749126459311
644.01248,0.9102709286417764
644.130583,0.9123094839831912
644.248685,0.9141642674401859
644.366787,0.9167568500097375
644.48489,0.9184479907918518
644.602992,0.9223080505524653
644.721094,0.9235595485929214
644.839197,0.9254668186142555
644.957299,0.9286521919404872
645.075402,0.9300155244659702
645.193504,0.9316100063432085
645.311606,0.9331316351849669
645.429709,0.9343781978133554
645.547811,0.9370290443989994
645.665913,0.9384637961421292
645.784016,0.9400539610437697
645.902118,0.9419293567992366
646.02022,0.9432989749412836
646.138323,0.9457575806601864
646.256425,0.945157215232664
646.374527,0.9469973349526177
646.49263,0.9488742472057673
646.610732,0.949922382839095
646.728835,0.9515462366453672
646.846937,0.9522782571271488
646.965039,0.9532271987657362
647.083142,0.954239109547369
647.201244,0.9548385599158793
647.319346,0.9567099653242122
647.437449,0.9584345524963536
647.555551,0.9594241675080455
647.673653,0.9605934580974834
647.791756,0.9606972077933407
647.909858,0.9615189551529404
648.027961,0.9623702760821973
648.146063,0.9616054957531728
648.264165,0.9640771080178913
648.382268,0.9648419243741552
648.50037,0.9663579159374025
648.618472,0.9669756159798317
648.736575,0.9665676383592207
648.854677,0.9682489935891525
648.972779,0.9690490976553455
649.090882,0.9697111842658837
