nu,[0]HFC-152a-HITRAN(x-sec)-X=0.01-T=253.0K-P=0.0atm-L=15cm
843.98148,0.9999996216200716
844.041745,0.9999960326078701
844.10201,0.9999974994031265
844.162275,0.9999996786400517
844.22254,0.9999915172359789
844.282805,0.9999964956061405
844.34307,0.9999968584049348
844.403335,1.0
844.4636,0.999996687305487
844.523865,0.9999953450108345
844.58413,1.0
844.644395,0.9999988623006472
844.70466,1.0
844.764925,0.9999965510059478
844.82519,0.9999931443235003
844.885455,0.9999968998048057
844.94572,0.9999989981005019
845.005985,0.9999914879362278
845.06625,0.9999958845084687
845.126515,0.9999871790821887
845.18678,0.99999603770785
845.247045,0.9999982292015679
845.30731,0.9999986655008904
845.367575,1.0
845.42784,0.9999957041092273
845.488105,1.0
845.54837,0.9999999483650013
845.608635,0.9999995629200955
845.6689,1.0
845.729165,1.0
845.78943,0.9999968822048604
845.849695,0.9999925962274081
845.90996,0.9999967211053756
845.970225,0.9999990615404404
846.03049,0.9999999724580004
846.090755,0.9999978639022815
846.15102,0.9999982368015544
846.211285,0.9999985028011208
846.27155,1.0
846.331815,0.999998298201448
846.39208,1.0
846.452345,0.9999938184191061
846.51261,0.9999995392601061
846.572875,0.9999989087005955
846.63314,0.9999992122503103
846.693405,0.9999945037151047
846.75367,0.9999998259200151
846.813935,0.9999966423056371
846.8742,1.0
846.934465,0.9999990313504692
846.99473,0.9999979670020666
847.054995,1.0
847.11526,0.9999988174006993
847.175525,0.9999984387012189
847.23579,0.9999999057530045
847.296055,0.9999964769062061
847.35632,0.9999963653066055
847.416585,0.9999990396004612
847.47685,0.999996692105471
847.537115,0.9999944448154301
847.59738,0.9999968885048407
847.657645,0.9999963566066372
847.71791,0.9999999061830044
847.778175,0.9999913716372245
847.83844,0.9999990227704775
847.898705,0.9999957802089033
847.95897,0.9999977187026021
848.019235,1.0
848.0795,1.0
848.139765,0.9999991274603807
848.20003,0.9999971193041493
848.260295,0.9999954751102373
848.32056,0.9999978592022916
848.380825,0.9999971880039537
848.44109,0.99999660000578
848.501355,0.9999980912018217
848.56162,0.9999948684131666
848.621885,0.9999971579040388
848.68215,1.0
848.742415,0.9999969889045334
848.80268,0.9999990483304528
848.862945,0.9999951644116915
848.92321,0.9999959730081084
848.983475,0.9999926649269018
849.04374,0.9999955197100365
849.104005,0.9999908782416035
849.16427,0.9999935985204895
849.224535,0.9999965939058008
849.2848,0.999998462501182
849.345065,0.9999941949168496
849.40533,0.999999900213005
849.465595,0.9999971800039762
849.52586,0.999997848702314
849.586125,1.0
849.64639,0.9999983522013576
849.706655,0.9999959239083073
849.76692,0.9999982333015606
849.827185,0.9999988543006563
849.88745,0.9999940540176774
849.947715,0.9999976221028272
850.00798,0.9999952483112893
850.068245,0.9999980738018551
850.12851,0.9999954152105102
850.188775,0.9999982975014493
850.24904,1.0
850.309305,0.9999970927042262
850.36957,0.9999959312082776
850.429835,0.9999978718022646
850.4901,0.9999967189053828
850.550365,1.0
850.61063,0.9999935837205844
850.670895,0.9999919555323569
850.73116,0.9999945333149424
850.791425,0.9999897570524593
850.85169,0.9999963398066986
850.911955,0.9999978283023582
850.97222,0.9999965257060354
851.032485,0.9999937938192585
851.09275,0.9999949967125165
851.153015,0.9999963466066737
851.21328,0.9999968624049222
851.273545,0.9999979607020794
851.33381,0.9999978257023638
851.394075,0.9999998640300093
851.45434,0.9999948311133587
851.514605,0.999994620614469
851.57487,1.0
851.635135,0.9999910672398974
851.6954,0.9999837691317219
851.755665,0.9999965658058969
851.81593,0.9999958797084885
851.876195,0.9999986500009113
851.93646,0.9999973187035947
851.996725,0.9999960103079588
852.05699,1.0
852.117255,0.9999910749398286
852.17752,0.9999992419602873
852.237785,0.9999979207021618
852.29805,0.9999955150100576
852.358315,0.9999921001312041
852.41858,0.9999959606081583
852.478845,0.9999962872068925
852.53911,0.999995216911439
852.599375,0.9999969671045993
852.65964,0.9999974762031848
852.719905,0.9999995425901046
852.78017,0.99999831480142
852.840435,0.9999992481402826
852.9007,1.0
852.960965,0.9999929979245147
853.02123,0.9999960264078948
853.081495,0.9999980540018935
853.14176,0.9999937651194369
853.202025,0.9999930886238837
853.26229,0.9999955585098634
853.322555,0.9999940282178311
853.38282,0.999995007212464
853.443085,0.9999935873205613
853.50335,0.9999966375056532
853.563615,0.9999993843401895
853.62388,0.999988983060687
853.684145,0.9999990353604653
853.74441,0.999998210001602
853.804675,0.9999941253172561
853.86494,0.9999992159303074
853.925205,0.999994549314855
853.98547,0.9999939425183466
854.045735,0.9999905237448999
854.106,0.9999981282017518
854.166265,0.9999976933026604
854.22653,0.9999979364021292
854.286795,0.9999872500812809
854.34706,0.9999939897180619
854.407325,1.0
854.46759,0.9999970764042737
854.527855,0.999999535220108
854.58812,0.9999964188064124
854.648385,0.9999922623299359
854.70865,1.0
854.768915,0.9999966553055935
854.82918,0.9999969858045427
854.889445,0.9999975610029743
854.94971,0.9999949196129052
855.009975,0.9999962230071329
855.07024,0.9999985862009995
855.130505,0.9999964771062054
855.19077,1.0
855.251035,1.0
855.3113,0.9999916024352598
855.371565,0.9999981826016515
855.43183,0.9999941483171212
855.492095,0.999995757608999
855.55236,0.9999929944245391
855.612625,0.9999923125295488
855.67289,0.9999932134230289
855.733155,1.0
855.79342,0.9999936803199693
855.853685,0.9999956462094778
855.91395,0.9999992207003037
855.974215,0.9999962964068583
856.03448,0.9999988545006561
856.094745,0.9999971847039629
856.15501,0.999993898218616
856.215275,0.9999874560786757
856.27554,0.9999952503112798
856.335805,0.9999967643052349
856.39607,0.9999957880088705
856.456335,0.9999937348196263
856.5166,0.9999972131038835
856.576865,0.9999950140124301
856.63713,0.9999978546023014
856.697395,0.9999991989603209
856.75766,0.9999948402133118
856.817925,0.9999933622220302
856.87819,0.9999964342063574
856.938455,0.9999969311047091
856.99872,0.9999977812024615
857.058985,0.9999967258053601
857.11925,0.9999974647032138
857.179515,0.9999933435221544
857.23978,0.9999865610903029
857.300045,0.9999931073237546
857.36031,0.9999919214326318
857.420575,0.9999967308053438
857.48084,0.9999875830770907
857.541105,0.9999922403301064
857.60137,0.9999967365053252
857.661635,0.9999956444094856
857.7219,0.9999999829810001
857.782165,0.9999951606117099
857.84243,0.9999907134431203
857.902695,0.9999939226184673
857.96296,0.9999957118091943
858.023225,0.9999937341196307
858.08349,0.999996951404647
858.143755,0.9999924595284295
858.20402,0.9999986969008491
858.264285,0.9999905117450137
858.32455,0.9999996038500785
858.384815,0.9999972500037813
858.44508,0.9999980113019774
858.505345,0.9999898390516228
858.56561,0.9999948938130366
858.625875,0.9999931264236231
858.68614,0.9999985669010268
858.746405,0.9999870960832562
858.80667,0.9999927752260988
858.866935,0.9999964386063418
858.9272,0.9999931521234469
858.987465,0.999997030804408
859.04773,0.9999921399308905
859.107995,0.9999980791018449
859.16826,0.999995350910807
859.228525,0.9999974304033015
859.28879,0.9999964834061832
859.349055,1.0
859.40932,0.9999906984432597
859.469585,0.999994000018
859.52985,0.9999945866146525
859.590115,0.9999934038217548
859.65038,0.9999971434040801
859.710645,0.9999924904281969
859.77091,0.9999940528176846
859.831175,0.9999958510086071
859.89144,0.9999920263317899
859.951705,0.9999964277063806
860.01197,0.9999884070671986
860.072235,0.9999947038140249
860.1325,0.9999932366228718
860.192765,0.9999994240501658
860.25303,0.9999938462189346
860.313295,0.9999938143191314
860.37356,0.999995775308924
860.433825,0.9999962225071347
860.49409,0.9999917133343346
860.554355,0.999996850104961
860.61462,0.9999925817275155
860.674885,0.9999960745077048
860.73515,1.0
860.795415,0.9999980969018109
860.85568,0.9999977434025461
860.915945,0.9999980587018843
860.97621,0.9999973072036256
861.036475,0.9999932226229665
861.09674,0.9999965769058587
861.157005,0.9999985443010595
861.21727,0.9999955429099329
861.277535,0.9999893760564345
861.3378,0.9999931885231982
861.398065,0.9999956165096076
861.45833,0.9999935351208974
861.518595,0.9999985010011235
861.57886,0.9999953439108397
861.639125,0.9999967183053847
861.69939,0.99999788340224
861.759655,0.999994701914035
861.81992,0.9999953949106034
861.880185,0.9999982216015814
861.94045,0.9999944453154274
862.000715,0.9999976031028726
862.06098,0.9999969669045998
862.121245,0.999997501203122
862.18151,0.9999983985012824
862.241775,0.9999985540010454
862.30204,0.9999965318060142
862.362305,0.9999974995031262
862.42257,0.9999988130007045
862.482835,0.9999941440171464
862.5431,0.9999945871146497
862.603365,0.999995734309098
862.66363,0.9999993002002449
862.723895,0.9999993807301918
862.78416,0.999994188116889
862.844425,0.9999980275019453
862.90469,0.999996256207008
862.964955,0.9999944854152054
863.02522,0.9999925459277818
863.085485,0.999993572720655
863.14575,0.9999927510262739
863.206015,0.9999944390154624
863.26628,0.999999405020177
863.326545,0.9999936711200275
863.38681,0.9999993477802127
863.447075,0.9999945656147663
863.50734,0.9999966749055281
863.567605,0.9999913744372004
863.62787,0.999992815725807
863.688135,0.9999895000551248
863.7484,0.9999986961008501
863.808665,0.9999978195023773
863.86893,0.9999975825029221
863.929195,0.9999944547153752
863.98946,1.0
864.049725,0.9999933648220128
864.10999,0.9999950023124885
864.170255,0.9999947367138511
864.23052,0.999997315203604
864.290785,0.9999933519220986
864.35105,0.9999927178265151
864.411315,0.9999930595240852
864.47158,0.9999909711407604
864.531845,0.9999962754069364
864.59211,0.9999979410021197
864.652375,0.9999958623085603
864.71264,0.9999954806102125
864.772905,0.9999929060251623
864.83317,0.9999921896305011
864.893435,0.9999982194015853
864.9537,0.9999980202019598
865.013965,0.9999935692206775
865.07423,0.9999954163105051
865.134495,0.9999921922304807
865.19476,0.9999934295215857
865.255025,0.9999884600665856
865.31529,0.9999949231128874
865.375555,0.999992527527919
865.43582,0.9999946777141634
865.496085,0.9999928520255469
865.55635,0.9999977440025448
865.616615,0.9999939341183975
865.67688,0.9999901751482642
865.737145,0.99999680940509
865.79741,0.9999965889058178
865.857675,0.9999944818152252
865.91794,0.9999930421242061
865.978205,0.9999948425132998
866.03847,0.9999944754152605
866.098735,0.9999891110592849
866.159,0.9999945269149774
866.219265,0.9999924854282345
866.27953,0.9999922755298338
866.339795,0.9999932856225415
866.40006,0.9999992438802858
866.460325,0.9999907370429014
866.52059,0.9999911627390489
866.580855,0.9999943378160302
866.64112,0.9999936741200085
866.701385,0.9999971539040501
866.76165,0.9999899000510049
866.821915,0.9999894040561375
866.88218,0.9999868750861325
866.942445,0.9999908913414841
867.00271,0.9999916337349974
867.062975,0.9999926273271783
867.12324,0.9999854151063606
867.183505,0.9999905541446124
867.24377,0.9999883870674307
867.304035,0.9999880140718318
867.3643,0.9999853771069156
867.424565,0.9999846221182408
867.48483,0.999981276175293
867.545095,0.9999845221197836
867.60536,0.9999809031823466
867.665625,0.9999689584817979
867.72589,0.999971812397278
867.786155,0.9999656125912605
867.84642,0.9999762192827657
867.906685,0.9999726943728054
867.96695,0.9999698344549892
868.027215,0.999973452352395
868.08748,0.9999677755192198
868.147745,0.9999603467862095
868.20801,0.9999598628055187
868.268275,0.9999547250249426
868.32854,0.9999506342185303
868.388805,0.9999457814698777
868.44907,0.9999441775581305
868.509335,0.999944111561817
868.5696,0.9999351381036238
868.629865,0.9999434226005615
868.69013,0.9999578908866136
868.750395,0.9999888070626414
868.81066,0.9999808241838584
868.870925,0.9999901291487172
868.93119,0.9999915823354287
868.991455,0.9999874100792537
869.05172,0.9999940693175866
869.111985,0.9999992374302907
869.17225,1.0
869.232515,1.0
869.29278,0.9999984072012685
869.353045,0.9999957537090155
869.41331,0.9999977152026102
869.473575,0.9999950820120933
869.53384,0.9999996808800509
869.594105,0.9999977159026086
869.65437,0.9999947852135971
869.714635,1.0
869.7749,0.9999978395023339
869.835165,0.9999983418013748
869.89543,0.9999972738037161
869.955695,1.0
870.01596,0.9999959107083611
870.076225,0.9999937626194525
870.13649,0.9999904377457186
870.196755,0.9999932402228474
870.25702,0.9999991520003596
870.317285,0.999991292337912
870.37755,1.0
870.437815,0.9999965705058808
870.49808,0.999995266511203
870.558345,0.9999971191041498
870.61861,0.9999953275109161
870.678875,0.9999945247149894
870.73914,0.9999959187083285
870.799405,0.9999948701131579
870.85967,0.99999612960749
870.919935,0.999993647520177
870.9802,0.9999947012140387
871.040465,0.9999934550214185
871.10073,0.9999968421049862
871.160995,0.9999974225033218
871.22126,0.9999943849157646
871.281525,0.9999933009224389
871.34179,0.9999969159047558
871.402055,0.9999950619121925
871.46232,0.9999932575227306
871.522585,0.9999957575089994
871.58285,0.999994242416575
871.643115,0.9999933729219592
871.70338,0.9999961170075389
871.763645,0.9999908820415688
871.82391,0.9999900227497731
871.884175,0.9999931091237422
871.94444,0.99999233842935
872.004705,0.9999918604331265
872.06497,0.9999957022092355
872.125235,0.999988367067663
872.1855,0.9999969829045514
872.245765,0.9999914606364606
872.30603,0.9999937301196558
872.366295,0.9999937111197751
872.42656,0.9999908122422078
872.486825,0.9999938746187602
872.54709,0.999992361829171
872.607355,0.9999894430557249
872.66762,0.9999931899231886
872.727885,0.9999950229123857
872.78815,0.9999947608137246
872.848415,0.9999984764011607
872.90868,0.9999994538301491
872.968945,0.999996398906484
873.02921,0.9999976363027936
873.089475,0.9999956735093593
873.14974,0.9999976242028222
873.210005,0.9999921002312033
873.27027,0.999994203116802
873.330535,0.9999973552034975
873.3908,0.9999965019061183
873.451065,0.9999957154091789
873.51133,0.9999961668073467
873.571595,0.9999939896180624
873.63186,0.999997208203897
873.692125,0.9999906734434926
873.75239,0.9999917183342932
873.812655,0.9999984347012251
873.87292,0.9999950334123335
873.933185,0.9999935105210568
873.99345,0.9999936959198708
874.053715,0.9999959977080092
874.11398,0.9999901615483979
874.174245,0.9999924190287357
874.23451,0.9999948801131067
874.294775,0.9999979380021259
874.35504,0.9999943157161556
874.415305,0.9999940538176786
874.47557,0.9999934854212199
874.535835,0.9999944759152578
874.5961,0.9999931589234002
874.656365,0.9999931755232868
874.71663,0.9999943474159759
874.776895,0.9999955447099248
874.83716,0.9999907575427117
874.897425,0.9999962971068558
874.95769,0.9999922655299112
875.017955,0.9999964727062209
875.07822,0.9999922669299003
875.138485,0.9999897890521321
875.19875,0.9999879960720477
875.259015,0.9999925303278981
875.31928,0.999990836841982
875.379545,0.9999899710502903
875.43981,0.999993451121444
875.500075,0.9999960240079043
875.56034,0.9999954144105139
875.620605,0.9999979106021828
875.68087,1.0
875.741135,0.999994826413383
875.8014,0.9999949420127917
875.861665,0.9999939062185672
875.92193,0.9999930236243351
875.982195,0.9999897900521219
876.04246,0.9999905357447864
876.102725,0.9999887560632136
876.16299,0.9999956045096602
876.223255,0.9999992335702937
876.28352,0.9999954385104036
876.343785,0.9999989146005891
876.40405,0.9999970702042918
876.464315,0.9999985938009887
876.52458,0.999998999000501
876.584845,0.9999945562148175
876.64511,0.9999935377208806
876.705375,0.999996134507471
876.76564,0.999996390306515
876.825905,0.99999342582161
876.88617,0.9999954277104529
876.946435,0.9999909474409746
877.0067,0.9999949654126736
877.066965,0.999991924632606
877.12723,0.9999969039047929
877.187495,0.99999600750797
877.24776,0.9999953144109774
877.308025,0.9999972401038085
877.36829,0.9999973888034092
877.428555,0.9999979941020118
877.48882,0.999991044140104
877.549085,0.9999875290777626
877.60935,0.99999509491203
877.669615,0.999992660526934
877.72988,0.999988393067361
877.790145,0.9999862510945171
877.85041,0.9999935292209355
877.910675,0.9999934452214827
877.97094,0.9999910743398339
878.031205,1.0
878.09147,0.9999944932151624
878.151735,0.9999969919045243
878.212,0.9999947467137985
878.272265,0.9999932163230092
878.33253,0.9999920347317229
878.392795,0.9999885740652765
878.45306,0.9999931307235936
878.513325,0.9999963005068432
878.57359,0.9999969802045596
878.633855,0.9999957230091463
878.69412,0.9999940861174871
878.754385,0.9999950411122953
878.81465,0.999991382837128
878.874915,0.9999948119134582
878.93518,0.9999871710822913
878.995445,0.9999880520713771
879.05571,0.9999948772131215
879.115975,0.999992821725764
879.17624,0.9999972127038845
879.236505,0.9999982294015675
879.29677,0.9999927425263356
879.357035,0.9999949725126378
879.4173,0.999997925902151
879.477565,0.9999931711233169
879.53783,0.9999963238067572
879.598095,0.9999949298128534
879.65836,0.9999919656322757
879.718625,0.9999942749163884
879.77889,0.9999891520588393
879.839155,0.9999939970180179
879.89942,0.9999848551146849
879.959685,0.999994150917106
880.01995,0.999991767533887
880.080215,0.9999895030550933
880.14048,0.9999836221341187
880.200745,0.9999925384278376
880.26101,0.9999900886491178
880.321275,0.9999935779206216
880.38154,0.9999929398249231
880.441805,0.9999988598006501
880.50207,0.9999989600005408
880.562335,0.9999903132469169
880.6226,0.9999904828452884
880.682865,0.9999968040051072
880.74313,0.9999883160682577
880.803395,0.9999908182421526
880.86366,0.9999913388375081
880.923925,0.9999965697058835
880.98419,0.9999901859481581
881.044455,0.9999865460905046
881.10472,0.9999961767073088
881.164985,0.999990595144226
881.22525,0.9999914818362797
881.285515,0.9999876050768177
881.34578,0.9999922284301989
881.406045,0.9999912334384266
881.46631,0.9999876910757555
881.526575,0.9999932770225993
881.58684,0.9999969767045702
881.647105,0.999992053831571
881.70737,0.9999912665381369
881.767635,0.9999881040707571
881.8279,0.9999941856169036
881.888165,0.9999925560277065
881.94843,0.9999905292448479
882.008695,0.9999971665040144
882.06896,0.9999998278800148
882.129225,0.9999978447023227
882.18949,0.9999945168150327
882.249755,0.9999952930110779
882.31002,0.9999981491017129
882.370285,0.9999956669093879
882.43055,0.9999966564055899
882.490815,0.999989206058255
882.55108,0.9999895060550619
882.611345,0.9999930614240721
882.67161,0.9999973563034946
882.731875,0.9999997254300377
882.79214,0.9999937644194413
882.852405,0.9999929821246254
882.91267,0.9999961583073793
882.972935,0.9999914484365648
883.0332,0.9999909856406296
883.093465,0.9999883220681876
883.15373,0.9999885560654823
883.213995,0.9999951675116765
883.27426,0.999992701526634
883.334525,0.9999911617390577
883.39479,0.9999979967020066
883.455055,0.9999937023198304
883.51532,0.9999890110603789
883.575585,0.9999875480775259
883.63585,0.9999933760219386
883.696115,0.9999944508153967
883.75638,0.999989780052224
883.816645,0.9999930190243671
883.87691,0.999992726226454
883.937175,0.999992135930922
883.99744,0.9999955560098746
884.057705,0.9999935780206209
884.11797,0.9999901987480326
884.178235,0.9999859780983078
884.2385,0.9999915612356066
884.298765,0.9999916221350945
884.35903,0.9999924680283654
884.419295,0.9999941693169985
884.47956,1.0
884.539825,1.0
884.60009,0.9999928623254734
884.660355,0.9999958321086857
884.72062,0.9999958194087387
884.780885,0.9999876700760142
884.84115,0.9999930527241324
884.901415,0.9999960968076175
884.96168,0.9999907669426249
885.021945,0.9999977869024489
885.08221,0.9999983657013355
885.142475,0.9999908911414859
885.20274,0.999998810900707
885.263005,0.9999915975353009
885.32327,0.9999917795337883
885.383535,0.9999941349171997
885.4438,0.9999913111377484
885.504065,0.9999953829106588
885.56433,0.9999926161272609
885.624595,1.0
885.68486,0.9999973180035966
885.745125,0.9999972785037032
885.80539,0.9999921366309165
885.865655,0.9999958756085053
885.92592,0.9999938862186892
885.986185,0.9999901998480218
886.04645,0.9999983700013284
886.106715,0.9999922214302532
886.16698,0.9999969101047738
886.227245,1.0
886.28751,0.9999948971130198
886.347775,0.9999910778398027
886.40804,0.999989537054737
886.468305,0.9999882450690898
886.52857,0.9999931500234612
886.588835,0.9999868740861456
886.6491,0.9999957479090401
886.709365,0.9999970452043654
886.76963,0.9999948381133226
886.829895,0.9999957978088292
886.89016,0.9999939514182927
886.950425,0.9999929728246907
887.01069,0.9999919049327652
887.070955,0.9999908770416145
887.13122,0.9999914234367789
887.191485,0.9999901091489148
887.25175,0.9999942647164468
887.312015,0.9999933720219651
887.37228,0.9999950177124116
887.432545,0.9999921308309621
887.49281,0.999994001017994
887.553075,0.9999953594107676
887.61334,0.9999979429021159
887.673605,0.9999929724246935
887.73387,0.9999982938014556
887.794135,0.9999936573201149
887.8544,0.9999986622008948
887.914665,0.9999950846120805
887.97493,0.9999953425108461
888.035195,0.9999967361053265
888.09546,0.9999968127050795
888.155725,0.9999996245800705
888.21599,0.9999930107244251
888.276255,0.9999928380256471
888.33652,0.9999949853125736
888.396785,0.9999975652029641
888.45705,0.9999979568020874
888.517315,0.9999987830007405
888.57758,0.9999956324095379
888.637845,0.9999956460094787
888.69811,0.9999943176161448
888.758375,0.9999926372271053
888.81864,0.9999995175701164
888.878905,0.9999964851061772
888.93917,0.9999928989252127
888.999435,0.9999943420160065
889.0597,0.9999969343046993
889.119965,0.999995608209644
889.18023,0.9999999771330003
889.240495,0.9999963710065848
889.30076,0.9999977105026209
889.361025,0.9999998980400052
889.42129,0.9999958132087646
889.481555,0.9999961690073382
889.54182,0.9999957662089625
889.602085,0.9999969635046102
889.66235,0.9999975167030833
889.722615,0.9999953012110393
889.78288,0.9999939567182607
889.843145,0.9999991678903462
889.90341,0.9999959451082211
889.963675,0.9999932193229889
890.02394,0.9999990276004728
890.084205,0.9999956970092579
890.14447,0.9999999964028
890.204735,0.9999947165139577
890.265,0.9999962679069643
890.325265,0.9999963369067092
890.38553,0.9999995888200846
890.445795,0.9999924277286698
890.50606,0.9999926700268644
890.566325,0.9999937875192976
890.62659,0.9999919832321345
890.686855,0.9999947772136388
890.74712,0.9999957162091755
890.807385,0.9999978937022183
890.86765,0.9999965581059234
890.927915,0.9999987687007581
890.98818,0.9999993048402416
891.048445,0.999995535909964
891.10871,0.9999971418040846
891.168975,0.9999996547500596
891.22924,0.9999931128237167
891.289505,0.9999944493154052
891.34977,0.9999974217033238
891.410035,0.9999977456025412
891.4703,0.9999948458132829
891.530565,0.9999963544066451
891.59083,0.9999995856800858
891.651095,0.9999997284000369
891.71136,0.9999965743058677
891.771625,0.9999960704077209
891.83189,0.9999998771600076
891.892155,1.0
891.95242,0.9999965441059716
892.012685,1.0
892.07295,0.9999943231161136
892.133215,0.999998484101149
892.19348,0.999994242416575
892.253745,0.9999963743065728
892.31401,0.9999959458082183
892.374275,0.9999980774018482
892.43454,0.9999974200033283
892.494805,0.9999992270602988
892.55507,0.9999983181014144
892.615335,0.9999956235095768
892.6756,1.0
892.735865,0.9999991377503717
892.79613,0.9999954384104041
892.856395,0.9999977697024871
892.91666,0.9999967568052591
892.976925,0.9999958077087877
893.03719,1.0
893.097455,0.9999947635137104
893.15772,0.9999970709042898
