nu,[1](Z)-HFC-1225ye-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
898.851981,1.0
898.912246,1.0
898.972511,1.0
899.032776,1.0
899.093041,1.0
899.153306,1.0
899.213571,1.0
899.273836,1.0
899.334101,1.0
899.394366,1.0
899.454631,1.0
899.514896,1.0
899.575161,1.0
899.635426,1.0
899.695691,1.0
899.755955,1.0
899.81622,1.0
899.876485,1.0
899.93675,1.0
899.997015,1.0
900.05728,1.0
900.117545,1.0
900.17781,1.0
900.238075,1.0
900.29834,1.0
900.358605,1.0
900.41887,1.0
900.479135,1.0
900.5394,1.0
900.599665,1.0
900.65993,1.0
900.720195,1.0
900.78046,1.0
900.840725,1.0
900.90099,1.0
900.961255,1.0
901.02152,1.0
901.081785,1.0
901.14205,1.0
901.202315,1.0
901.26258,1.0
901.322845,1.0
901.38311,1.0
901.443375,1.0
901.50364,1.0
901.563905,1.0
901.62417,1.0
901.684435,1.0
901.7447,1.0
901.804965,1.0
901.86523,1.0
901.925495,1.0
901.98576,1.0
902.046025,1.0
902.106289,1.0
902.166554,1.0
902.226819,1.0
902.287084,1.0
902.347349,1.0
902.407614,1.0
902.467879,1.0
902.528144,1.0
902.588409,1.0
902.648674,1.0
902.708939,1.0
902.769204,1.0
902.829469,1.0
902.889734,1.0
902.949999,1.0
903.010264,1.0
903.070529,1.0
903.130794,1.0
903.191059,1.0
903.251324,1.0
903.311589,1.0
903.371854,1.0
903.432119,1.0
903.492384,1.0
903.552649,1.0
903.612914,1.0
903.673179,1.0
903.733444,1.0
903.793709,1.0
903.853974,1.0
903.914239,1.0
903.974504,1.0
904.034769,1.0
904.095034,1.0
904.155299,1.0
904.215564,1.0
904.275829,1.0
904.336094,1.0
904.396359,1.0
904.456624,1.0
904.516888,1.0
904.577153,1.0
904.637418,1.0
904.697683,1.0
904.757948,1.0
904.818213,1.0
904.878478,1.0
904.938743,1.0
904.999008,1.0
905.059273,1.0
905.119538,1.0
905.179803,1.0
905.240068,1.0
905.300333,1.0
905.360598,1.0
905.420863,1.0
905.481128,1.0
905.541393,1.0
905.601658,1.0
905.661923,1.0
905.722188,1.0
905.782453,1.0
905.842718,1.0
905.902983,1.0
905.963248,1.0
906.023513,1.0
906.083778,1.0
906.144043,1.0
906.204308,1.0
906.264573,1.0
906.324838,1.0
906.385103,1.0
906.445368,1.0
906.505633,1.0
906.565898,1.0
906.626163,1.0
906.686428,1.0
906.746693,1.0
906.806958,1.0
906.867223,1.0
906.927487,1.0
906.987752,1.0
907.048017,1.0
907.108282,1.0
907.168547,1.0
907.228812,1.0
907.289077,1.0
907.349342,1.0
907.409607,1.0
907.469872,1.0
907.530137,1.0
907.590402,1.0
907.650667,1.0
907.710932,1.0
907.771197,1.0
907.831462,1.0
907.891727,1.0
907.951992,1.0
908.012257,1.0
908.072522,1.0
908.132787,1.0
908.193052,1.0
908.253317,1.0
908.313582,1.0
908.373847,1.0
908.434112,1.0
908.494377,1.0
908.554642,1.0
908.614907,1.0
908.675172,1.0
908.735437,1.0
908.795702,1.0
908.855967,1.0
908.916232,1.0
908.976497,1.0
909.036762,1.0
909.097027,1.0
909.157292,1.0
909.217557,1.0
909.277821,1.0
909.338086,1.0
909.398351,1.0
909.458616,1.0
909.518881,1.0
909.579146,1.0
909.639411,1.0
909.699676,1.0
909.759941,1.0
909.820206,1.0
909.880471,1.0
909.940736,1.0
910.001001,1.0
910.061266,1.0
910.121531,1.0
910.181796,1.0
910.242061,1.0
910.302326,1.0
910.362591,1.0
910.422856,1.0
910.483121,1.0
910.543386,1.0
910.603651,1.0
910.663916,1.0
910.724181,1.0
910.784446,1.0
910.844711,1.0
910.904976,1.0
910.965241,1.0
911.025506,1.0
911.085771,1.0
911.146036,1.0
911.206301,1.0
911.266566,1.0
911.326831,1.0
911.387096,1.0
911.447361,1.0
911.507626,1.0
911.567891,1.0
911.628156,1.0
911.68842,1.0
911.748685,1.0
911.80895,1.0
911.869215,1.0
911.92948,1.0
911.989745,1.0
912.05001,1.0
912.110275,1.0
912.17054,1.0
912.230805,1.0
912.29107,1.0
912.351335,1.0
912.4116,1.0
912.471865,1.0
912.53213,1.0
912.592395,1.0
912.65266,1.0
912.712925,1.0
912.77319,1.0
912.833455,1.0
912.89372,1.0
912.953985,1.0
913.01425,1.0
913.074515,1.0
913.13478,1.0
913.195045,1.0
913.25531,1.0
913.315575,1.0
913.37584,1.0
913.436105,1.0
913.49637,1.0
913.556635,1.0
913.6169,1.0
913.677165,1.0
913.73743,1.0
913.797695,1.0
913.85796,1.0
913.918225,1.0
913.97849,1.0
914.038755,1.0
914.099019,1.0
914.159284,1.0
914.219549,1.0
914.279814,1.0
914.340079,1.0
914.400344,1.0
914.460609,1.0
914.520874,1.0
914.581139,1.0
914.641404,1.0
914.701669,1.0
914.761934,1.0
914.822199,1.0
914.882464,1.0
914.942729,1.0
915.002994,1.0
915.063259,1.0
915.123524,1.0
915.183789,1.0
915.244054,1.0
915.304319,1.0
915.364584,1.0
915.424849,1.0
915.485114,1.0
915.545379,1.0
915.605644,1.0
915.665909,1.0
915.726174,1.0
915.786439,1.0
915.846704,1.0
915.906969,1.0
915.967234,1.0
916.027499,1.0
916.087764,1.0
916.148029,1.0
916.208294,1.0
916.268559,1.0
916.328824,1.0
916.389089,1.0
916.449353,1.0
916.509618,1.0
916.569883,1.0
916.630148,1.0
916.690413,1.0
916.750678,1.0
916.810943,1.0
916.871208,1.0
916.931473,1.0
916.991738,1.0
917.052003,1.0
917.112268,1.0
917.172533,1.0
917.232798,1.0
917.293063,1.0
917.353328,1.0
917.413593,1.0
917.473858,1.0
917.534123,1.0
917.594388,1.0
917.654653,1.0
917.714918,1.0
917.775183,1.0
917.835448,1.0
917.895713,1.0
917.955978,1.0
918.016243,1.0
918.076508,1.0
918.136773,1.0
918.197038,1.0
918.257303,1.0
918.317568,1.0
918.377833,1.0
918.438098,1.0
918.498363,1.0
918.558628,1.0
918.618893,1.0
918.679158,1.0
918.739423,1.0
918.799688,1.0
918.859952,1.0
918.920217,1.0
918.980482,1.0
919.040747,1.0
919.101012,1.0
919.161277,1.0
919.221542,1.0
919.281807,1.0
919.342072,1.0
919.402337,1.0
919.462602,1.0
919.522867,1.0
919.583132,1.0
919.643397,1.0
919.703662,1.0
919.763927,1.0
919.824192,1.0
919.884457,1.0
919.944722,1.0
920.004987,1.0
920.065252,1.0
920.125517,1.0
920.185782,1.0
920.246047,1.0
920.306312,1.0
920.366577,1.0
920.426842,1.0
920.487107,1.0
920.547372,1.0
920.607637,1.0
920.667902,1.0
920.728167,1.0
920.788432,1.0
920.848697,1.0
920.908962,1.0
920.969227,1.0
921.029492,1.0
921.089757,1.0
921.150022,1.0
921.210287,1.0
921.270551,1.0
921.330816,1.0
921.391081,1.0
921.451346,1.0
921.511611,1.0
921.571876,1.0
921.632141,1.0
921.692406,1.0
921.752671,1.0
921.812936,1.0
921.873201,1.0
921.933466,1.0
921.993731,1.0
922.053996,1.0
922.114261,1.0
922.174526,1.0
922.234791,1.0
922.295056,1.0
922.355321,1.0
922.415586,1.0
922.475851,1.0
922.536116,1.0
922.596381,1.0
922.656646,1.0
922.716911,1.0
922.777176,1.0
922.837441,1.0
922.897706,1.0
922.957971,1.0
923.018236,1.0
923.078501,1.0
923.138766,1.0
923.199031,1.0
923.259296,1.0
923.319561,1.0
923.379826,1.0
923.440091,1.0
923.500356,1.0
923.560621,1.0
923.620885,1.0
923.68115,1.0
923.741415,1.0
923.80168,1.0
923.861945,1.0
923.92221,1.0
923.982475,1.0
924.04274,1.0
924.103005,1.0
924.16327,1.0
924.223535,1.0
924.2838,1.0
924.344065,1.0
924.40433,1.0
924.464595,1.0
924.52486,1.0
924.585125,1.0
924.64539,1.0
924.705655,1.0
924.76592,1.0
924.826185,1.0
924.88645,1.0
924.946715,1.0
925.00698,1.0
925.067245,1.0
925.12751,1.0
925.187775,1.0
925.24804,1.0
925.308305,1.0
925.36857,1.0
925.428835,1.0
925.4891,1.0
925.549365,1.0
925.60963,1.0
925.669895,1.0
925.73016,1.0
925.790425,1.0
925.85069,1.0
925.910955,1.0
925.97122,1.0
926.031484,1.0
926.091749,1.0
926.152014,1.0
926.212279,1.0
926.272544,1.0
926.332809,1.0
926.393074,1.0
926.453339,1.0
926.513604,1.0
926.573869,1.0
926.634134,1.0
926.694399,1.0
926.754664,1.0
926.814929,1.0
926.875194,1.0
926.935459,1.0
926.995724,1.0
927.055989,1.0
927.116254,1.0
927.176519,1.0
927.236784,1.0
927.297049,1.0
927.357314,1.0
927.417579,1.0
927.477844,1.0
927.538109,1.0
927.598374,1.0
927.658639,1.0
927.718904,1.0
927.779169,1.0
927.839434,1.0
927.899699,1.0
927.959964,1.0
928.020229,1.0
928.080494,1.0
928.140759,1.0
928.201024,1.0
928.261289,1.0
928.321554,1.0
928.381818,1.0
928.442083,1.0
928.502348,1.0
928.562613,1.0
928.622878,1.0
928.683143,1.0
928.743408,1.0
928.803673,1.0
928.863938,1.0
928.924203,1.0
928.984468,1.0
929.044733,1.0
929.104998,1.0
929.165263,1.0
929.225528,1.0
929.285793,1.0
929.346058,1.0
929.406323,1.0
929.466588,1.0
929.526853,1.0
929.587118,1.0
929.647383,1.0
929.707648,1.0
929.767913,1.0
929.828178,1.0
929.888443,1.0
929.948708,1.0
930.008973,1.0
930.069238,1.0
930.129503,1.0
930.189768,1.0
930.250033,1.0
930.310298,1.0
930.370563,1.0
930.430828,1.0
930.491093,1.0
930.551358,1.0
930.611623,1.0
930.671888,1.0
930.732153,1.0
930.792417,1.0
930.852682,1.0
930.912947,1.0
930.973212,1.0
931.033477,1.0
931.093742,1.0
931.154007,1.0
931.214272,1.0
931.274537,1.0
931.334802,1.0
931.395067,1.0
931.455332,1.0
931.515597,1.0
931.575862,1.0
931.636127,1.0
931.696392,1.0
931.756657,1.0
931.816922,1.0
931.877187,1.0
931.937452,1.0
931.997717,1.0
932.057982,1.0
932.118247,1.0
932.178512,1.0
932.238777,1.0
932.299042,1.0
932.359307,1.0
932.419572,1.0
932.479837,1.0
932.540102,1.0
932.600367,1.0
932.660632,1.0
932.720897,1.0
932.781162,1.0
932.841427,1.0
932.901692,1.0
932.961957,1.0
933.022222,1.0
933.082487,1.0
933.142752,1.0
933.203016,1.0
933.263281,1.0
933.323546,1.0
933.383811,1.0
933.444076,1.0
933.504341,1.0
933.564606,1.0
933.624871,1.0
933.685136,1.0
933.745401,1.0
933.805666,1.0
933.865931,1.0
933.926196,1.0
933.986461,1.0
934.046726,1.0
934.106991,1.0
934.167256,1.0
934.227521,1.0
934.287786,1.0
934.348051,1.0
934.408316,1.0
934.468581,1.0
934.528846,1.0
934.589111,1.0
934.649376,1.0
934.709641,1.0
934.769906,1.0
934.830171,1.0
934.890436,1.0
934.950701,1.0
935.010966,1.0
935.071231,1.0
935.131496,1.0
935.191761,1.0
935.252026,1.0
935.312291,1.0
935.372556,1.0
935.432821,1.0
935.493086,1.0
935.55335,1.0
935.613615,1.0
935.67388,1.0
935.734145,1.0
935.79441,1.0
935.854675,1.0
935.91494,1.0
935.975205,1.0
936.03547,1.0
936.095735,1.0
936.156,1.0
936.216265,1.0
936.27653,1.0
936.336795,1.0
936.39706,1.0
936.457325,1.0
936.51759,1.0
936.577855,1.0
936.63812,1.0
936.698385,1.0
936.75865,1.0
936.818915,1.0
936.87918,1.0
936.939445,1.0
936.99971,1.0
937.059975,1.0
937.12024,1.0
937.180505,1.0
937.24077,1.0
937.301035,1.0
937.3613,1.0
937.421565,1.0
937.48183,1.0
937.542095,1.0
937.60236,1.0
937.662625,1.0
937.72289,1.0
937.783155,1.0
937.84342,1.0
937.903685,1.0
937.963949,1.0
938.024214,1.0
938.084479,1.0
938.144744,1.0
938.205009,1.0
938.265274,1.0
938.325539,1.0
938.385804,1.0
938.446069,1.0
938.506334,1.0
938.566599,1.0
938.626864,1.0
938.687129,1.0
938.747394,1.0
938.807659,1.0
938.867924,1.0
938.928189,1.0
938.988454,1.0
939.048719,1.0
939.108984,1.0
939.169249,1.0
939.229514,1.0
939.289779,1.0
939.350044,1.0
939.410309,1.0
939.470574,1.0
939.530839,1.0
939.591104,1.0
939.651369,1.0
939.711634,1.0
939.771899,1.0
939.832164,1.0
939.892429,1.0
939.952694,1.0
940.012959,1.0
940.073224,1.0
940.133489,1.0
940.193754,1.0
940.254019,1.0
940.314284,1.0
940.374548,1.0
940.434813,1.0
940.495078,1.0
940.555343,1.0
940.615608,1.0
940.675873,1.0
940.736138,1.0
940.796403,1.0
940.856668,1.0
940.916933,1.0
940.977198,1.0
941.037463,1.0
941.097728,1.0
941.157993,1.0
941.218258,1.0
941.278523,1.0
941.338788,1.0
941.399053,1.0
941.459318,1.0
941.519583,1.0
941.579848,1.0
941.640113,1.0
941.700378,1.0
941.760643,1.0
941.820908,1.0
941.881173,1.0
941.941438,1.0
942.001703,1.0
942.061968,1.0
942.122233,1.0
942.182498,1.0
942.242763,1.0
942.303028,1.0
942.363293,1.0
942.423558,1.0
942.483823,1.0
942.544088,1.0
942.604353,1.0
942.664618,1.0
942.724882,1.0
942.785147,1.0
942.845412,1.0
942.905677,1.0
942.965942,1.0
943.026207,1.0
943.086472,1.0
943.146737,1.0
943.207002,1.0
943.267267,1.0
943.327532,1.0
943.387797,1.0
943.448062,1.0
943.508327,1.0
943.568592,1.0
943.628857,1.0
943.689122,1.0
943.749387,1.0
943.809652,1.0
943.869917,1.0
943.930182,1.0
943.990447,1.0
944.050712,1.0
944.110977,1.0
944.171242,1.0
944.231507,1.0
944.291772,1.0
944.352037,1.0
944.412302,1.0
944.472567,1.0
944.532832,1.0
944.593097,1.0
944.653362,1.0
944.713627,1.0
944.773892,1.0
944.834157,1.0
944.894422,1.0
944.954687,1.0
945.014952,1.0
945.075217,1.0
945.135481,1.0
945.195746,1.0
945.256011,1.0
945.316276,1.0
945.376541,1.0
945.436806,1.0
945.497071,1.0
945.557336,1.0
945.617601,1.0
945.677866,1.0
945.738131,1.0
945.798396,1.0
945.858661,1.0
945.918926,1.0
945.979191,1.0
946.039456,1.0
946.099721,1.0
946.159986,1.0
946.220251,1.0
946.280516,1.0
946.340781,1.0
946.401046,1.0
946.461311,1.0
946.521576,1.0
946.581841,1.0
946.642106,1.0
946.702371,1.0
946.762636,1.0
946.822901,1.0
946.883166,1.0
946.943431,1.0
947.003696,1.0
947.063961,1.0
947.124226,1.0
947.184491,1.0
947.244756,1.0
947.305021,1.0
947.365286,1.0
947.425551,1.0
947.485816,1.0
947.54608,1.0
947.606345,1.0
947.66661,1.0
947.726875,1.0
947.78714,1.0
947.847405,1.0
947.90767,1.0
947.967935,1.0
948.0282,1.0
948.088465,1.0
948.14873,1.0
948.208995,1.0
948.26926,1.0
948.329525,1.0
948.38979,1.0
948.450055,1.0
948.51032,1.0
948.570585,1.0
948.63085,1.0
948.691115,1.0
948.75138,1.0
948.811645,1.0
948.87191,1.0
948.932175,1.0
948.99244,1.0
949.052705,1.0
949.11297,1.0
949.173235,1.0
949.2335,1.0
949.293765,1.0
949.35403,1.0
949.414295,1.0
949.47456,1.0
949.534825,1.0
949.59509,1.0
949.655355,1.0
949.71562,1.0
949.775885,1.0
949.83615,1.0
949.896414,1.0
949.956679,1.0
950.016944,1.0
950.077209,1.0
950.137474,1.0
950.197739,1.0
950.258004,1.0
950.318269,1.0
950.378534,1.0
950.438799,1.0
950.499064,1.0
950.559329,1.0
950.619594,1.0
950.679859,1.0
950.740124,1.0
950.800389,1.0
950.860654,1.0
950.920919,1.0
950.981184,1.0
951.041449,1.0
951.101714,1.0
951.161979,1.0
951.222244,1.0
951.282509,1.0
951.342774,1.0
951.403039,1.0
951.463304,1.0
951.523569,1.0
951.583834,1.0
951.644099,1.0
951.704364,1.0
951.764629,1.0
951.824894,1.0
951.885159,1.0
951.945424,1.0
952.005689,1.0
952.065954,1.0
952.126219,1.0
952.186484,1.0
952.246749,1.0
952.307013,1.0
952.367278,1.0
952.427543,1.0
952.487808,1.0
952.548073,1.0
952.608338,1.0
952.668603,1.0
952.728868,1.0
952.789133,1.0
952.849398,1.0
952.909663,1.0
952.969928,1.0
953.030193,1.0
953.090458,1.0
953.150723,1.0
953.210988,1.0
953.271253,1.0
953.331518,1.0
953.391783,1.0
953.452048,1.0
953.512313,1.0
953.572578,1.0
953.632843,1.0
953.693108,1.0
953.753373,1.0
953.813638,1.0
953.873903,1.0
953.934168,1.0
953.994433,1.0
954.054698,1.0
954.114963,1.0
954.175228,1.0
954.235493,1.0
954.295758,1.0
954.356023,1.0
954.416288,1.0
954.476553,1.0
954.536818,1.0
954.597083,1.0
954.657348,1.0
954.717612,1.0
954.777877,1.0
954.838142,1.0
954.898407,1.0
954.958672,1.0
955.018937,1.0
955.079202,1.0
955.139467,1.0
955.199732,1.0
955.259997,1.0
955.320262,1.0
955.380527,1.0
955.440792,1.0
955.501057,1.0
955.561322,1.0
955.621587,1.0
955.681852,1.0
955.742117,1.0
955.802382,1.0
955.862647,1.0
955.922912,1.0
955.983177,1.0
956.043442,1.0
956.103707,1.0
956.163972,1.0
956.224237,1.0
956.284502,1.0
956.344767,1.0
956.405032,1.0
956.465297,1.0
956.525562,1.0
956.585827,1.0
956.646092,1.0
956.706357,1.0
956.766622,1.0
956.826887,1.0
956.887152,1.0
956.947417,1.0
957.007682,1.0
957.067946,1.0
957.128211,1.0
957.188476,1.0
957.248741,1.0
957.309006,1.0
957.369271,1.0
957.429536,1.0
957.489801,1.0
957.550066,1.0
957.610331,1.0
957.670596,1.0
957.730861,1.0
957.791126,1.0
957.851391,1.0
957.911656,1.0
957.971921,1.0
958.032186,1.0
958.092451,1.0
958.152716,1.0
958.212981,1.0
958.273246,1.0
958.333511,1.0
958.393776,1.0
958.454041,1.0
958.514306,1.0
958.574571,1.0
958.634836,1.0
958.695101,1.0
958.755366,1.0
958.815631,1.0
958.875896,1.0
958.936161,1.0
958.996426,1.0
959.056691,1.0
959.116956,1.0
959.177221,1.0
959.237486,1.0
959.297751,1.0
959.358016,1.0
959.418281,1.0
959.478545,1.0
959.53881,1.0
959.599075,1.0
959.65934,1.0
959.719605,1.0
959.77987,1.0
959.840135,1.0
959.9004,1.0
959.960665,1.0
960.02093,1.0
960.081195,1.0
960.14146,1.0
960.201725,1.0
960.26199,1.0
960.322255,1.0
960.38252,1.0
960.442785,1.0
960.50305,1.0
960.563315,1.0
960.62358,1.0
960.683845,1.0
960.74411,1.0
960.804375,1.0
960.86464,1.0
960.924905,1.0
960.98517,1.0
961.045435,1.0
961.1057,1.0
961.165965,1.0
961.22623,1.0
961.286495,1.0
961.34676,1.0
961.407025,1.0
961.46729,1.0
961.527555,1.0
961.58782,1.0
961.648085,1.0
961.70835,1.0
961.768615,1.0
961.82888,1.0
961.889144,1.0
961.949409,1.0
962.009674,1.0
962.069939,1.0
962.130204,1.0
962.190469,1.0
962.250734,1.0
962.310999,1.0
962.371264,1.0
962.431529,1.0
962.491794,1.0
962.552059,1.0
962.612324,1.0
962.672589,1.0
962.732854,1.0
962.793119,1.0
962.853384,1.0
962.913649,1.0
962.973914,1.0
963.034179,1.0
963.094444,1.0
963.154709,1.0
963.214974,1.0
963.275239,1.0
963.335504,1.0
963.395769,1.0
963.456034,1.0
963.516299,1.0
963.576564,1.0
963.636829,1.0
963.697094,1.0
963.757359,1.0
963.817624,1.0
963.877889,1.0
963.938154,1.0
963.998419,1.0
964.058684,1.0
964.118949,1.0
964.179214,1.0
964.239478,1.0
964.299743,1.0
964.360008,1.0
964.420273,1.0
964.480538,1.0
964.540803,1.0
964.601068,1.0
964.661333,1.0
964.721598,1.0
964.781863,1.0
964.842128,1.0
964.902393,1.0
964.962658,1.0
965.022923,1.0
965.083188,1.0
965.143453,1.0
965.203718,1.0
965.263983,1.0
965.324248,1.0
965.384513,1.0
965.444778,1.0
965.505043,1.0
965.565308,1.0
965.625573,1.0
965.685838,1.0
965.746103,1.0
965.806368,1.0
965.866633,1.0
965.926898,1.0
965.987163,1.0
966.047428,1.0
966.107693,1.0
966.167958,1.0
966.228223,1.0
966.288488,1.0
966.348753,1.0
966.409018,1.0
966.469283,1.0
966.529548,1.0
966.589813,1.0
966.650077,1.0
966.710342,1.0
966.770607,1.0
966.830872,1.0
966.891137,1.0
966.951402,1.0
967.011667,1.0
967.071932,1.0
967.132197,1.0
967.192462,1.0
967.252727,1.0
967.312992,1.0
967.373257,1.0
967.433522,1.0
967.493787,1.0
967.554052,1.0
967.614317,1.0
967.674582,1.0
967.734847,1.0
967.795112,1.0
967.855377,1.0
967.915642,1.0
967.975907,1.0
968.036172,1.0
968.096437,1.0
968.156702,1.0
968.216967,1.0
968.277232,1.0
968.337497,1.0
968.397762,1.0
968.458027,1.0
968.518292,1.0
968.578557,1.0
968.638822,1.0
968.699087,1.0
968.759352,1.0
968.819617,1.0
968.879882,1.0
968.940147,1.0
969.000411,1.0
969.060676,1.0
969.120941,1.0
969.181206,1.0
969.241471,1.0
969.301736,1.0
969.362001,1.0
969.422266,1.0
969.482531,1.0
969.542796,1.0
969.603061,1.0
969.663326,1.0
969.723591,1.0
969.783856,1.0
969.844121,1.0
969.904386,1.0
969.964651,1.0
970.024916,1.0
970.085181,1.0
970.145446,1.0
970.205711,1.0
970.265976,1.0
970.326241,1.0
970.386506,1.0
970.446771,1.0
970.507036,1.0
970.567301,1.0
970.627566,1.0
970.687831,1.0
970.748096,1.0
970.808361,1.0
970.868626,1.0
970.928891,1.0
970.989156,1.0
971.049421,1.0
971.109686,1.0
971.169951,1.0
971.230216,1.0
971.290481,1.0
971.350746,1.0
971.41101,1.0
971.471275,1.0
971.53154,1.0
971.591805,1.0
971.65207,1.0
971.712335,1.0
971.7726,1.0
971.832865,1.0
971.89313,1.0
971.953395,1.0
972.01366,1.0
972.073925,1.0
972.13419,1.0
972.194455,1.0
972.25472,1.0
972.314985,1.0
972.37525,1.0
972.435515,1.0
972.49578,1.0
972.556045,1.0
972.61631,1.0
972.676575,1.0
972.73684,1.0
972.797105,1.0
972.85737,1.0
972.917635,1.0
972.9779,1.0
973.038165,1.0
973.09843,1.0
973.158695,1.0
973.21896,1.0
973.279225,1.0
973.33949,1.0
973.399755,1.0
973.46002,1.0
973.520285,1.0
973.58055,1.0
973.640815,1.0
973.70108,1.0
973.761345,1.0
973.821609,1.0
973.881874,1.0
973.942139,1.0
974.002404,1.0
974.062669,1.0
974.122934,1.0
974.183199,1.0
974.243464,1.0
974.303729,1.0
974.363994,1.0
974.424259,1.0
974.484524,1.0
974.544789,1.0
974.605054,1.0
974.665319,1.0
974.725584,1.0
974.785849,1.0
974.846114,1.0
974.906379,1.0
974.966644,1.0
975.026909,1.0
975.087174,1.0
975.147439,1.0
975.207704,1.0
975.267969,1.0
975.328234,1.0
975.388499,1.0
975.448764,1.0
975.509029,1.0
975.569294,1.0
975.629559,1.0
975.689824,1.0
975.750089,1.0
975.810354,1.0
975.870619,1.0
975.930884,1.0
975.991149,1.0
976.051414,1.0
976.111679,1.0
976.171943,1.0
976.232208,1.0
976.292473,1.0
976.352738,1.0
976.413003,1.0
976.473268,1.0
976.533533,1.0
976.593798,1.0
976.654063,1.0
976.714328,1.0
976.774593,1.0
976.834858,1.0
976.895123,1.0
976.955388,1.0
977.015653,1.0
977.075918,1.0
977.136183,1.0
977.196448,1.0
977.256713,1.0
977.316978,1.0
977.377243,1.0
977.437508,1.0
977.497773,1.0
977.558038,1.0
977.618303,1.0
977.678568,1.0
977.738833,1.0
977.799098,1.0
977.859363,1.0
977.919628,1.0
977.979893,1.0
978.040158,1.0
978.100423,1.0
978.160688,1.0
978.220953,1.0
978.281218,1.0
978.341483,1.0
978.401748,1.0
978.462013,1.0
978.522278,1.0
978.582542,1.0
978.642807,1.0
978.703072,1.0
978.763337,1.0
978.823602,1.0
978.883867,1.0
978.944132,1.0
979.004397,1.0
979.064662,1.0
979.124927,1.0
979.185192,1.0
979.245457,1.0
979.305722,1.0
979.365987,1.0
979.426252,1.0
979.486517,1.0
979.546782,1.0
979.607047,1.0
979.667312,1.0
979.727577,1.0
979.787842,1.0
979.848107,1.0
979.908372,1.0
979.968637,1.0
980.028902,1.0
980.089167,1.0
980.149432,1.0
980.209697,1.0
980.269962,1.0
980.330227,1.0
980.390492,1.0
980.450757,1.0
980.511022,1.0
980.571287,1.0
980.631552,1.0
980.691817,1.0
980.752082,1.0
980.812347,1.0
980.872612,1.0
980.932877,1.0
980.993141,1.0
981.053406,1.0
981.113671,1.0
981.173936,1.0
981.234201,1.0
981.294466,1.0
981.354731,1.0
981.414996,1.0
981.475261,1.0
981.535526,1.0
981.595791,1.0
981.656056,1.0
981.716321,1.0
981.776586,1.0
981.836851,1.0
981.897116,1.0
981.957381,1.0
982.017646,1.0
982.077911,1.0
982.138176,1.0
982.198441,1.0
982.258706,1.0
982.318971,1.0
982.379236,1.0
982.439501,1.0
982.499766,1.0
982.560031,1.0
982.620296,1.0
982.680561,1.0
982.740826,1.0
982.801091,1.0
982.861356,1.0
982.921621,1.0
982.981886,1.0
983.042151,1.0
983.102416,1.0
983.162681,1.0
983.222946,1.0
983.283211,1.0
983.343475,1.0
983.40374,1.0
983.464005,1.0
983.52427,1.0
983.584535,1.0
983.6448,1.0
983.705065,1.0
983.76533,1.0
983.825595,1.0
983.88586,1.0
983.946125,1.0
984.00639,1.0
984.066655,1.0
984.12692,1.0
984.187185,1.0
984.24745,1.0
984.307715,1.0
984.36798,1.0
984.428245,1.0
984.48851,1.0
984.548775,1.0
984.60904,1.0
984.669305,1.0
984.72957,1.0
984.789835,1.0
984.8501,1.0
984.910365,1.0
984.97063,1.0
985.030895,1.0
985.09116,1.0
985.151425,1.0
985.21169,1.0
985.271955,1.0
985.33222,1.0
985.392485,1.0
985.45275,1.0
985.513015,1.0
985.57328,1.0
985.633545,1.0
985.69381,1.0
985.754074,1.0
985.814339,1.0
985.874604,1.0
985.934869,1.0
985.995134,1.0
986.055399,1.0
986.115664,1.0
986.175929,1.0
986.236194,1.0
986.296459,1.0
986.356724,1.0
986.416989,1.0
986.477254,1.0
986.537519,1.0
986.597784,1.0
986.658049,1.0
986.718314,1.0
986.778579,1.0
986.838844,1.0
986.899109,1.0
986.959374,1.0
987.019639,1.0
987.079904,1.0
987.140169,1.0
987.200434,1.0
987.260699,1.0
987.320964,1.0
987.381229,1.0
987.441494,1.0
987.501759,1.0
987.562024,1.0
987.622289,1.0
987.682554,1.0
987.742819,1.0
987.803084,1.0
987.863349,1.0
987.923614,1.0
987.983879,1.0
988.044144,1.0
988.104409,1.0
988.164673,1.0
988.224938,1.0
988.285203,1.0
988.345468,1.0
988.405733,1.0
988.465998,1.0
988.526263,1.0
988.586528,1.0
988.646793,1.0
988.707058,1.0
988.767323,1.0
988.827588,1.0
988.887853,1.0
988.948118,1.0
989.008383,1.0
989.068648,1.0
989.128913,1.0
989.189178,1.0
989.249443,1.0
989.309708,1.0
989.369973,1.0
989.430238,1.0
989.490503,1.0
989.550768,1.0
989.611033,1.0
989.671298,1.0
989.731563,1.0
989.791828,1.0
989.852093,1.0
989.912358,1.0
989.972623,1.0
990.032888,1.0
990.093153,1.0
990.153418,1.0
990.213683,1.0
990.273948,1.0
990.334213,1.0
990.394478,1.0
990.454743,1.0
990.515007,1.0
990.575272,1.0
990.635537,1.0
990.695802,1.0
990.756067,1.0
990.816332,1.0
990.876597,1.0
990.936862,1.0
990.997127,1.0
991.057392,1.0
991.117657,1.0
991.177922,1.0
991.238187,1.0
991.298452,1.0
991.358717,1.0
991.418982,1.0
991.479247,1.0
991.539512,1.0
991.599777,1.0
991.660042,1.0
991.720307,1.0
991.780572,1.0
991.840837,1.0
991.901102,1.0
991.961367,1.0
992.021632,1.0
992.081897,1.0
992.142162,1.0
