nu,[1](Z)-HFC-1225ye-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1178.481464,3.7154899657443397e-06
1178.541729,3.6273797583051058e-06
1178.601994,4.334085184957508e-06
1178.662259,5.091184720328471e-06
1178.722524,4.970450888194509e-06
1178.782789,4.990372508425594e-06
1178.843054,6.046687237131467e-06
1178.903319,7.004204124333284e-06
1178.963584,6.537210581954028e-06
1179.023849,6.230836278900981e-06
1179.084114,7.2247350205119815e-06
1179.144379,7.920945325344656e-06
1179.204644,6.955345898756729e-06
1179.264908,6.255809537235593e-06
1179.325173,7.025248287167416e-06
1179.385438,7.810824733562767e-06
1179.445703,7.124293461676754e-06
1179.505968,6.67594360248966e-06
1179.566233,7.656160041269817e-06
1179.626498,8.632296341719536e-06
1179.686763,8.000552149328928e-06
1179.747028,7.497057108190296e-06
1179.807293,8.393944541469033e-06
1179.867558,9.056752009796915e-06
1179.927823,8.03261844776808e-06
1179.988088,7.275485585401372e-06
1180.048353,7.89721809800505e-06
1180.108618,8.427587560816269e-06
1180.168883,7.810824733562767e-06
1180.229148,7.656160041269817e-06
1180.289413,8.780299844905309e-06
1180.349678,9.435796150810174e-06
1180.409943,8.512286223918926e-06
1180.470208,7.89721809800505e-06
1180.530473,8.452908285595346e-06
1180.590738,8.393944541469033e-06
1180.651003,7.1743384690841355e-06
1180.711268,6.858649510262771e-06
1180.771533,8.285529487124226e-06
1180.831798,9.464146042838231e-06
1180.892063,8.597836122737572e-06
1180.952328,7.497057108190296e-06
1181.012593,7.275485585401372e-06
1181.072858,6.810806609202996e-06
1181.133123,5.643534524503143e-06
1181.193388,4.852580173197802e-06
1181.253653,4.470546040893011e-06
1181.313918,3.566235501150165e-06
1181.374183,2.421798771242312e-06
1181.434448,1.992739963815653e-06
1181.494713,2.3714712851714848e-06
1181.554978,3.194755496436641e-06
1181.615243,4.061330210329718e-06
1181.675507,5.304261520595193e-06
1181.735772,7.025248287167416e-06
1181.796037,8.089044036057168e-06
1181.856302,8.285529487124226e-06
1181.916567,8.393944541469033e-06
1181.976832,7.709941175923872e-06
1182.037097,5.362930485048708e-06
1182.097362,3.3317928681924264e-06
1182.157627,2.5664164744782263e-06
1182.217892,2.253558580078584e-06
1182.278157,1.5612871199509886e-06
1182.338422,9.866011327622563e-07
1182.398687,1.090362879669338e-06
1182.458952,2.3314970173093793e-06
1182.519217,5.548405326784346e-06
1182.579482,1.1240356465378058e-05
1182.639747,2.060452182888829e-05
1182.700012,3.260646422949547e-05
1182.760277,3.792120893076764e-05
1182.820542,3.316551256859658e-05
1182.880807,2.814896419416408e-05
1182.941072,2.9122485050623083e-05
1183.001337,3.7133166944408396e-05
1183.061602,5.487240373689009e-05
1183.121867,8.39155182777702e-05
1183.182132,0.00011036693177645751
1183.242397,0.00011982238939140755
1183.302662,0.0001252874325468932
1183.362927,0.0001426951530601251
1183.423192,0.00015760794017319552
1183.483457,0.00015022145289076265
1183.543722,0.00014027581027664356
1183.603987,0.00014715854720357964
1183.664252,0.00015439442940617669
1183.724517,0.0001388383848796049
1183.784782,0.00011618811492195065
1183.845047,0.00010886521505866434
1183.905312,0.00011150958573967027
1183.965577,0.00011460719179779813
1184.025842,0.00012964637581191086
1184.086106,0.00016993407334199467
1184.146371,0.00021745905022261912
1184.206636,0.0002336935304367791
1184.266901,0.00023528806170580816
1184.327166,0.0002563415046337257
1184.387431,0.00027735840701168505
1184.447696,0.00026891909114967164
1184.507961,0.00025987754985042126
1184.568226,0.0002860339636998109
1184.628491,0.0003269183867571999
1184.688756,0.00034416133962642816
1184.749021,0.0003610478716407438
1184.809286,0.0004098579179133988
1184.869551,0.00045110970486676326
1184.929816,0.0004389171004345657
1184.990081,0.00042556196154508387
1185.050346,0.0004636410056101614
1185.110611,0.0005050768308318405
1185.170876,0.000481453935522219
1185.231141,0.0004495335807259358
1185.291406,0.00047814333806313455
1185.351671,0.0005390512004544461
1185.411936,0.0005733008129686052
1185.472201,0.000603538937523067
1185.532466,0.0006804202064399613
1185.592731,0.0007489038154372537
1185.652996,0.0007489038154372537
1185.713261,0.0007566573870823161
1185.773526,0.0008443022595936743
1185.833791,0.0009550947573975015
1185.894056,0.0009986561827143108
1185.954321,0.0010370242139576256
1186.014586,0.0011491876241699619
1186.074851,0.0012562803842270285
1186.135116,0.0012779475047064244
1186.195381,0.0013134473938530807
1186.255646,0.001440737707065577
1186.315911,0.001548141654385863
1186.376176,0.0015535696436162953
1186.43644,0.0015857465073106085
1186.496705,0.0017512945879408501
1186.55697,0.0019015232566204378
1186.617235,0.0019210180482557564
1186.6775,0.0019610014349974313
1186.737765,0.0021435327356238683
1186.79803,0.0023274081791736113
1186.858295,0.00236754908565916
1186.91856,0.0024585095171479605
1186.978825,0.002687349196588623
1187.03909,0.0028778839340882693
1187.099355,0.0028978099991011723
1187.15962,0.002988451257065854
1187.219885,0.003266944939632571
1187.28015,0.0034866984269049496
1187.340415,0.0034985733775329607
1187.40068,0.0035835548370369017
1187.460945,0.0038638159335937835
1187.52121,0.004095772232872217
1187.581475,0.004152270441515473
1187.64174,0.004311368102763762
1187.702005,0.00468073560897205
1187.76227,0.004927615890926843
1187.822535,0.004995588779771829
1187.8828,0.00522343524825888
1187.943065,0.005670942212522277
1188.00333,0.005928998305829438
1188.063595,0.005970049859126627
1188.12386,0.006262974794224308
1188.184125,0.006869939357045585
1188.24439,0.007256918422243821
1188.304655,0.007307164308313849
1188.36492,0.007613745856701773
1188.425185,0.00829419007708602
1188.48545,0.008791235673281187
1188.545715,0.008912504396017939
1188.60598,0.009223506492448286
1188.666245,0.009944854472659605
1188.72651,0.010469384948489821
1188.786775,0.010760212235006924
1188.847039,0.011289298922032601
1188.907304,0.012130892267412964
1188.967569,0.012596957026818302
1189.027834,0.012727376189872212
1189.088099,0.013306535146977556
1189.148364,0.014201609155292378
1189.208629,0.014645824517706655
1189.268894,0.014847853049154954
1189.329159,0.015739213586174285
1189.389424,0.016970139150090456
1189.449689,0.017562312642285412
1189.509954,0.017622126130578966
1189.570219,0.018424020569739668
1189.630484,0.019799472164412364
1189.690749,0.020558105244717934
1189.751014,0.020841689402573204
1189.811279,0.021866488928566803
1189.871544,0.02333735461049527
1189.931809,0.023985639065527812
1189.992074,0.02414929721826378
1190.052339,0.025162512279711315
1190.112604,0.02685508742994402
1190.172869,0.027507406040597794
1190.233134,0.027601090394287858
1190.293399,0.028661514909679428
1190.353664,0.030589453080752404
1190.413929,0.03143919236145395
1190.474194,0.03176468947525235
1190.534459,0.033153731651929114
1190.594724,0.035274322064870536
1190.654989,0.036203481164816885
1190.715254,0.03650157020514334
1190.775519,0.037995026857169954
1190.835784,0.04017943425332409
1190.896049,0.04123779866068295
1190.956314,0.04173563327831587
1191.016579,0.043530214316910114
1191.076844,0.046125008146664905
1191.137109,0.04725957500328768
1191.197374,0.04763440427200254
1191.257638,0.049178438175905545
1191.317903,0.051699870619244755
1191.378168,0.053061694247309894
1191.438433,0.05403625871821677
1191.498698,0.05612914963851476
1191.558963,0.0585426342257016
1191.619228,0.05959402271243696
1191.679493,0.0604402503174684
1191.739758,0.06291315472622334
1191.800023,0.06548068927748603
1191.860288,0.06654346072838346
1191.920553,0.06748836947660482
1191.980818,0.0705100518425803
1192.041083,0.07369649784350282
1192.101348,0.07458618325388787
1192.161613,0.07502004008532698
1192.221878,0.0776378665350115
1192.282143,0.08078208971247929
1192.342408,0.08175731443469375
1192.402673,0.08243048062245775
1192.462938,0.08562311476373265
1192.523203,0.08912637255764305
1192.583468,0.09054575282041182
1192.643733,0.0914831936067687
1192.703998,0.09502645048282113
1192.764263,0.09870694206608834
1192.824528,0.09948981518564427
1192.884793,0.09989856078379736
1192.945058,0.10334317838663819
1193.005323,0.10757145011127076
1193.065588,0.10908804178361861
1193.125853,0.10972259083937375
1193.186118,0.11308675629723437
1193.246383,0.11698611809317333
1193.306648,0.11863544207548357
1193.366913,0.11962421397171126
1193.427178,0.12298412462858538
1193.487443,0.12700866074578604
1193.547708,0.1288121677068747
1193.607972,0.13035418933417164
1193.668237,0.13380122177191375
1193.728502,0.1370512959829071
1193.788767,0.13898350805178927
1193.849032,0.14147956348462778
1193.909297,0.14551152294617953
1193.969562,0.14879288106987038
1194.029827,0.14995800361296815
1194.090092,0.15208738834782706
1194.150357,0.15668779818656547
1194.210622,0.16054194997542595
1194.270887,0.16115316996781692
1194.331152,0.16309865758735254
1194.391417,0.16739483092294852
1194.451682,0.17116966866219785
1194.511947,0.17251001262367574
1194.572212,0.1749596330416646
1194.632477,0.18025189314272005
1194.692742,0.18354415752014874
1194.753007,0.18431666410998765
1194.813272,0.18652313487582092
1194.873537,0.19183876986887463
1194.933802,0.19569459965083963
1194.994067,0.19569459965083963
1195.054332,0.19724670975071826
1195.114597,0.20203789503344236
1195.174862,0.2065732929528274
1195.235127,0.2082116850951212
1195.295392,0.2098630717962641
1195.355657,0.21457413126866148
1195.415922,0.21805673451138363
1195.476187,0.21934707199753312
1195.536452,0.2215293926735801
1195.596717,0.22604978869794498
1195.656982,0.22877872704522242
1195.717247,0.23059323686571728
1195.777512,0.2348049757061403
1195.837777,0.2414965721466443
1195.898042,0.24482784228180118
1195.958307,0.24482784228180118
1196.018571,0.24684368424513983
1196.078836,0.2513019688006222
1196.139101,0.2538783661716543
1196.199366,0.25431032645635776
1196.259631,0.25792150101207395
1196.319896,0.2637377607520916
1196.380161,0.2658029590889266
1196.440426,0.2658029590889266
1196.500691,0.2679111187321443
1196.560956,0.2733779524618987
1196.621221,0.2766782500736356
1196.681486,0.27612544656126853
1196.741751,0.27828764666249783
1196.802016,0.28223929614052334
1196.862281,0.28504734206496285
1196.922546,0.28504734206496285
1196.982811,0.28682012553571223
1197.043076,0.2896737468973414
1197.103341,0.2908638472983106
1197.163606,0.29205883712740227
1197.223871,0.29671001429404525
1197.284136,0.3021293627039573
1197.344401,0.3039171948625785
1197.404666,0.3034009745429069
1197.464931,0.3064195615422594
1197.525196,0.31073960514861376
1197.585461,0.3113928439801337
1197.645726,0.31011874700341446
1197.705991,0.3125783878940906
1197.766256,0.3169852614608756
1197.826521,0.3176516299519686
1197.886786,0.3169852614608756
1197.947051,0.3189566751492759
1198.007316,0.323453472737026
1198.067581,0.32400381129591416
1198.127846,0.3228072122674417
1198.188111,0.32400381129591416
1198.248376,0.3273582964946434
1198.308641,0.3286046245448707
1198.368906,0.32791527889958855
1198.42917,0.32995466920587274
1198.489435,0.33257163449510546
1198.5497,0.33257163449510546
1198.609965,0.33257163449510546
1198.67023,0.33460652156123555
1198.730495,0.3353099335806306
1198.79076,0.33393797728523716
1198.851025,0.33393797728523716
1198.91129,0.33726038202814196
1198.971555,0.34003728691088575
1199.03182,0.33726038202814196
1199.092085,0.3353099335806306
1199.15235,0.33726038202814196
1199.212615,0.33796937301037827
1199.27288,0.33460652156123555
1199.333145,0.3332374433510153
1199.39341,0.33726038202814196
1199.453675,0.34003728691088575
1199.51394,0.3359812245149626
1199.574205,0.3306152388937825
1199.63447,0.3306152388937825
1199.694735,0.3332374433510153
1199.755,0.33131026041263384
1199.815265,0.3292624914415682
1199.87553,0.3306152388937825
1199.935795,0.3319735439959479
1199.99606,0.3286046245448707
1200.056325,0.32533495389985706
1200.11659,0.326671565392036
1200.176855,0.3273582964946434
1200.23712,0.323453472737026
1200.297385,0.32145426515368897
1200.35765,0.32400381129591416
1200.417915,0.3260188751690383
1200.47818,0.32145426515368897
1200.538445,0.3176516299519686
1200.59871,0.3176516299519686
1200.658975,0.3176516299519686
1200.71924,0.31320417024363423
1200.779504,0.31011874700341446
1200.839769,0.31192266203264674
1200.900034,0.31320417024363423
1200.960299,0.308849863130135
1201.020564,0.304525637492119
1201.080829,0.3057767556454435
1201.141094,0.3064195615422594
1201.201359,0.3021293627039573
1201.261624,0.2991530391239921
1201.321889,0.30029198329606105
1201.382154,0.30029198329606105
1201.442419,0.29499407723894044
1201.502684,0.290282700943784
1201.562949,0.290282700943784
1201.623214,0.2908638472983106
1201.683479,0.28739433980965284
1201.743744,0.28339885272134513
1201.804009,0.28280433958790396
1201.864274,0.2816472155208685
1201.924539,0.27725988490160886
1201.984804,0.2733779524618987
1202.045069,0.27441876497258016
1202.105334,0.27441876497258016
1202.165599,0.26957732757828773
1202.225864,0.26471539798042587
1202.286129,0.26471539798042587
1202.346394,0.2658029590889266
1202.406659,0.26263238507076536
1202.466924,0.2584378602011675
1202.527189,0.25738043417896544
1202.587454,0.2564298861707351
1202.647719,0.25233442195537764
1202.707984,0.24830436675840623
1202.768249,0.2473626006535817
1202.828514,0.24482784228180118
1202.888779,0.2410140616736608
1202.949044,0.23813917674170498
1203.009309,0.2366672814363214
1203.069574,0.23433583505176261
1203.129839,0.22964974008465042
1203.190103,0.22829879582258594
1203.250368,0.22784265452428615
1203.310633,0.22420375949426233
1203.370898,0.21844959009746057
1203.431163,0.2158438606615845
1203.491428,0.2176210568652329
1203.551693,0.21673063713985175
1203.611958,0.2120358319415374
1203.672223,0.20906710541737084
1203.732488,0.2086493890621301
1203.792753,0.20616055923821425
1203.853018,0.2008493810167733
1203.913283,0.19764159792676636
1203.973548,0.19724670975071826
1204.033813,0.19489389435977222
1204.094078,0.19067211528674916
1204.154343,0.18800250345327946
1204.214608,0.1876268742008351
1204.274873,0.18499989897223285
1204.335138,0.18099244299441455
1204.395403,0.17956823572054742
1204.455668,0.17994572524082947
1204.515933,0.17707179627164651
1204.576198,0.17216533738855525
1204.636463,0.17046930973756416
1204.696728,0.17046930973756416
1204.756993,0.16774672943199853
1204.817258,0.1627565097873484
1204.877523,0.16147579882907084
1204.937788,0.16213920866510756
1204.998053,0.15954966913478855
1205.058318,0.15455581279725017
1205.118583,0.15208738834782706
1205.178848,0.15329363712495223
1205.239113,0.15239186750218403
1205.299378,0.14818407915424073
1205.359643,0.14495962842269158
1205.419908,0.1443665106684137
1205.480173,0.14264446547603968
1205.540438,0.13898350805178927
1205.600702,0.1370512959829071
1205.660967,0.13647688764167548
1205.721232,0.13457952375209475
1205.781497,0.13166427071710138
1205.841762,0.12956144909511616
1205.902027,0.1288121677068747
1205.962292,0.1264889912870887
1206.022557,0.12374899484883264
1206.082822,0.12251767177671344
1206.143087,0.12131073104044088
1206.203352,0.1183984083041152
1206.263617,0.11606556871788855
1206.323882,0.11606556871788855
1206.384147,0.11583366955691343
1206.444412,0.11238778745064473
1206.504677,0.10887008373075689
1206.564942,0.10778680829789389
1206.625207,0.10757145011127076
1206.685472,0.10480015794369547
1206.745737,0.10190645442338277
1206.806002,0.1016926754156156
1206.866267,0.10190645442338277
1206.926532,0.0996889939283654
1206.986797,0.09692672483692916
1207.047062,0.09653013882197917
1207.107327,0.09636617699302388
1207.167592,0.09369597939469138
1207.227857,0.09072702553834631
1207.288122,0.09039195580511955
1207.348387,0.0902023318727446
1207.408652,0.08770292744012888
1207.468917,0.08477962807584305
1207.529182,0.0842556204838778
1207.589447,0.08408727764186633
1207.649712,0.08226578441232173
1207.709977,0.08014642538382967
1207.770242,0.07998629271910428
1207.830507,0.07952371499349657
1207.890772,0.07715800088318372
1207.951036,0.0751777477045488
1208.011301,0.07532825365574042
1208.071566,0.07487014994525974
1208.131831,0.07237459058222277
1208.192096,0.07022155245790376
1208.252361,0.07036917266503243
1208.312626,0.07022155245790376
1208.372891,0.06773853897183281
1208.433156,0.06574971122165446
1208.493421,0.06600003543908646
1208.553686,0.06627119107359372
1208.613951,0.06430615044372295
1208.674216,0.06241809884930047
1208.734481,0.06203230383680277
1208.794746,0.06167355784361361
1208.855011,0.059719301656984844
1208.915276,0.05842566596450083
1208.975541,0.05876551944947929
1209.035806,0.058064547459668096
1209.096071,0.055570655268093724
1209.156336,0.05403625871821677
1209.216601,0.05479808669294528
1209.276866,0.05491328358940689
1209.337131,0.05286044242979635
1209.397396,0.05108317971749736
1209.457661,0.05118544831143675
1209.517926,0.05118544831143675
1209.578191,0.04938048368268366
1209.638456,0.04801220641934941
1209.698721,0.04830597596469092
1209.758986,0.04810832692064925
1209.819251,0.04631450889113352
1209.879516,0.04477076139774353
1209.939781,0.04477076139774353
1210.000046,0.04467684144926975
1210.060311,0.04326116191246305
1210.120576,0.042413015267154686
1210.180841,0.04267252536137465
1210.241106,0.042239477899260386
1210.301371,0.04057918615939871
1210.361635,0.0396168795610269
1210.4219,0.03977964220263914
1210.482165,0.039305139208196394
1210.54243,0.03791911274287462
1210.602695,0.03731350326561911
1210.66296,0.037763962655647
1210.723225,0.03709400176252301
1210.78349,0.03521440665988412
1210.843755,0.03436900974996351
1210.90402,0.03499675276289105
1210.964285,0.03485355982268002
1211.02455,0.03342670993284008
1211.084815,0.03268954424723932
1211.14508,0.03308418186829243
1211.205345,0.03289284901510006
1211.26561,0.03143919236145395
1211.325875,0.03069363422881752
1211.38614,0.030798170195636118
1211.446405,0.030485625547105547
1211.50667,0.029258065491948305
1211.566935,0.02885996322189029
1211.6272,0.029258065491948305
1211.687465,0.02895825409664494
1211.74773,0.0277921964757768
1211.807995,0.027133124262085022
1211.86826,0.027320990211661893
1211.928525,0.02694924491542935
1211.98879,0.025952171310992558
1212.049055,0.025509610894560476
1212.10932,0.025773717701912172
1212.169585,0.025423025496106925
1212.22985,0.02456825786323919
1212.290115,0.024482419265890103
1212.35038,0.024820136490660172
1212.410645,0.024233967845691113
1212.47091,0.023258142341983857
1212.531175,0.02309821354867806
1212.59144,0.0236592764984809
1212.651705,0.023258142341983857
1212.71197,0.02224362118027202
1212.772234,0.02224362118027202
1212.832499,0.02270659200399419
1212.892764,0.02216812129080274
1212.953029,0.021203267114568717
1213.013294,0.021057468156340988
1213.073559,0.021495750812696016
1213.133824,0.021057468156340988
1213.194089,0.020209550283324797
1213.254354,0.020209550283324797
1213.314619,0.02077094798715821
1213.374884,0.0204883263781793
1213.435149,0.019530069020968984
1213.495414,0.01946183326163176
1213.555679,0.019799472164412364
1213.615944,0.019530069020968984
1213.676209,0.018871545886201994
1213.736474,0.01893581834347666
1213.796739,0.01946183326163176
1213.857004,0.019131865180410334
1213.917269,0.018424020569739668
1213.977534,0.018614768647841222
1214.037799,0.019197024229637545
1214.098064,0.019002209824996865
1214.158329,0.018361485270054344
1214.218594,0.018424020569739668
1214.278859,0.018871545886201994
1214.339124,0.018678166576649533
1214.399389,0.018173332621336954
1214.459654,0.018361485270054344
1214.519919,0.018678166576649533
1214.580184,0.018361485270054344
1214.640449,0.01792605567908441
1214.700714,0.018424020569739668
1214.760979,0.01893581834347666
1214.821244,0.01848861762063
1214.881509,0.01792605567908441
1214.941774,0.018424020569739668
1215.002039,0.019329941734865293
1215.062304,0.019329941734865293
1215.122568,0.018871545886201994
1215.182833,0.019131865180410334
1215.243098,0.019730295142243906
1215.303363,0.019530069020968984
1215.363628,0.019264331533513528
1215.423893,0.019799472164412364
1215.484158,0.0204883263781793
1215.544423,0.020278379697987372
1215.604688,0.020072591528910527
1215.664953,0.020914763119891443
1215.725218,0.021716129491567933
1215.785483,0.02164242002839077
1215.845748,0.021495750812696016
1215.906013,0.02216812129080274
1215.966278,0.022941678518829712
1216.026543,0.022861522998000663
1216.086808,0.02278392580977939
1216.147073,0.02357897155415185
1216.207338,0.024399320388529492
1216.267603,0.024233967845691113
1216.327868,0.024316503567584285
1216.388133,0.02533673398811122
1216.448398,0.026218238092153606
1216.508663,0.02612924745245541
1216.568928,0.026399769498114758
1216.629193,0.0277921964757768
1216.689458,0.02885996322189029
1216.749723,0.028564231234950145
1216.809988,0.028661514909679428
1216.870253,0.030173235176167015
1216.930518,0.031653707394025295
1216.990783,0.031872873227630244
1217.051048,0.03209355653475014
1217.111313,0.03342670993284008
1217.171578,0.0346519942808349
1217.231843,0.03485355982268002
1217.292108,0.035419243671619374
1217.352373,0.037388204948933114
1217.412638,0.03906610764648619
1217.472903,0.0393877667290649
1217.533167,0.04009514597506023
1217.593432,0.04199099871404741
1217.653697,0.04344324089069366
1217.713962,0.043530214316910114
1217.774227,0.043963303693811476
1217.834492,0.04567062348128723
1217.894757,0.04687363102115781
1217.955022,0.04725957500328768
1218.015287,0.04859182364434155
1218.075552,0.05118544831143675
1218.135817,0.05242875912229553
1218.196082,0.052016203664916
1218.256347,0.05253897520283251
1218.316612,0.054573874486611045
1218.376877,0.05523270606395449
1218.437142,0.054459389601391836
1218.497407,0.05511683908413011
1218.557672,0.05749254452616455
1218.617937,0.05842566596450083
1218.678202,0.057040142764231215
1218.738467,0.05680675694675821
1218.798732,0.0585426342257016
1218.858997,0.05937393224684875
1218.919262,0.05842566596450083
1218.979527,0.058064547459668096
1219.039792,0.05888316809781038
1219.100057,0.0585426342257016
1219.160322,0.056574326052207205
1219.220587,0.05568747626326995
1219.280852,0.05612914963851476
1219.341117,0.05545962502481089
1219.401382,0.05327969378740013
1219.461647,0.05242875912229553
1219.521912,0.05275482719537627
1219.582177,0.051699870619244755
1219.642442,0.049178438175905545
1219.702707,0.04791148657871598
1219.762972,0.04801220641934941
1219.823237,0.04706620742019521
1219.883501,0.04486487878534764
1219.943766,0.04387546495444281
1220.004031,0.044055723638546124
1220.064296,0.043010973421356305
1220.124561,0.04074590235731643
1220.184826,0.03953772498286785
1220.245091,0.03953772498286785
1220.305356,0.03883629622171923
1220.365621,0.037388204948933114
1220.425886,0.036942227704725245
1220.486151,0.03709400176252301
1220.546416,0.036203481164816885
1220.606681,0.03479435910584828
1220.666946,0.034721367619610914
1220.727211,0.035419243671619374
1220.787476,0.034926829204231784
1220.847741,0.033691826774005056
1220.908006,0.03349697978121567
1220.968271,0.03395904633301484
1221.028536,0.033691826774005056
1221.088801,0.03328994099003863
1221.149066,0.034238655343146365
1221.209331,0.03521440665988412
1221.269596,0.034238655343146365
1221.329861,0.032634019231654536
1221.390126,0.032961996577560625
1221.450391,0.0346519942808349
1221.510656,0.03499675276289105
1221.570921,0.034238655343146365
1221.631186,0.034510211956661395
1221.691451,0.03584683501264116
1221.751716,0.03642864001922903
1221.811981,0.03642864001922903
1221.872246,0.037388204948933114
1221.932511,0.03883629622171923
1221.992776,0.03922660748767776
1222.053041,0.03922660748767776
1222.113306,0.04042527786295917
1222.173571,0.042079272466346226
1222.233836,0.042239477899260386
1222.2941,0.042079272466346226
1222.354365,0.04326116191246305
1222.41463,0.044941213945785055
1222.474895,0.04521619318486929
1222.53516,0.045125851170627784
1222.595425,0.0466025508536485
1222.65569,0.04840752510349321
1222.715955,0.04868910454009904
1222.77622,0.04859182364434155
1222.836485,0.04997661914604766
1222.89675,0.05180337382919211
1222.957015,0.05222990789424835
1223.01728,0.052324006391699124
1223.077545,0.05392290164149779
1223.13781,0.055570655268093724
1223.198075,0.05545962502481089
1223.25834,0.05545962502481089
1223.318605,0.05725730765871312
1223.37887,0.05913099748121725
1223.439135,0.05937393224684875
1223.4994,0.05959402271243696
1223.559665,0.06154417926719389
1223.61993,0.06317162816908062
1223.680195,0.06303910694591143
1223.74046,0.06303910694591143
1223.800725,0.06508247286774503
1223.86099,0.06707123603573319
1223.921255,0.06693722761675015
1223.98152,0.06707123603573319
1224.041785,0.06938392961690489
1224.10205,0.07136126955638605
1224.162315,0.07106928732380001
1224.22258,0.07106928732380001
1224.282845,0.07309465747898901
1224.34311,0.07502004008532698
1224.403375,0.07487014994525974
1224.46364,0.0751777477045488
1224.523905,0.07747499808701253
1224.58417,0.07952371499349657
1224.644435,0.07968292157699819
1224.704699,0.08047570028018175
1224.764964,0.08342560519590168
1224.825229,0.08545203966632763
1224.885494,0.08510240354752102
1224.945759,0.08510240354752102
1225.006024,0.08752769687422474
1225.066289,0.0893137346013044
1225.126554,0.08876170251458677
1225.186819,0.08946569708163728
1225.247084,0.09277296565539585
1225.307349,0.09537869960863289
1225.367614,0.09537869960863289
1225.427879,0.09597188451926156
1225.488144,0.0990827420136273
1225.548409,0.10151994473009104
1225.608674,0.1016926754156156
1225.668939,0.10292033876879719
1225.729204,0.10628830696648502
1225.789469,0.10842463019122285
1225.849734,0.10801339843168808
1225.909999,0.10864169644550414
1225.970264,0.11173782499660807
1226.030529,0.11445197228618231
1226.090794,0.11515226303242052
1226.151059,0.11654241441533046
1226.211324,0.1198277480904463
1226.271589,0.12201637767756143
1226.331854,0.12277522922811615
1226.392119,0.12498019427921155
1226.452384,0.12934138174190424
1226.512649,0.13166427071710138
1226.572914,0.13192786276271715
1226.633179,0.13380122177191375
1226.693444,0.1376143597884801
1226.753709,0.13955451018930493
1226.813974,0.13955451018930493
1226.874239,0.1417769827488714
1226.934504,0.1467096229309296
1226.994769,0.1493444344743969
1227.055033,0.14965838732190537
1227.115298,0.15208738834782706
1227.175563,0.15642165521527
1227.235828,0.15923088868323068
1227.296093,0.16054194997542595
1227.356358,0.16309865758735254
1227.416623,0.16675993762669233
1227.476888,0.16843590286278604
1227.537153,0.16975484007323158
1227.597418,0.173878239102082
1227.657683,0.17847620356692823
1227.717948,0.17994572524082947
1227.778213,0.18025189314272005
1227.838478,0.18468566631741434
1227.898743,0.19027212398251322
1227.959008,0.19183876986887463
1228.019273,0.1910538411159099
1228.079538,0.19448504662199292
1228.139803,0.19962792900871232
1228.200068,0.2012716078999675
1228.260333,0.2012716078999675
1228.320598,0.20531703135913135
1228.380863,0.21114714898794906
1228.441128,0.21457413126866148
1228.501393,0.2158438606615845
1228.561658,0.22024824112705113
1228.621923,0.22420375949426233
1228.682188,0.22420375949426233
1228.742453,0.2251248819188205
1228.802718,0.2315406099245259
1228.862983,0.23813917674170498
1228.923248,0.23813917674170498
1228.983513,0.2366672814363214
1229.043778,0.2410140616736608
1229.104043,0.24778347471628562
1229.164308,0.24982365250611405
1229.224573,0.24982365250611405
1229.284838,0.25431032645635776
1229.345103,0.2610352038770641
1229.405368,0.26263238507076536
1229.465632,0.2621076452153925
1229.525897,0.2658029590889266
1229.586162,0.2728317429485581
1229.646427,0.2755461915541236
1229.706692,0.27496815170613
1229.766957,0.27828764666249783
1229.827222,0.28280433958790396
1229.887487,0.2845631732435546
1229.947752,0.2862184352679895
1230.008017,0.29205883712740227
1230.068282,0.2973040281384732
1230.128547,0.2979290226120758
1230.188812,0.2979290226120758
1230.249077,0.302764501027462
1230.309342,0.3082019589550503
1230.369607,0.3076784607243986
1230.429872,0.3057767556454435
1230.490137,0.30946818096812734
1230.550402,0.3156882825125808
1230.610667,0.3163202908752992
1230.670932,0.31515206834349135
1230.731197,0.3189566751492759
1230.791462,0.3260188751690383
1230.851727,0.3292624914415682
1230.911992,0.32995466920587274
1230.972257,0.33257163449510546
1231.032522,0.336586535335394
1231.092787,0.33796937301037827
1231.153052,0.3393578919584813
1231.213317,0.3427342203382331
1231.273582,0.34687180685044616
1231.333847,0.3482969007046156
1231.394112,0.35032289242516507
1231.454377,0.353949865060814
1231.514642,0.356757143143049
1231.574907,0.356757143143049
1231.635172,0.35958668655438547
1231.695437,0.36465630468960103
1231.755702,0.36692419697996637
1231.815967,0.3654228875597436
1231.876231,0.3676587797117972
1231.936496,0.37274154811529675
1231.996761,0.373506452047588
1232.057026,0.3713389580224661
1232.117291,0.373506452047588
1232.177556,0.38035129225608805
1232.237821,0.38414699506310446
1232.298086,0.38257139099768733
1232.358351,0.383360300360802
1232.418616,0.3895823543300935
1232.478881,0.39185633449581675
1232.539146,0.3887806407286956
1232.599411,0.39038181732606253
1232.659676,0.3982162816764378
1232.719941,0.40219026753880527
1232.780206,0.3973968004916006
1232.840471,0.3942815622133568
1232.900736,0.4006808715755396
1232.961001,0.40634610791013054
1233.021266,0.40467945272912503
1233.081531,0.40219026753880527
1233.141796,0.4055098965212784
1233.202061,0.40956076435251565
1233.262326,0.40956076435251565
1233.322591,0.40956076435251565
1233.382856,0.4136479620945703
1233.443121,0.4170621614781433
1233.503386,0.4177801256680869
1233.563651,0.4212284314213713
