nu,[0]Ethylamine-PNNL(x-sec)-X=0.01-T=278.17K-P=1.0atm-L=15cm
707.01014,0.9390007509879681
707.138143,0.9390007509879681
707.266145,0.9390138970905044
707.394148,0.9390383117692183
707.52215,0.9383915372118308
707.650153,0.9378127282143089
707.778156,0.9375736164566592
707.906158,0.9375848674075622
708.034161,0.9370018709507287
708.162163,0.9364904075713985
708.290166,0.935430900224326
708.418168,0.9352849843856222
708.546171,0.9346482721363834
708.674173,0.9347679147721822
708.802176,0.9345697649788707
708.930179,0.9344174425217967
709.058181,0.934299713341133
709.186184,0.9343791321920204
709.314186,0.933696350633452
709.442189,0.9332576164592616
709.570191,0.9337196933340004
709.698194,0.934163315540267
709.826197,0.93346855651591
709.954199,0.9325439473958917
710.082202,0.9320572864848995
710.210204,0.9319706091878132
710.338207,0.9313212520004777
710.466209,0.9316836064408752
710.594212,0.931558769201894
710.722214,0.9311256950717538
710.850217,0.9304266821869468
710.97822,0.9300917888657741
711.106222,0.9303392261893175
711.234225,0.930310386120329
711.362227,0.9297663137011475
711.49023,0.9291092012339893
711.618232,0.9290989810889867
711.746235,0.9286261900431412
711.874237,0.9278808025256775
712.00224,0.9271730994963896
712.130243,0.9267911828596266
712.258245,0.927134159043966
712.386248,0.9277991526077043
712.51425,0.9266151092624048
712.642253,0.9260176352230218
712.770255,0.9253853811175198
712.898258,0.9253363369920014
713.026261,0.92512908486562
713.154263,0.9241997971806087
713.282266,0.9235789435470881
713.410268,0.9226705888504418
713.538271,0.9221623373921208
713.666273,0.9218940271929671
713.794276,0.9219327475552311
713.922278,0.9219014023746853
714.050281,0.921299597269686
714.178284,0.9207967049916621
714.306286,0.9194864236254997
714.434289,0.919243711249106
714.562291,0.9194799872430617
714.690294,0.9192198112233152
714.818296,0.9188604665335918
714.946299,0.9178576185587863
715.074301,0.9165854325068217
715.202304,0.9170365034939789
715.330307,0.9168742023969313
715.458309,0.9168833711847991
715.586312,0.916222536533694
715.714314,0.9152152458549487
715.842317,0.9151475224325529
715.970319,0.9145729902104652
716.098322,0.9144605046506731
716.226325,0.9138562459865887
716.354327,0.9122821151092069
716.48233,0.9110732306920699
716.610332,0.9105531563726934
716.738335,0.9108855689363718
716.866337,0.9104957933307968
716.99434,0.9095775663987157
717.122342,0.9091147092245626
717.250345,0.9096012157228819
717.378348,0.9095384554042529
717.50635,0.908675712846167
717.634353,0.907765675786602
717.762355,0.9073854016414443
717.890358,0.9068846631162859
718.01836,0.9061911616471351
718.146363,0.9055000015019248
718.274365,0.9051686491425557
718.402368,0.9054329969810114
718.530371,0.9041138375723072
