nu,[0]2-Pentanone-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
569.156583,0.9681144163323796
569.276186,0.9764214229034107
569.395788,0.9719003503434921
569.51539,0.9765278586391495
569.634993,0.9751646016773304
569.754595,0.9693805691251342
569.874197,0.976131468801124
569.9938,0.9777971925814276
570.113402,0.9705270543971539
570.233005,0.9729418132225316
570.352607,0.9729826776368337
570.472209,0.9694658783687689
570.591812,0.9686441197787984
570.711414,0.9637349213862656
570.831017,0.9734254854863048
570.950619,0.9706114939239526
571.070221,0.9623067617399722
571.189824,0.9630441711111976
571.309426,0.9727871277720485
571.429029,0.9622374781473662
571.548631,0.9698682902029719
571.668233,0.9723708639681704
571.787836,0.9634814924293097
571.907438,0.9664120334959725
572.027041,0.9657010159258814
572.146643,0.9696394282932517
572.266245,0.9645872397259732
572.385848,0.9632839989671332
572.50545,0.969685002417365
572.625053,0.9658825847838134
572.744655,0.9622836666548326
572.864257,0.9635662825313532
572.98386,0.9667658050364747
573.103462,0.9563321395134192
573.223064,0.9582965478573665
573.342667,0.9598665640138264
573.462269,0.9577792074160141
573.581872,0.9583003810512244
573.701474,0.9554641840421582
573.821076,0.9557594680940638
573.940679,0.9569683118900666
574.060281,0.9545349695272561
574.179884,0.9525020688144169
574.299486,0.9603293312156174
574.419088,0.9542286129748953
574.538691,0.9503870084760131
574.658293,0.9490014048742664
574.777896,0.9561734015538752
574.897498,0.9451288609415236
575.0171,0.9480396051645866
575.136703,0.950608474448772
575.256305,0.9461066296030195
575.375908,0.9422223423860985
575.49551,0.9448321370672742
575.615112,0.9439708429680761
575.734715,0.9425625460547674
575.854317,0.945076880283653
575.973919,0.9429453041430998
576.093522,0.9393332160966702
576.213124,0.9407141106098097
576.332727,0.9359399130729898
576.452329,0.9391303420331809
576.571931,0.9349782612160935
576.691534,0.9364276648159969
576.811136,0.9296863572363464
576.930739,0.9317246014214415
577.050341,0.9312793434870863
577.169943,0.9254594149093214
577.289546,0.9265734125206716
577.409148,0.9254168447553567
577.528751,0.9253363369920014
577.648353,0.9250800543234429
577.767955,0.9224906856267504
577.887558,0.9253428143690311
578.00716,0.9180816031427227
578.126763,0.9211816784681999
578.246365,0.9156995227999646
578.365967,0.9132322952740036
578.48557,0.9163645620335485
578.605172,0.910039749186935
578.724774,0.908378624464664
578.844377,0.9036618936489175
578.963979,0.9086784388773946
579.083582,0.9034992491465049
579.203184,0.9042313800112847
579.322786,0.8985795861480635
579.442389,0.9012343097192405
579.561991,0.8945092814099954
579.681594,0.8913304899741585
579.801196,0.8954848281030928
579.920798,0.89438405887638
580.040401,0.8874349997793166
580.160003,0.8899855965843477
580.279606,0.8881274691070741
580.399208,0.8874172512568068
580.51881,0.8867342029806736
580.638413,0.8843344064835449
580.758015,0.8801437786730484
580.877618,0.8777003768704749
580.99722,0.8848032279456943
581.116822,0.8756226900087362
581.236425,0.8763497585331413
581.356027,0.8724063202596221
581.47563,0.8746075565795453
