nu,[0]Syringol-PNNL(x-sec)-X=0.01-T=323.15K-P=1.0atm-L=15cm
682.891658,0.9593493353414723
683.01006,0.9439878345961736
683.128463,0.9443296200517325
683.246865,0.9364801062335727
683.365267,0.9371096323620505
683.48367,0.9399759398029294
683.602072,0.9656025194456629
683.720474,0.94796092114279
683.838877,0.9626301511382933
683.957279,0.9229917340913928
684.075682,0.9396253941582098
684.194084,0.9298481367369139
684.312486,0.918218407493262
684.430889,0.9379815496988654
684.549291,0.9349436676604133
684.667693,0.9392233205394024
684.786096,0.9364332833988416
684.904498,0.9225737135246562
685.0229,0.9318606431440531
685.141303,0.9330066039231337
685.259705,0.9402175446643536
685.378108,0.9332249530142991
685.49651,0.9243707899594314
685.614912,0.9194956185357105
685.733315,0.9096203175489805
685.851717,0.9167100966026089
685.970119,0.9163553984337464
686.088522,0.9192611770455442
686.206924,0.9269385543734262
686.325327,0.9329571558835105
686.443729,0.9143023166670237
686.562131,0.9082505521079278
686.680534,0.9186546648397385
686.798936,0.9056222522538676
686.917338,0.9220627492375396
687.035741,0.9118479721566348
687.154143,0.9229548151604127
687.272545,0.9085085318961224
687.390948,0.9025962014964375
687.50935,0.8765075156873952
687.627753,0.9059555825717137
687.746155,0.9082460108665203
687.864557,0.9124481655642898
687.98296,0.9061549147256125
688.101362,0.8965152280218059
688.219764,0.8919189622720383
688.338167,0.8722231341675805
688.456569,0.8686195948654158
688.574971,0.8546527781125925
688.693374,0.8951804150146953
688.811776,0.8814385414451809
688.930179,0.9087429573369331
689.048581,0.8839100278274583
689.166983,0.8763497585331413
689.285386,0.8607768358175107
689.403788,0.8723278072239383
689.52219,0.8619569082476223
689.640593,0.8727291703216964
689.758995,0.8792464897139659
689.877398,0.88588334662221
689.9958,0.8595554001352262
690.114202,0.8639244121004965
690.232605,0.8390625686729497
690.351007,0.8582327035567924
690.469409,0.8660869251457456
690.587812,0.8708983620854909
690.706214,0.8710115862319721
690.824616,0.8534827054893344
690.943019,0.849064605135458
691.061421,0.8572891666233332
691.179824,0.8397256900006379
691.298226,0.8585073819681324
691.416628,0.8642786937322293
691.535031,0.8307469858346483
691.653433,0.857923795390318
691.771835,0.8179860469853439
691.890238,0.8234437810506916
692.00864,0.8205093278678806
692.127043,0.8460726909147573
692.245445,0.8447369515750687
692.363847,0.8344687367776945
692.48225,0.8338014287470744
692.600652,0.824869571745256
692.719054,0.8205257382185409
692.837457,0.8164415134005483
692.955859,0.8277368409943179
693.074261,0.831661310305331
693.192664,0.8377797845229938
693.311066,0.8135726913623195
693.429469,0.8244902190000738
693.547871,0.8162700786840095
693.666273,0.8063720842578835
693.784676,0.8095554573968268
693.903078,0.8131253494123831
694.02148,0.8083501179661792
694.139883,0.8162129417783166
694.258285,0.7961640670436174
694.376688,0.7846245153721569
694.49509,0.7885180352348315
694.613492,0.7961561054427551
694.731895,0.8159762743436376
694.850297,0.7989635130726007
694.968699,0.8158130954072064
695.087102,0.777050451171303
695.205504,0.8014922310440749
