nu,[0]bis(2-Chloroethyl)ether-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
550,0.9973948991798958
550.119202,0.9939770113574475
550.238404,0.9854567891270701
550.357606,1.0018994015822607
550.476808,1.0012177408450056
550.59601,1.0023133717247001
550.715212,1.0062442143300556
550.834414,0.994348430545675
550.953616,0.9985870990856804
551.072818,0.9816072497174351
551.19202,0.9937838010070942
551.311222,0.9827092311475948
551.430424,0.9879501875152106
551.549626,1.007740504001235
551.668828,0.980735969385407
551.78803,0.9823014914285121
551.907232,0.9933293482377851
552.026434,0.9896192557289962
552.145636,1.0014378326916513
552.264838,1.0057375973205889
552.38404,1.0046572112544654
552.503242,0.9999787692253761
552.622444,0.9907889837195999
552.741646,1.0107220738295106
552.860848,0.9817790460178735
552.98005,0.9945278271836356
553.099252,0.9962724645726954
553.218454,1.007694753620895
553.337656,1.0049068995939534
553.456858,0.9964473257338459
553.57606,1.011587622326614
553.695262,1.0072950803925598
553.814464,1.0073634780505927
553.933666,1.0029020026809492
554.052868,0.9978491164722124
554.17207,0.9913735234260121
554.291272,0.9805888700227271
554.410474,1.001455558298161
554.529676,0.9997133111031179
554.648878,1.0122787726736386
554.76808,1.0022079339041212
554.887282,0.9995776891983205
555.006484,0.9955094129727375
555.125686,0.9975674634238305
555.244888,1.004311969904082
555.36409,1.002478165588696
555.483292,1.0101673396994302
555.602494,1.0029618777177614
555.721696,0.9983475667736594
555.840898,0.9988235925104604
555.9601,0.996341209744432
556.079302,1.0087202013578478
556.198504,0.9937121517780274
556.317706,0.998859351035146
556.436908,0.9962176710939783
556.55611,0.9937751551256351
556.675312,0.9953095347510578
556.794514,0.9940284012973533
556.913716,1.0027120710287365
557.032918,1.008142269432661
557.15212,1.000329964426289
557.271322,0.9965185742647406
557.390524,1.00372662666976
557.509726,0.9956755773597952
557.628928,0.9764927042690209
557.74813,0.9931063708292563
557.867332,0.9929031027603442
557.986534,0.9884620782806056
558.105736,1.0134344419371955
558.224938,1.0024087964998356
558.34414,0.9946496643048369
558.463342,0.9904822829299723
558.582544,0.9978548042283863
558.701746,0.9945084340800889
558.820948,0.9935733398866603
558.94015,1.0082248396657325
559.059352,0.9954441096972174
559.178554,1.002740949552231
559.297756,0.9931684419171345
559.416958,1.001029629705096
559.53616,0.9949453181170486
559.655362,1.0015703316815312
559.774564,1.0027976060164108
559.893766,1.0047785811761807
560.012968,0.9965704942349632
560.13217,0.9979511018632806
560.251372,1.0093578130852947
560.370574,1.0028794376397465
560.489776,0.998825590159643
560.608978,0.9945816325945095
560.72818,0.9922159538263514
560.847382,1.0063968731562487
560.966584,1.006407742301172
561.085786,0.9898280874229239
561.204988,1.0025559609127652
561.32419,0.9987883346599494
561.443392,1.0004124250238235
561.562594,1.000882489164624
561.681796,1.0020811626189352
561.800998,1.0046323965278106
561.9202,1.0023355230949869
562.039402,0.9968190699123239
562.158604,0.9986008796827337
562.277806,0.9977575181277486
562.397008,1.0011229300143114
562.51621,1.0041935685027301
562.635412,1.0068017273893608
562.754614,1.0046921739337642
562.873816,0.9892294225444194
562.993018,1.0081275506629745
563.11222,0.9903906675560777
563.231422,0.9877052062476396
563.350624,1.0079175795634208
563.469826,0.9929390465032419
563.589028,1.0046570103230432
563.70823,0.9951396499135591
563.827432,0.9985715212484422
563.946634,0.997584023181169
564.065836,1.0057665629804953
564.185038,1.0005438978588295
564.30424,1.001100104671717
564.423442,1.001571934195344
564.542644,0.9961549113576519
564.661846,1.0010980023637044
564.781048,0.9956686076551476
564.90025,1.0100328953739846
565.019452,1.001313461836421
565.138654,0.9966559039860747
565.257856,1.0004386961990437
565.377058,1.0000243262958795
565.49626,0.9870732771545208
565.615462,1.0018744545977525
565.734664,1.0010287287788346
565.853866,0.9963410104762099
565.973068,0.9980375281709071
566.09227,1.0009122058068687
566.211472,1.0005041470394227
566.330674,1.0029106276752595
566.449876,1.0031086217745373
566.569078,1.0002949935020282
566.68828,1.009979567044989
566.807482,0.9995960316172084
566.926684,1.001516949405503
567.045886,1.0016097943300086
567.165088,1.0046523889114252
567.28429,0.9958650724520528
567.403492,1.0040106211015631
567.522694,0.9990845193083804
567.641896,1.0076754060673625
567.761098,1.0097915263567365
567.8803,1.002292724281912
567.999502,1.0020631253203443
568.118704,0.9951057162300696
568.237906,0.9949512878068664
568.357108,0.9955249430407141
568.47631,1.0028639934153276
568.595512,0.9893778180871885
568.714714,0.9962852169418569
568.833916,1.0053915825486066
568.953118,0.9895945155568564
569.07232,0.9943746816907549
569.191522,1.0046505805387524
569.310724,1.004878059179797
569.429926,0.9956304742777332
569.549128,0.9984225454913397
569.66833,1.002834910781219
569.787532,1.0012838233966017
569.906734,0.9947528148232873
570.025936,1.0017065545095822
570.145138,1.0026934207576634
570.26434,1.0037350580088356
570.383542,1.0001066256841142
570.502744,1.001465172317668
570.621946,1.0025285915086264
570.741148,1.004152698656199
570.86035,1.0002654252190415
570.979552,1.0050968449472473
571.098754,1.0026846973628498
571.217956,0.9924314865375277
571.337158,1.0037864505594438
571.45636,1.0000807792624689
571.575562,1.0045212903290406
571.694764,1.0002658153226336
571.813966,1.002260250523723
571.933168,1.0017529345967469
572.05237,1.0052886357215212
572.171572,1.0022674668235054
572.290774,1.0006733165759065
572.409976,1.0031816507404248
572.529178,0.9979733564209895
572.64838,0.9967794969807763
572.767582,1.0031538629935612
572.886784,0.99861216393643
573.005986,0.9972638501002565
573.125188,1.0076765145109188
573.24439,0.998015870991527
573.363592,1.0001247477803572
573.482794,1.0027417517453114
573.601996,1.0007575668088928
573.721198,1.0004275213612188
573.8404,0.9984556936701068
573.959602,1.0006551945462387
574.078804,1.0027480690382469
574.198006,1.0037559359151718
574.317208,0.9920723905648852
574.43641,0.9963910280503665
574.555612,0.9996180329679882
574.674814,0.996947169393023
574.794016,0.997140895047874
574.913218,0.993984764408373
575.03242,1.0014802945559425
575.151622,0.9939880445635079
575.270824,1.0006192416509965
575.390026,0.99693989170525
575.509228,1.0030389081479005
575.62843,0.9927961728544558
575.747632,1.0000189331792304
575.866834,0.9958006420662107
575.986036,0.9982546249417021
576.105238,0.9991131734632928
576.22444,1.0030086168302756
576.343642,1.0014006800372444
576.462844,0.9955761143378775
576.582046,0.9990270436292883
576.701248,0.9995546491981214
576.82045,1.0011529641527215
576.939652,1.002781561383072
577.058854,1.0009299221097003
577.178056,1.0016061885412395
577.297258,0.9990988862470661
577.41646,0.9977080305821507
577.535662,0.9911383975132911
577.654864,1.0002504013451843
577.774066,1.004312070335284
577.893268,0.9949857137169893
578.01247,0.9975852202827151
578.131672,0.9996137046312764
578.250874,1.0004827664942524
578.370076,0.9997930514168129
578.489278,0.9964230127157181
578.60848,1.0024197228152656
578.727682,1.0003033860122301
578.846884,1.0015471956740913
578.966086,0.998837975673751
579.085288,1.0028598816813836
579.20449,0.997915176270278
579.323692,1.0014305222221558
579.442894,1.001419706830919
579.562096,0.9942737577825383
579.681298,0.9989727280055098
579.8005,0.9953396930868572
579.919702,1.006518654545526
580.038904,0.9954496841998404
580.158106,1.003709764204077
580.277308,0.999322509600328
580.39651,0.9999212940974721
580.515712,0.9946285779554698
580.634914,1.0010262262101408
580.754116,0.9989806199212341
580.873318,1.001894993234592
580.99252,0.9935882435985361
581.111722,0.9979024030377707
581.230924,1.000360164843788
581.350126,0.9991190083012635
581.469328,1.0023574744833095
581.58853,0.999999890190006
581.707732,0.9972887820081566
581.826934,0.994117768467624
581.946136,0.9994626244379946
582.065338,0.9996305082788854
582.18454,1.0027327271101567
582.303742,0.9988673419419178
582.422944,1.0013934699783043
582.542146,1.001379650843771
582.661348,0.9998086183158115
582.78055,1.0010470477721896
582.899752,0.9981512111194867
583.018954,0.9964341727159564
583.138156,0.9938626111872965
583.257358,1.0062534718194118
583.37656,0.9970121724675446
583.495762,1.0044173277556476
583.614964,0.9983768187859058
583.734166,1.0013945715117272
583.853368,1.0017406131114286
583.97257,0.9980330370121354
584.091772,0.9993411871125732
584.210974,1.0006816221989023
584.330176,1.0033797986829112
584.449378,0.9965376079512801
584.56858,1.003224888801345
584.687782,0.9998810770718921
584.806984,1.002994474508482
584.926186,0.9943145238423059
585.045388,1.0012626965308171
585.16459,1.0004851976703288
585.283792,1.0011971159719812
585.402994,1.0025146564580534
585.522196,0.9991407293846113
585.641398,1.0017268893590368
585.7606,0.9976803944524658
585.879802,0.9984293347877327
585.999004,0.9988838233890315
586.118206,1.0017515321436201
586.237408,0.9967130140055596
586.35661,1.0023707056892985
586.475812,1.000127918180833
586.595014,1.0008307648941506
586.714216,1.0002104521419455
586.833418,0.9971303254104056
586.95262,1.0037103664301161
587.071822,0.9989327698955571
587.191024,0.999125882263687
587.310226,1.0023251990922677
587.429428,1.0034539511899352
587.54863,0.9976632344972572
587.667832,1.0021674455214624
587.787034,1.0035547030242922
587.906236,1.001731196793922
588.025438,0.9955405729050141
588.14464,0.9999096730797219
588.263842,1.0008122697125112
588.383044,1.000275798025284
588.502246,0.9943963592951008
588.621448,0.9976943620757612
588.74065,1.004663138749498
588.859852,0.9989168869907852
588.979054,0.999601449442382
589.098256,0.9998844466767997
589.217458,1.0029407154454042
589.33666,0.9969050991101638
589.455862,1.0047933515298857
589.575064,0.9964615750324861
589.694266,0.9981588969134026
589.813468,1.000594396583679
589.93267,1.0014880059838995
590.051872,1.00329712359376
590.171074,0.9957762452493423
590.290276,1.0008922177896997
590.409478,0.9995724114420548
590.52868,1.0039200634277523
590.647882,0.9965500647492344
590.767084,1.00347221421804
590.886286,0.9958750311525708
591.005488,1.0042541232006166
591.12469,1.000179046026827
591.243892,0.9986813701573587
591.363094,1.0020371722214925
591.482296,1.0018229595742196
591.601498,0.9995850261254856
591.7207,0.9985107100945165
591.839902,1.0035662439697373
591.959104,0.9987391954827178
592.078306,1.0021787700775804
592.197508,0.9999645636278831
592.31671,1.0025031276057952
592.435912,0.9965303332532948
592.555114,1.0016228153419713
592.674316,0.9991910473787395
592.793518,1.001911524638364
592.91272,0.9984539962968703
593.031922,1.0026974315393682
593.151124,0.9998037192655844
593.270326,0.9990350358776063
593.389528,1.0019079177633679
593.50873,0.9956522788238789
593.627932,1.0012820210873417
593.747134,0.996185394164324
593.866336,1.004501300554262
593.985538,0.9988795281978256
594.10474,1.0001653336661043
594.223942,0.9961377776405269
594.343144,1.0001136064527243
594.462346,0.998283874230713
594.581548,1.0008339675577225
594.70075,0.9967882686789451
594.819952,1.0022430117956673
594.939154,1.0061176367697884
595.058356,0.9964446353296985
595.177558,1.000515552851712
595.29676,0.9988932129411021
595.415962,1.0008027019929466
595.535164,0.9966489274191648
595.654366,1.0010948989647075
595.773568,0.9986958511422129
595.89277,1.0041755935987298
596.011972,1.0013626275344052
596.131174,1.0002315968144022
596.250376,1.0049038848777767
596.369578,0.9964253044912829
596.48878,1.0025134534411875
596.607982,0.9993970618403082
596.727184,1.0036487405055527
596.846386,0.9950904912290829
596.965588,1.0042453862277505
597.08479,0.9994740883400423
597.203992,1.001966430894332
597.323194,0.9968950304195098
597.442396,0.999438307808155
597.561598,1.0012617953947958
597.6808,1.0012859260948386
597.800002,0.9979977072679653
597.919204,0.9982343605784999
598.038406,1.0003785116174508
598.157608,0.9972304423208617
598.27681,1.0012352623087828
598.396012,1.000556374719029
598.515214,1.001040641091585
598.634416,0.996843292910031
598.753618,1.0031207594622937
598.87282,1.0035665450396556
598.992022,1.0029839431217895
599.111224,0.999182424397209
599.230426,1.0004864082581506
599.349628,1.0047074453708706
599.46883,0.9989288740653514
599.588032,1.0003426286838033
599.707234,0.9952947047494737
599.826436,1.0031499507011246
599.945638,0.9966246094820158
600.06484,1.0027417517453114
600.184042,0.9983262023643305
600.303244,1.0018878798053927
600.422446,0.9978636851756642
600.541648,0.9997220286411991
600.66085,1.0020088149707758
600.780052,1.0008815283178956
600.899254,1.0000836014944101
601.018456,0.9998139173155308
601.137658,1.0067792759611742
601.25686,0.9977122209646789
601.376062,1.0077335506157468
601.495264,0.9984488043495886
601.614466,1.0029702023358935
601.733668,0.9943450497667584
601.85287,1.0015552080837062
601.972072,1.000891557201054
602.091274,1.0011025073148512
602.210476,1.0008605900953378
602.329678,0.9986012791231655
602.44888,0.999768626770915
602.568082,0.9961716469007408
602.687284,1.001593568382771
602.806486,0.9998644691851308
602.925688,1.0039187583325182
603.04489,0.9948053391585402
603.164092,1.0023686007130268
603.283294,1.0001705545427726
603.402496,1.003129988215733
603.521698,0.9969108811765066
603.6409,1.0014441417698707
603.760102,1.0002022404478426
603.879304,1.0018734527237987
603.998506,1.0009363080629745
604.117708,0.9987116306613188
604.23691,1.0014874050912763
604.356112,0.9979379289956771
604.475314,1.0020360699812094
604.594516,0.9990184320532882
604.713718,1.0037961873352375
604.83292,0.994536678520686
604.952122,1.0004043217159995
605.071324,1.0006616087665934
605.190526,1.0008764538614108
605.309728,1.0024581162258785
605.42893,1.0004564041206812
605.548132,1.0022424104500407
605.667334,0.9997769148871851
605.786536,0.9989822182915047
605.905738,0.995722375211672
606.02494,1.0050097068282824
606.144142,0.9950380513419983
606.263344,1.0003495810892322
606.382546,0.995710725328034
606.501748,1.0029295828652487
606.62095,0.9985046191977622
606.740152,1.0016618793935137
606.859354,1.002643086811334
606.978556,1.0003185807360673
607.097758,1.0000070391247746
607.21696,0.9992713755757869
607.336162,1.0066506177911387
607.455364,0.9985217936249121
607.574566,1.0040756830977964
607.693768,1.0006946411514952
607.81297,1.0048291228099253
607.932172,0.9969504593241104
608.051374,1.0029937724125957
608.170576,1.0006406851511112
608.289778,1.0021137307859502
608.40898,0.9978351466823705
608.528182,0.9976550536922757
608.647384,1.0015463944366554
608.766586,0.9989033018135015
608.885788,1.001144053930991
609.00499,0.9982159932352453
609.124192,1.0034758267245136
609.243394,0.9969082892115851
609.362596,1.0018373859287069
609.481798,0.9996874488542893
609.601,1.0014510517582884
609.720202,0.9958268319674927
609.839404,0.999538426557812
609.958606,1.0037054482613703
610.077808,0.9998130974684548
610.19701,1.0009402217315901
610.316212,0.9976981533215404
610.435414,1.000907181240207
610.554616,0.9958360932000947
610.673818,0.9992177561123966
610.79302,0.9972815018266207
610.912222,1.003963935693126
611.031424,0.9959125763489678
611.150626,1.0015372804059348
611.269828,1.000079928194088
611.38903,0.9985180991011106
611.508232,0.9990830506552164
611.627434,1.0000111240618719
611.746636,1.0020853713686566
611.865838,0.9960501213730268
611.98504,0.9999437685810455
612.104242,0.9993224396477548
612.223444,1.004132214150089
612.342646,0.9966122514134784
612.461848,0.9989148891590091
612.58105,0.9970706987997995
612.700252,1.0012275528269445
612.819454,1.0005980787778337
612.938656,1.0011535648446803
613.057858,1.002042483032579
613.17706,0.9996802411337669
613.296262,0.999849271360703
613.415464,1.0001382295528243
613.534666,1.0023061550944037
613.653868,0.9964405499150687
613.77307,1.0017775780220508
613.892272,0.9978087044013453
614.011474,1.0017739716292615
614.130676,0.996341209744432
614.249878,0.9996668954916301
614.36908,0.9999481883422703
614.488282,1.0008747523728854
614.607484,0.9988600502369365
614.726686,1.000322031841124
614.845888,1.0004422777759872
614.96509,0.9998427523647057
615.084292,0.999977456254114
615.203494,0.9998614995920672
615.322696,1.0014771899718415
615.441898,0.996155110588654
615.5611,0.9999749913127224
615.680302,0.9990857581739524
615.799504,1.0017017463296602
615.918706,0.9989786219619922
616.037908,0.9988931130517859
616.15711,0.999604718144466
616.276312,1.0000356936370027
616.395514,0.9965712914916774
616.514716,0.999139150743506
616.633918,1.002291020385729
616.75312,0.9964540019532937
616.872322,1.0007378220568823
616.991524,0.9961860914943439
617.110726,0.9999035656500909
617.229928,0.9933305402337181
617.34913,1.0016952352894701
617.468332,1.0009726827493335
617.587534,1.0004351946697347
617.706736,0.9962791396205694
617.825938,1.0005443781200156
617.94514,1.0008163430267383
618.064342,0.999303852423239
618.183544,1.0005735644252056
618.302746,0.9984350258511605
618.421948,1.002572503222594
618.54115,0.9975065139138418
618.660352,0.9999214670838709
618.779554,0.9992248705681476
618.898756,1.0007980082392811
619.017958,0.9990554563624363
619.13716,0.9994487819765054
619.256362,0.9985101109882702
619.375564,0.9994868417107758
619.494766,0.998247138060091
619.613968,1.001353715446679
619.73317,1.0009122758707254
619.852372,0.9977301799462867
619.971574,1.0007705267032982
620.090776,0.9977144159339796
620.209978,1.0021113257158825
620.32918,0.9961166597434914
620.448382,1.0012737104810556
620.567584,1.0003325752909036
620.686786,1.0000533784245773
620.805988,0.9972133898260972
620.92519,0.9996213617015804
621.044392,0.9997043937001545
621.163594,0.9996654759656464
621.282796,0.9980949169786892
621.401998,0.9968550557302879
621.5212,1.002938809859855
621.640402,0.9991957036198694
621.759604,0.999171253600149
621.878806,0.9981430263131132
621.998008,0.9996017693148971
622.11721,0.9978691734410253
622.236412,1.0013267793940248
622.355614,1.001105110184754
622.474816,0.9982244781072485
622.594018,0.9977182072559636
622.71322,0.9993485822647199
622.832422,1.00219851319382
622.951624,0.9983020431625608
623.070826,0.9990626395969913
623.190028,1.0000783830717925
623.30923,1.0011382473123176
623.428432,0.9958115959335195
623.547634,1.0029065157501156
623.666836,0.9998078084711586
623.786038,1.0007447171642299
623.90524,0.9982263747355586
624.024442,1.0005635787508613
624.143644,1.0035085405696975
624.262846,0.9994859721576018
624.382048,1.0014932137350707
624.50125,1.000076062892635
624.620452,1.000564949523903
624.739654,0.9981709747091257
624.858856,0.9986924555820914
624.978058,0.9975169877872256
625.09726,1.0022879132883817
625.216462,0.9969403901753205
625.335664,1.000548930607293
625.454866,0.9999992122303103
625.574068,1.0007743096230388
625.69327,0.998421347385004
625.812472,0.9994579769475964
625.931674,1.0020261498732213
626.050876,0.9987392953566424
626.170078,1.000395138046479
626.28928,0.9998933256901088
626.408482,1.0016697925536178
626.527684,0.9988292858211636
626.646886,1.0011692830790362
626.766088,1.0011064116222432
626.88529,1.0036357935203084
627.004492,0.9978773560017961
627.123694,1.0005855113448878
627.242896,1.0027976060164108
627.362098,1.0011696835468296
627.4813,1.0003122387363697
627.600502,1.0006886169878884
627.719704,1.0003057067187777
627.838906,0.9979376296143433
627.958108,1.0006941107834761
628.07731,0.9987948268052241
628.196512,1.000945887069278
628.315714,0.996737932142385
628.434916,1.0023274042101313
628.554118,0.9998555704309546
628.67332,1.0018273676049394
628.792522,0.9980222583135407
628.911724,1.0009071612220637
629.030926,1.0007607792458382
629.150128,1.000133328887506
629.26933,1.000551992291705
629.388532,0.998940062131394
629.507734,1.0026985345071495
629.626936,0.9995394960645007
629.746138,1.0011860027456725
629.86534,1.0002862009476785
629.984542,1.0014959177703984
630.103744,0.9973837284195812
630.222946,1.0020485955103684
630.342148,1.0016705938897723
630.46135,1.000370728702906
630.580552,1.0003893657831857
630.699754,0.9996851295820983
630.818956,1.001689425473954
630.938158,0.9989098945970497
631.05736,1.0008843307900983
631.176562,0.9992124902486975
631.295764,1.0034827507316058
631.414966,0.9986867630513183
631.534168,1.0002717869273763
631.65337,0.9994130423270907
631.772572,1.0021681470389199
631.891774,0.9992988359304913
632.010976,1.0015218568505782
632.130178,1.0027702300154506
632.24938,1.0004660985902067
632.368582,1.000120167219502
632.487784,1.0013032484911983
632.606986,1.0034486328980874
632.726188,0.9999482383396809
632.84539,1.0023815313513784
632.964592,0.9999718493962357
633.083794,1.0030796323542672
633.202996,0.9984041746855146
633.322198,0.9997130611748213
633.4414,0.9982106028834358
633.560602,1.002745562171208
633.679804,0.9987257125945885
