nu,[0]1-1-1-3-3-3-Hexafluoropropan-2-ol-HITRAN(x-sec)-X=0.01-T=300.4K-P=0.0atm-L=15cm
583.312896,0.9999970490043542
583.431898,0.9999983187014134
583.5509,0.9999973307035626
583.669902,0.9999974885031538
583.788904,0.9999978851022364
583.907906,0.9999974291033048
584.026908,0.9999993050502415
584.14591,0.9999983137014218
584.264912,0.9999977213025962
584.383914,0.9999980029019943
584.502916,0.9999977357025636
584.621918,0.99999853030108
584.74092,0.999998178501659
584.859922,0.99999868090087
584.978924,0.9999986505009105
585.097926,0.9999974862031596
585.216928,0.9999986725008811
585.33593,0.9999982143015944
585.454932,0.9999991056704
585.573934,0.999998573101018
585.692936,0.9999989231005798
585.811938,0.9999991246703831
585.93094,0.9999980884018271
586.049942,0.9999995489701017
586.168944,0.9999986905008574
586.287946,0.9999986156009583
586.406948,0.9999982355015568
586.52595,0.9999973602034843
586.644952,0.9999989605005403
586.763954,0.9999986091009673
586.882956,0.99999778640245
587.001958,0.9999977198025997
587.12096,0.99999812380176
587.239962,0.9999982633015081
587.358964,0.999998522201092
587.477966,0.999998074901853
587.596968,0.9999972677037328
587.71597,0.9999972452037944
587.834972,0.9999979041021964
587.953974,0.9999983014014426
588.072976,0.9999980986018077
588.191978,0.9999994866401317
588.31098,0.9999979891020219
588.429982,0.9999978908022243
588.548984,0.9999975186030786
588.667986,0.9999995430001044
588.786988,0.9999987474007845
588.90599,0.9999977019026406
589.024992,0.9999977058026317
589.143994,0.9999973524035048
589.262996,0.9999988741006338
589.381998,0.999998210001602
589.501,0.9999997701200264
589.620002,0.9999977053026328
589.739004,0.9999982634015079
589.858006,0.9999991995503204
589.977008,0.9999983818013093
590.09601,0.9999996308200682
590.215012,0.9999975891029063
590.334014,0.9999974587032291
590.453016,0.9999988654006436
590.572018,0.9999974915031463
590.69102,0.9999978181023803
590.810022,0.9999980572018873
590.929024,0.9999975970028872
591.048026,0.9999982669015018
591.167028,0.9999989453005562
591.28603,0.9999974756031863
591.405032,0.9999982779014828
591.524034,0.9999978493023127
591.643036,0.9999976326028023
591.762038,0.9999977592025105
591.88104,0.9999975684029563
592.000042,0.9999977261025853
592.119044,0.9999977080026267
592.238046,0.9999987128008284
592.357048,0.9999980826018382
592.47605,0.9999998634200093
592.595052,0.9999977111026195
592.714054,0.9999978989022074
592.833056,0.9999975837029192
592.952058,0.9999981964016265
593.07106,0.9999988005007194
593.190062,0.9999974475032576
593.309064,0.9999979134021769
593.428066,0.9999973748034459
593.547068,0.9999976606027364
593.66607,0.9999980767018496
593.785072,0.999998668100887
593.904074,0.9999983610013432
594.023076,0.9999977312025737
594.142078,0.9999979198021636
594.26108,0.99999907270043
594.380082,0.999999693390047
594.499084,0.9999986250009453
594.618086,0.9999979390021239
