nu,[0]2-5-Dimethylfuran-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
550,0.9645486570080436
550.129003,0.9821590680382003
550.258005,0.978743179777748
550.387008,0.9707774826810479
550.51601,0.9713154424075384
550.645013,0.987537310634109
550.774015,0.9518231768930828
550.903018,0.977038716286848
551.032021,0.9717778986139698
551.161023,0.9802966980752427
551.290026,0.9716544906574169
551.419028,0.9823673078332628
551.548031,0.9776192496856725
551.677034,0.9683835895534643
551.806036,0.9846155682815829
551.935039,0.9675743591780251
552.064041,0.9714320072543783
552.193044,0.9727200077758986
552.322046,0.9822946153421385
552.451049,0.9670307351608243
552.580052,0.9734430073027395
552.709054,0.9920446129268381
552.838057,0.9678540285781093
552.967059,0.9706338182450416
553.096062,0.9712280279514313
553.225065,0.9717341695924425
553.354067,0.9636983001550607
553.48307,0.9677737000274184
553.612072,0.9788880444880793
553.741075,0.9759938439668019
553.870077,0.9748789203034041
553.99908,0.9820696956295151
554.128083,0.9639122649269061
554.257085,0.9749754380940658
554.386088,0.9744851487668077
554.51509,0.9809360599317034
554.644093,0.9864762784321655
554.773095,0.9836442321489243
554.902098,0.9785826790576834
555.031101,0.9774550234471155
555.160103,0.9781042691083899
555.289106,0.995842068234579
555.418108,0.9885233648293223
555.547111,0.9784016580070212
555.676114,0.9778275047642341
555.805116,0.9880687486512383
555.934119,0.9729301379908245
556.063121,0.954772678328186
556.192124,0.9968960273150387
556.321126,0.9773670564535795
556.450129,0.9827691782390624
556.579132,0.9787001160252474
556.708134,0.9842877458828039
556.837137,0.975497189509505
556.966139,0.9870949930054916
557.095142,0.996849373672664
557.224144,0.9809566598052598
557.353147,0.979447149170678
557.48215,0.9847534241108252
557.611152,0.977305484268567
557.740155,0.9830611040338341
557.869157,0.984085987575831
557.99816,0.9680631076280067
558.127163,0.9855405565142095
558.256165,0.9878444825004655
558.385168,0.9779311599733681
558.51417,0.9778793309953695
558.643173,0.9812902417753151
558.772175,0.9718682781611246
558.901178,0.9846746469880233
559.030181,0.9820746059902692
559.159183,0.9794589026069885
559.288186,0.9884521937092458
559.417188,0.980735969385407
559.546191,0.9844718249021358
559.675194,0.9897310890233557
559.804196,0.9787823302879441
559.933199,0.9860127435205395
560.062201,0.9834819442397403
560.191204,0.9875866887340828
560.320206,0.9789301375789873
560.449209,0.9844206336982237
560.578212,0.980822277948234
560.707214,0.9810567224876701
560.836217,0.9770035435261752
560.965219,0.9825638009434855
561.094222,0.9853050404664913
561.223224,0.9857731715330393
561.352227,0.9791582548756762
561.48123,0.9879620429885935
561.610232,0.9800526345845876
561.739235,0.9932110497572243
561.868237,0.9782284962388225
561.99724,0.9858402063878628
562.126243,0.9865946626884906
562.255245,0.9877743480320111
562.384248,0.980598675960457
562.51325,0.9818811563483044
562.642253,0.9895361312027939
562.771255,0.9915348330204532
562.900258,0.9853828826394135
563.029261,0.9909627833491262
563.158263,0.9796313025445968
563.287266,0.9854893097376984
563.416268,0.9838311423089354
563.545271,0.9902008278618233
563.674273,0.9865492803778081
563.803276,0.9815827098429418
563.932279,0.9908882657497152
564.061281,0.991062082794837
564.190284,0.9838399968290615
564.319286,0.9804643431438584
564.448289,0.9895598803549315
564.577292,0.9889910469789955
564.706294,0.9893184571989477
564.835297,0.9863884859502084
564.964299,0.9786159514343985
565.093302,0.9783586092811477
565.222304,0.9980231565339774
565.351307,0.9854252550143665
565.48031,0.9867347690779106
565.609312,0.9877012554347162
565.738315,0.9836432485051839
565.867317,0.9871571819489822
565.99632,0.9872924317473087
566.125323,0.9839462572866805
566.254325,0.9860364081103579
566.383328,0.9889880800103051
566.51233,0.9870861091905317
566.641333,0.9900765654555557
566.770335,0.9843792888998553
566.899338,0.9883217266306927
567.028341,0.9931869150219534
567.157343,0.9893026282302646
567.286346,0.9867041807741904
567.415348,0.9883503883763584
567.544351,0.9935966891345003
567.673353,0.9912711198302789
567.802356,0.9838645931364348
567.931359,0.9942625225525545
568.060361,0.9863579083810987
