nu,[0]1-1-1-Trichloroethane-PNNL(x-sec)-X=0.01-T=278.06K-P=1.0atm-L=15cm
557.721154,0.9781297001499888
557.841157,0.9783145841343033
557.961159,0.9776456457617594
558.081162,0.977991793584909
558.201164,0.9780553651175444
558.321166,0.9794794714599154
558.441169,0.9801261412886484
558.561171,0.9792963259233938
558.681174,0.9794500875165331
558.801176,0.9794647793780344
558.921178,0.9788518263004738
559.041181,0.9792561755971183
559.161183,0.9792346321982334
559.281186,0.9797488653545297
559.401188,0.9794373547481585
559.52119,0.9824095505357112
559.641193,0.9799879532452127
559.761195,0.9810567224876701
559.881198,0.9819597099829158
560.0012,0.9823172083781102
560.121202,0.9821679075095903
560.241205,0.9820854088703508
560.361207,0.9832420039192554
560.48121,0.9841952271831379
560.601212,0.9839669203750452
560.721214,0.9846628309631558
560.841217,0.9848056174254137
560.961219,0.9844521356625309
561.081222,0.9855375998969748
561.201224,0.9839265785583227
561.321226,0.9840751626895046
561.441229,0.9844885610654162
561.561231,0.9855898347739813
561.681234,0.9855937771412052
561.801236,0.9856450293501624
561.921238,0.985404561301296
562.041241,0.9867554907256378
562.161243,0.9865680249922085
562.281246,0.9877210096573665
562.401248,0.9864891027071427
562.52125,0.987552123804867
562.641253,0.9879432718881027
562.761255,0.9870150415491359
562.881258,0.9888427094475417
563.00126,0.988545112582573
563.121262,0.9885243533531815
563.241265,0.9901180505327546
563.361267,0.9891591897487125
563.48127,0.9879847663769001
563.601272,0.9877852136096
563.721274,0.9891987569076404
563.841277,0.9865522400300887
563.961279,0.9852498649291547
564.081282,0.9818055544099776
564.201284,0.9754181774371868
564.321286,0.9674389082495264
564.441289,0.9561676645306769
564.561291,0.9508965524581443
564.681294,0.9534846048576617
564.801296,0.9575235145041567
564.921298,0.9689880494852308
565.041301,0.9730264628424871
565.161303,0.96950271877211
565.281306,0.9663105655596153
565.401308,0.9684126414969279
565.52131,0.9764848923586344
565.641313,0.9791484633420853
565.761315,0.9789898541387162
565.881318,0.9804614017552411
566.00132,0.979306118935618
566.121322,0.9800977180426901
566.241325,0.9815385396148365
566.361327,0.9798527242386809
566.48133,0.9848676621336994
566.601332,0.9833767173014484
566.721334,0.9827740920972383
566.841337,0.9837740817574535
566.961339,0.9854962081870111
567.081342,0.9852626732606526
567.201344,0.9858392205481493
567.321346,0.9863046464921301
567.441349,0.9865551996912483
567.561351,0.9881636078042753
567.681354,0.9879324045718823
567.801356,0.9879995862595446
567.921358,0.9873240256106238
568.041361,0.9878849849545427
568.161363,0.9876489086553801
568.281366,0.9893659456246063
568.401368,0.9895331625988533
568.52137,0.9897192123215478
568.641373,0.9891819406717113
568.761375,0.9902648959279655
568.881378,0.9903196590908978
569.00138,0.9905465673161403
569.121382,0.9907646106103909
569.241385,0.9904146353002411
569.361387,0.9881883122032741
569.48139,0.9908489282664191
569.601392,0.9913260377715305
569.721394,0.9901016147095334
569.841397,0.9898241281184929
569.961399,0.9894124469168225
570.081402,0.9903196590908978
570.201404,0.9891898541588906
570.321406,0.9907229993705874
570.441409,0.9894411402938351
570.561411,0.9895697760032133
570.681414,0.9897706790587121
570.801416,0.9889050085006365
570.921418,0.9897053563495674
571.041421,0.9890048929505748
571.161423,0.9893768287098651
571.281426,0.9881537262176052
571.401428,0.9877061939533397
