nu,[0]CFC-112a-PNNL(x-sec)-X=0.01-T=278.2K-P=1.0atm-L=15cm
644.978058,0.9908711235309984
645.09726,0.9907874975372389
645.216462,0.9904647515487177
645.335664,0.9907023925465122
645.454866,0.990871024443891
645.574068,0.9920198121215263
645.69327,0.9918016909481427
645.812472,0.992362217237294
645.931674,0.9934846177489108
646.050876,0.9934945526447627
646.170078,0.9950151657300029
646.28928,0.994856672438428
646.408482,0.9937530935620755
646.527684,0.9947205853542073
646.646886,0.9944664667096885
646.766088,0.9930979294609802
646.88529,0.9963887363536374
647.004492,0.9950659127974945
647.123694,0.9956009044917606
647.242896,0.9944510525989141
647.362098,0.9942938423152986
647.4813,0.9959124767577151
647.600502,0.996884961830549
647.719704,0.9955214587095111
647.838906,0.9966584952947938
647.958108,0.9956732873086007
648.07731,0.9964603792793135
648.196512,0.995694395806041
648.315714,0.9956480970930894
648.434916,0.9958308152827872
648.554118,0.9971468779111928
648.67332,0.9963170985789025
648.792522,0.9954067812430166
648.911724,0.9966544090033399
649.030926,0.9963597418632815
649.150128,0.9966432465364691
649.26933,0.9951873182444374
649.388532,0.9956985777312855
649.507734,0.99677142309955
649.626936,0.9962579191008948
649.746138,0.9964795115022644
649.86534,0.9951978672859206
649.984542,0.9954191243636313
650.103744,0.9965094063360298
650.222946,0.9955867670592929
650.342148,0.9955805944404723
650.46135,0.9955470439397688
650.580552,0.9968167772310997
650.699754,0.9963068365656366
650.818956,0.9965703945779187
650.938158,0.9950892971212099
651.05736,0.9964674541731223
651.176562,0.9963596422273122
651.295764,0.9959881689822168
651.414966,0.9955683488744711
651.534168,0.9943218817970068
651.65337,0.99491397783314
651.772572,0.994550204311489
651.891774,0.9961246287086452
652.010976,0.9950270064809275
652.130178,0.9964971493457125
652.24938,0.9957854064329399
652.368582,0.9951558708220527
652.487784,0.9957733575024182
652.606986,0.9955034399341789
652.726188,0.9956987768710208
652.84539,0.9958958451582275
652.964592,0.9941314873874892
653.083794,0.9949067149876112
653.202996,0.9926476616559113
653.322198,0.9934237190084083
653.4414,0.994152662613686
653.560602,0.9951581596831879
653.679804,0.9953837876119475
653.799006,0.994563829742622
653.918208,0.9950366582897016
654.03741,0.994348430545675
654.156612,0.994097389262258
654.275814,0.9951712958575942
654.395016,0.9952492208207824
654.514218,0.9933052106278961
654.63342,0.9938041737838351
654.752622,0.9925863179259617
654.871824,0.9945653215894855
654.991026,0.99418576844856
655.110228,0.9933966982507353
655.22943,0.9935292262097002
655.348632,0.9945176830515335
655.467834,0.9939944061073499
655.587036,0.993860424691957
655.706238,0.9927090091770205
655.82544,0.9938188821944491
655.944642,0.9939872493733902
656.063844,0.9935411486319492
656.183046,0.9928497852953128
656.302248,0.9942447254126857
656.42145,0.9929861129295117
656.540652,0.9933600425888709
656.659854,0.9940566321048256
656.779056,0.9935294249155654
656.898258,0.9931379521139885
657.01746,0.9936636598082342
657.136662,0.9928463103271454
657.255864,0.992592273461736
657.375066,0.9944451853550121
657.494268,0.9934659404136646
657.61347,0.993763031142699
657.732672,0.992994454047893
657.851874,0.9939329791511651
657.971076,0.9937302375037693
658.090278,0.9941356627485045
658.20948,0.9932866359941307
658.328682,0.9930305004008122
658.447884,0.9925446301760578
658.567086,0.9928887057697326
658.686288,0.9938323982231557
658.80549,0.9930777697776336
658.924692,0.9923801791559809
659.043894,0.9929870066174155
659.163096,0.9932976615369818
659.282298,0.9924361509764758
659.4015,0.9918024843898129
659.520702,0.992822184454935
659.639904,0.9929491745331692
659.759106,0.9937534910633925
659.878308,0.9929361669841824
