nu,[0]1-2-Dichloroethane-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
653.283294,0.9722483529576662
653.402496,0.972691799304698
653.521698,0.9723591955878133
653.6409,0.9716972443955811
653.760102,0.9723815601065028
653.879304,0.9705949936688085
653.998506,0.9709347613724723
654.117708,0.9707852489319744
654.23691,0.970405746097281
654.356112,0.9697470642434769
654.475314,0.9700933257494131
654.594516,0.9691673288572161
654.713718,0.9701466823496224
654.83292,0.9688417433361508
654.952122,0.9683826211703589
655.071324,0.9680360022404704
655.190526,0.9670171968253006
655.309728,0.9670084937096932
655.42893,0.9678046692813247
655.548132,0.967630480118349
655.667334,0.9667068341209987
655.786536,0.964764740107617
655.905738,0.9656527320821914
656.02494,0.9651072923897879
656.144142,0.9653563221946878
656.263344,0.9645775939018051
656.382546,0.9637705802380416
656.501748,0.9634487346154531
656.62095,0.9624732552110232
656.740152,0.9626985003053908
656.859354,0.9631597433459264
656.978556,0.9621258650735846
657.097758,0.9616304978210878
657.21696,0.9616881973819266
657.336162,0.9600499160371139
657.455364,0.9607193040832263
657.574566,0.96048779862847
657.693768,0.9600758377347882
657.81297,0.9596467797369275
657.932172,0.958613796516464
658.051374,0.9585514886447181
658.170576,0.9583166722961775
658.289778,0.9573454316926738
658.40898,0.9582055140094964
658.528182,0.9571453674048964
658.647384,0.9570802837327829
658.766586,0.956225036311685
658.885788,0.9559812300140496
659.00499,0.9556170705421988
659.124192,0.9548691152386791
659.243394,0.9540292000341617
659.362596,0.9550266816415643
659.481798,0.9543221319613222
659.601,0.9539690980877906
659.720202,0.952612565463081
659.839404,0.9523601565788876
659.958606,0.9537945377156019
660.077808,0.9523677754906159
660.19701,0.9531900236299043
660.316212,0.9515233998097309
660.435414,0.9518650580342445
660.554616,0.9505628463370818
660.673818,0.9514444266449783
660.79302,0.9502330582509448
660.912222,0.9507995659561892
661.031424,0.9511228927710581
661.150626,0.9507311108518537
661.269828,0.9486294692277052
661.38903,0.9488676051092843
661.508232,0.9490146909869372
661.627434,0.9487034652121108
661.746636,0.9483022485096411
661.865838,0.9481846663210722
661.98504,0.9484682159248555
662.104242,0.9475903408757865
662.223444,0.9474567400568021
662.342646,0.9469575618997896
662.461848,0.9476746801691674
662.58105,0.947487059157587
662.700252,0.9469064275720863
662.819454,0.9476888953959839
662.938656,0.94721043332565
663.057858,0.9471195054886568
663.17706,0.9459694540871922
663.296262,0.9464917733727085
663.415464,0.9465088103779618
663.534666,0.9469660845561986
663.653868,0.9468401464420229
663.77307,0.9465504576818524
663.892272,0.9465608697941534
664.011474,0.9468410932826428
664.130676,0.9463441321723753
664.249878,0.946478522580637
664.36908,0.9473638938458152
664.488282,0.9470115400191798
664.607484,0.9469698724281126
664.726686,0.946848668041688
664.845888,0.9471734928390945
664.96509,0.9472587422896177
665.084292,0.9477448106902973
665.203494,0.9491001061527509
665.322696,0.9487546965824668
665.441898,0.9486560312247098
665.5611,0.9484132063636246
665.680302,0.9492908944476688
665.799504,0.9496270029119915
665.918706,0.9495842706583434
666.037908,0.9501228376091087
666.15711,0.9504060164062613
666.276312,0.9508385495375514
666.395514,0.9504649434059966
666.514716,0.9507596332130126
666.633918,0.9511419154191394
666.75312,0.9517003996225678
666.872322,0.9524506350914239
666.991524,0.952417299902565
667.110726,0.953148084191539
667.229928,0.9528355028860607
667.34913,0.9526278073860636
667.468332,0.9526525760310466
667.587534,0.9534321646465136
667.706736,0.9539824537486533
667.825938,0.9539767298711025
667.94514,0.9549789315012457
668.064342,0.9547058465798415
668.183544,0.9527821455919172
668.302746,0.9531738195372378
668.421948,0.9528564654977121
668.54115,0.9540377863356002
668.660352,0.9548242374448994
668.779554,0.9547173031187396
668.898756,0.9536018906769892
669.017958,0.9535685151948898
669.13716,0.9537754620156051
669.256362,0.9541026631108565
669.375564,0.9535027212372591
669.494766,0.9540282460054387
669.613968,0.9535713759047265
669.73317,0.9524544449015839
669.852372,0.9521401867902066
669.971574,0.9522392145189855
670.090776,0.9522077911433949
670.209978,0.951986904559684
670.32918,0.9509193742492636
670.448382,0.9493801319858455
670.567584,0.9482036302040369
670.686786,0.9481163994827329
670.805988,0.9478035726901631
670.92519,0.9479647129940583
671.044392,0.9478528597573957
671.163594,0.9471431837722712
671.282796,0.9462901920941484
671.401998,0.9463166885904762
671.5212,0.946199352596073
671.640402,0.944775448839714
671.759604,0.9443740045869033
671.878806,0.9435584178311548
671.998008,0.9419208794731735
672.11721,0.9412928277251073
672.236412,0.9406200439021625
672.355614,0.9406002910886458
672.474816,0.9399496208450819
672.594018,0.9389707034446998
672.71322,0.9371705464678409
672.832422,0.9361580124803301
672.951624,0.9355599985961397
673.070826,0.9362825297762066
673.190028,0.9353953545254899
673.30923,0.9348623310995184
673.428432,0.9342137617213409
673.547634,0.9329832790495979
673.666836,0.9319762010282437
673.786038,0.9316016218908815
673.90524,0.9310121046661106
674.024442,0.9306500113891039
674.143644,0.9313594369545959
674.262846,0.9311769083933361
674.382048,0.9298620845635734
674.50125,0.9291956124077614
674.620452,0.9284896920260548
674.739654,0.9268745978197008
674.858856,0.9263325347488836
674.978058,0.9263334610818814
675.09726,0.9271981335080336
675.216462,0.9278418323503508
675.335664,0.927514361985451
675.454866,0.9270062233577833
675.574068,0.9272992036128067
675.69327,0.9275635215493532
675.812472,0.9284014896949895
675.931674,0.926933919692241
676.050876,0.9273798821529866
676.170078,0.9270321798954272
676.28928,0.9262889981428686
676.408482,0.9257898629019011
676.527684,0.9273205317397623
676.646886,0.9281211547778047
676.766088,0.927171245152045
676.88529,0.9274540755112536
677.004492,0.9265048486250405
677.123694,0.9262593573691829
677.242896,0.9255001360194353
677.362098,0.9266623678380606
677.4813,0.9264844657425833
677.600502,0.9264075707231141
677.719704,0.9259315195873852
677.838906,0.9257630153851678
677.958108,0.92491262998597
678.07731,0.9247757530458754
678.196512,0.9247739034962189
678.315714,0.9235309186906808
678.434916,0.9244327248771553
678.554118,0.9235244539968764
678.67332,0.9236759244275677
678.792522,0.9229058998514763
678.911724,0.9225912425917387
679.030926,0.9219143090846653
679.150128,0.9221365172081581
679.26933,0.9210794329766196
679.388532,0.9207690815048667
679.507734,0.9200493215459531
679.626936,0.9202011422088684
679.746138,0.9195057330431441
679.86534,0.9193953989753554
679.984542,0.9193448336189718
680.103744,0.9178218228096842
680.222946,0.9177153616531047
680.342148,0.9160420584716696
680.46135,0.9157736974653448
680.580552,0.9159092420026179
680.699754,0.9156335948077592
680.818956,0.9144147827684972
680.938158,0.9138206062879738
681.05736,0.9129811909212343
681.176562,0.9127055122311535
681.295764,0.910646037531502
681.414966,0.9111206077318583
681.534168,0.909861398874996
681.65337,0.9087365961584959
681.772572,0.9080026335496253
681.891774,0.907470699878153
682.010976,0.9061186692539377
682.130178,0.9054384295952912
682.24938,0.9043579812663672
682.368582,0.9032192077879228
682.487784,0.9023164400392398
682.606986,0.9017842303569115
682.726188,0.9009099237607174
682.84539,0.9000454652403873
682.964592,0.8985346582919619
683.083794,0.8964883329683931
683.202996,0.8967483522859327
683.322198,0.8961298093447108
683.4414,0.8946882011576558
683.560602,0.8928559690248816
683.679804,0.8917227616831944
683.799006,0.8915979292350341
683.918208,0.8897453329103256
684.03741,0.8891049468372811
684.156612,0.8878788282270718
684.275814,0.8870180033312618
684.395016,0.885750474085906
684.514218,0.8846085926462143
684.63342,0.8832208468212868
684.752622,0.8828499719547956
684.871824,0.8815178744838441
684.991026,0.8810596043496738
685.110228,0.8812270215786333
685.22943,0.8789651758498762
685.348632,0.8780866500101567
685.467834,0.8780690884527727
685.587036,0.8769721877979416
685.706238,0.8766653012404927
685.82544,0.8770423483793512
685.944642,0.8771475997761143
686.063844,0.8758503815067505
686.183046,0.8751762362922063
686.302248,0.8741616204490686
686.42145,0.8748174875838373
686.540652,0.874013025604512
686.659854,0.8738469789045832
686.779056,0.8737071745726032
686.898258,0.8728077194816846
687.01746,0.8734276330057761
687.136662,0.8726069967901982
687.255864,0.8721795241011328
687.375066,0.8734538362278126
687.494268,0.8739343679718541
687.61347,0.8743452136659761
687.732672,0.8741004312772832
687.851874,0.8740479868247559
687.971076,0.8747475049841719
688.090278,0.8753687962450087
688.20948,0.8769020328291539
688.328682,0.8772353189219761
688.447884,0.8767792751377967
688.567086,0.8776564929487385
688.686288,0.8788333409613627
688.80549,0.8785082327739305
688.924692,0.8780866500101567
689.043894,0.8784643084604088
689.163096,0.8781217741786358
689.282298,0.8776126112211434
689.4015,0.8786927388752757
689.520702,0.8787894003928379
689.639904,0.8805399325013775
689.759106,0.8834240109790382
689.878308,0.8871333231673217
689.99751,0.8919011240711754
690.116712,0.8950192970410453
690.235914,0.8973314281940595
690.355116,0.8993257168059553
690.474318,0.900720752540401
690.59352,0.9007838051998961
690.712722,0.9010630914666429
690.831924,0.8997844898987211
690.951126,0.8983190358496999
691.070328,0.8929899074653672
691.18953,0.8868760918039538
691.308732,0.8817030126763156
691.427934,0.8773405934765937
691.547136,0.8721446376179031
691.666338,0.8641577031846428
691.78554,0.8630263977603099
691.904742,0.8618017699670018
692.023944,0.8618190061747626
692.143146,0.8642959794789609
692.262348,0.8734101646278003
692.38155,0.8842636625608209
692.500752,0.8979508005383987
692.619954,0.9098996138562576
692.739156,0.9184783000756485
692.858358,0.9174345837136545
692.97756,0.9135629452089202
693.096762,0.9064503693843058
693.215964,0.8986604619501734
693.335166,0.88871382671341
693.454368,0.8752024919731284
693.57357,0.8629142116208581
693.692772,0.8490306432304952
693.811974,0.8384922000735541
693.931176,0.8369089464613735
694.050378,0.8369759018552705
694.16958,0.8374112425029939
694.288782,0.8415077968292192
694.407984,0.8556618636341355
694.527186,0.8747824955841785
694.646388,0.8933293081122429
694.76559,0.9077248272502906
694.884792,0.910244531167611
695.003994,0.9088392891959092
695.123196,0.9080026335496253
695.242398,0.9059211569136677
695.3616,0.9055253558569262
695.480802,0.9051233918415406
695.600004,0.9069055217034104
695.719206,0.9087820341242435
695.838408,0.9100925330231043
695.95761,0.9111944114900965
696.076812,0.9133820776522479
696.196014,0.9119108918374176
696.315216,0.9099150822811745
696.434418,0.908048034816325
696.55362,0.9065981328369096
696.672822,0.9045207803544736
696.792024,0.9027225738105026
696.911226,0.900891905742423
697.030428,0.8993167235937534
697.14963,0.8976455491618902
697.268832,0.8961835787463374
697.388034,0.8964972978965474
697.507236,0.8953147021482307
697.626438,0.8928916839779368
697.74564,0.8902615348875161
697.864842,0.8886516189228382
697.984044,0.8872397855537173
698.103246,0.886095984140881
698.222448,0.8844759113086664
698.34165,0.8832650089676723
698.460852,0.8814561703922986
698.580054,0.8790530767624336
698.699256,0.8784994477355281
698.818458,0.8772616363763036
698.93766,0.8769108018933275
699.056862,0.8766740679373385
699.176064,0.8765864049137689
699.295266,0.8755176215901663
699.414468,0.8744851200923782
699.53367,0.8748262358024541
699.652872,0.8751412299428863
699.772074,0.8744413969294618
699.891276,0.87463379519982
700.010478,0.8747475049841719
700.12968,0.8751412299428863
700.248882,0.8755876658016246
700.368084,0.8755438875128009
700.487286,0.8754125657790502
700.606488,0.8758416230467279
700.72569,0.8765864049137689
700.844892,0.8772002302109981
700.964094,0.877112514573832
701.083296,0.8780076257678001
701.202498,0.8791937365071951
701.3217,0.879985367050361
701.440902,0.880346235023731
701.560104,0.8814473558746674
701.679306,0.8824880776596943
701.798508,0.8826028085671375
701.91771,0.8835830416133421
702.036912,0.8846174387763713
702.156114,0.8854936436906284
702.275316,0.8870180033312618
702.394518,0.8867430703670404
702.51372,0.8878699494831833
702.632922,0.8879942599776425
702.752124,0.8886071874526881
702.871326,0.8892294302434735
702.990528,0.8905553696741022
703.10973,0.8917405963167738
703.228932,0.8927399052932143
703.348134,0.8928113273424817
703.467336,0.8911611532685598
703.586538,0.8926327829320494
703.70574,0.8923650332616285
703.824942,0.8938207743725372
703.944144,0.8939369786263184
704.063346,0.8939101609192273
704.182548,0.8946524143453505
704.30175,0.8931685233078491
704.420952,0.8934990568063994
704.540154,0.8921776562799152
704.659356,0.8925435241167713
704.778558,0.8932042507633258
704.89776,0.8927488327369044
705.016962,0.8918743674388048
705.136164,0.8912146245418782
705.255366,0.8905019379548894
705.374568,0.8889271436288272
705.49377,0.8880741830575252
705.612972,0.8879676205494366
705.732174,0.8866012028254876
705.851376,0.8860871232253442
705.970578,0.8844228443460127
706.08978,0.8830707120391452
706.208982,0.8809362646390461
706.328184,0.879413562418416
706.447386,0.8774283319227906
706.566588,0.8759379709242991
706.68579,0.8742752688467128
706.804992,0.8718568773705414
706.924194,0.8696277782287595
707.043396,0.8674824481898361
707.162598,0.8650828467906131
707.2818,0.8626036184148062
707.401002,0.8606477289753934
707.520204,0.8566036095494272
707.639406,0.8542255585373305
707.758608,0.8508750401732316
707.87781,0.8478597890180583
707.997012,0.844475123705497
708.116214,0.8409189474927512
708.235416,0.8383161351989975
708.354618,0.8338681355296099
708.47382,0.831661310305331
708.593022,0.828217067614352
708.712224,0.8234273123397582
708.831426,0.8196564417445557
708.950628,0.8153645215738444
709.06983,0.8109409815144784
709.189032,0.8053808563243945
709.308234,0.8010515315204789
709.427436,0.7962516499079615
709.546638,0.7909899632343335
709.66584,0.7858337680113736
709.785042,0.7806643430100022
709.904244,0.7757926485356219
710.023446,0.7692109729220362
710.142648,0.7643343153435778
710.26185,0.7587598157151364
710.381052,0.7537232656707078
710.500254,0.7484656260184733
710.619456,0.7432446613316696
710.738658,0.737315051385899
710.85786,0.7306651465764114
710.977062,0.7243793932666549
711.096264,0.7178030867394596
711.215466,0.7112438075584175
711.334668,0.7052802763976617
711.45387,0.6993177934059996
711.573072,0.6915429627617484
711.692274,0.6853881218067598
711.811476,0.6774564559190466
711.930678,0.6700251700928483
712.04988,0.6625627557152648
712.169082,0.6559701461442886
712.288284,0.6490406041885846
712.407486,0.642788201590631
712.526688,0.6356545649915364
712.64589,0.6269365121594547
712.765092,0.6186534609370803
712.884294,0.6114268224161704
713.003496,0.6028420842811031
713.122698,0.5957584376689585
713.2419,0.5884166462214182
713.361102,0.5800331627042069
713.480304,0.5725873378457608
713.599506,0.5635439240023664
713.718708,0.5558593413058934
713.83791,0.5476439113774567
713.957112,0.5398791288185121
714.076314,0.5319743527069797
714.195516,0.5249984336073562
714.314718,0.5150815712933681
714.43392,0.5070072376748738
714.553122,0.49943890534291574
714.672324,0.4896374792295142
714.791526,0.4816295639173735
714.910728,0.47219180944600364
715.02993,0.4635829247751316
715.149132,0.4546669982310172
715.268334,0.4450093436811675
715.387536,0.4375081258436659
715.506738,0.4283048802325392
715.62594,0.4195594696298124
715.745142,0.41138325708611934
715.864344,0.40316877829799636
715.983546,0.39604794572243324
716.102748,0.38811251278139275
716.22195,0.3800205305340371
716.341152,0.3726781874379273
716.460354,0.3659348378839356
716.579556,0.35786480627759754
716.698758,0.348540793887764
716.81796,0.34146844684797484
716.937162,0.33443926011930003
717.056364,0.32637769324548555
717.175566,0.3213257091605402
717.294768,0.3130476073025094
717.41397,0.3055016803678051
717.533172,0.2978694427657366
717.652374,0.2901666110829265
717.771576,0.2842503258505983
717.890778,0.27784274244612384
718.00998,0.2725863048436186
