nu,[0]Ethylene-PNNL(x-sec)-X=0.01-T=278.18K-P=1.0atm-L=15cm
661.348014,0.9959034139954123
661.469016,0.9966908872222568
661.590018,0.9964737319378585
661.71102,0.9966747409606689
661.832022,0.9965330238888269
661.953024,0.9970953267502138
662.074026,0.9961718461350901
662.195028,0.9962191654216057
662.31603,0.9969291248125609
662.437032,0.996602783642062
662.558034,0.9974489594484514
662.679036,0.9963571513313203
662.800038,0.9969798697964628
662.92104,0.9960101805639784
663.042042,0.996400693090214
663.163044,0.9955617781450519
663.284046,0.9962927887382784
663.405048,0.9962423775985808
663.52605,0.9963677127730999
663.647052,0.9963259658405391
663.768054,0.9959893641687366
663.889056,0.9967740147086191
664.010058,0.9968191695942359
664.13106,0.997472599268921
664.252062,0.9964965514476023
664.373064,0.9968621334263094
664.494066,0.9966180317812997
664.615068,0.9969912354317625
664.73607,0.9959755200127919
664.857072,0.9956333616102953
664.978074,0.9969813652673891
665.099076,0.9970076859228633
665.220078,0.9959770139771923
665.34108,0.9944650744576097
665.462082,0.9955538136826847
665.583084,0.995460335568446
665.704086,0.996685405437452
665.825088,0.9966432465364691
665.94609,0.9967644457240091
666.067092,0.9959030156341263
666.188094,0.9960009177123714
666.309096,0.9964202227351884
666.430098,0.9965573395912601
666.5511,0.9966992594608728
666.672102,0.9962721656910007
666.793104,0.9963706022436567
666.914106,0.9957251632382258
667.035108,0.9957713659576948
667.15611,0.9955146891866083
667.277112,0.9961553098196961
667.398114,0.9949608393850768
667.519116,0.9946462825017274
667.640118,0.9959207428655765
667.76112,0.9960216347469163
667.882122,0.995609367135415
668.003124,0.9952579790524617
668.124126,0.9965314294372642
668.245128,0.9963923233595449
668.36613,0.996834520727651
668.487132,0.9959932485348314
668.608134,0.9959715361186796
668.729136,0.9954129527841922
668.850138,0.9957547367147379
668.97114,0.9955603843595382
669.092142,0.9959104849347534
669.213144,0.9952922165158221
669.334146,0.9954845255485074
669.455148,0.995560981695948
669.57615,0.9939714451017695
669.697152,0.9947087482496724
669.818154,0.9950132752029841
669.939156,0.9965270447086211
670.060158,0.9959258220743171
670.18116,0.99574796560555
670.302162,0.995074768923528
670.423164,0.99544022747276
670.544166,0.9954777562767492
670.665168,0.9950578527962438
670.78617,0.9955958269400955
670.907172,0.9953978226222994
671.028174,0.9958329065296951
671.149176,0.9954319653531598
671.270178,0.9950649177320792
671.39118,0.9953680606723463
671.512182,0.9953110277164796
671.633184,0.9942381634191526
671.754186,0.9945925730526405
671.875188,0.9948701030941627
671.99619,0.9951118859046363
672.117192,0.9954626251298508
672.238194,0.9950794457859325
672.359196,0.9952343917178692
672.480198,0.9952961976926505
672.6012,0.9954819372921057
672.722202,0.9951725895811198
672.843204,0.9953811996174641
672.964206,0.9950504893953778
673.085208,0.9952794768569847
673.20621,0.9949782513521204
673.327212,0.9946691596293109
673.448214,0.9943761732538962
673.569216,0.9939957977004926
673.690218,0.9932130361813103
673.81122,0.9932173070065481
673.932222,0.9949016409763035
674.053224,0.9946325564777386
674.174226,0.9950651167450826
674.295228,0.9948443362921741
674.41623,0.9953515376996802
674.537232,0.9952841546815189
674.658234,0.9946036130914734
674.779236,0.9946644846952467
674.900238,0.9951273102584062
675.02124,0.9953849820732092
675.142242,0.9944468759132643
675.263244,0.9943988452891066
675.384246,0.9937991053954732
675.505248,0.9926690038100643
675.62625,0.993361433293904
675.747252,0.995090690247201
675.868254,0.9948256333944595
675.989256,0.9945651226764411
676.110258,0.994334609198549
676.23126,0.9943506181146284
676.352262,0.9946982043928235
676.473264,0.9944227111477827
676.594266,0.9951591548418451
676.715268,0.9946743319223889
676.83627,0.995102929937965
676.957272,0.9942715703826773
677.078274,0.9944711407130659
677.199276,0.9941617094440787
677.320278,0.9941925289347711
677.44128,0.9939199587144222
677.562282,0.993843131671017
677.683284,0.9931461951931998
677.804286,0.9928894007920699
677.925288,0.9944884446614582
678.04629,0.9939885415576544
678.167292,0.9948280209788448
678.288294,0.9942795245870572
678.409296,0.9948003651442795
678.530298,0.9943758749410889
678.6513,0.994201277867521
678.772302,0.9938231556248304
678.893304,0.9944198273261019
679.014306,0.9940162742248327
679.135308,0.9939508701058078
679.25631,0.9941822888044598
679.377312,0.993139938391879
679.498314,0.9924756507213244
679.619316,0.9920391566964717
679.740318,0.9931699316709146
679.86132,0.9931765859317486
679.982322,0.9943614565954355
680.103324,0.9940008670919879
680.224326,0.9940395344777935
680.345328,0.9936124874474538
680.46633,0.9937536898141106
680.587332,0.9940515624289297
680.708334,0.9943742839409618
680.829336,0.9946052044585275
680.950338,0.9937937388947936
681.07134,0.9936241127815649
681.192342,0.993703904001396
681.313344,0.9931904905012834
681.434346,0.992883939915383
