nu,[0]HFE-245fa2-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
637.818476,0.8560041968416663
638.05953,0.8536619556780982
638.300584,0.8430913195321987
638.541638,0.8404649738450215
638.782692,0.8302652922874965
639.023746,0.8206077948951283
639.2648,0.8142563795318941
639.505854,0.8062833882069874
639.746908,0.7931364532149527
639.987962,0.7844205395161704
640.229016,0.775149007785199
640.47007,0.7695033286358142
640.711124,0.7600356035672683
640.952178,0.7452019675204026
641.193232,0.7284400129331012
641.434286,0.7239304172397801
641.67534,0.713223816280362
641.916394,0.7083124280984721
642.157448,0.6962266674803878
642.398502,0.6818401723474196
642.639556,0.6737541481290986
642.88061,0.6650520305223421
643.121664,0.6612455668689767
643.362718,0.644500294280633
643.603772,0.6412473596567382
643.844826,0.6231736918093446
644.08588,0.6237971771918881
644.326934,0.62663565484515
644.567988,0.6041577135396947
644.809042,0.5957882263355525
645.050096,0.5874876819953825
645.29115,0.5862669775895188
645.532204,0.5843237986857761
645.773258,0.5690881135447422
646.014312,0.5504605431261766
646.255366,0.5455504467407284
646.49642,0.5324852932978218
646.737474,0.5167531420667215
646.978528,0.5182849973946659
647.219582,0.5008793626531862
647.460636,0.5064093219740591
647.70169,0.5141038454416024
647.942744,0.5235304940676649
648.183798,0.5183368284859168
648.424852,0.5056806173436705
648.665906,0.48594977696487107
648.90696,0.515097023972296
649.148014,0.514494712874949
649.389068,0.5057413026587978
649.630122,0.4920868764143282
649.871176,0.48435362930130144
650.11223,0.5058778712464453
650.353284,0.4870590064975
650.594338,0.5103441382212515
650.835392,0.4812347895545705
651.076446,0.4765083654540062
651.3175,0.48046542954342225
651.558554,0.4835309276260472
651.799608,0.48866406950975194
652.040662,0.45936967542214074
652.281716,0.4741175463266986
652.52277,0.47504297754422675
652.763824,0.47982203703708626
653.004878,0.48250210283757633
653.245932,0.4818511644809976
653.486986,0.4718142070595402
653.72804,0.4882000590835676
653.969094,0.5104206955836432
654.210148,0.5031233048787893
654.451202,0.5044381718595158
654.692256,0.5070630115385243
654.93331,0.49779347341120067
655.174364,0.5126202301849304
655.415418,0.5333432851181132
655.656472,0.5044482607238413
655.897526,0.5122154201241119
656.13858,0.5278410934226774
656.379634,0.5462546609375241
656.620688,0.5437911615728389
656.861742,0.544063125138851
657.102796,0.5542884831826458
657.34385,0.567133813756983
657.584904,0.5843179554770054
657.825958,0.5985710784798322
658.067012,0.5921827455063041
658.308066,0.6091199916842632
658.54912,0.6306337581015231
658.790174,0.6427239259843058
659.031228,0.6556553560298107
659.272282,0.6698509861935124
659.513336,0.6780054179479482
659.75439,0.6951622551622064
659.995444,0.70819202522023
660.236498,0.7260764258006077
660.477552,0.731396177177369
660.718606,0.7450305907769539
660.95966,0.7555948191366354
661.200714,0.7680503408506675
661.441768,0.7808048752392651
661.682822,0.7909662338913784
661.923876,0.7967136098203323
662.16493,0.8118335073933813
662.405984,0.81548683542539
662.647038,0.8262152055408096
662.888092,0.8344103260105208
663.129146,0.8360557345480322
663.3702,0.8478937040879159
663.611254,0.8538924755249102
663.852308,0.8620344878603947
664.093362,0.8618793356167007
664.334416,0.8689844917182344
664.57547,0.8753863037960086
664.816524,0.8799325695122799
665.057578,0.8865923368577893
665.298632,0.8882340507981404
665.539686,0.8894784493449889
665.78074,0.892186578101087
666.021794,0.8999014694859163
666.262848,0.8996765222381224
666.503902,0.8983549693297986
666.744956,0.9034360064125863
666.98601,0.9054619713005015
667.227064,0.9119756398092639
667.468118,0.9121297767165935
667.709172,0.9121297767165935
667.950226,0.9121297767165935
668.19128,0.9121297767165935
668.432334,0.913447843529382
668.673388,0.9109502441077078
668.914442,0.9025781497529256
669.155496,0.9160869456322612
669.39655,0.9139969906855342
669.637604,0.9153003648307843
669.878658,0.9183230903585261
670.119712,0.9213281579998904
670.360766,0.9206365003032057
670.60182,0.9241110782586558
670.842874,0.9271999879061551
671.083928,0.9218294968696513
671.324982,0.9297309832525096
671.566036,0.9257185798268913
671.80709,0.9306369823801477
672.048144,0.9326968971448013
672.289198,0.9293851876487097
672.530252,0.9336309941764104
672.771306,0.9340941900125931
673.01236,0.931021414833708
673.253414,0.935640460215819
673.494468,0.9381382056980769
673.735522,0.9393097330598069
673.976576,0.9380537770589098
674.21763,0.9341082015305294
674.458684,0.9400614815055398
674.699738,0.9355094797202375
674.940792,0.9420169603029187
675.181846,0.9424645246471792
675.4229,0.9416797785902581
675.663954,0.946869498941524
675.905008,0.9427001702328119
676.146062,0.944524171991625
676.387116,0.944479780398752
676.62817,0.9522677821239329
676.869224,0.9483193181037401
677.110278,0.9492785537462557
677.351332,0.9512636693764001
677.592386,0.949849241631589
677.83344,0.94979415197319
678.074494,0.9562642423418919
678.315548,0.9557164598856914
678.556602,0.953841274792999
678.797656,0.951568122460496
679.03871,0.955367687032751
679.279764,0.9562862366723996
679.520818,0.9597811396910679
679.761872,0.9573664935238504
680.002926,0.9614458824891451
680.24398,0.9603187676510737
680.485034,0.9577092920858133
680.726088,0.9606318826042923
680.967142,0.9680485867902988
681.208196,0.9593435792627285
681.44925,0.9631106234515836
681.690304,0.9677707967106732
681.931358,0.9674582572211805
682.172412,0.9639421466702834
682.413466,0.9630528385477409
682.65452,0.966641100291254
682.895574,0.9699041759935926
683.136628,0.9718614751069883
683.377682,0.9712076323769986
683.618736,0.9684339468093983
683.85979,0.9608605402015269
684.100844,0.9705241428203581
684.341898,0.9711066320353402
684.582952,0.972045174284809
684.824006,0.9733602681635819
685.06506,0.9773611922688333
685.306114,0.9714057789442662
685.547168,0.9758259874617129
685.788222,0.9738977113522815
686.029276,0.9743955002570158
686.27033,0.9757976889184073
686.511384,0.9783038227330656
686.752438,0.9756064513132768
686.993492,0.9741636217225947
687.234546,0.9781561100084243
687.4756,0.9743272949592111
687.716654,0.9780827510511689
687.957708,0.9772693246346065
688.198762,0.9789683165988389
688.439816,0.9774892349716344
688.68087,0.9759411417222011
688.921924,0.9767534626307529
689.162978,0.9796695089104154
689.404032,0.9811146065418597
689.645086,0.9799634538526252
689.88614,0.9768638420083475
690.127194,0.9758864905485118
690.368248,0.9717497174635386
690.609302,0.9805153286153127
690.850356,0.9787059882435601
691.09141,0.9775400657334413
691.332464,0.9794726151276124
691.573518,0.9775703699451919
691.814572,0.9785963793110917
692.055626,0.9777023508536453
692.29668,0.9813618785776761
692.537734,0.9775596167302653
692.778788,0.9811067576564029
693.019842,0.98046924547783
693.260896,0.9764604805414745
693.50195,0.9797890358814995
693.743004,0.9801555455139482
693.984058,0.9784094852515941
694.225112,0.9769175709971917
694.466166,0.9808154122163184
694.70722,0.980051654532443
694.948274,0.9765835223134915
695.189328,0.9746586225619979
695.430382,0.979891919131543
695.671436,0.9766694654448974
695.91249,0.9784388379764404
696.153544,0.9787666698959431
696.394598,0.9762017527970712
696.635652,0.9793257052538593
696.876706,0.9784192693953673
697.11776,0.9771461964569406
697.358814,0.9763433123140437
697.599868,0.9755020670076463
697.840922,0.9775205151276334
698.081976,0.9762007765958065
698.32303,0.972675263684663
698.564084,0.9767505323747604
698.805138,0.9751899562865826
699.046192,0.9776857300549581
699.287246,0.9728153390078148
699.5283,0.9749237657651757
699.769354,0.9739999759807726
700.010408,0.9735121242098791
700.251462,0.9688989066853099
700.492516,0.9622769306927419
700.73357,0.963880456347008
700.974624,0.987006158453736
701.215678,0.9712222006007456
701.456732,0.9892828423755592
701.697786,0.9829972071387435
701.93884,0.9793345192248694
702.179894,0.9663095992495329
702.420948,0.9759479733341038
702.662002,0.9859713318549627
702.903056,0.9787598185532335
703.14411,0.9709765124648534
703.385164,0.9619373068833363
703.626218,0.9421130509334085
703.867272,0.9792444245935172
704.108326,0.9606117095465755
704.34938,0.9715641309915753
704.590434,0.9750641648959407
704.831488,0.9652752356693053
705.072542,0.9743253463065699
705.313596,0.97472002798947
705.55465,0.9792767401927334
705.795704,0.9850242685418581
706.036758,0.98817052497374
706.277812,0.9916674100902076
706.518866,0.9749822629460195
706.75992,0.9680911818652024
707.000974,0.9863046464921301
707.242028,0.9761304926701433
707.483082,0.970118548503777
707.724136,0.9799154368198134
707.96519,0.9835675108909846
708.206244,0.9936054328238368
708.447298,0.9904830753161157
708.688352,0.9842710131333526
708.929406,0.983325583041651
709.17046,0.9769380864815944
709.411514,0.9891196241724394
709.652568,0.9907026897572745
709.893622,0.9817731553612693
710.134676,0.974948139163986
710.37573,0.9697945830138253
710.616784,0.9761070658194425
710.857838,0.9791112564074145
711.098892,0.981975421463967
711.339946,0.9962834236300804
711.581,0.9894074998669556
711.822054,0.9908301023156292
712.063108,0.9855711087450185
712.304162,0.9871749509381776
712.545216,0.9581968901986775
712.78627,0.9566439546140004
713.027324,0.9936650509383318
713.268378,1.0
713.509432,1.0
713.750486,1.0
713.99154,1.0
714.232594,1.0
714.473648,1.0
714.714702,1.0
714.955756,1.0
715.19681,1.0
715.437864,1.0
715.678918,1.0
715.919972,1.0
716.161026,1.0
716.40208,1.0
716.643134,1.0
716.884188,1.0
717.125242,1.0
717.366296,1.0
717.60735,1.0
717.848404,1.0
718.089458,1.0
718.330512,1.0
718.571566,1.0
718.81262,1.0
719.053674,1.0
719.294728,1.0
719.535782,1.0
719.776836,1.0
720.01789,1.0
720.258944,1.0
720.499998,1.0
720.741052,1.0
720.982106,1.0
721.22316,1.0
721.464214,1.0
721.705268,1.0
721.946322,1.0
722.187376,1.0
722.42843,1.0
722.669484,1.0
722.910538,1.0
723.151592,1.0
723.392646,1.0
723.6337,1.0
723.874754,1.0
724.115808,1.0
724.356862,1.0
724.597916,1.0
724.83897,1.0
725.080024,1.0
725.321078,1.0
725.562132,1.0
725.803186,1.0
726.04424,1.0
726.285294,1.0
726.526348,1.0
726.767402,1.0
727.008456,1.0
727.24951,1.0
727.490564,1.0
727.731618,1.0
727.972672,1.0
728.213726,1.0
728.45478,1.0
728.695834,1.0
728.936888,1.0
729.177942,1.0
729.418996,1.0
729.66005,1.0
729.901104,1.0
730.142158,1.0
730.383212,1.0
730.624266,1.0
730.86532,1.0
731.106374,1.0
731.347428,1.0
731.588482,1.0
731.829536,1.0
732.07059,1.0
732.311644,1.0
732.552698,1.0
732.793752,1.0
733.034806,1.0
733.27586,1.0
733.516914,1.0
733.757968,1.0
733.999022,1.0
734.240076,1.0
734.48113,1.0
734.722184,1.0
734.963238,1.0
735.204292,1.0
735.445346,1.0
735.6864,1.0
735.927454,1.0
736.168508,1.0
736.409562,1.0
736.650616,1.0
736.89167,1.0
737.132724,1.0
737.373778,1.0
737.614832,1.0
737.855886,1.0
738.09694,0.985792887193626
738.337994,0.968999677411592
738.579048,0.9755742568315954
738.820102,0.9797214327703577
739.061156,0.9779037782842342
739.30221,0.9926061698508388
739.543264,0.9748214041438495
739.784318,0.967871450107417
740.025372,0.964711679506091
740.266426,0.9814600196725068
740.50748,0.9693883242007074
740.748534,0.9858618951109784
740.989588,0.9778235934620376
741.230642,0.9857997877679883
741.471696,0.9797841369485674
741.71275,0.9896707172682826
741.953804,0.9804859135966817
742.194858,0.9672570468302846
742.435912,0.9735471712771941
742.676966,0.9661714268564017
742.91802,0.9741967438488063
743.159074,0.9807447960488513
743.400128,0.9723854496405222
743.641182,0.961447805382833
743.882236,0.9655349296349727
744.12329,0.9541837652840144
744.364344,0.9777795923903634
744.605398,0.970392160511935
744.846452,0.9617093547549992
745.087506,0.9757274340140121
745.32856,0.9634814924293097
745.569614,0.9664361940988161
745.810668,0.9647907891072599
746.051722,0.974583576737362
746.292776,0.9653862487045344
746.53383,0.9499356818455476
746.774884,0.9428849575747454
747.015938,0.9590193759263881
747.256992,0.9644888568451333
747.498046,0.9616410758147427
747.7391,0.9581499397013543
747.980154,0.9626436280547475
748.221208,0.9576345936743066
748.462262,0.9621258650735846
748.703316,0.9472407445444934
748.94437,0.9449247351539389
749.185424,0.9537582942117996
749.426478,0.9471640211515245
749.667532,0.9403435422569888
749.908586,0.9582064722154895
750.14964,0.9458124361906598
750.390694,0.9489900169257357
750.631748,0.9458502694447675
750.872802,0.9398377734952508
751.113856,0.9249755261832555
751.35491,0.9379974955207493
751.595964,0.9430792118835127
751.837018,0.9278511108150665
752.078072,0.9368641417990397
752.319126,0.9342090906642099
752.56018,0.944173818518404
752.801234,0.9224777708475553
753.042288,0.9230581918886993
753.283342,0.9162582699094151
753.524396,0.9193953989753554
753.76545,0.9186776314934415
754.006504,0.9143891795130269
754.247558,0.9260713458034565
754.488612,0.923483819814859
754.729666,0.9020277449721016
754.97072,0.9130661021202995
755.211774,0.9037793773313657
755.452828,0.8893361441778107
755.693882,0.9038878373641173
755.934936,0.9008018210561581
756.17599,0.9097613196255793
756.417044,0.9046112369552637
756.658098,0.890751313408451
756.899152,0.8873906291386029
757.140206,0.8997574967689231
757.38126,0.9074407538391693
757.622314,0.8836537310842124
757.863368,0.8857327592535733
758.104422,0.8714907743690578
758.345476,0.8948940031102394
758.58653,0.8883051123646291
758.827584,0.8859365012176292
759.068638,0.8890249309928328
759.309692,0.8772704090365306
759.550746,0.8854759339948521
759.7918,0.8707677371282948
760.032854,0.8814826144740696
760.273908,0.8679510152135689
760.514962,0.8779988457354426
760.756016,0.8747037687023388
760.99707,0.8670748272376143
761.238124,0.8611212154231672
761.479178,0.8777003768704749
761.720232,0.8749399706057105
761.961286,0.881526689706665
762.20234,0.8767266699594596
762.443394,0.8692886895218461
762.684448,0.8701149061676602
762.925502,0.869784325317656
763.166556,0.8682895821257587
763.40761,0.8794399452210285
763.648664,0.8693147685737156
763.889718,0.853303492939158
764.130772,0.8606907624376697
764.371826,0.8675865523297424
764.61288,0.8675778765075982
764.853934,0.86029493573407
765.094988,0.8525614417393776
765.336042,0.8687672727488074
765.577096,0.8646504134845533
765.81815,0.8727640801867019
766.059204,0.8817559164441733
766.300258,0.8680291343202451
766.541312,0.8610351076070875
766.782366,0.8552683496920095
767.02342,0.8535083103545701
767.264474,0.8616208105967077
767.505528,0.8680464950765385
767.746582,0.8746950217083868
767.987636,0.8740916903166753
768.22869,0.8779286086373052
768.469744,0.8652904915902221
768.710798,0.874651288050652
768.951852,0.886991393190316
769.192906,0.8769809575636683
769.43396,0.8679857339485474
769.675014,0.8803198250328321
769.916068,0.8867696730581897
770.157122,0.8903861802273706
770.398176,0.88588334662221
770.63923,0.888367295898893
770.880284,0.8929899074653672
771.121338,0.910480315033876
771.362392,0.9045840990252261
771.603446,0.901441617449951
771.8445,0.8893806120967083
772.085554,0.8873462607163657
772.326608,0.8967752551400421
772.567662,0.9091728944278596
772.808716,0.9102882239537256
773.04977,0.9089329044637998
773.290824,0.9090365287213792
773.531878,0.9184140088448625
773.772932,0.9168806205388115
774.013986,0.9277889468731573
774.25504,0.9301429453209514
774.496094,0.9203539082777079
774.737148,0.9287831411312518
774.978202,0.9234385702163124
775.219256,0.9282102586855825
775.46031,0.9330625859988146
775.701364,0.9275672318108599
775.942418,0.9337477053449784
776.183472,0.9287283445424404
776.424526,0.9160924421704246
776.66558,0.9294065637538499
776.906634,0.9393332160966702
777.147688,0.9290274432216861
777.388742,0.9310065186102409
777.629796,0.9519402583442023
777.87085,0.9463157422742609
778.111904,0.9400408003804399
778.352958,0.9531623815200315
778.594012,0.9530441967123326
778.835066,0.9620931533502745
779.07612,0.958858274204156
779.317174,0.9628862448174453
779.558228,0.9551155032530979
779.799282,0.9551145481380722
780.040336,0.9460773007521013
780.28139,0.9560500631405734
780.522444,0.9586176309793188
780.763498,0.9762066338180377
781.004552,0.9754757288074044
781.245606,0.9774393842918541
781.48666,0.9657290216614245
781.727714,0.9823103321817183
781.968768,0.9775097624611068
782.209822,0.9591498114309274
782.450876,0.9608278714985311
782.69193,0.9652462778466047
782.932984,0.9761588008648976
783.174038,0.9817869002816586
783.415092,0.9713465249990143
783.656146,0.9718721656420123
783.8972,0.9600873587139668
784.138254,0.9732979750998187
784.379308,0.9819322154959609
784.620362,0.9906891172233969
784.861416,0.9971323196730507
785.10247,0.9838724640846637
785.343524,0.974490995695241
785.584578,0.9853040551619435
785.825632,0.9750700152984813
786.066686,0.9803986542334708
786.30774,0.9920587992662351
786.548794,0.9755508433303945
786.789848,0.9661298823782596
787.030902,0.9765102812958906
787.271956,0.9666217676625751
787.51301,0.9744140139474002
787.754064,0.9720636433185756
787.995118,0.9702504935984365
788.236172,0.9887438301206457
788.477226,0.9808791672901299
788.71828,0.9837908060589996
788.959334,0.9876676741629163
789.200388,0.9886261766053843
789.441442,0.9894579609361951
789.682496,0.9852439534476995
789.92355,0.9939018695357856
790.164604,0.9940671691609723
790.405658,0.99186943331701
790.646712,0.9806320168822321
790.887766,0.9969779755365097
791.12882,0.9945767591564497
791.369874,0.9900571601450454
791.610928,0.9921118758317813
791.851982,0.9721278016362358
792.093036,0.9972332345700093
792.33409,1.0
792.575144,1.0
792.816198,1.0
793.057252,1.0
793.298306,1.0
793.53936,1.0
793.780414,1.0
794.021468,1.0
794.262522,1.0
794.503576,1.0
794.74463,1.0
794.985684,1.0
795.226738,1.0
795.467792,1.0
795.708846,1.0
795.9499,1.0
796.190954,1.0
796.432008,1.0
796.673062,1.0
796.914116,1.0
797.15517,1.0
797.396224,1.0
797.637278,1.0
797.878332,1.0
798.119386,1.0
798.36044,1.0
798.601494,1.0
798.842548,1.0
799.083602,1.0
799.324656,1.0
799.56571,1.0
799.806764,1.0
800.047818,1.0
800.288872,1.0
800.529926,1.0
800.77098,1.0
801.012034,1.0
801.253088,1.0
801.494142,1.0
801.735196,1.0
801.97625,1.0
802.217304,1.0
802.458358,1.0
802.699412,1.0
802.940466,1.0
803.18152,1.0
803.422574,1.0
803.663628,1.0
803.904682,1.0
804.145736,1.0
804.38679,1.0
804.627844,1.0
804.868898,1.0
805.109952,1.0
805.351006,1.0
805.59206,1.0
805.833114,1.0
806.074168,1.0
806.315222,1.0
806.556276,1.0
806.79733,1.0
807.038384,1.0
807.279438,1.0
807.520492,1.0
807.761546,1.0
808.0026,1.0
808.243654,1.0
808.484708,1.0
808.725762,1.0
808.966816,1.0
809.20787,1.0
809.448924,1.0
809.689978,1.0
809.931032,1.0
810.172086,1.0
810.41314,1.0
810.654194,1.0
810.895248,1.0
811.136302,1.0
811.377356,1.0
811.61841,1.0
811.859464,1.0
812.100518,1.0
812.341572,1.0
812.582626,1.0
812.82368,1.0
813.064734,1.0
813.305788,1.0
813.546842,1.0
813.787896,1.0
814.02895,1.0
814.270004,1.0
814.511058,1.0
814.752112,1.0
814.993166,1.0
815.23422,0.9983317930067175
815.475274,0.9828360088153966
815.716328,0.9778851982889574
815.957382,0.9804947380096138
816.198436,0.9964159381374426
816.43949,0.9999849241136424
816.680544,0.9894648871661634
816.921598,0.9998914658902527
817.162652,0.9875698999030799
817.403706,0.9955381836105062
817.64476,0.991174475607578
817.885814,0.9919458102038479
818.126868,0.9756581598254599
818.367922,0.9901876582783906
818.608976,0.9753225911396031
818.85003,0.9815395211538669
819.091084,0.9756240123874497
819.332138,0.9936854212806713
819.573192,0.9896855624403801
819.814246,0.9825313768730545
820.0553,0.9839688883108538
820.296354,0.982067731492088
820.537408,0.9927709561519187
820.778462,0.9755888905552005
821.019516,0.9705988760565479
821.26057,0.9804761087865699
821.501624,0.9863381814202014
821.742678,0.974981287964244
821.983732,0.9772536884505021
822.224786,0.972278493123778
822.46584,0.9857347271290203
822.706894,0.9762359204563497
822.947948,0.9830090031760053
823.189002,0.9816887265004013
823.430056,0.9791964427922759
823.67111,0.9707687457230202
823.912164,0.9722279359566334
824.153218,0.979560771629957
824.394272,0.9819459626432077
824.635326,0.97150000987495
824.87638,0.9737048986945168
825.117434,0.9757976889184073
825.358488,0.9734926541620961
825.599542,0.9720208734592134
825.840596,0.9656575603579224
826.08165,0.9713795513423089
826.322704,0.9848213744413483
826.563758,0.9708512645734081
826.804812,0.9688097720861492
827.045866,0.9627822587183555
827.28692,0.97545914586097
827.527974,0.9625935718875602
827.769028,0.9782079536560992
828.010082,0.9625261926958273
828.251136,0.9638872035338175
828.49219,0.9644917503160441
828.733244,0.9595940006154811
828.974298,0.9564287339374464
829.215352,0.9541742234940706
829.456406,0.9632955584444776
829.69746,0.9687690829301998
829.938514,0.961137307889739
830.179568,0.9748282279175617
830.420622,0.9536142875821477
830.661676,0.9600902389803633
830.90273,0.9647097500846614
831.143784,0.9521830340626686
831.384838,0.9453642273297973
831.625892,0.9512817435578225
831.866946,0.941993410173289
832.108,0.9467085448081929
832.349054,0.9674785740579082
832.590108,0.9505618957747107
832.831162,0.9408194764905772
833.072216,0.9525677937246484
833.31327,0.9521982691130937
833.554324,0.9577207846662738
833.795378,0.9477410197186364
834.036432,0.9408185356715711
834.277486,0.9410951769853391
834.51854,0.9433178411094435
834.759594,0.9371724208108083
835.000648,0.938567032837619
835.241702,0.943358404648721
835.482756,0.9307570422945728
835.72381,0.9352129702144057
835.964864,0.9437471483871476
836.205918,0.938354940655517
836.446972,0.937982487680884
836.688026,0.9352073589534182
836.92908,0.9486930295313898
837.170134,0.9450324627141007
837.411188,0.9512398880819332
837.652242,0.9241905552288467
837.893296,0.9295534215923867
838.13435,0.9388204801503326
838.375404,0.9449530833212139
838.616458,0.9418992155420818
838.857512,0.9327948354606731
839.098566,0.9345735032654072
839.33962,0.9430697811385477
839.580674,0.9266002835392626
839.821728,0.9296268592134403
840.062782,0.9218617614666689
840.303836,0.9326120255888755
840.54489,0.9295710832751825
840.785944,0.9263001136775394
841.026998,0.9257491290440849
841.268052,0.9210315380913827
841.509106,0.9131227139735802
841.75016,0.928406131714043
841.991214,0.9293331435354502
842.232268,0.9104220461583378
842.473322,0.9152298894160306
842.714376,0.9155255564179622
842.95543,0.9341960118284927
843.196484,0.9273826642968063
843.437538,0.9123468894388411
843.678592,0.9101271171964543
843.919646,0.9097485830562607
844.1607,0.9156976914027504
844.401754,0.9253622467721724
844.642808,0.9240611776077595
844.883862,0.9066353041223622
845.124916,0.9005766487486053
845.36597,0.905138779069993
845.607024,0.9081442930096096
845.848078,0.9171107864591813
846.089132,0.9114368214426471
846.330186,0.9052564547600261
846.57124,0.9178897441376302
846.812294,0.9012343097192405
847.053348,0.9018293206956784
847.294402,0.9048935196950113
847.535456,0.9060117535591158
847.77651,0.9067123713985253
848.017564,0.9084385794323708
848.258618,0.9048736122565606
848.499672,0.9105832051226553
848.740726,0.9054701204949145
848.98178,0.8950013968341072
849.222834,0.8790354958767078
849.463888,0.8929720478458147
849.704942,0.8975916920446702
849.945996,0.8959953999542654
850.18705,0.8881008256826542
850.428104,0.8892738928265409
850.669158,0.8885627582040558
850.910212,0.8803550385300987
851.151266,0.8761657444060089
851.39232,0.8844405329797853
851.633374,0.8718655959829081
851.874428,0.8757628008477059
852.115482,0.8753250288993892
852.356536,0.8790003351600918
852.59759,0.8942677965059438
852.838644,0.8917138445001637
853.079698,0.8827616913717029
853.320752,0.8741091723253012
853.561806,0.8769020328291539
853.80286,0.8655241515656287
854.043914,0.8638725781908033
854.284968,0.8781129930048
854.526022,0.8810684149897704
854.767076,0.8722667464145859
855.00813,0.8644602113165923
855.249184,0.8741703621089814
855.490238,0.866754068895489
855.731292,0.8631472299140498
855.972346,0.8597531206142408
856.2134,0.8541315988937666
856.454454,0.8699930986075249
856.695508,0.8695842979268646
856.936562,0.8659916608236132
857.177616,0.8736809637505303
857.41867,0.8696016897867412
857.659724,0.8654981862305636
857.900778,0.8700540002559602
858.141832,0.8624138664922316
858.382886,0.866164876476766
858.62394,0.8680204540723032
858.864994,0.8613623631225881
859.106048,0.8720225459152552
859.347102,0.851709306436301
859.588156,0.849276897822222
859.82921,0.8583957832625495
860.070264,0.8653424105772716
860.311318,0.862629496911534
860.552372,0.859778913594752
860.793426,0.8615088071717104
861.03448,0.8653770249659778
861.275534,0.859778913594752
861.516588,0.8615432682132136
861.757642,0.8767003685538839
861.998696,0.8688541538200635
862.23975,0.866754068895489
862.480804,0.8775775074187753
862.721858,0.8763234684347387
862.962912,0.8703933874922695
863.203966,0.8620775906623488
863.44502,0.8717784137824924
863.686074,0.8727291703216964
863.927128,0.8817735517388545
864.168182,0.8678902607689343
864.409236,0.8773230468401911
864.65029,0.865229923375723
864.891344,0.8788509178039496
865.132398,0.8794663288151371
865.373452,0.8863086726986807
865.614506,0.8916068452589064
865.85556,0.8845732090101859
866.096614,0.8929184711302615
866.337668,0.9060534310583547
866.578722,0.9001084706281169
866.819776,0.8967393848472471
867.06083,0.8900835003845824
867.301884,0.8914285417208029
867.542938,0.9012072730955002
867.783992,0.8914552849782014
868.025046,0.8964166167704418
868.2661,0.9058396276784161
868.507154,0.9132103779619258
868.748208,0.8979328417019768
868.989262,0.9087402311121504
869.230316,0.9121425466228567
869.47137,0.9083940670325413
869.712424,0.907251118539196
869.953478,0.903264369877355
870.194532,0.9099123525400222
870.435586,0.9037613019245737
870.67664,0.9099150822811745
870.917694,0.917550187754104
871.158748,0.9203658729562858
871.399802,0.9092619977375045
871.640856,0.9158570366636901
871.88191,0.9151575891106664
872.122964,0.9124645897790874
872.364018,0.9148657003984649
872.605072,0.9233120677978063
872.846126,0.9247470854418812
873.08718,0.9269904643859378
873.328234,0.9305764929422211
873.569288,0.9256491535369227
873.810342,0.9310875197008562
874.051396,0.9221125419703902
874.29245,0.931314732774531
874.533504,0.9262454635830261
874.774558,0.925583434780065
875.015612,0.9198772884084236
875.256666,0.9332258862397188
875.49772,0.9298044349014885
875.738774,0.9355253835165745
875.979828,0.9436867505024037
876.220882,0.9357040859303635
876.461936,0.9356077133727846
876.70299,0.9531814449582957
876.944044,0.9349857410721025
877.185098,0.9330849797696028
877.426152,0.9497989009558222
877.667206,0.9441407730130555
877.90826,0.946003509600535
878.149314,0.9462485562416917
878.390368,0.9547488093095918
878.631422,0.9582390517893944
878.872476,0.9500468308224119
879.11353,0.9424004392384319
879.354584,0.9561380237925103
879.595638,0.954287776982965
879.836692,0.9461113601479938
880.077746,0.9592457312079794
880.3188,0.9573741524864344
880.559854,0.9593589288827934
880.800908,0.967402146269495
881.041962,0.9683216149869401
881.283016,0.9597926571338488
881.52407,0.954572197117001
881.765124,0.9678975829893622
882.006178,0.95807616499636
882.247232,0.9573770246132001
882.488286,0.9656227973114881
882.72934,0.9546380648710135
882.970394,0.9562470297404436
883.211448,0.9687816770101393
883.452502,0.9623308197097391
883.693556,0.9619844429661982
883.93461,0.971674895615972
884.175664,0.971499038375426
884.416718,0.972105442953924
884.657772,0.9755654767027946
884.898826,0.9635460478518849
885.13988,0.9608153808173913
885.380934,0.9676449946844097
885.621988,0.9824802865698165
885.863042,0.9826060520953193
886.104096,0.975645476351825
886.34515,0.9857564135315667
886.586204,0.9806192687488756
886.827258,0.9784916751002806
887.068312,0.9715748182557961
887.309366,0.97523384082201
887.55042,0.9718235732485501
887.791474,0.9839521609819353
888.032528,0.9826178434386924
888.273582,0.9756210855198029
888.514636,0.9704008940806805
888.75569,0.9862306764175557
888.996744,0.9949397464388678
889.237798,0.9830227653983851
889.478852,0.9747580428118457
889.719906,0.9845545240087414
889.96096,0.9884531821619337
890.202014,0.9893530839509144
890.443068,0.9745592124524983
890.684122,0.9822150527006263
890.925176,0.9750602646470816
891.16623,0.9726451112188543
891.407284,0.9740817954151231
891.648338,0.9924386320699545
891.889392,0.9891492982062727
892.130446,0.999872308153298
892.3715,1.0
892.612554,1.0
892.853608,1.0
893.094662,1.0
893.335716,1.0
893.57677,1.0
893.817824,1.0
894.058878,1.0
894.299932,1.0
894.540986,1.0
894.78204,1.0
895.023094,1.0
895.264148,1.0
895.505202,1.0
895.746256,1.0
895.98731,1.0
896.228364,1.0
896.469418,1.0
896.710472,1.0
896.951526,1.0
897.19258,1.0
897.433634,1.0
897.674688,1.0
897.915742,1.0
898.156796,1.0
898.39785,1.0
898.638904,1.0
898.879958,1.0
