nu,[0]Crotonaldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
552.321046,0.8881807583538819
552.441049,0.9196924116541898
552.561051,0.8825586795299442
552.681054,0.903155984656213
552.801056,0.9151557587973185
552.921058,0.9376908204838152
553.041061,0.877112514573832
553.161063,0.8967842229374324
553.281066,0.9212305023909811
553.401068,0.9126416250813737
553.52107,0.9147970880439305
553.641073,0.900891905742423
553.761075,0.9006577042944375
553.881078,0.9214829541329456
554.00108,0.9217640492987899
554.121082,0.9338392171041052
554.241085,0.9486560312247098
554.361087,0.9259815212394754
554.48109,0.9144888533657201
554.601092,0.9027857666023912
554.721094,0.9428453572381402
554.841097,0.931728328327301
554.961099,0.8993347101080899
555.081102,0.9260722718752654
555.201104,0.9223274192248974
555.321106,0.9212083931242361
555.441109,0.9245612299568093
555.561111,0.9229418938834496
555.681114,0.9317581441108576
555.801116,0.9464094321703193
555.921118,0.9175244967085232
556.041121,0.9514520382308378
556.161123,0.9274883919468977
556.281126,0.9207442210752834
