nu,[0]Methyl2-methylbutyrate-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
533.634673,0.8091588723939631
533.754275,0.824836577622273
533.873877,0.8220533363174529
533.99348,0.8314035352563333
534.113082,0.8357631662433803
534.232685,0.8499565911815732
534.352287,0.8460896125377914
534.471889,0.8128164204798211
534.591492,0.8344520475698517
534.711094,0.8043908468517567
534.830697,0.8347107678041628
534.950299,0.7788864558694603
535.069901,0.8056144506422676
535.189504,0.8105842459701871
535.309106,0.8206652394513069
535.428709,0.8346523400954101
535.548311,0.814793966126447
535.667913,0.8247870889122918
535.787516,0.8221930972639707
535.907118,0.8181660237123948
536.026721,0.8043506283148858
536.146323,0.8423244554075212
536.265925,0.8166374828791613
536.385528,0.8259921575481476
536.50513,0.8034020543421844
536.624732,0.8309713178042768
536.744335,0.8135482845476826
536.863937,0.8053728025561002
536.98354,0.8109977493700362
537.103142,0.8127757806748006
537.222744,0.8403305102065842
537.342347,0.792272405472516
537.461949,0.8277533958966862
537.581552,0.8034261567653491
537.701154,0.8337680773569568
537.820756,0.8192631010618342
537.940359,0.8229416335148199
538.059961,0.8329930334962713
538.179564,0.799706894758663
538.299166,0.8364989615321182
538.418768,0.8126132417730977
538.538371,0.824762345670775
538.657973,0.8173482666353673
538.777576,0.823484954269066
538.897178,0.7977978774645643
539.01678,0.8388947729393478
539.136383,0.8163680369708312
539.255985,0.844475123705497
539.375588,0.8278030625904259
539.49519,0.7988516660102476
539.614792,0.8284407164138372
539.734395,0.830572547284312
539.853997,0.8458950343042623
539.973599,0.8258930444361475
540.093202,0.8510452321999016
540.212804,0.8151851611094727
540.332407,0.8190419298840002
540.452009,0.8400364459922514
540.571611,0.8213877427168353
540.691214,0.8270170231088355
540.810816,0.8253068684916823
540.930419,0.8345021161947496
541.050021,0.8506453349239889
541.169623,0.8542938993156082
541.289226,0.80918314752426
541.408828,0.8389618872057177
541.528431,0.8334346368185676
541.648033,0.8246303942518627
541.767635,0.8250428125449698
541.887238,0.8289462194135897
542.00684,0.8413226854769121
542.126443,0.8218149754139223
542.246045,0.837578741500836
542.365647,0.8164170205225413
542.48525,0.8371265710774276
542.604852,0.832177100196064
542.724454,0.8385760534861622
542.844057,0.8292695714887172
542.963659,0.8478682676583416
543.083262,0.8373358788825825
543.202864,0.8347775473367327
543.322466,0.8510707639398417
543.442069,0.8288633289362413
543.561671,0.8536448826097158
543.681274,0.8376373740648568
543.800876,0.8461403794375354
543.920478,0.8279769194879052
544.040081,0.8555335239803051
544.159683,0.8386012111451298
544.279286,0.8478343536059207
544.398888,0.8400028452064319
544.51849,0.8425940423648642
544.638093,0.8485213776395122
544.757695,0.8456582168506478
544.877298,0.860071288126228
544.9969,0.8428047172087136
545.116502,0.8571005837515526
545.236105,0.8441036363842706
545.355707,0.8585588939563946
545.47531,0.833226304202025
545.594912,0.8476054692312283
545.714514,0.8338347814712743
545.834117,0.8485892620650641
545.953719,0.8528343050565366
546.073321,0.8455821110359443
546.192924,0.861500192126714
546.312526,0.8489032981851278
546.432129,0.8630695501589989
546.551731,0.8533290924279365
546.671333,0.8753687962450087
546.790936,0.8496676550624951
546.910538,0.859787511426877
547.030141,0.8786312325363014
547.149743,0.8820469439134913
547.269345,0.8675084730536528
547.388948,0.8733402946094682
547.50855,0.8675258233966168
547.628153,0.8565093883346385
547.747755,0.8655674288551302
547.867357,0.8707416144880225
547.98696,0.8754300742054495
548.106562,0.8502881388997366
548.226165,0.8770949724989618
548.345767,0.8580696548332357
548.465369,0.8729299211163268
548.584972,0.8591772789519274
548.704574,0.8781832448542769
548.824176,0.8694973438448486
548.943779,0.8696103858471194
549.063381,0.8704717264223427
549.182984,0.8738994112962735
549.302586,0.8887049396195784
549.422188,0.8667800719075991
549.541791,0.8753863037960086
549.661393,0.8676993459129693
549.780996,0.885166071647028
549.900598,0.8884739063709012
550.0202,0.8831766868829534
550.139803,0.8758941751206571
550.259405,0.8784994477355281
550.379008,0.8808746012587647
550.49861,0.8765425766892381
550.618212,0.8800821707648432
550.737815,0.8813063355796519
550.857417,0.8808569839429133
550.97702,0.8686717136046543
551.096622,0.8813504019980821
551.216224,0.8761131760384113
551.335827,0.8853342691789005
551.455429,0.894249911328866
551.575032,0.8866455339938988
551.694634,0.8879409819204015
551.814236,0.8866189350268655
551.933839,0.8972416995377478
552.053441,0.8810948474387048
552.173043,0.901594875551487
552.292646,0.8915533504530512
552.412248,0.892695269413856
552.531851,0.8894784493449889
552.651453,0.8795630754322732
552.771055,0.8954579639612138
552.890658,0.8923114929658578
553.01026,0.8997305044489069
553.129863,0.8925970783348288
553.249465,0.9024788716168504
553.369067,0.8919992385910228
553.48867,0.8888204787716112
553.608272,0.8883850634224856
553.727875,0.9099587592533629
