nu,[0]HFC-7100-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
700,1.0
700.119002,0.9999979931020139
700.238004,1.0
700.357006,0.9999597168113894
700.476008,1.0
700.59501,1.0
700.714012,0.999982806147816
700.833014,1.0
700.952016,1.0
701.071018,0.9999990019204981
701.19002,1.0
701.309022,1.0
701.428024,0.9999365040159554
701.547026,0.9999280175908579
701.666028,0.9999965136060774
701.78503,0.9999998063800187
701.904032,1.0
702.023034,0.9999999985575
702.142036,1.0
702.261038,0.9999957803089029
702.38004,0.9999329772461252
702.499042,0.999912852797538
702.618044,1.0
702.737046,0.9999813481739475
702.856048,0.999910773980878
702.97505,1.0
703.094052,0.9999477033675166
703.213054,0.9999858920995174
703.332056,1.0
703.451058,1.0
703.57006,1.0
703.689062,0.9999474343816205
703.808064,1.0
703.927066,0.999946786415893
704.046068,0.9999011668843142
704.16507,0.9999832721399122
704.284072,0.9999499552522801
704.403074,1.0
704.522076,0.9999997024800442
704.641078,1.0
704.76008,0.9999213830904712
704.879082,0.999925829750749
704.998084,0.999933957180923
705.117086,0.9999989361005659
705.236088,1.0
705.35509,0.9999727363716595
705.474092,0.9999462324455267
705.593094,0.9999265007012058
705.712096,0.9999711444163304
705.831098,1.0
705.9501,1.0
706.069102,1.0
706.188104,0.9999643326360955
706.307106,0.9999874930782122
706.426108,1.0
706.54511,0.9999687364887138
706.664112,1.0
706.783114,0.99997404333688
706.902116,1.0
707.021118,0.999968151507174
707.14012,1.0
707.259122,0.9999884440667703
707.378124,0.9999668165505828
707.497126,0.9998862064749744
707.616128,0.9999433376053741
707.73513,0.9999832911395946
707.854132,1.0
707.973134,1.0
708.092136,1.0
708.211138,1.0
708.33014,1.0
708.449142,1.0
708.568144,0.9999595308188994
708.687146,0.9999823341560429
708.806148,0.9999678385171916
708.92515,0.9999995154601173
709.044152,0.999967275535457
709.163154,0.9999501512424906
709.282156,1.0
709.401158,1.0
709.52016,1.0
709.639162,1.0
709.758164,1.0
709.877166,0.9999179943626462
709.996168,0.9999354300847267
710.11517,0.9999671915382093
710.234172,0.9999258887463747
710.353174,0.9999999014920049
710.472176,0.9999698374548988
710.591178,0.999999432600161
710.71018,0.9999687704876514
710.829182,0.9999462714434306
710.948184,0.999998234201559
711.067186,0.999958191873984
711.186188,0.9999675225274045
711.30519,0.9999841501256106
711.424192,0.9999901231487764
711.543194,1.0
711.662196,0.9999816031692238
711.781198,0.9998923357962064
711.9002,0.9999677805190587
712.019202,1.0
712.138204,0.9998585400064086
712.257206,0.9999788842229411
712.376208,0.9999727043725324
712.49521,0.999995905608382
712.614212,0.9999734573522623
712.733214,0.9999498792560865
712.852216,0.999958905844388
712.971218,1.0
713.09022,1.0
713.209222,0.9999817131672062
713.328224,1.0
713.447226,0.9999981578016969
713.566228,0.9999829951445842
713.68523,0.999996575405864
713.804232,0.9999952853111141
713.923234,0.999979582208446
714.042236,0.9999577078943364
714.161238,0.9999440075676348
714.28024,0.9999988249006905
714.399242,0.9999321473020985
714.518244,0.9999900929490751
714.637246,0.999977961242857
714.756248,0.9999974343032914
714.87525,1.0
714.994252,0.9999843661222103
715.113254,0.9999517081660881
715.232256,0.9999937750193753
715.351258,1.0
715.47026,1.0
715.589262,0.9999967767051948
715.708264,0.9999488013106976
715.827266,1.0
715.946268,0.9999768922669878
716.06527,0.9999819881622151
716.184272,1.0
716.303274,0.9999997088500424
716.422276,1.0
716.541278,0.9999949841125796
716.66028,1.0
716.779282,0.9999474683798338
716.898284,0.9999730713625823
717.017286,0.999976258281839
717.136288,0.9999881380703532
717.25529,0.9999860210977057
717.374292,0.9999932862225375
717.493294,1.0
717.612296,1.0
717.731298,1.0
717.8503,0.9999963815065468
717.969302,0.9998991650841819
718.088304,1.0
718.207306,0.9999726873729966
718.326308,0.999993209423056
718.44531,0.9999668765485936
718.564312,0.9999920369317054
718.683314,1.0
718.802316,1.0
718.921318,0.9999333452215284
719.04032,1.0
719.159322,0.9999725003781216
719.278324,0.9999839361290254
719.397326,0.9999628846887902
719.516328,0.9999685824935401
719.63533,1.0
719.754332,0.9999995591600972
719.873334,0.9999960869076562
719.992336,0.9999770142641761
720.111338,0.9999993254502275
720.23034,0.9999613087485257
720.349342,0.9999707214286258
720.468344,0.9999721383881419
720.587346,1.0
720.706348,0.9999922589299622
720.82535,0.999965629590676
720.944352,0.9999825381524599
721.063354,1.0
721.182356,0.9999257847540877
721.301358,0.9999493992802596
721.42036,1.0
721.539362,0.9999938879186788
721.658364,0.9999889160614273
721.777366,0.9999900498495031
721.896368,0.9999925631276537
722.01537,0.9999929024251879
722.134372,1.0
