nu,[0]Acrylonitrile-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
624.978058,0.9938510824478735
625.09726,0.9940153796105885
625.216462,0.993859828375881
625.335664,0.993912901907767
625.454866,0.9938744382227402
625.574068,0.9928603095588153
625.69327,0.9925842334968827
625.812472,0.9930069658568382
625.931674,0.9933466323188155
626.050876,0.9928831456085487
626.170078,0.9931860211541321
626.28928,0.9931683426002952
626.408482,0.992821588761803
626.527684,0.9930766773926877
626.646886,0.9922100997694934
626.766088,0.9931693357691345
626.88529,0.9929097552334185
627.004492,0.9924813078486563
627.123694,0.9919858856240982
627.242896,0.9927038471035943
627.362098,0.9920776485624889
627.4813,0.992100764240997
627.600502,0.9921749761536531
627.719704,0.9922211133627261
627.838906,0.9921340993867028
627.958108,0.9923506066672743
628.07731,0.9916872436367442
628.196512,0.9913828423809313
628.315714,0.9914449048894006
628.434916,0.9914816881776978
628.554118,0.991505979776629
628.67332,0.9910070803755731
628.792522,0.9905380486522917
628.911724,0.9907204234941377
629.030926,0.991357265033547
629.150128,0.9916897228579523
629.26933,0.9915246202642688
629.388532,0.9909824046064863
629.507734,0.9908991655805874
629.626936,0.9906861451605034
629.746138,0.9907639170754061
629.86534,0.9902562806608474
629.984542,0.9899706329305431
630.103744,0.9896024323446481
630.222946,0.9898894586668331
630.342148,0.9895806613306185
630.46135,0.9899874625743545
630.580552,0.990027062864858
630.699754,0.9895381102770354
630.818956,0.989510403597843
630.938158,0.9893431904695423
631.05736,0.9889247867985888
631.176562,0.9890958855863233
631.295764,0.989123580658849
631.414966,0.9884946980674124
631.534168,0.9884136448253992
631.65337,0.9881260583006238
631.772572,0.9886083814943619
631.891774,0.9887280103459223
632.010976,0.9886696771141592
632.130178,0.9888298545758757
632.24938,0.9877773113595002
632.368582,0.9876558222219382
632.487784,0.9884126564122486
632.606986,0.9881665722995454
632.726188,0.9877526172353941
632.84539,0.9882673704305373
632.964592,0.9871542204818785
633.083794,0.986903515150801
