nu,[0]Dibromomethane-PNNL(x-sec)-X=0.01-T=278.17K-P=1.0atm-L=15cm
588.676174,0.9449833223037013
588.807376,0.9440473077031364
588.938579,0.9416487036703036
589.069781,0.9409474366404729
589.200984,0.9437112866768856
589.332187,0.9407225770749043
589.463389,0.9386524463238619
589.594592,0.9366177789278841
589.725795,0.9381447726885013
589.856997,0.9396338508248122
589.9882,0.9371958504141974
590.119402,0.9357302860115689
590.250605,0.9400943842331869
590.381808,0.9405965286950063
590.51301,0.9397099642492811
590.644213,0.9385247982714261
590.775416,0.9396817733732189
590.906618,0.940642619054117
591.037821,0.9396864717938318
591.169023,0.9403915010005814
591.300226,0.9403473036386806
591.431429,0.94059464750383
591.562631,0.9397343970259763
591.693834,0.9478395899102483
591.825037,0.9490517032816207
591.956239,0.9483932898954146
592.087442,0.9482045784081412
592.218644,0.9495738252888157
592.349847,0.9537525716792019
592.48105,0.9566678710118196
592.612252,0.955424055389136
592.743455,0.9567271862585759
592.874657,0.9594030604085393
593.00586,0.9589196430974888
593.137063,0.9577246155570742
593.268265,0.9586080448509399
593.399468,0.9645814522198973
593.530671,0.9643326223056637
593.661873,0.9659714500693539
593.793076,0.9629006882194429
593.924278,0.9669572436176661
594.055481,0.9647203619502775
594.186684,0.9665086795315433
594.317886,0.966941772425538
594.449089,0.9683216149869401
594.580292,0.964692385465442
594.711494,0.9657425419623696
594.842697,0.965272339847942
594.973899,0.964382768905824
595.105102,0.9683429182968053
595.236305,0.9676227391054721
595.367507,0.9648178036275564
595.49871,0.9679198448897819
595.629913,0.9654432081734958
595.761115,0.9670462077763674
595.892318,0.9638843118765444
596.02352,0.9639980569361724
596.154723,0.9641821981499733
596.285926,0.9631019554949785
596.417128,0.9663975374241908
596.548331,0.965065793668444
596.679534,0.9660844753408615
596.810736,0.9673179859437968
596.941939,0.9689376634167067
597.073141,0.9668518510221126
597.204344,0.9667145678066064
597.335547,0.9666556000165061
597.466749,0.9665164116319079
597.597952,0.9682063915706859
597.729155,0.967917909052028
597.860357,0.966359848655167
597.99156,0.9652433821121148
598.122762,0.9655947946564065
598.253965,0.9672531778098353
598.385168,0.9681841230797684
598.51637,0.9660381043989567
598.647573,0.9668566852934534
598.778776,0.9680563312099708
598.909978,0.9658043514629382
599.041181,0.9662786778371021
599.172383,0.9675172739748636
599.303586,0.9679963135780016
599.434789,0.9680098656212558
599.565991,0.9686237784658676
599.697194,0.96748631391746
599.828397,0.9681202250363038
599.959599,0.9671835380880931
600.090802,0.967322822545818
600.222004,0.9688611203647871
600.353207,0.9670935942015064
600.48441,0.9666633332922393
600.615612,0.9681521735308772
600.746815,0.9690752623342038
600.878018,0.9693127148602223
601.00922,0.9695744646278631
601.140423,0.966909863873542
601.271625,0.9680785967616415
601.402828,0.9690878603945013
601.534031,0.9699720716622328
601.665233,0.9706707030309414
601.796436,0.9670597465180473
601.927639,0.9707561258113554
602.058841,0.9681696004268423
602.190044,0.9678269290447044
602.321246,0.9710842968396591
602.452449,0.9708930120753496
602.583652,0.9709289357813808
602.714854,0.9723407209386068
602.846057,0.9697140934038001
602.97726,0.9704338882719774
603.108462,0.9699293938299989
603.239665,0.9706202294667079
603.370867,0.9700933257494131
603.50207,0.9707687457230202
603.633273,0.9717059897101346
603.764475,0.9700283316739138
