nu,[0]Chloroacetone-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
608.224938,0.9938157019791144
608.34414,0.9962331125875515
608.463342,0.9941886515914691
608.582544,0.9965202683477568
608.701746,0.9941324815194736
608.820948,0.9956815514311815
608.94015,0.9968499717824677
609.059352,0.9975465147270608
609.178554,0.9928644795808725
609.297756,0.9966931796139337
609.416958,0.9954217124567192
609.53616,0.9956246000752639
609.655362,0.9944588093473757
609.774564,0.9954890052389517
609.893766,0.9968592425303142
610.012968,0.9949820322766592
610.13217,0.9944115736757878
610.251372,0.9957062446398515
610.370574,0.9927386916201453
610.489776,0.9933932213683759
610.608978,0.9968294368845592
610.72818,0.9977112232529568
610.847382,0.9976121554472858
610.966584,0.9952960981630358
611.085786,0.9960274116891509
611.204988,0.9934044467752008
611.32419,0.9958987332603662
611.443392,0.9956223101413172
611.562594,0.9963029509765509
611.681796,0.9920069159477941
611.800998,0.9991097565020826
611.9202,0.9939136970384066
612.039402,0.9939840686192815
612.158604,0.9931214661608172
612.277806,0.9942346835916703
612.397008,0.9948417497002623
612.51621,0.994148089521956
612.635412,0.9939702523367511
612.754614,0.9958175708210198
612.873816,0.9933145477407603
612.993018,0.9967273667763009
613.11222,0.9979300453171785
613.231422,0.9930789614716723
613.350624,0.9942678915846727
613.469826,0.9948447342299881
613.589028,0.9920796327197702
613.70823,0.9948434409326743
613.827432,0.9963113199564887
613.946634,0.9942813142918122
614.065836,0.9943310296003991
614.185038,0.993945502785601
614.30424,0.9969356048729324
614.423442,0.9926840924935959
614.542644,0.9953625861630675
614.661846,0.9905877749104527
614.781048,0.9957902857933859
614.90025,0.9950294940515532
615.019452,0.992814043346401
615.138654,0.9949112915690262
615.257856,0.9976036757800031
615.377058,0.995402102842139
615.49626,0.9929675442628175
615.615462,0.9958096043123194
615.734664,0.9955078201589511
615.853866,0.9947084498370927
615.973068,0.9968400033325922
616.09227,0.9917303829701162
616.211472,0.9944396164775671
616.330674,0.9941080261612304
616.449876,0.9975936000337604
616.569078,0.9962464622007025
616.68828,0.9930811462477909
616.807482,0.9921965065842401
616.926684,0.9950675049042286
617.045886,0.9941060379471663
617.165088,0.9954139481976426
617.28429,0.9936113944743187
617.403492,0.996499042692095
617.522694,0.9965667072742803
617.641896,0.9973617862189211
617.761098,0.9951381572052038
617.8803,0.9945162907277518
617.999502,0.9953031647904192
618.118704,0.9948542847852794
618.237906,0.9955780059342918
618.357108,0.9970964235556765
618.47631,0.9969101833391341
618.595512,0.9948917914988129
618.714714,0.9935375718902522
618.833916,0.9941127978912081
618.953118,0.995977213172615
619.07232,0.9948992532152305
619.191522,0.995994045329749
619.310724,0.9976266209284143
619.429926,0.9939144921696823
619.549128,0.9951673151803722
619.66833,0.9971805820452628
619.787532,0.9969026068505313
619.906734,0.9970717955781714
620.025936,0.9966631796007297
620.145138,0.9973438338683408
620.26434,0.9949136793589914
620.383542,0.9923993322782656
620.502744,0.9938146087824435
620.621946,0.9949556656021639
620.741148,0.997423923793768
620.86035,0.9963610371317878
620.979552,0.9952833584545135
621.098754,0.9940435106438837
621.217956,0.9951130800396158
621.337158,0.9952667373612138
621.45636,0.9928688481941936
621.575562,0.9962043218666257
621.694764,0.9947363020636175
621.813966,0.9998072085866535
621.933168,0.9982236795279854
622.05237,0.9945179814068832
622.171572,0.9973570986295418
622.290774,0.9961675626053613
622.409976,0.9965898278900872
622.529178,0.9971920496878952
622.64838,0.9978906278588885
622.767582,0.9950296930574718
622.886784,0.994293046880543
623.005986,0.9952801735528624
623.125188,0.9952050327363606
623.24439,0.9952073217105682
623.363592,0.9952855480803108
623.482794,0.9953016718367917
623.601996,0.9951535819661821
623.721198,0.994188253916088
623.8404,0.9975539963539772
623.959602,0.9951069103576456
624.078804,0.9940740282481033
624.198006,0.9953869728451642
624.317208,0.9970563410851125
624.43641,0.9964580874230768
624.555612,0.9970895436140897
624.674814,0.9982245779297012
624.794016,0.9973705630412578
624.913218,0.9956641271564943
625.03242,0.9942994103764061
625.151622,0.9987008446339523
625.270824,0.9944342465181369
625.390026,0.9963986006509555
625.509228,0.997981240441647
625.62843,0.9960187462883637
625.747632,0.9925087999616476
625.866834,0.9967687318203409
625.986036,0.9959200457213004
626.105238,0.9948906971184441
626.22444,0.9976427826105826
626.343642,0.9968794789783368
626.462844,0.9965470751035246
626.582046,0.997589609667341
626.701248,0.9933940160832709
626.82045,0.9966641762644077
626.939652,0.9973244855856428
627.058854,0.994537772511634
627.178056,0.9969075913760269
627.297258,0.994323969875151
627.41646,0.9943316261991959
627.535662,0.9967872718911748
627.654864,0.9951760726912787
627.774066,0.999678691630594
627.893268,0.9971553536956771
628.01247,0.9960740268628046
628.131672,0.996478116431925
628.250874,0.9989536478086214
628.370076,0.995991356149457
628.489278,0.9982320646421109
628.60848,0.9984931364606673
628.727682,0.99534626235051
628.846884,0.9973078304058046
628.966086,0.9971586443137738
629.085288,0.9988456667557744
629.20449,0.9978046133940438
629.323692,0.9980015994666135
629.442894,0.9984430133633173
629.562096,0.9985732188214712
629.681298,0.9995255126047652
629.8005,0.9976923666890325
629.919702,0.9987210185947702
630.038904,0.9978656809050303
630.158106,0.9983452705768965
630.277308,1.0
630.39651,0.9986136618557994
630.515712,0.999078075234013
630.634914,1.0
630.754116,0.9985283838904978
630.873318,1.0
630.99252,0.9999606167755396
631.111722,0.9982948554137259
631.230924,0.9980809437476644
631.350126,0.9993086890655895
631.469328,0.99893896329793
631.58853,0.9980146733732004
631.707732,0.9996427338347609
631.826934,0.9978430296111669
631.946136,0.999782493657935
632.065338,0.999933185232206
632.18454,0.9984417153882436
632.303742,1.0
632.422944,1.0
632.542146,0.9981060957043602
632.661348,0.9993625732428083
632.78055,0.9978292594723724
632.899752,0.9999475513754772
633.018954,1.0
633.138156,0.9999657905851553
633.257358,1.0
633.37656,1.0
633.495762,0.9997896221325278
633.614964,1.0
633.734166,0.9982086064642265
633.853368,1.0
633.97257,0.9998755777410914
634.091772,1.0
634.210974,0.9999491892909078
634.330176,0.9998619695270824
634.449378,1.0
634.56858,0.9997950710008165
634.687782,1.0
634.806984,1.0
634.926186,1.0
635.045388,0.999608626606555
635.16459,0.9988083106264016
635.283792,0.9996697345496448
635.402994,1.0
635.522196,1.0
635.641398,1.0
635.7606,1.0
635.879802,1.0
635.999004,1.0
636.118206,0.9987038407409804
636.237408,0.9995955018314521
636.35661,1.0
636.475812,1.0
636.595014,1.0
636.714216,1.0
636.833418,1.0
636.95262,1.0
637.071822,1.0
637.191024,1.0
637.310226,1.0
637.429428,0.9990732496985633
637.54863,1.0
637.667832,0.9999004999504583
637.787034,1.0
637.906236,1.0
638.025438,1.0
638.14464,0.9995093703980853
638.263842,1.0
638.383044,1.0
638.502246,1.0
638.621448,1.0
638.74065,1.0
638.859852,1.0
638.979054,1.0
639.098256,1.0
639.217458,1.0
639.33666,0.9998901060387838
639.455862,1.0
639.575064,1.0
639.694266,0.9996738931843905
639.813468,1.0
639.93267,1.0
640.051872,1.0
640.171074,1.0
640.290276,1.0
640.409478,1.0
640.52868,1.0
640.647882,1.0
640.767084,1.0
640.886286,1.0
641.005488,1.0
641.12469,1.0
641.243892,0.9998691285644136
641.363094,1.0
641.482296,0.9999054494701831
641.601498,1.0
641.7207,1.0
641.839902,1.0
641.959104,0.9990870469954117
642.078306,1.0
642.197508,1.0
642.31671,1.0
642.435912,0.9992114610603625
642.555114,1.0
642.674316,1.0
642.793518,1.0
642.91272,1.0
643.031922,0.999987197081958
643.151124,1.0
643.270326,1.0
643.389528,1.0
643.50873,1.0
643.627932,1.0
643.747134,1.0
643.866336,1.0
643.985538,1.0
644.10474,0.999954347042128
644.223942,1.0
644.343144,1.0
644.462346,1.0
644.581548,1.0
644.70075,0.9994751177988834
644.819952,1.0
644.939154,1.0
645.058356,1.0
645.177558,1.0
645.29676,1.0
645.415962,1.0
645.535164,1.0
645.654366,0.9993373596431563
645.773568,1.0
645.89277,0.9998559903703823
646.011972,1.0
646.131174,0.9992421673003599
646.250376,1.0
646.369578,0.9999660965747341
646.48878,1.0
646.607982,1.0
646.727184,1.0
646.846386,1.0
646.965588,1.0
647.08479,1.0
647.203992,0.999858949948494
647.323194,1.0
647.442396,1.0
647.561598,0.9995863955579095
647.6808,1.0
647.800002,1.0
647.919204,1.0
648.038406,1.0
648.157608,1.0
648.27681,1.0
648.396012,1.0
648.515214,1.0
648.634416,1.0
648.753618,0.9999437905798086
648.87282,1.0
648.992022,1.0
649.111224,1.0
649.230426,1.0
649.349628,0.9999957313091109
649.46883,1.0
649.588032,1.0
649.707234,1.0
649.826436,1.0
649.945638,0.9999556229846889
650.06484,1.0
650.184042,1.0
650.303244,1.0
650.422446,0.9988135044431208
650.541648,1.0
650.66085,1.0
650.780052,1.0
650.899254,1.0
651.018456,0.999616483561238
651.137658,1.0
651.25686,1.0
651.376062,1.0
651.495264,1.0
651.614466,1.0
651.733668,1.0
651.85287,0.9999594558219373
651.972072,0.9999911069395435
652.091274,1.0
652.210476,1.0
652.329678,0.9991058399995134
652.44888,1.0
652.568082,1.0
652.687284,1.0
652.806486,0.9993377493848025
652.925688,1.0
653.04489,1.0
653.164092,0.99994138271806
653.283294,1.0
653.402496,1.0
653.521698,1.0
653.6409,1.0
653.760102,1.0
653.879304,1.0
653.998506,1.0
654.117708,1.0
654.23691,0.999983419137464
654.356112,0.9999997926100215
654.475314,0.9996957962793377
654.594516,1.0
654.713718,1.0
654.83292,1.0
654.952122,1.0
655.071324,1.0
655.190526,1.0
655.309728,0.9999557039810976
655.42893,0.9999182213440566
655.548132,0.9992301464893926
655.667334,0.9994312617929222
655.786536,0.999571131990187
655.905738,0.9992173664175478
656.02494,0.9997141508626519
656.144142,1.0
656.263344,0.9997685267940574
656.382546,0.9993992805042482
656.501748,1.0
656.62095,1.0
656.740152,1.0
656.859354,1.0
656.978556,0.9998731980400482
657.097758,0.9998061087993289
657.21696,0.999990162548388
657.336162,0.9997496513424563
657.455364,1.0
657.574566,1.0
657.693768,1.0
657.81297,1.0
657.932172,1.0
658.051374,0.9997897421072895
658.170576,0.9996582584069653
658.289778,1.0
658.40898,0.9997884923708931
658.528182,1.0
658.647384,0.9997442527089154
658.766586,1.0
658.885788,1.0
659.00499,0.9988177993504239
659.124192,1.0
659.243394,0.9998208060571528
659.362596,0.9999687794873704
659.481798,0.9986477151622742
659.601,0.9997262674715869
659.720202,0.9980779495093245
659.839404,1.0
659.958606,0.9991994106428064
660.077808,0.9999729903647667
660.19701,1.0
660.316212,0.9998724781316047
660.435414,0.9975341452269691
660.554616,1.0
660.673818,0.9978181836290633
660.79302,0.9999122538499187
660.912222,0.9999650056123178
661.031424,0.9989173864493536
661.150626,1.0
661.269828,0.9996361662035743
661.38903,1.0
661.508232,1.0
661.627434,0.9980605831040912
661.746636,0.9986197534177159
661.865838,0.9987685588467043
661.98504,0.9995555587932661
662.104242,0.9997538802924257
662.223444,1.0
662.342646,0.9993014141248139
662.461848,1.0
662.58105,1.0
662.700252,0.9990403307773279
662.819454,0.9998132374422982
662.938656,0.9993179626932536
663.057858,0.9989355669112286
663.17706,0.9998527808378046
663.296262,0.9981859473860412
663.415464,0.9996970858877466
663.534666,0.9973785420376781
663.653868,0.997736764987205
663.77307,0.9994599558763498
663.892272,1.0
664.011474,1.0
664.130676,0.9995475823717329
664.249878,0.9996793414219547
664.36908,0.9979033011503375
664.488282,1.0
664.607484,0.9973167064849937
664.726686,0.9993676300302226
664.845888,0.9980030964701354
664.96509,0.9999284885570652
665.084292,0.9993600448586963
665.203494,0.9999960859076601
665.322696,0.9983969862013354
665.441898,0.9993151646068753
665.5611,0.9998781474246282
665.680302,0.9980405222879827
665.799504,0.9949459150844185
665.918706,0.996833922627118
666.037908,0.9980790473956729
666.15711,0.9979668696152549
666.276312,0.9993456541776635
666.395514,0.9991927859726746
666.514716,0.99986499911344
666.633918,0.9970565404964008
666.75312,0.9984473066775054
666.872322,0.9975508041862964
666.991524,0.9989974029366258
667.110726,0.9988378757899584
667.229928,0.9977558219414095
667.34913,0.9971534591023049
667.468332,0.9995992303296275
667.587534,0.9985193971754831
667.706736,0.9993673701946725
667.825938,0.9984631821158909
667.94514,0.9966151415931983
668.064342,0.9991191182043605
668.183544,0.9981228640276215
668.302746,0.9971545559717132
668.421948,0.9971321202466067
668.54115,0.9984208481744551
668.660352,0.9983185152821675
668.779554,0.9985866996509207
668.898756,0.9990239466502534
669.017958,0.99819053905196
669.13716,0.9978052120769914
669.256362,0.9971636301194599
669.375564,0.997390311173912
669.494766,0.9977794690346065
669.613968,0.9978868358817073
669.73317,0.9975716532159755
669.852372,0.999254757830988
669.971574,0.9977460439822666
670.090776,0.9987563739446145
670.209978,0.9979982062669437
670.32918,0.9988077113415951
670.448382,0.9993246381595404
670.567584,0.9962491520697817
670.686786,0.9995598468958112
670.805988,0.9970762824113469
670.92519,0.9987338023056238
671.044392,0.9954652133360408
671.163594,0.9979869289509299
671.282796,0.9992818479946783
671.401998,0.9979588859122328
671.5212,0.9977434498459246
671.640402,0.9985320784523531
671.759604,0.9972995527851644
671.878806,0.9978452248682468
671.998008,0.9990142761452552
672.11721,0.9992605435327855
672.236412,0.9970114745592682
672.355614,0.9974103589206457
672.474816,0.9966908872222568
672.594018,0.9969174608100352
672.71322,0.9977984270246185
672.832422,0.9975564902420855
672.951624,0.9956576553607012
673.070826,0.9969035040632813
673.190028,0.9972322373372733
673.30923,0.9963655207665431
673.428432,0.9968826689977736
673.547634,0.9959730300771042
673.666836,0.997929446559331
673.786038,0.9975062146619326
673.90524,0.9976576475987874
674.024442,0.9966915849061221
674.143644,0.9974245222483018
674.262846,0.9970822648869888
674.382048,0.9957191889051693
674.50125,0.9965193714799189
674.620452,0.997219373124386
674.739654,0.9972736233338764
674.858856,0.9969108811765066
674.978058,0.9957867009548097
675.09726,0.9965467761394469
675.216462,0.9962619041405413
675.335664,0.9952338941007978
675.454866,0.9953801046987466
675.574068,0.9967896641834981
675.69327,0.9961109818947127
675.812472,0.9936333535287832
675.931674,0.9977955334133758
676.050876,0.9943410723945141
676.170078,0.9977361663453256
676.28928,0.9968926378743078
676.408482,0.9936480594112387
676.527684,0.9959584889770153
676.646886,0.9970554437348095
676.766088,0.9955177752869282
676.88529,0.9957488617791224
677.004492,0.9961668652883116
677.123694,0.9949985491154844
677.242896,0.9948237432275517
677.362098,0.9964199238091664
677.4813,0.9955918445647526
677.600502,0.9946701542989678
677.719704,0.9934860086283493
677.838906,0.9953340196667758
677.958108,0.9954273863766508
678.07731,0.9963811638280168
678.196512,0.9967923555192247
678.315714,0.9957622049032689
678.434916,0.9962910950419772
678.554118,0.9935400557372868
678.67332,0.9946054033795882
678.792522,0.9959843842343656
678.911724,0.995521558261662
679.030926,0.9953384986799421
679.150128,0.996016953456234
679.26933,0.9929322945406824
679.388532,0.9951595529055867
679.507734,0.9937472304361198
679.626936,0.9952154824440652
679.746138,0.9944509531538138
679.86534,0.993760447362177
679.984542,0.9932078714869503
680.103744,0.9958640765874783
680.222946,0.9934162683584558
680.342148,0.9939754209955017
680.46135,0.9924409146814334
680.580552,0.994539662135197
680.699754,0.99471133449578
680.818956,0.9945146995029597
680.938158,0.9955546101260542
681.05736,0.9941295985394576
681.176562,0.9953209808765224
681.295764,0.9963883377982226
681.414966,0.9946303682885214
681.534168,0.9955994110915241
681.65337,0.9931271269693076
681.772572,0.9926345587932566
681.891774,0.9940187592686246
682.010976,0.9928786776444465
682.130178,0.993109846707637
682.24938,0.9935304184454871
682.368582,0.9929040956639434
682.487784,0.9914764333386757
682.606986,0.9926603676272986
682.726188,0.992996539338436
682.84539,0.9926229450368593
682.964592,0.9931685412339836
683.083794,0.9936937682732674
683.202996,0.9932238622624067
683.322198,0.9941507737254214
683.4414,0.9944747208156166
683.560602,0.9929511604335042
683.679804,0.993340771590974
683.799006,0.994062894681335
683.918208,0.9926440881307617
684.03741,0.9918646723551565
684.156612,0.9913052201433231
684.275814,0.992375118029973
684.395016,0.9936506428995517
684.514218,0.9941747330477768
684.63342,0.9943009018266403
684.752622,0.9924624508829488
684.871824,0.9915444509549803
684.991026,0.992385637261976
685.110228,0.9938108322941055
685.22943,0.9920988792513357
685.348632,0.9907702579847664
685.467834,0.9933540824464958
685.587036,0.9928257586212326
685.706238,0.992250880442631
685.82544,0.9913264343020249
685.944642,0.9926757539822407
686.063844,0.9928416439604528
686.183046,0.9914827788081546
686.302248,0.9927087113643625
686.42145,0.9931309008595605
686.540652,0.9911069789240772
686.659854,0.9905354732567132
686.779056,0.9947149154630299
686.898258,0.9908089978592132
687.01746,0.9909742785840853
687.136662,0.9897934440461268
687.255864,0.9937261632181479
687.375066,0.988644960681188
687.494268,0.9910006388504856
687.61347,0.9900935949189344
687.732672,0.9924516331011912
687.851874,0.9908352546455573
687.971076,0.9908830140558238
688.090278,0.9907058600109542
688.20948,0.9907132903327679
688.328682,0.990653552122486
688.447884,0.9913263351693864
688.567086,0.9903716522378083
688.686288,0.9897498940926948
688.80549,0.9920544342171215
688.924692,0.9902867810239949
689.043894,0.9901460712700763
689.163096,0.990585595619745
689.282298,0.9901702311289643
689.4015,0.991934204505762
689.520702,0.9915577377396444
689.639904,0.9900522098716203
689.759106,0.9892966924323027
689.878308,0.9914300333273642
689.99751,0.9902603407199212
690.116712,0.9892501965804195
690.235914,0.9909053091744592
690.355116,0.9920289387457802
690.474318,0.9883494000264642
690.59352,0.989702387237952
690.712722,0.9899934025169498
690.831924,0.9896459758096203
690.951126,0.9905780671978264
691.070328,0.987979826465418
691.18953,0.9895341521325106
691.308732,0.9901979562835862
691.427934,0.9888387540846146
691.547136,0.9893956270481943
691.666338,0.9870920317249545
691.78554,0.990124090271284
691.904742,0.9890464320283933
692.023944,0.9908003778584288
692.143146,0.9885105141091095
692.262348,0.9898924283396636
692.38155,0.9885836665937621
692.500752,0.9871097995414354
692.619954,0.9899250953288011
692.739156,0.989766719983914
692.858358,0.9878484338862984
692.97756,0.9879877303356452
693.096762,0.9885599408704737
693.215964,0.9882199347352224
693.335166,0.9892452503418021
693.454368,0.9886914280863155
693.57357,0.9886182676276074
693.692772,0.9886093701032377
693.811974,0.9869252272669667
693.931176,0.9882644056328732
694.050378,0.9861389612294712
694.16958,0.9888397429238631
694.288782,0.9869350965685858
694.407984,0.9882090643757274
694.527186,0.9896667585933309
694.646388,0.9879818024270469
694.76559,0.9885826780105899
694.884792,0.9877358255836305
695.003994,0.9889930249630675
695.123196,0.9881389040228787
695.242398,0.9862474424815659
695.3616,0.9867446364749383
695.480802,0.9874899099808233
695.600004,0.9868472632536317
695.719206,0.9869893794916638
695.838408,0.9865946626884906
695.95761,0.9870150415491359
696.076812,0.9862868931682736
696.196014,0.9879432718881027
696.315216,0.9880776413099931
696.434418,0.9867298354163994
696.55362,0.9851365677094028
696.672822,0.9869173318967301
696.792024,0.9855257735167344
696.911226,0.9871631049098427
697.030428,0.9867998957218254
697.14963,0.9871433618451758
697.268832,0.9849848683591254
697.388034,0.9840348164349382
697.507236,0.9882347581454187
697.626438,0.9860669757128048
697.74564,0.9844068519058248
697.864842,0.9863983498843875
697.984044,0.9848784957375675
698.103246,0.9849464546983305
698.222448,0.9852449386921456
698.34165,0.9851267163929823
698.460852,0.9833796674360255
698.580054,0.9867288486870573
698.699256,0.9857613423259564
698.818458,0.9863618538206231
698.93766,0.9833472164424444
699.056862,0.9838340938067897
699.176064,0.9840682741874756
699.295266,0.9836019363563079
699.414468,0.9846549536920172
699.53367,0.9859821775992645
699.652872,0.9836570196070605
699.772074,0.9836048871665432
699.891276,0.983920675016562
700.010478,0.9826276696662578
700.12968,0.9833265663677256
700.248882,0.9841922746018852
700.368084,0.9837209593913554
700.487286,0.9817456660977707
700.606488,0.9820657673585892
700.72569,0.9822887215921277
700.844892,0.9834199868289322
700.964094,0.9826777849553398
701.083296,0.9816082313251756
701.202498,0.980191811940057
701.3217,0.9826306175536886
701.440902,0.9802369018004651
701.560104,0.9834111360888791
701.679306,0.9826257044128838
701.798508,0.9805535694588203
701.91771,0.981643569857593
702.036912,0.9787656911297625
702.156114,0.9805918117937499
702.275316,0.9795225695048098
702.394518,0.9792336529640908
702.51372,0.9797860965188008
702.632922,0.9801045787507288
702.752124,0.9785934435263575
702.871326,0.9797851167331942
702.990528,0.9798537040918951
703.10973,0.9793012224172647
703.228932,0.9790143291910065
703.348134,0.9802584672495237
703.467336,0.9766792321883855
703.586538,0.9785582147965114
703.70574,0.9768179304867024
703.824942,0.975181179616471
703.944144,0.9756942598452197
704.063346,0.9773504413548485
704.182548,0.9769038942469352
704.30175,0.9758269632881882
704.420952,0.975645476351825
704.540154,0.9759645645906757
704.659356,0.9758259874617129
704.778558,0.9745709072332164
704.89776,0.9746625212042854
705.016962,0.9750105378416289
705.136164,0.9744900212047326
705.255366,0.9745260780025639
705.374568,0.9740613399122029
705.49377,0.9708852449623215
705.612972,0.9722522419588561
705.732174,0.9721948807687522
705.851376,0.9705649056903709
705.970578,0.973218167937999
706.08978,0.9705027915240813
706.208982,0.971429092962728
706.328184,0.9695085358058738
706.447386,0.971013410273381
706.566588,0.9698973866881232
706.68579,0.9679575944998452
706.804992,0.9671013309812071
706.924194,0.9672038491556584
707.043396,0.9680253539030117
707.162598,0.9663753105364402
707.2818,0.9652819926196042
707.401002,0.9670510430194944
707.520204,0.9646441520520141
707.639406,0.965143967163715
707.758608,0.9636481891463502
707.87781,0.9661095938637598
707.997012,0.9630961769005812
708.116214,0.9643451587112403
708.235416,0.9626705824536927
708.354618,0.9605002850510137
708.47382,0.9620296572975461
708.593022,0.9610306275694306
708.712224,0.9593243925830107
708.831426,0.9584048414857492
708.950628,0.9582572585043416
709.06983,0.9574603200376398
709.189032,0.9583856735805992
709.308234,0.9535656544936354
709.427436,0.955020951498665
709.546638,0.9549340485462229
709.66584,0.9548509728978424
709.785042,0.9548891677006492
709.904244,0.9528669469764806
710.023446,0.9518307915089563
710.142648,0.950222605744793
710.26185,0.9488353441591497
710.381052,0.948104074049655
710.500254,0.9488505256461078
710.619456,0.9466489040485736
710.738658,0.9455069881062914
710.85786,0.9432735062127896
710.977062,0.9436348491584261
711.096264,0.9425182466561468
711.215466,0.9418634240519338
711.334668,0.9415037009354356
711.45387,0.939877247510686
711.573072,0.9372708290813372
711.692274,0.9362993830134213
711.811476,0.9340166634122204
711.930678,0.9331288357942604
712.04988,0.9331260364119521
712.169082,0.9320423736876184
712.288284,0.9284683370087219
712.407486,0.9284284137285872
712.526688,0.9275356950611061
712.64589,0.9244974374328098
712.765092,0.9234191782099547
712.884294,0.9223993635693898
713.003496,0.9202397914684699
713.122698,0.921491247516853
713.2419,0.9153818301884088
713.361102,0.9163434858909983
713.480304,0.912878029875369
713.599506,0.9121726478235622
713.718708,0.9093747532159191
713.83791,0.90867753019941
713.957112,0.9053053399284708
714.076314,0.9063461335854999
714.195516,0.9023525334187043
714.314718,0.9009189329050006
714.43392,0.8978161180197594
714.553122,0.895386330189486
714.672324,0.8934007773156218
714.791526,0.8930613495156083
714.910728,0.8901992187611638
715.02993,0.886166874655195
715.149132,0.8859187826647911
715.268334,0.8814209128506385
715.387536,0.8801085736260071
715.506738,0.8778144853363576
715.62594,0.8755176215901663
715.745142,0.8722493012541098
715.864344,0.870785152657192
715.983546,0.8662168479284825
716.102748,0.8651001486205666
716.22195,0.8623534996344419
716.341152,0.8596327636025423
716.460354,0.8553453273074225
716.579556,0.8524847146623914
716.698758,0.8506113097910991
716.81796,0.8466736158284073
716.937162,0.8461319180760478
717.056364,0.8410619158657924
717.175566,0.8376457504804795
717.294768,0.8359637734751837
717.41397,0.8322020658835533
717.533172,0.8297672825299914
717.652374,0.8286229934211838
717.771576,0.8236084862768753
717.890778,0.8182560269250891
718.00998,0.8165394922607704
718.129182,0.8138981855333587
718.248384,0.8103005911265908
718.367586,0.8046885265324367
718.486788,0.803337784748655
718.60599,0.8001388531000883
718.725192,0.7961401824798764
718.844394,0.7937394660352427
718.963596,0.7922961740012063
719.082798,0.788068708025168
719.202,0.7844205395161704
719.321202,0.7788319357257767
719.440404,0.7776567869634343
719.559606,0.7756297491844599
719.678808,0.7712829359800987
719.79801,0.766991162381529
719.917212,0.7637460044495249
720.036414,0.7622429058589856
720.155616,0.7581151438961162
720.274818,0.7551340468467982
720.39402,0.7515481499889779
720.513222,0.7504516903003345
720.632424,0.7466191972005375
720.751626,0.7442487192110446
720.870828,0.7418709298016708
720.99003,0.7377723284590029
721.109232,0.7352975733522092
721.228434,0.7306140018062389
721.347636,0.7279739604775178
721.466838,0.7270500203738625
721.58604,0.7238073595290511
721.705242,0.7221589586404251
721.824444,0.7182267155188371
721.943646,0.7153023203424
722.062848,0.712952842718413
722.18205,0.7117347351361697
722.301252,0.7111015730208338
722.420454,0.7062189232270478
722.539656,0.7054072382736394
722.658858,0.7037655527148499
722.77806,0.7005636875951331
722.897262,0.6994087106286339
723.016464,0.6966584618566505
723.135666,0.697676326071031
723.254868,0.6930244493272991
723.37407,0.6932185233422049
723.493272,0.6915982884117658
723.612474,0.6912525757029395
723.731676,0.6883209862963425
723.850878,0.6882246281034919
723.97008,0.6881695723355037
724.089282,0.6873580111554123
724.208484,0.684634609380586
724.327686,0.684655148726956
724.446888,0.6838408936778141
724.56609,0.6838614092123558
724.685292,0.6833692062120662
724.804494,0.6830480981514518
724.923696,0.6826861785765909
725.042898,0.6832872068273823
725.1621,0.6827817613322283
725.281302,0.68315056305085
725.400504,0.6839845153452336
725.519706,0.684080279880743
725.638908,0.6850592144523726
725.75811,0.686629797684912
725.877312,0.6855252131397975
725.996514,0.6855389237811662
726.115716,0.6871587062327877
726.234918,0.6871380917808191
726.35412,0.6881764540656357
726.473322,0.688217745891622
726.592524,0.6888511975609307
