nu,[0]HCFE-235da2-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
608.441305,0.9999985005011243
608.682368,0.9999984810011536
608.92343,0.9999983595013456
609.164492,0.9999982550015225
609.405555,0.9999983765013178
609.646617,0.9999986803008708
609.887679,0.9999988213006946
610.128742,0.9999986171009562
610.369804,0.9999983182014143
610.610866,0.999998301201443
610.851929,0.9999985734010176
611.092991,0.9999987775007473
611.334053,0.9999986803008708
611.575116,0.9999984422012134
611.816178,0.9999983522013576
612.05724,0.9999984519011983
612.298302,0.9999985758010141
612.539365,0.9999986317009362
612.780427,0.9999986730008804
613.021489,0.9999986949008517
613.262552,0.9999985855010004
613.503614,0.9999983547013535
613.744676,0.9999982234015782
613.985739,0.9999983717013257
614.226801,0.999998648700913
614.467863,0.9999987435007894
614.708926,0.9999985880009968
614.949988,0.9999984470012059
615.19105,0.9999985297010809
615.432113,0.9999986852008643
615.673175,0.9999986317009362
615.914237,0.9999983765013178
616.1553,0.9999982040016128
616.396362,0.9999982963014513
616.637424,0.9999984932011352
616.878487,0.9999985394010666
617.119549,0.9999984203012477
617.360611,0.9999983352013858
617.601673,0.9999983960012864
617.842736,0.9999984883011426
618.083798,0.9999984738011647
618.32486,0.9999983814013099
618.565923,0.9999983474013655
618.806985,0.9999984081012671
619.048047,0.9999984883011426
619.28911,0.9999984981011278
619.530172,0.9999984373012211
619.771234,0.9999983522013576
620.012297,0.9999983061014347
620.253359,0.9999983522013576
620.494421,0.9999984932011352
620.735484,0.9999986317009362
620.976546,0.9999986414009229
621.217608,0.9999984981011278
621.458671,0.9999983182014143
621.699733,0.9999982332015608
621.940795,0.9999982283015695
622.181858,0.9999982186015867
622.42292,0.9999982064016085
622.663982,0.9999982769014846
622.905044,0.9999984519011983
623.146107,0.999998605000973
623.387169,0.9999986269009427
623.628231,0.999998561201035
623.869294,0.9999985224010917
624.110356,0.9999985369010703
624.351418,0.9999985224010917
624.592481,0.9999984567011909
624.833543,0.9999984081012671
625.074605,0.999998410601263
625.315668,0.9999983790013138
625.55673,0.9999982818014761
625.797792,0.9999982575015182
626.038855,0.9999984397012173
626.279917,0.9999987241008139
626.520979,0.9999988237006918
626.762042,0.9999986342009327
627.003104,0.9999983936012903
627.244166,0.9999983595013456
627.485229,0.9999984786011573
627.726291,0.9999984835011498
627.967353,0.9999983304013937
628.208415,0.9999982647015057
628.449478,0.9999984470012059
628.69054,0.9999986925008548
628.931602,0.9999986973008486
629.172665,0.9999984908011389
629.413727,0.999998383801306
629.654789,0.9999985394010666
629.895852,0.9999987508007803
630.136914,0.9999987484007833
630.377976,0.9999985685010246
630.619039,0.9999984519011983
