nu,[0]Peroxynitricacid-HITRAN(x-sec)-X=0.01-T=220.0K-P=0.0001atm-L=15cm
802.960965,0.9995958416939804
803.02123,0.9995801881456671
803.081495,0.9996421240528792
803.14176,0.9996731334325203
803.202025,0.9996676452420828
803.26229,0.9997035739428878
803.322555,0.9998111978253742
803.38282,0.9998157169822017
803.443085,0.9997507210751555
803.50335,0.9998301644236947
803.563615,0.9998147371632792
803.62388,0.9998866264272693
803.684145,0.9998724581341554
803.74441,0.9998923657929769
803.804675,0.999879987202112
803.86494,0.9998850166110966
803.925205,0.999877417513847
803.98547,0.9998780874319412
804.045735,0.9998536807057122
804.106,0.9998772275371557
804.166265,0.999880827101654
804.22653,0.9998947855354301
804.286795,0.9998888861735985
804.34706,0.9998881062605715
804.407325,0.999882416913433
804.46759,0.9998208960410294
804.527855,0.9998881662538597
804.58812,0.9998891061491777
804.648385,0.9998791573020671
804.70865,0.999861439600379
804.768915,0.9998943955765397
804.82918,0.9998870163831296
804.889445,0.9998957454348849
804.94971,0.9999070823171153
805.009975,0.9998762976517666
805.07024,0.999880167180526
805.130505,0.9998187064356647
805.19077,0.9998896360905444
805.251035,0.9998712382905006
805.3113,0.9998730480590797
805.371565,0.9998794972610384
805.43183,0.9998566102812886
805.492095,0.999879537256219
805.55236,0.9998866264272693
805.612625,0.9998884762192393
805.67289,0.9998758577062923
805.733155,0.9998501312314461
805.79342,0.9998329039620983
805.853685,0.999849271360703
805.91395,0.9998664489187398
805.974215,0.9998628094114895
806.03448,0.9998020595927879
806.094745,0.9998673987923173
806.15501,0.9998308243118209
806.215275,0.999878577372324
806.27554,0.999811297806499
806.335805,0.9998775075028187
806.39607,0.9998052489664451
806.456335,0.9997666672263269
806.5166,0.9998839567335408
806.576865,0.9998366633408848
806.63713,0.9998139173155308
806.697395,0.9997290167226026
806.75766,0.9998670388401186
806.817925,0.9998616295740705
806.87819,0.9997320758980743
806.938455,0.9998071685943659
806.99872,0.9998461818312278
807.058985,0.9997787344828261
807.11925,0.9997488615405438
807.179515,0.9998070686136541
807.23978,0.999811447778205
807.300045,0.9998253052609033
807.36031,0.9998472216717976
807.420575,0.9998312442408553
807.48084,0.999810947872606
807.541105,0.9998421624576558
807.60137,0.9998619195339852
807.661635,0.9998696284991029
807.7219,0.999859049934394
807.782165,0.999833823808793
807.84243,0.9998683886615322
807.902695,0.9998631193690085
807.96296,0.9998017596522151
808.023225,0.999796010808625
808.08349,0.9997539902653586
808.143755,0.9998444421003849
808.20402,0.9997585491539485
808.264285,0.9997253977101125
808.32455,0.9998347436563341
808.384815,0.9997849031366481
808.44508,0.9997211588834125
808.505345,0.9998287246692945
808.56561,0.999837943132633
808.625875,0.9998512810597582
808.68614,0.999890236024506
808.746405,0.9998326140105982
808.80667,0.9998361134308712
808.866935,0.9997734756605134
808.9272,0.9998248253448719
808.987465,0.9998527408436941
809.04773,0.9998652290824162
809.107995,0.9998477315940106
809.16826,0.9997872026445698
809.228525,0.9998141572708998
809.28879,0.9998118577009826
809.349055,0.999872158172463
809.40932,0.9997867027510934
809.469585,0.9998445220879435
809.52985,0.9998467517437138
809.590115,0.9997652275633626
809.65038,0.9997725158784375
809.710645,0.9996508309736983
809.77091,0.999806878650329
809.831175,0.999825225274882
809.89144,0.9998715982442111
809.951705,0.9997826436253203
810.01197,0.999873418012176
810.072235,0.9997553499317099
810.1325,0.9998523908952961
810.192765,0.9998123176145429
810.25303,0.9998394728858562
810.313295,0.9998197462476601
810.37356,0.9998073785538933
810.433825,0.9998178965828405
810.49409,0.9998245553922055
810.554355,0.9998448320397935
810.61462,0.9997307562526051
810.674885,0.9998640092475808
810.73515,0.9997686467662877
810.795415,0.9997894121767291
810.85568,0.9997569995293982
810.915945,0.9997822837036333
810.97621,0.9997818038082523
811.036475,0.9998363533915673
811.09674,0.9997620283197532
811.157005,0.9998760776790052
811.21727,0.9997742354886436
