nu,[0]PFC-318-HITRAN(x-sec)-X=0.01-T=253.0K-P=0.0atm-L=15cm
952.449883,0.9998250852993603
952.464948,0.9998189563903725
952.480014,0.9998216459069826
952.49508,0.9998180165609953
952.510146,0.9998170667343307
952.525211,0.9998187564266013
952.540277,0.999814947124396
952.555343,0.9998151170929515
952.570409,0.9998147171669847
952.585474,0.9998146371818105
952.60054,0.9998115177650088
952.615606,0.999811657738631
952.630672,0.9998124875826513
952.645737,0.9998093681725564
952.660803,0.9998089082603527
952.675869,0.9998095081458777
952.690935,0.9998079084519444
952.706,0.9998058488497744
952.721066,0.9998051289898224
952.736132,0.9998068186619181
952.751198,0.9998043291460391
952.766263,0.9997997200587058
952.781329,0.999800269948703
952.796395,0.9998006098808525
952.811461,0.9997992401549552
952.826526,0.9997994901047965
952.841592,0.9997963707352536
952.856658,0.9997923415639983
952.871724,0.9997958908331108
952.886789,0.9997947110746558
952.901855,0.9997931713919862
952.916921,0.9997935113217223
952.931987,0.9997921416055501
952.947052,0.99979079188707
952.962118,0.9997898820778633
952.977184,0.99979125179094
952.99225,0.9997848731431015
953.007315,0.9997845232184571
953.022381,0.9997878425085842
953.037447,0.9997814638824969
953.052513,0.9997759650995671
953.067578,0.999779714266466
953.082644,0.9997795143105431
953.09771,0.9997780546335178
953.112776,0.999779544303929
953.127841,0.9997718760242321
953.142907,0.9997758251309419
953.157973,0.9997737356016508
953.173039,0.9997682968473226
953.188104,0.9997733956786385
953.20317,0.9997684668079475
953.218236,0.9997666372333274
953.233302,0.9997687867339081
953.248367,0.9997670971260862
953.263433,0.9997632580278044
953.278499,0.9997644077562122
953.293565,0.9997636879260977
953.30863,0.9997603387233531
953.323696,0.9997587391080909
953.338762,0.9997552799488378
953.353828,0.9997535303786288
953.368893,0.9997539902653586
953.383959,0.9997530704921106
953.399025,0.9997511609655696
953.414091,0.9997503511674571
953.429156,0.999744202721704
953.444222,0.9997482616914067
953.459288,0.9997475218779668
953.474354,0.9997397638672981
953.489419,0.9997427430962336
953.504485,0.9997420232817177
953.519551,0.999741173501359
953.534617,0.9997370445788387
953.549682,0.999738854104527
953.564748,0.9997342753110606
953.579814,0.9997314060778079
953.59488,0.9997385341881448
953.609945,0.999731606024109
953.625011,0.9997290367171832
953.640077,0.9997249378365353
953.655143,0.9997269472856799
953.670208,0.9997283768962366
953.685274,0.9997225384995637
953.70034,0.999725367718351
953.715406,0.9997205590508972
953.730471,0.9997237081756181
953.745537,0.999718729563948
953.760603,0.9997083425403086
953.775669,0.9997174199332701
953.790734,0.9997139809112607
953.8058,0.9997109217911595
953.820866,0.9997123513787999
953.835932,0.9997080526249312
953.850997,0.9997072028734477
953.866063,0.9997026242249436
953.881129,0.9997031940556018
953.896195,0.9997034739725353
953.91126,0.9997011846542012
953.926326,0.9996983255129017
953.941392,0.9996957562915065
953.956458,0.9996960362063575
953.971523,0.99969231734402
953.986589,0.9996928871688032
954.001655,0.9996911776954278
954.016721,0.99968916831818
954.031786,0.9996857393902133
954.046852,0.9996831602043328
954.061918,0.9996834501124913
954.076984,0.9996803011145832
954.09205,0.999681440750776
954.107115,0.9996785816659439
954.122181,0.9996760024985304
954.137247,0.9996720038025178
954.152313,0.9996708541803745
954.167378,0.9996711440849642
954.182444,0.9996679951258199
954.19751,0.9996682750328978
954.212576,0.9996636965626828
954.227641,0.9996639864651968
954.242707,0.999660267722084
954.257773,0.9996562590924478
954.272839,0.9996568288966778
954.287904,0.9996525403780808
954.30297,0.9996516806772657
954.318036,0.9996514007748344
954.333102,0.9996502511763845
954.348167,0.9996488216775474
954.363233,0.9996451029908475
954.378299,0.9996410944220216
954.393365,0.9996405246267602
954.40843,0.9996379455575337
954.423496,0.9996342269112929
954.438562,0.999630788175467
954.453628,0.9996322276448384
954.468693,0.999630788175467
954.483759,0.9996245005175841
954.498825,0.9996250703037117
954.513891,0.9996224912743573
954.528956,0.9996247804124834
954.544022,0.9996193424684692
954.559088,0.9996150541106885
954.574154,0.9996159137800047
954.589219,0.9996124751071759
954.604285,0.9996150541106885
954.619351,0.9996113355496038
954.634417,0.9996093363289319
954.649482,0.999607617002352
954.664548,0.9996030388099503
954.679614,0.9995984606385165
954.69468,0.9995998900653372
954.709745,0.9995993202935622
954.724811,0.9995953119083247
954.739877,0.9995938824880507
954.754943,0.9995887245969245
954.770008,0.9995938824880507
954.785074,0.9995907337722801
954.80014,0.9995847262500228
954.815206,0.9995832968448862
954.830271,0.9995795684061426
954.845337,0.999576709612665
954.860403,0.9995727013180961
954.875469,0.9995727013180961
954.890534,0.9995675535319399
954.9056,0.9995661241513604
954.920666,0.9995678434065725
954.935732,0.9995649746509785
954.950797,0.9995626856498074
954.965863,0.9995603966538782
954.980929,0.9995552489310908
954.995995,0.9995543893139465
955.01106,0.9995563984202881
955.026126,0.9995503911043856
955.041192,0.9995478122677033
955.056258,0.9995463829153537
955.071323,0.999541515136322
955.086389,0.9995392261888731
955.101455,0.9995386564516766
955.116521,0.9995343684400382
955.131586,0.999530360315257
955.146652,0.9995297905831141
955.161718,0.9995286411245158
955.176784,0.9995260623439484
955.191849,0.9995243531558431
955.206915,0.999523493565269
955.221981,0.9995214845250661
955.237047,0.9995146178360544
955.252112,0.9995106197855792
955.267178,0.9995146178360544
955.282244,0.9995097602068158
955.29731,0.9995031734591994
955.312375,0.9995031734591994
955.327441,0.9995026037425528
955.342507,0.9994994553143098
955.357573,0.9994980260311107
955.372638,0.9994963068959843
955.387704,0.9994888706711239
955.40277,0.9994897302319222
955.417836,0.9994871515517447
955.432901,0.9994828637610619
955.447967,0.9994834334664566
955.463033,0.9994817143564295
955.478099,0.9994751377883859
955.493164,0.9994708500492421
955.50823,0.9994739883926385
955.523296,0.9994668421791691
955.538362,0.9994639837080881
955.553427,0.9994628343251678
955.568493,0.9994622646315146
955.583559,0.999460835401498
955.598625,0.9994528197577409
955.61369,0.9994511007003694
955.628756,0.9994513905412306
955.643822,0.9994485321143411
955.658888,0.9994436648118417
955.673953,0.999443095129115
955.689019,0.9994359391421724
955.704085,0.9994347997858513
955.719151,0.9994342201138354
955.734216,0.9994270741847083
955.749282,0.9994296427155895
955.764348,0.999427643858303
955.779414,0.9994244956661832
955.794479,0.9994210676460422
955.809545,0.9994167701446909
955.824611,0.9994173398124122
955.839677,0.9994142016468922
955.854742,0.9994087648484233
955.869808,0.9994096243403306
955.884874,0.9994050470547332
955.89994,0.9994021787663642
955.915005,0.9994036079125016
955.930071,0.9993958925464299
955.945137,0.999391884976936
955.960203,0.9993887368974564
955.975268,0.9993893065491989
955.990334,0.9993855888278935
956.0054,0.9993795825385535
956.020466,0.9993824407682469
956.035532,0.9993801521850779
956.050597,0.9993752852155878
956.065663,0.9993709979048105
956.080729,0.9993704282635041
956.095795,0.9993649917031618
956.11086,0.9993615538935035
956.125926,0.9993655613413694
956.140992,0.9993607044365436
956.156058,0.9993564071947536
956.171123,0.9993558375617638
956.186189,0.9993504010807948
956.201255,0.9993461138767702
956.216321,0.9993423863227173
956.231386,0.9993392483925508
956.246452,0.9993383889611668
956.261518,0.9993355208641062
956.276584,0.9993289452580126
956.291649,0.999327226413705
956.306715,0.9993269466021207
956.321781,0.9993223696951865
956.336847,0.9993215102783181
956.351912,0.999320361059242
956.366978,0.9993132159442043
956.382044,0.9993094885128605
956.39711,0.9993106377194331
956.412175,0.9993069202907752
956.427241,0.9993060608871933
956.442307,0.9993000550758149
956.457373,0.9992943291029042
956.472438,0.9992957580948165
956.487504,0.9992897523453577
956.50257,0.9992897523453577
956.517636,0.9992837466319933
956.532701,0.9992826074491714
956.547767,0.9992846060163849
956.562833,0.99927803074531
956.577899,0.9992745932347967
956.592964,0.9992700165676403
956.60803,0.9992723048985984
956.623096,0.9992645805535362
956.638162,0.9992631516062076
956.653227,0.9992625820263735
956.668293,0.9992554273319001
956.683359,0.9992565764763023
956.698425,0.9992508507525233
956.71349,0.9992494218248283
956.728556,0.9992459944051896
956.743622,0.9992419874367859
956.758688,0.9992396991752548
956.773753,0.999237690705478
956.788819,0.9992351226679128
956.803885,0.9992328344221019
956.818951,0.9992293970670638
956.834016,0.9992225323846862
956.849082,0.999221962828005
956.864148,0.9992156677494687
956.879214,0.9992179559559679
956.894279,0.9992156677494687
956.909345,0.9992085233829854
956.924411,0.9992093727105913
956.939477,0.9991996504506937
956.954542,0.9991976520533912
956.969608,0.9991933555127249
956.984674,0.9991962232017704
956.99974,0.9991942148193801
957.014805,0.9991862113057736
957.029871,0.9991924962068086
957.044937,0.9991807757475688
957.060003,0.9991816350434054
957.075068,0.9991796266903373
957.090134,0.999168186149109
957.1052,0.9991753402189334
957.120266,0.9991638997267848
957.135331,0.9991596033312532
957.150397,0.9991607523654578
957.165463,0.9991581745340421
957.180529,0.9991558864644422
957.195594,0.9991496017936816
957.21066,0.9991510305786339
957.225726,0.9991447359469693
957.240792,0.9991444461950378
957.255857,0.9991458749726175
957.270923,0.9991364430800763
957.285989,0.9991304382880979
957.301055,0.9991321468026081
957.31612,0.9991307180446598
957.331186,0.9991298587926117
957.346252,0.9991307180446598
957.361318,0.9991215660491987
957.376383,0.9991141326123997
957.391449,0.9991104159147394
957.406515,0.9991121343861327
957.421581,0.9991089871878662
957.436646,0.9991038317987933
957.451712,0.9991009743659204
957.466778,0.9990941105658037
957.481844,0.9990906836788815
957.496909,0.9990949697871082
957.511975,0.999093541082323
957.527041,0.9990849589056656
957.542107,0.9990832404810142
957.557172,0.9990795238982724
957.572238,0.9990815320501336
957.587304,0.9990769562671954
957.60237,0.9990726602455199
957.617435,0.9990738091797398
957.632501,0.9990652271725787
957.647567,0.9990663661075869
957.662633,0.9990617903941085
957.677698,0.9990572147015868
957.692764,0.9990577941549394
957.70783,0.9990529287553291
957.722896,0.9990480633794133
957.737961,0.9990466347417041
957.753027,0.9990440671951522
957.768093,0.9990386324102092
957.783159,0.9990386324102092
957.798224,0.9990326282060711
957.81329,0.9990340568237509
957.828356,0.9990337671039164
957.843422,0.9990246159965219
957.858487,0.9990220385163375
957.873553,0.9990166038512304
957.888619,0.9990177527209854
957.903685,0.9990140363818576
957.91875,0.9990066037450764
957.933816,0.9990103200565547
957.948882,0.9990043160225732
957.963948,0.9989997006332948
957.979014,0.999000589743424
957.994079,0.9989934069550059
958.009145,0.9989897106862383
958.024211,0.9989886117981609
958.039277,0.9989877127088149
958.054342,0.9989817188005203
958.069408,0.9989786219619922
958.084474,0.9989826178844718
958.09954,0.9989760246209517
958.114605,0.9989682326383483
958.129671,0.9989671337738969
958.144737,0.9989714293418075
958.159803,0.9989677331543569
958.174868,0.9989574438396955
958.189934,0.9989625385356505
958.205,0.9989594417565811
958.220066,0.9989456562114053
958.235131,0.9989505510571132
958.250197,0.9989494522121113
958.265263,0.9989422598019481
958.280329,0.9989485531580089
958.295394,0.9989433586390383
958.31046,0.9989382640409005
958.325526,0.9989396625554491
958.340592,0.9989316710701146
958.355657,0.9989299728877172
958.370723,0.9989293735299133
958.385789,0.9989224809410154
958.400855,0.9989170867741826
958.41592,0.9989159879659915
958.430986,0.9989139901360133
958.446052,0.9989144895931333
958.461118,0.9989187849346736
958.476183,0.9989096948150907
958.491249,0.9989025026911798
958.506315,0.9989056991843027
958.521381,0.998904800169578
958.536446,0.9988994060982211
958.551512,0.9988942118348145
958.566578,0.9988905159330681
958.581644,0.998888518154034
958.596709,0.9988925137160978
958.611775,0.9988888178206344
958.626841,0.9988842229426407
958.641907,0.9988836236122868
958.656972,0.9988828245057075
958.672038,0.998875632575262
958.687104,0.9988667426216925
958.70217,0.9988750332500623
958.717235,0.9988750332500623
958.732301,0.9988650445496734
958.747367,0.998862747162713
958.762433,0.9988650445496734
958.777498,0.9988544566363172
958.792564,0.9988533578970192
958.80763,0.9988576529756925
958.822696,0.9988458665249277
958.837761,0.9988473647948511
958.852827,0.9988418711494523
958.867893,0.9988438688351923
958.882959,0.9988364774179112
958.898024,0.998830784066216
958.91309,0.9988441684883979
958.928156,0.9988335807963268
958.943222,0.9988264891030787
958.958287,0.998825590159643
958.973353,0.9988301847679253
958.988419,0.9988266888683964
959.003485,0.9988209955724958
959.01855,0.9988224938051129
959.033616,0.9988170002965041
959.048682,0.9988246912170163
959.063748,0.9988229932164846
959.078813,0.9988133046804399
959.093879,0.9988144033756793
959.108945,0.9988127053926369
959.124011,0.9988096090780494
959.139076,0.9988113070558281
959.154142,0.9988044152815861
959.169208,0.9987964248782255
959.184274,0.9987958256005504
959.199339,0.9988064128924143
959.214405,0.9988024176747532
959.229471,0.9987884345387879
959.244537,0.998793028976154
959.259602,0.9987901324805698
959.274668,0.9987890338120284
959.289734,0.9987850386638835
959.3048,0.9987824418261588
959.319865,0.9987787463379607
959.334931,0.9987749509859358
959.349997,0.998773852334094
959.365063,0.9987689583542078
959.380128,0.9987715551568753
959.395194,0.9987686587235652
959.41026,0.9987729534380314
959.425326,0.9987629657584355
959.440391,0.9987558745665523
959.455457,0.9987592703422987
959.470523,0.9987552753132074
959.485589,0.9987655625455223
959.500654,0.9987592703422987
959.51572,0.9987495824243628
959.530786,0.9987489831747932
959.545852,0.9987492827995331
959.560917,0.9987497821742993
959.575983,0.9987460868069417
959.591049,0.9987446885633989
959.606115,0.9987412928372306
959.62118,0.9987449881868504
959.636246,0.9987463864308127
959.651312,0.9987352005339258
959.666378,0.9987278099207871
959.681443,0.9987389957348987
959.696509,0.9987443889400374
959.711575,0.9987330033189016
959.726641,0.9987360993960108
959.741706,0.9987298073784044
959.756772,0.9987221171884949
959.771838,0.9987315052205201
959.786904,0.9987298073784044
959.801969,0.998725512849466
959.817035,0.9987192208985547
959.832101,0.9987215179554043
959.847167,0.9987235154004377
959.862232,0.9987186216672019
959.877298,0.9987192208985547
959.892364,0.9987164244886512
959.90743,0.9987241146347268
959.922496,0.9987204193623388
959.937561,0.9987143271863619
959.952627,0.9987181223080159
959.967693,0.9987060378918469
959.982759,0.9987066371156493
959.997824,0.9987161248737687
960.01289,0.9987098329820016
960.027956,0.9987069367276854
960.043022,0.9987055385389527
960.058087,0.9987069367276854
960.073153,0.9987081351767286
960.088219,0.998698647494511
960.103285,0.9986932545363755
960.11835,0.9986914568901352
960.133416,0.9986980482755022
960.148482,0.9986909575445316
960.163548,0.998695251924882
960.178613,0.9986937538831276
960.193679,0.998679472664558
960.208745,0.9987015437247883
960.223811,0.9986940534912987
960.238876,0.9986872623948247
960.253942,0.9986926553206026
960.269008,0.998686962788691
960.284074,0.998686962788691
960.299139,0.9986800718724214
960.314205,0.9986874621322972
960.329271,0.9986777749108976
960.344337,0.9986766763659494
960.359402,0.998686962788691
960.374468,0.9986760771601233
960.389534,0.9986777749108976
960.4046,0.9986789733249465
960.419665,0.9986817696299867
960.434731,0.9986826684439838
960.449797,0.9986786737212995
960.464863,0.9986777749108976
960.479928,0.9986740798099664
960.494994,0.9986740798099664
960.51006,0.9986751783520583
960.525126,0.9986760771601233
960.540191,0.9986685871176323
960.555257,0.9986720824638041
960.570323,0.9986737802077874
960.585389,0.9986683873839348
960.600454,0.9986774753076101
960.61552,0.9986697855206559
960.630586,0.9986663900491575
960.645652,0.9986760771601233
960.660717,0.9986734806056983
960.675783,0.9986620957929129
960.690849,0.9986668893824773
960.705915,0.9986663900491575
960.72098,0.9986645924512731
960.736046,0.9986760771601233
960.751112,0.9986600984707186
960.766178,0.998662295525352
960.781243,0.9986645924512731
960.796309,0.9986605978008927
960.811375,0.9986691863189644
960.826441,0.9986654912498109
960.841506,0.9986575019578381
960.856572,0.9986600984707186
960.871638,0.9986728814017897
960.886704,0.9986637935199189
960.901769,0.998659798872734
960.916835,0.998652009356682
960.931901,0.9986620957929129
960.946967,0.9986697855206559
960.962032,0.9986558042415278
960.977098,0.9986600984707186
960.992164,0.9986620957929129
961.00723,0.9986631943218225
961.022295,0.9986631943218225
961.037361,0.9986694859197652
961.052427,0.998660897399117
961.067493,0.998660897399117
961.082558,0.998660897399117
961.097624,0.9986586004816944
961.11269,0.9986586004816944
961.127756,0.9986569027635166
961.142821,0.9986660904492853
961.157887,0.9986512104353941
961.172953,0.9986602982027583
961.188019,0.9986600984707186
961.203084,0.9986529081438948
961.21815,0.9986569027635166
961.233216,0.9986558042415278
961.248282,0.9986640931191018
961.263347,0.9986575019578381
961.278413,0.9986500120546605
961.293479,0.9986498123246781
961.308545,0.9986566031664907
961.32361,0.9986563035695547
961.338676,0.9986648920506959
961.353742,0.9986583008841592
961.368808,0.9986594992748393
961.383873,0.9986640931191018
961.398939,0.9986637935199189
961.414005,0.998662295525352
961.429071,0.9986472158385415
961.444136,0.9986640931191018
961.459202,0.9986535073358195
961.474268,0.998656103838314
961.489334,0.9986586004816944
961.504399,0.9986472158385415
961.519465,0.9986572023606324
961.534531,0.9986549054517084
961.549597,0.998658101152519
961.564662,0.9986466166503918
961.579728,0.9986515100308021
961.594794,0.9986668893824773
961.60986,0.9986685871176323
961.624925,0.9986654912498109
961.639991,0.998670384722707
961.655057,0.9986605978008927
961.670123,0.9986500120546605
961.685188,0.9986605978008927
961.700254,0.9986503116497091
961.71532,0.9986435208506786
961.730386,0.9986443197658149
961.745451,0.9986480147566338
961.760517,0.9986463170564517
961.775583,0.9986475154327512
961.790649,0.9986440201725639
961.805715,0.9986400256044723
961.82078,0.9986483143510831
961.835846,0.9986563035695547
961.850912,0.998659798872734
961.865978,0.9986535073358195
961.881043,0.9986600984707186
961.896109,0.9986589000793195
961.911175,0.9986538069319166
961.926241,0.9986543062589449
961.941306,0.9986535073358195
961.956372,0.9986549054517084
961.971438,0.9986643927183747
961.986504,0.9986680877834636
962.001569,0.9986500120546605
962.016635,0.9986492131349705
962.031701,0.9986535073358195
962.046767,0.9986523089523297
962.061832,0.998654006662698
962.076898,0.9986523089523297
962.091964,0.9986555046448314
962.10703,0.9986555046448314
962.122095,0.9986558042415278
962.137161,0.9986634939208257
962.152227,0.9986572023606324
962.167293,0.9986563035695547
962.182358,0.9986685871176323
962.197424,0.9986602982027583
962.21249,0.9986549054517084
962.227556,0.9986605978008927
962.242621,0.9986543062589449
962.257687,0.9986538069319166
962.272753,0.9986549054517084
962.287819,0.9986477151622742
962.302884,0.9986558042415278
962.31795,0.9986569027635166
962.333016,0.9986583008841592
962.348082,0.9986523089523297
962.363147,0.9986449189525864
962.378213,0.9986558042415278
962.393279,0.9986346329628942
962.408345,0.9986332348753867
962.42341,0.9986489135402514
962.438476,0.9986389271010484
962.453542,0.9986363306432133
962.468608,0.9986409243808998
962.483673,0.9986440201725639
962.498739,0.9986412239732221
962.513805,0.998624347079147
962.528871,0.9986283415845244
962.543936,0.998640325196525
962.559002,0.9986354318709202
962.574068,0.9986374291437812
962.589134,0.9986211514863494
962.604199,0.9986223498324502
962.619265,0.9986291404875173
962.634331,0.9986300392541482
962.649397,0.9986283415845244
962.664462,0.9986191542460436
962.679528,0.9986277424076992
962.694594,0.9986191542460436
962.70966,0.9986234483176392
962.724725,0.9986294400763044
962.739791,0.9986269435058248
962.754857,0.9986234483176392
962.769923,0.9986263443298385
962.784988,0.9986251459789444
962.800054,0.9986168574246302
962.81512,0.9986186549365914
962.830186,0.9986117644916443
962.845251,0.9986177561802063
962.860317,0.9986168574246302
962.875383,0.9986102665751211
962.890449,0.9986077700525753
962.905514,0.9986160585314638
962.92058,0.998610566158246
962.935646,0.998604574512824
962.950712,0.9986157589466912
962.965777,0.9986131625490933
962.980843,0.9986062721420437
962.995909,0.9986002805223857
963.010975,0.9986117644916443
963.02604,0.9986019781443055
963.041106,0.998597784024805
963.056172,0.9986011792630426
963.071238,0.9986065717239703
963.086303,0.9986120640752186
963.101369,0.9986002805223857
963.116435,0.9986017784239298
963.131501,0.9985979837443818
963.146566,0.9986042749314966
963.161632,0.9986017784239298
963.176698,0.9986037756294839
963.191764,0.998597784024805
963.206829,0.9985860006404756
963.221895,0.9985899949924668
963.236961,0.9985939893604355
963.252027,0.9985905941466436
963.267092,0.9985794099946205
963.282158,0.9985863002163208
963.297224,0.9985817067299048
963.31229,0.998585401489055
963.327355,0.9985769135492161
963.342421,0.9985797095684884
963.357487,0.9985891961207904
963.372553,0.9985683258246868
963.387618,0.9985809078648589
963.402684,0.9985783115578737
963.41775,0.9985628337139981
963.432816,0.9985643315593721
963.447881,0.9985603373100344
963.462947,0.9985637324209529
963.478013,0.9985568423549699
963.493079,0.9985479552386207
963.508144,0.9985551448097808
963.52321,0.9985514501625802
963.538276,0.9985537468335567
963.553342,0.9985545456768737
963.568407,0.9985525485697795
963.583473,0.998549453061677
963.598539,0.9985388684935728
963.613605,0.9985345747856698
963.62867,0.998525687867501
963.643736,0.9985459581447074
963.658802,0.9985405660110921
963.673868,0.9985282840376645
963.688933,0.9985313794801429
963.703999,0.998525687867501
963.719065,0.9985313794801429
963.734131,0.9985302810962295
963.749197,0.9985365718568163
963.764262,0.9985305806553588
963.779328,0.9985351739065943
963.794394,0.9985333765448989
963.80946,0.9985285835961946
963.824525,0.9985339756651046
963.839591,0.9985353736136491
963.854657,0.9985333765448989
963.869723,0.9985205953994787
963.884788,0.9985296819782407
963.899854,0.9985391680552783
963.91492,0.998549453061677
963.929986,0.99855204929363
963.945051,0.9985485543675736
963.960117,0.998541464698006
963.975183,0.9985522490040598
963.990249,0.9985594386061352
964.005314,0.9985457584355356
964.02038,0.9985645312722583
964.035446,0.9985654299807409
964.050512,0.9985571419220676
964.065577,0.9985663286900324
964.080643,0.9985751161123894
964.095709,0.9985791104208425
964.110775,0.9985774128377977
964.12584,0.9985749163973862
964.140906,0.9985754156849692
964.155972,0.9985780119844251
964.171038,0.9985783115578737
964.186103,0.9985894956975941
964.201169,0.9985959865504115
964.216235,0.9985982833238218
964.231301,0.9986014788434413
964.246366,0.9985988824829716
964.261432,0.9985982833238218
964.276498,0.9985911933011798
964.291564,0.9985982833238218
964.306629,0.9986157589466912
964.321695,0.9986168574246302
964.336761,0.9986340337822942
964.351827,0.9986329352854613
964.366892,0.9986320365162239
964.381958,0.9986397260125096
964.397024,0.998636031052359
964.41209,0.9986506112448476
964.427155,0.9986469162444217
964.442221,0.9986518096263001
964.457287,0.9986506112448476
964.472353,0.9986558042415278
964.487418,0.9986631943218225
964.502484,0.998655205048225
964.51755,0.9986543062589449
964.532616,0.9986529081438948
964.547681,0.9986591996770344
964.562747,0.9986437205794028
964.577813,0.9986589000793195
964.592879,0.9986594992748393
964.607944,0.9986526085480674
964.62301,0.998662295525352
964.638076,0.9986535073358195
964.653142,0.9986665897824554
964.668207,0.9986711836593344
964.683273,0.998670384722707
964.698339,0.9986717828622242
964.713405,0.9986800718724214
964.72847,0.9986691863189644
964.743536,0.9986800718724214
964.758602,0.9986854647593703
964.773668,0.9986737802077874
964.788733,0.9986866631826471
964.803799,0.9986797722684447
964.818865,0.9986774753076101
964.833931,0.9986645924512731
964.848996,0.9986763767629914
964.864062,0.9986809706848906
964.879128,0.9986754779546568
964.894194,0.9986834673904381
964.909259,0.9986849654167628
964.924325,0.9986880613449542
964.939391,0.9986809706848906
964.954457,0.9986849654167628
964.969522,0.9986883609514176
964.984588,0.9986969497082533
964.999654,0.9986874621322972
965.01472,0.998695251924882
965.029785,0.9986960508814031
965.044851,0.9986920561051891
965.059917,0.9987006448938034
965.074983,0.9986963504902633
965.090048,0.9987135282152197
965.105114,0.9987003452836548
965.12018,0.9987018433352963
965.135246,0.9987066371156493
965.150311,0.9987009445040418
965.165377,0.9987040404817685
965.180443,0.9987066371156493
965.195509,0.9987112311767464
965.210574,0.9987058381506593
965.22564,0.9987101325949963
965.240706,0.9987055385389527
965.255772,0.9987112311767464
965.270837,0.9987129289872826
965.285903,0.9987132286012063
965.300969,0.9987198201302669
965.316035,0.998721218338994
965.3311,0.9987209187226733
965.346166,0.998722416805175
965.361232,0.9987307062356355
965.376298,0.9987315052205201
965.391363,0.9987281095391751
965.406429,0.9987298073784044
965.421495,0.9987352005339258
965.436561,0.998726411702832
965.451626,0.9987423914532569
965.466692,0.9987389957348987
965.481758,0.9987315052205201
965.496824,0.9987489831747932
965.511889,0.9987480843011128
965.526955,0.9987538770568007
965.542021,0.9987380968702071
965.557087,0.9987483839255831
965.572152,0.9987558745665523
965.587218,0.9987503814243484
965.602284,0.9987609682345014
965.61735,0.9987592703422987
965.632415,0.9987563739446145
965.647481,0.9987480843011128
965.662547,0.9987629657584355
965.677613,0.9987621667483825
965.692679,0.9987655625455223
965.707744,0.9987729534380314
965.72281,0.9987672604484218
965.737876,0.9987764491494859
965.752942,0.998773852334094
965.768007,0.9987775478041843
965.783073,0.9987778474374935
965.798139,0.9987769485378353
965.813205,0.9987755502510862
965.82827,0.9987781470708927
965.843336,0.9987872359933856
965.858402,0.9987841397577532
965.873468,0.9987910313920936
965.888533,0.9987955259618476
965.903599,0.9987950265642095
965.918665,0.9987967245171979
965.933731,0.9988024176747532
965.948796,0.9988073118185904
965.963862,0.9988053142059644
965.978928,0.9988093094352116
965.993994,0.9988116066992652
966.009059,0.9988127053926369
966.024125,0.9988167006514489
966.039191,0.9988218945117964
966.054257,0.9988195972240809
966.069322,0.998821594865273
966.084388,0.9988284867580546
966.099454,0.9988232928634275
966.11452,0.9988321824302925
966.129585,0.9988349791643187
966.144651,0.9988338804464459
966.159717,0.9988498619163845
966.174783,0.9988527585851843
966.189848,0.9988475645643441
966.204914,0.9988467654866121
966.21998,0.9988556552623843
966.235046,0.9988590513773856
966.250111,0.998866243188446
966.265177,0.9988702386614097
966.280243,0.9988616484142954
966.295309,0.99887393448813
966.310374,0.9988785293187968
966.32544,0.99888192551157
966.340506,0.9988845226079526
966.355572,0.9988810265182416
966.370637,0.9988933128304284
966.385703,0.9988979077502358
966.400769,0.998896209625236
966.415835,0.9989042008268777
966.4309,0.9989121920924494
966.445966,0.9989113929630153
966.461032,0.998918485259083
966.476098,0.9989219814798999
966.491163,0.9989247784653638
966.506229,0.9989325701090231
966.521295,0.9989333692553989
966.536361,0.9989362661663702
966.551426,0.998941660436772
966.566492,0.9989473544204643
966.581558,0.9989456562114053
966.596624,0.9989516499033236
966.611689,0.9989559454046536
966.626755,0.9989582430059702
966.641821,0.9989668340838017
966.656887,0.998966034910654
966.671952,0.9989714293418075
966.687018,0.9989757249281892
966.702084,0.9989757249281892
966.71715,0.9989828176810155
966.732215,0.9989880124051737
966.747281,0.9989903100802445
966.762347,0.9989997006332948
966.777413,0.998998302034693
966.792478,0.9990014488843006
966.807544,0.9990151752585082
966.82261,0.9990174630058791
966.837676,0.9990234771091088
966.852741,0.9990260446027442
966.867807,0.9990300507052153
966.882873,0.9990337671039164
966.897939,0.9990360548938626
966.913004,0.9990329079352461
966.92807,0.9990411999427938
966.943136,0.999052359295322
966.958202,0.9990494920191654
966.973267,0.9990586533450119
966.988333,0.9990609411919475
967.003399,0.9990675150345686
967.018465,0.9990715213033364
967.03353,0.9990780952155747
967.048596,0.9990786646902513
967.063662,0.9990766665349201
967.078728,0.9990883957638356
967.093793,0.9990903939426253
967.108859,0.9991018335931279
967.123925,0.9991026928210742
967.138991,0.9991069789808202
967.154056,0.9991124141375695
967.169122,0.9991164205863831
967.184188,0.9991204270512626
967.199254,0.9991204270512626
967.214319,0.999134434817844
967.229385,0.9991324365509727
967.244451,0.9991373023377869
967.259517,0.9991447359469693
967.274582,0.9991447359469693
967.289648,0.9991533186371137
967.304714,0.999153598400082
967.31978,0.9991527391283569
967.334845,0.9991636099692959
967.349911,0.9991638997267848
967.364977,0.999167906382056
967.380043,0.9991839231719696
967.395108,0.9991833436454622
967.410174,0.9991824943399811
967.42524,0.9991856317779391
967.440306,0.9991950741267743
967.455371,0.9991987911393638
967.470437,0.9992045165648403
967.485503,0.9992096624813513
967.500569,0.9992122404456062
967.515634,0.999219105057278
967.5307,0.9992199643860777
967.545766,0.9992311157431047
