nu,[0]n-Butylamine-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
680.385608,0.9583732146478259
680.51361,0.9585553228583411
680.641613,0.9585649084594976
680.769615,0.9592121581949182
680.897618,0.9590040317391271
681.025621,0.9580129340561141
681.153623,0.9583636309635979
681.281626,0.9591066506605376
681.409628,0.9578510435503916
681.537631,0.9585380690178147
681.665633,0.9585649084594976
681.793636,0.9587499293407711
681.921638,0.9575895859060947
682.049641,0.9583243388602221
682.177644,0.9581125725823695
682.305646,0.9576298055133086
682.433649,0.9584978112643346
682.561651,0.9587058278583632
682.689654,0.9583003810512244
682.817656,0.9581796428098809
682.945659,0.9583070891773702
683.073661,0.958332963818084
683.201664,0.9579257588456472
683.329667,0.9582946312661874
683.457669,0.9576872650254076
683.585672,0.9579152217202542
683.713674,0.9575646889005236
683.841677,0.9575350048552728
683.969679,0.9576211868838429
684.097682,0.9571491959940233
684.225685,0.9576163987898787
684.353687,0.9571137821289321
684.48169,0.9575694767359377
684.609692,0.957027645764735
684.737695,0.9571463245507424
684.865697,0.9575560708571048
684.9937,0.9569530005195677
685.121702,0.9572027978498369
685.249705,0.9570027633694176
685.377708,0.9567310131749748
685.50571,0.9567511047372121
685.633713,0.9567271862585759
685.761715,0.9575828828024543
685.889718,0.9562537234930799
686.01772,0.9568506120263942
686.145723,0.9567711967213767
686.273725,0.9567003982723943
686.401728,0.9560605797491092
686.529731,0.9566429979705242
686.657733,0.957467979750839
686.785736,0.9559047545747068
686.913738,0.9561284624600791
687.041741,0.9561370676549645
687.169743,0.9568008570882084
687.297746,0.9560720525449028
687.425749,0.9557604238540097
687.553751,0.9564593401466291
687.681754,0.9558110804988632
687.809756,0.9557413088366834
687.937759,0.9560997790364588
688.065761,0.9556342718042794
688.193764,0.9558187270180932
688.321766,0.955747999049261
688.449769,0.9555540018968312
688.577772,0.9551823636784131
688.705774,0.9555004923710056
688.833777,0.9551069072522507
688.961779,0.9558483578579064
689.089782,0.9551193237227519
689.217784,0.9549579221958558
689.345787,0.9552167508624713
689.473789,0.9545903341610477
689.601792,0.9550123563487797
689.729795,0.9547841356690698
689.857797,0.9551403365790143
689.9858,0.954287776982965
690.113802,0.9546724324599617
690.241805,0.9548547923093729
690.369807,0.9547354429198264
690.49781,0.9545139699889224
690.625813,0.9539109077476308
690.753815,0.9548433341206144
690.881818,0.9544051615985397
691.00982,0.9545636060058871
691.137823,0.9542772798751523
691.265825,0.9533911679448692
691.393828,0.9535780509277204
691.52183,0.9540473267611657
691.649833,0.9539013686862486
691.777836,0.9539538347043287
691.905838,0.9533415928930986
692.033841,0.9542658286165016
692.161843,0.9529222148621583
692.289846,0.9543278579112918
692.417848,0.9534989072340021
692.545851,0.9532538895009703
692.673853,0.9521192399365135
692.801856,0.9531299745499815
692.929859,0.9541217453549404
693.057861,0.9529022037057642
693.185864,0.9528488426764794
693.313866,0.9527878623019409
693.441869,0.9523820611143902
693.569871,0.9526516233789468
693.697874,0.9519697689496229
693.825877,0.9530384784643071
693.953879,0.9518679136337019
