nu,[0]Chloroethane-PNNL(x-sec)-X=0.01-T=278.09K-P=1.0atm-L=15cm
656.872322,0.8187880662366345
656.991524,0.8140447003926964
657.110726,0.8129871298519785
657.229928,0.8132879907458568
657.34913,0.8083986204283165
657.468332,0.8041978162131154
657.587534,0.8043908468517567
657.706736,0.8034422254491708
657.825938,0.798276699823386
657.94514,0.7951853872526122
658.064342,0.7988037363481912
658.183544,0.7944382641914467
658.302746,0.7867065277859304
658.421948,0.788068708025168
658.54115,0.7901519580944945
658.660352,0.7823524004366078
658.779554,0.7768096028648562
658.898756,0.7825714897798067
659.017958,0.7809766712086815
659.13716,0.769780399703923
659.256362,0.7696187627924549
659.375564,0.77568404516724
659.494766,0.7693956057105859
659.613968,0.759777235387135
659.73317,0.7651296365268655
659.852372,0.7681041062562943
659.971574,0.7548697961769666
660.090776,0.7516383411783397
660.209978,0.7591468819146423
660.32918,0.7531054659253706
660.448382,0.740936761080006
660.567584,0.7487725598422751
660.686786,0.7517435779125042
660.805988,0.7382668015490581
660.92519,0.7338504630044054
661.044392,0.7454181074297556
661.163594,0.738540010806227
661.282796,0.7272318056011625
661.401998,0.7341293791710625
661.5212,0.7363203476426254
661.640402,0.7249083832816035
661.759604,0.7222600679721228
661.878806,0.7261780836161008
661.998008,0.7218051874317158
662.11721,0.7136376060812469
662.236412,0.7151449711409714
662.355614,0.7156529043654388
662.474816,0.7097801533962311
662.594018,0.7051674405805441
662.71322,0.7085249537041486
662.832422,0.7111869103297324
662.951624,0.7069891215351872
663.070826,0.7067417186406819
663.190028,0.7093969755807186
663.30923,0.7097375678646061
663.428432,0.7039626346597948
663.547634,0.7029496579841336
663.666836,0.7078592531759327
663.786038,0.7012505765295802
663.90524,0.6956351262536665
664.024442,0.7029004532302611
664.143644,0.7011313740640669
664.262846,0.6905271414181002
664.382048,0.6971114370578492
664.50125,0.7038640867894543
664.620452,0.691916496806755
664.739654,0.6907895915942144
664.858856,0.7017065375756107
664.978058,0.6962475545937173
665.09726,0.6843539667264154
665.216462,0.6955864334990951
665.335664,0.6998284817737614
665.454866,0.6839092811865003
665.574068,0.689030322157485
665.69327,0.6993877286820458
665.812472,0.688775428096596
665.931674,0.6848468790095865
666.050876,0.6979345140735123
666.170078,0.6953082545651913
666.28928,0.6826725249895557
666.408482,0.6934750616525023
666.527684,0.6966445288267441
666.646886,0.6807841387177708
666.766088,0.6847647023148056
666.88529,0.6955655662191008
667.004492,0.685778904398648
667.123694,0.679838506131855
667.242896,0.6912733135912774
667.362098,0.6883347528537336
667.4813,0.6793763730907268
667.600502,0.6951274979183867
667.719704,0.7055342230048116
667.838906,0.6948842458657076
667.958108,0.6972857367036616
668.07731,0.7100570216418542
668.196512,0.7026966416529314
668.315714,0.698737600450857
668.434916,0.7119696463569842
668.554118,0.7105044985059006
668.67332,0.6984022868843346
668.792522,0.7073992941642415
668.911724,0.7129029377661164
669.030926,0.699177943832742
669.150128,0.7031465114465677
669.26933,0.7170856424346596
669.388532,0.7086524996746083
669.507734,0.7090778187573783
669.626936,0.7280467615135566
669.746138,0.7226791003191805
669.86534,0.7150019564486892
669.984542,0.7299640446184825
670.103744,0.7273481719991223
670.222946,0.7155670311694098
670.342148,0.7263523872717708
670.46135,0.7252999395192449
670.580552,0.7082416003971064
670.699754,0.706324864010892
670.818956,0.7027106957263047
670.938158,0.6773683923040361
671.05736,0.6776868302754804
671.176562,0.6928927871902261
671.295764,0.6881626906741888
671.414966,0.683348705443393
671.534168,0.6945229999899253
671.65337,0.6797909191019913
671.772572,0.6514921054426617
671.891774,0.6329587657215094
672.010976,0.5950856108531379
672.130178,0.5494596160576086
672.24938,0.6216239195838885
672.368582,0.7051251318033853
672.487784,0.7109664765565303
672.606986,0.7345332613870348
672.726188,0.7632039372429954
672.84539,0.7619456890867384
672.964592,0.7772525105551892
673.083794,0.7859516519176473
673.202996,0.7778901189975785
673.322198,0.7883524638330379
673.4414,0.7966498752809623
673.560602,0.7872337977752691
673.679804,0.7950184158538997
673.799006,0.8058964650496347
673.918208,0.8017647847341316
674.03741,0.8072434365544268
674.156612,0.8155928556051577
674.275814,0.8125969896707838
674.395016,0.8170377332991166
674.514218,0.8190992648257915
674.63342,0.8064849842524949
674.752622,0.803008483768222
674.871824,0.8041817324176296
674.991026,0.7938902908616943
675.110228,0.7844832956695444
675.22943,0.7716532406553813
675.348632,0.7492669128503187
675.467834,0.724249016710109
675.587036,0.6873648847698918
675.706238,0.668365566430162
675.82544,0.685340146317395
675.944642,0.689030322157485
676.063844,0.6824609293058345
676.183046,0.6741854887981923
676.302248,0.6699313731349756
676.42145,0.6565082622615825
676.540652,0.6215866232676142
676.659854,0.5691165686617914
676.779056,0.49406410648553833
676.898258,0.3933993599494126
677.01746,0.2996919995132463
677.136662,0.3715023831148797
677.255864,0.5560872903621922
677.375066,0.601042278499616
677.494268,0.6592516176358422
677.61347,0.7288261884674327
677.732672,0.7522850281873095
677.851874,0.7608949292268576
677.971076,0.7736079950758993
678.090278,0.7776412339832254
678.20948,0.7828376093240909
678.328682,0.7868560162271621
678.447884,0.7871078504436804
678.567086,0.7945971677341096
678.686288,0.7934061654575288
678.80549,0.7896543191336269
678.924692,0.7895279845496018
679.043894,0.7820317017001622
679.163096,0.780305319993842
679.282298,0.7765377670778912
679.4015,0.7735461089117728
679.520702,0.7685651070064431
679.639904,0.7623343804960572
679.759106,0.7603624891521663
679.878308,0.7497990812558709
679.99751,0.7471569565926719
680.116712,0.7431480458058417
680.235914,0.7318058737409194
680.355116,0.7373003052323334
680.474318,0.7286512911707156
680.59352,0.7206944629204608
680.712722,0.7248069032117146
680.831924,0.7122473686713946
680.951126,0.7107958650763533
681.070328,0.7106252945380184
681.18953,0.6973694160127242
681.308732,0.6959482325041033
681.427934,0.6927057313913538
681.547136,0.68282272946694
681.666338,0.6837178133945099
681.78554,0.6799880870565024
681.904742,0.6715545703343992
682.023944,0.6735924665361149
682.143146,0.668532678709934
682.262348,0.6589154850319475
682.38155,0.6676240922457277
682.500752,0.6501774196693355
682.619954,0.6500018954628589
682.739156,0.6527963935068485
682.858358,0.6327309415766563
682.97756,0.6460360317837304
683.096762,0.6321743832696405
683.215964,0.6300538418464504
683.335166,0.6383107788844659
683.454368,0.6239032317263907
683.57357,0.6285246697073799
683.692772,0.6292793520298603
683.811974,0.6181216476731554
683.931176,0.6288012814121635
684.050378,0.6167879458307144
684.16958,0.6173865203999029
684.288782,0.6229992276017668
684.407984,0.60803064215784
684.527186,0.6211330306140906
684.646388,0.6122466835424841
684.76559,0.6098269808490555
684.884792,0.6191176250725763
685.003994,0.606724780581424
685.123196,0.6177076448756387
685.242398,0.6134233263905552
685.3616,0.6107424077188389
685.480802,0.6209591377116611
685.600004,0.610223497240474
685.719206,0.6186596475026225
685.838408,0.6177199991520785
685.95761,0.6140431969321389
686.076812,0.6237847013731029
686.196014,0.6155248256822687
686.315216,0.619774237698364
686.434418,0.6232796403423223
686.55362,0.6184802622169703
686.672822,0.6301483570111875
686.792024,0.6221338602450447
686.911226,0.6335540266901118
687.030428,0.6341815557521674
687.14963,0.6319278833307778
687.268832,0.6439398228650264
687.388034,0.6349176331992203
687.507236,0.6498849056510746
687.626438,0.6442876442727015
687.74564,0.647834510679474
687.864842,0.6565673506641243
687.984044,0.6479770499505684
688.103246,0.6654445269954241
688.222448,0.6530575642949266
688.34165,0.6682185421788079
688.460852,0.6646398260600058
688.580054,0.672515580328359
688.699256,0.6779918579751895
688.818458,0.677612288824005
688.93766,0.6880525934516936
689.056862,0.6837725130075367
689.176064,0.6962405921529836
689.295266,0.6929135742856466
689.414468,0.7026474546095823
689.53367,0.7041668134283366
689.652872,0.7075620147140451
689.772074,0.7154096237380049
689.891276,0.7149519080634518
690.010478,0.7234889543451357
690.12968,0.7260982084201194
690.248882,0.7322524115040728
690.368084,0.7386508001168385
690.487286,0.7411961343340556
690.606488,0.7501440681741565
690.72569,0.7500315550026292
690.844892,0.7606210563524112
690.964094,0.7582364520235311
691.083296,0.7700190686196017
691.202498,0.7678046040615786
691.3217,0.7792214490638593
691.440902,0.7784581861037135
691.560104,0.7876432658025727
691.679306,0.7884628409041893
691.798508,0.7959411723115639
691.91771,0.799714891867596
692.036912,0.8055822267087248
692.156114,0.8109247628570352
692.275316,0.8152585310755714
692.394518,0.8214452418712724
692.51372,0.8245974096957881
692.632922,0.830414753491213
692.752124,0.8327764834602869
692.871326,0.8387018493286374
692.990528,0.841735034610083
693.10973,0.8478767463834117
693.228932,0.8503391577186199
693.348134,0.8568949042939744
693.467336,0.858868030799512
693.586538,0.8657232450153578
693.70574,0.8681940755246842
693.824942,0.8760781322122511
693.944144,0.8767880429743873
694.063346,0.8835388635657219
694.182548,0.8850775594655461
