nu,[0]DL-Limonene-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
690.512248,0.9979954118758783
690.63185,0.9984941349543031
690.751452,0.9990257548852333
690.871054,0.99966801511918
690.990656,1.0
691.110258,0.9998310642712476
691.22986,0.9989234798639958
691.349462,0.9988839232774188
691.469064,0.9982123996641381
691.588666,0.9992114310840192
691.708268,0.9991964630088926
691.82787,1.0
691.947472,1.0
692.067074,1.0
692.186676,0.9984468074539768
692.306278,0.9989927076598658
692.42588,0.9989517497984937
692.545482,0.9993909155672777
692.665084,1.0
692.784686,1.0
692.904288,1.0
693.02389,0.9983100296108518
693.143492,0.9980718612524018
693.263094,0.9987651630393771
693.382696,0.9991064694363908
693.502298,1.0
693.6219,1.0
693.741502,0.9998139473099488
693.861104,0.9975402302038142
693.980706,0.9978698719496912
694.100308,0.9984170541824406
694.21991,0.99913192699356
694.339512,0.9993892365919499
694.459114,1.0
694.578716,0.999727887029452
694.698318,0.9980234559409693
694.81792,0.9970421829855919
694.937522,0.9969722927782451
695.057124,0.9986558042415278
695.176726,0.9987172234621103
695.296328,1.0
695.41593,0.9991183388917522
695.535532,0.9975155912644204
695.655134,0.9969201524908131
695.774736,0.997474993206032
695.894338,0.9976860812469215
696.01394,0.9987385962393803
696.133542,0.9978796511223542
696.253144,0.9991505409947488
696.372746,0.9970495611250451
696.492348,0.9958895710341665
696.61195,0.9958143842098918
696.731552,0.9974430745169511
696.851154,0.9976520607316041
696.970756,0.9978032164685628
697.090358,0.9977517311509256
697.20996,0.9967691305279133
697.329562,0.9972703323363494
697.449164,0.9949113910601605
697.568766,0.996252140821721
697.688368,0.9971133743389582
697.80797,0.9978461229293533
697.927572,0.9974744944686601
698.047174,0.995661936697824
698.166776,0.9954381370504772
698.286378,0.99405693032186
698.40598,0.9937904593808665
698.525582,0.9964927647679015
698.645184,0.996543387886168
698.764786,0.9962495505695222
698.884388,0.9952582776299003
699.00399,0.9927864434996356
699.123592,0.9928824505905901
699.243194,0.9937260638455365
699.362796,0.9947186953868905
699.482398,0.9944013312893273
699.602,0.9952693250580951
699.721602,0.9935366777068398
699.841204,0.9933019327261096
699.960806,0.9920781446014372
700.080408,0.9920128680071459
700.20001,0.9934271959975096
700.319612,0.9943384871110867
700.439214,0.9949861117113544
700.558816,0.9923278820985789
700.678418,0.9926345587932566
700.79802,0.9908432804436244
700.917622,0.9912542683644797
701.037224,0.9904422682540439
701.156826,0.9935703591711118
701.276428,0.9918922465763279
701.39603,0.9923317521848658
701.515632,0.9903103501298546
701.635234,0.9900330030450557
701.754836,0.9894342142300943
701.874438,0.9889178643493098
701.99404,0.9906803991975247
702.113642,0.9909197764975843
702.233244,0.9902719268336863
702.352846,0.9890503882220338
702.472448,0.9876676741629163
702.59205,0.988008478295835
702.711652,0.9883928883568016
702.831254,0.988104319766466
702.950856,0.9894490558546196
703.070458,0.989804331833894
