nu,[0]Cyanogen-PNNL(x-sec)-X=0.01-T=278.13K-P=1.0atm-L=15cm
611.833418,0.992586218667335
611.95262,0.9958807076564263
612.071822,0.9971356102151351
612.191024,0.9976805939885646
612.310226,0.9978061101020864
612.429428,0.9978600928728637
612.54863,0.9980308413418691
612.667832,0.9979954118758783
612.787034,0.9979709612878083
612.906236,0.9979926174926372
613.025438,0.9978936215352626
613.14464,0.9978172855931021
613.263842,0.9976649305261975
613.383044,0.9975342449803887
613.502246,0.9975401304497962
613.621448,0.9973872192687397
613.74065,0.9970429806196573
613.859852,0.9970596313764671
613.979054,0.9967352409536014
614.098256,0.9966235131955483
614.217458,0.9964605785714093
614.33666,0.9960228299735951
614.455862,0.9958768237292401
614.575064,0.9955997097713921
614.694266,0.9951058157406463
614.813468,0.994696016059181
614.93267,0.9942828057149021
615.051872,0.9937787327226332
615.171074,0.9934378257253756
615.290276,0.9930657536093173
615.409478,0.9927839615366294
615.52868,0.9936234172449294
615.647882,0.9961340919375682
615.767084,0.997529257321633
615.886286,0.9980403226798982
616.005488,0.9980652739998555
616.12469,0.9981332445593861
616.243892,0.9982154941273734
616.363094,0.998163987536758
616.482296,0.9981528081627021
616.601498,0.998125958213296
616.7207,0.9978019193252246
616.839902,0.9978951183768175
616.959104,0.9978527087354978
617.078306,0.9976217325699482
617.197508,0.9974574378006396
617.31671,0.9971698125531322
617.435912,0.9970960247171868
617.555114,0.9968891487561813
617.674316,0.9967282638313347
617.793518,0.9962585168558256
617.91272,0.9958881767897431
618.031922,0.9956169337953585
618.151124,0.9951553732442417
618.270326,0.9946912415297628
618.389528,0.9941750313002415
618.50873,0.9939560386637707
618.627932,0.9946730388465979
618.747134,0.9956889195019238
618.866336,0.9959943441280074
618.985538,0.9958389811289524
619.10474,0.9960557988748996
619.223942,0.9969413871162092
619.343144,0.9977259894883309
619.462346,0.9980938190748845
619.581548,0.9979274507024337
619.70075,0.9981346419469066
619.819952,0.9981867459351186
619.939154,0.9981844501082431
620.058356,0.9979126814854559
620.177558,0.9979338374585559
620.29676,0.9979853321731209
620.415962,0.9979028021988117
620.535164,0.9978101013345092
620.654366,0.9975536970878233
620.773568,0.997694960692558
620.89277,0.9976956590792749
621.011972,0.9975794343052168
621.131174,0.9972897792974372
621.250376,0.9972228633982999
621.369578,0.9972180767400436
621.48878,0.9971433879032277
621.607982,0.9969287260409908
621.727184,0.9966649735960676
621.846386,0.9967721208397904
621.965588,0.9968624324849942
622.08479,0.9972564703750708
622.203992,0.9974130519322504
622.323194,0.9974416780976243
622.442396,0.9975846217317624
622.561598,0.9976030772179773
622.6808,0.9976523600272672
622.800002,0.9978791521826533
622.919204,0.9981737695917678
623.038406,0.9982159932352453
623.157608,0.9982506319311885
623.27681,0.9981109864362114
623.396012,0.9981710745262282
623.515214,0.9981976262299467
623.634416,0.9981375365415655
623.753618,0.997954095721077
623.87282,0.9979233592082735
623.992022,0.9979292469734616
624.111224,0.9979718594620776
624.230426,0.9978750608865166
624.349628,0.9976080652458333
624.46883,0.9976246256771677
624.588032,0.9976420842608792
624.707234,0.9974343967999509
624.826436,0.9972801056334955
624.945638,0.9971839724650056
625.06484,0.9972011241768363
625.184042,0.9972740222434054
625.303244,0.9976637333289992
625.422446,0.9981560022567988
625.541648,0.9982613132700952
625.66085,0.9983833082563186
625.780052,0.9983027419742355
625.899254,0.9983146218475502
626.018456,0.9982930584846034
626.137658,0.9985574414892551
626.25686,0.9985340755185071
626.376062,0.9986818694981686
626.495264,0.9986583008841592
626.614466,0.9986950521858515
