nu,[0]HFC-1234yf-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
965.731466,0.9309739339523243
965.850468,0.9271999879061551
965.96947,0.9096776254341655
966.088472,0.9184626860772664
966.207474,0.9067069311406177
966.326476,0.9329552899710646
966.445478,0.9221263737622579
966.56448,0.9154495709502201
966.683482,0.9253752019343131
966.802484,0.9255889882973343
966.921486,0.9309180771920067
967.040488,0.9208998399980737
967.15949,0.9160796169660108
967.278492,0.9257787534902029
967.397494,0.9240371523294716
967.516496,0.913468853071392
967.635498,0.9226678208428274
967.7545,0.9308827029771878
967.873502,0.9351718217489892
967.992504,0.9349343182704837
968.111506,0.9380031235226064
968.230508,0.9374076806123017
968.34951,0.9489938128933953
968.468512,0.9327118204145414
968.587514,0.9266948015885221
968.706516,0.9317078305295544
968.825518,0.9452989994484993
968.94452,0.9434461410600332
969.063522,0.948840088347731
969.182524,0.9627889982177548
969.301526,0.9595709706358272
969.420528,0.9516394927460328
969.53953,0.9654335537896861
969.658532,0.9528345500510342
969.777534,0.9413050646114073
969.896536,0.977440361731727
970.015538,0.9594721399157211
970.13454,0.9678443500862162
970.253542,0.9663985038222115
970.372544,0.9627129408911995
970.491546,0.9432018201504223
970.610548,0.9672560795737214
970.72955,0.9566162123415816
970.848552,0.9747707147487698
970.967554,0.9649413082105455
971.086556,0.9574785119565432
971.205558,0.954242926511441
971.32456,0.9498577903132327
971.443562,0.9600681571588087
971.562564,0.952409680594643
971.681566,0.9524563498123786
971.800568,0.941610096864898
971.91957,0.9689163470225927
972.038572,0.9647242208394431
972.157574,0.9705901407059726
972.276576,0.9687351766056614
972.395578,0.9649702568840196
972.51458,0.9600748776594306
972.633582,0.9602774748318668
972.752584,0.9515443335547971
972.871586,0.9562594610326335
972.990588,0.9657212958601545
973.10959,0.9580809553891608
973.228592,0.9530737415403732
973.347594,0.9711765542300155
973.466596,0.9673412018540493
973.585598,0.9717710961924879
973.7046,0.9835557081516705
973.823602,0.9627187171861737
973.942604,0.9677378930629502
974.061606,0.9662120069085048
974.180608,0.9546733871328715
974.29961,0.976837467040677
974.418612,0.9696345801082307
974.537614,0.9829352802654108
974.656616,0.9829539562131567
974.775618,0.9805369001898286
974.89462,0.9735588539133451
975.013622,0.9764292343060396
975.132624,0.9672502760546545
975.251626,0.9666594666466394
975.370628,0.9852932168769474
975.48963,0.9758757558561567
975.608632,0.9917939549251239
975.727634,0.9705260838705848
975.846636,0.9667271351776756
975.965638,0.9553896607422494
976.08464,0.9638014213900651
976.203642,0.9798703617464543
976.322644,0.9832960837166518
976.441646,0.9919146635944118
976.560648,0.9662313313418867
976.67965,0.9746790906079854
976.798652,0.9788332282924558
976.917654,0.9800075532002764
977.036656,0.9682606126467898
977.155658,0.9725955075830857
977.27466,0.9730819269315806
977.393662,0.9666652666208392
977.512664,0.961139230166277
977.631666,0.9826650102271712
977.750668,0.964440633607882
977.86967,0.9747941095266599
977.988672,0.9761138985928179
978.107674,0.9802270994804587
978.226676,0.9696326408410098
978.345678,0.9823594489262357
978.46468,0.9673402345133311
978.583682,0.9612661089184724
978.702684,0.9660487308765506
978.821686,0.9724885279612386
978.940688,0.9772351208068147
979.05969,0.9920333036827136
979.178692,0.9798879995717057
979.297694,0.9927755229088205
979.416696,0.9887764592054166
979.535698,0.985786972454047
979.6547,0.974663495867294
979.773702,0.9801379028729132
979.892704,0.9862208141601029
980.011706,0.9784642777169429
980.130708,0.9809272315468918
980.24971,0.9852459239375769
980.368712,0.9582457594862338
980.487714,0.9886390288292195
980.606716,1.0
980.725718,1.0
980.84472,1.0
980.963722,1.0
981.082724,1.0
981.201726,1.0
981.320728,1.0
981.43973,1.0
981.558732,1.0
981.677734,1.0
981.796736,1.0
981.915738,1.0
982.03474,1.0
982.153742,1.0
982.272744,1.0
982.391746,1.0
982.510748,1.0
982.62975,1.0
982.748752,1.0
982.867754,1.0
982.986756,1.0
983.105758,1.0
983.22476,1.0
983.343762,1.0
983.462764,1.0
983.581766,1.0
983.700768,1.0
983.81977,1.0
983.938772,1.0
984.057774,1.0
984.176776,1.0
984.295778,1.0
984.41478,1.0
984.533782,1.0
984.652784,1.0
984.771786,1.0
984.890788,1.0
985.00979,1.0
985.128792,1.0
985.247794,1.0
985.366796,1.0
985.485798,1.0
985.6048,1.0
985.723802,1.0
985.842804,1.0
985.961806,1.0
986.080808,1.0
986.19981,1.0
986.318812,1.0
986.437814,1.0
986.556816,1.0
986.675818,1.0
986.79482,1.0
986.913822,1.0
987.032824,1.0
987.151826,1.0
987.270828,1.0
987.38983,1.0
987.508832,1.0
987.627834,1.0
987.746836,1.0
987.865838,1.0
987.98484,1.0
988.103842,1.0
988.222844,1.0
988.341846,1.0
988.460848,1.0
988.57985,1.0
988.698852,1.0
988.817854,1.0
988.936856,1.0
989.055858,1.0
989.17486,1.0
989.293862,1.0
989.412864,1.0
989.531866,1.0
989.650868,1.0
989.76987,1.0
989.888872,1.0
990.007874,1.0
990.126876,1.0
990.245878,1.0
990.36488,1.0
990.483882,1.0
990.602884,1.0
990.721886,1.0
990.840888,1.0
990.95989,1.0
991.078892,1.0
991.197894,1.0
991.316896,1.0
991.435898,1.0
991.5549,1.0
991.673902,1.0
991.792904,1.0
991.911906,1.0
992.030908,1.0
992.14991,1.0
992.268912,1.0
992.387914,1.0
992.506916,1.0
992.625918,1.0
992.74492,1.0
992.863922,1.0
992.982924,1.0
993.101926,1.0
993.220928,1.0
993.33993,1.0
993.458932,1.0
993.577934,1.0
993.696936,1.0
993.815938,1.0
993.93494,1.0
994.053942,1.0
994.172944,1.0
994.291946,1.0
994.410948,1.0
994.52995,1.0
994.648952,1.0
994.767954,1.0
994.886956,1.0
995.005958,1.0
995.12496,1.0
995.243962,1.0
995.362964,1.0
995.481966,1.0
995.600968,1.0
995.71997,1.0
995.838972,1.0
995.957974,1.0
996.076976,1.0
996.195978,1.0
996.31498,1.0
996.433982,1.0
996.552984,1.0
996.671986,1.0
996.790988,1.0
996.90999,1.0
997.028992,1.0
997.147994,1.0
997.266996,1.0
997.385998,1.0
997.505,1.0
997.624002,1.0
997.743004,1.0
997.862006,1.0
997.981008,1.0
998.10001,1.0
998.219012,1.0
998.338014,1.0
998.457016,1.0
998.576018,1.0
998.69502,1.0
998.814022,1.0
998.933024,1.0
999.052026,1.0
999.171028,1.0
999.29003,1.0
999.409032,1.0
999.528034,1.0
999.647036,1.0
999.766038,1.0
999.88504,1.0
1000.004042,1.0
1000.123044,1.0
1000.242046,1.0
1000.361048,1.0
1000.48005,1.0
1000.599052,1.0
1000.718054,1.0
1000.837056,1.0
1000.956058,1.0
1001.07506,1.0
1001.194062,1.0
1001.313064,1.0
1001.432066,1.0
1001.551068,1.0
1001.67007,1.0
1001.789072,1.0
1001.908074,1.0
1002.027076,1.0
1002.146078,1.0
1002.26508,1.0
1002.384082,1.0
1002.503084,1.0
1002.622086,1.0
1002.741088,1.0
1002.86009,1.0
1002.979092,1.0
1003.098094,1.0
1003.217096,1.0
1003.336098,1.0
1003.4551,1.0
1003.574102,1.0
1003.693104,1.0
1003.812106,1.0
1003.931108,1.0
1004.05011,1.0
1004.169112,1.0
1004.288114,1.0
1004.407116,1.0
1004.526118,1.0
1004.64512,1.0
1004.764122,1.0
1004.883124,1.0
1005.002126,1.0
1005.121128,1.0
1005.24013,1.0
1005.359132,1.0
1005.478134,1.0
1005.597136,1.0
1005.716138,1.0
1005.83514,1.0
1005.954142,1.0
1006.073144,1.0
1006.192146,1.0
1006.311148,1.0
1006.43015,1.0
1006.549152,1.0
1006.668154,1.0
1006.787156,1.0
1006.906158,1.0
1007.02516,1.0
1007.144162,1.0
1007.263164,1.0
1007.382166,1.0
1007.501168,1.0
1007.62017,1.0
1007.739172,1.0
1007.858174,1.0
1007.977176,1.0
1008.096178,1.0
1008.21518,1.0
1008.334182,1.0
1008.453184,1.0
1008.572186,1.0
1008.691188,1.0
1008.81019,1.0
1008.929192,1.0
1009.048194,1.0
1009.167196,1.0
1009.286198,1.0
1009.4052,1.0
1009.524202,1.0
1009.643204,1.0
1009.762206,1.0
1009.881208,1.0
1010.00021,1.0
1010.119212,1.0
1010.238214,1.0
1010.357216,1.0
1010.476218,1.0
1010.59522,1.0
1010.714222,1.0
1010.833224,1.0
1010.952226,1.0
1011.071228,1.0
1011.19023,1.0
1011.309232,1.0
1011.428234,1.0
1011.547236,1.0
1011.666238,1.0
1011.78524,1.0
1011.904242,1.0
1012.023244,1.0
1012.142246,1.0
1012.261248,1.0
1012.38025,1.0
1012.499252,1.0
1012.618254,1.0
1012.737256,1.0
1012.856258,1.0
1012.97526,1.0
1013.094262,1.0
1013.213264,1.0
1013.332266,1.0
1013.451268,1.0
1013.57027,1.0
1013.689272,1.0
1013.808274,1.0
1013.927276,1.0
1014.046278,1.0
1014.16528,1.0
1014.284282,1.0
1014.403284,1.0
1014.522286,1.0
1014.641288,1.0
1014.76029,1.0
1014.879292,1.0
1014.998294,1.0
1015.117296,1.0
1015.236298,1.0
1015.3553,1.0
1015.474302,1.0
1015.593304,1.0
1015.712306,1.0
1015.831308,1.0
1015.95031,1.0
1016.069312,1.0
1016.188314,1.0
1016.307316,1.0
1016.426318,1.0
1016.54532,1.0
1016.664322,1.0
1016.783324,1.0
1016.902326,1.0
1017.021328,1.0
1017.14033,1.0
1017.259332,1.0
1017.378334,1.0
1017.497336,1.0
1017.616338,1.0
1017.73534,1.0
1017.854342,1.0
1017.973344,1.0
1018.092346,1.0
1018.211348,1.0
1018.33035,1.0
1018.449352,1.0
1018.568354,1.0
1018.687356,1.0
1018.806358,1.0
1018.92536,1.0
1019.044362,1.0
1019.163364,1.0
1019.282366,1.0
1019.401368,1.0
1019.52037,1.0
1019.639372,1.0
1019.758374,1.0
1019.877376,1.0
1019.996378,1.0
1020.11538,1.0
1020.234382,1.0
1020.353384,1.0
1020.472386,1.0
1020.591388,1.0
1020.71039,1.0
1020.829392,1.0
1020.948394,1.0
1021.067396,1.0
1021.186398,1.0
1021.3054,1.0
1021.424402,1.0
1021.543404,1.0
1021.662406,1.0
1021.781408,1.0
1021.90041,1.0
1022.019412,1.0
1022.138414,1.0
1022.257416,1.0
1022.376418,1.0
1022.49542,1.0
1022.614422,1.0
1022.733424,1.0
1022.852426,1.0
1022.971428,1.0
1023.09043,1.0
1023.209432,1.0
1023.328434,1.0
1023.447436,1.0
1023.566438,1.0
1023.68544,1.0
1023.804442,1.0
1023.923444,1.0
1024.042446,1.0
1024.161448,1.0
1024.28045,1.0
1024.399452,1.0
1024.518454,1.0
1024.637456,1.0
1024.756458,1.0
1024.87546,1.0
1024.994462,1.0
1025.113464,1.0
1025.232466,1.0
1025.351468,1.0
1025.47047,1.0
1025.589472,1.0
1025.708474,1.0
1025.827476,1.0
1025.946478,1.0
1026.06548,1.0
1026.184482,1.0
1026.303484,1.0
1026.422486,1.0
1026.541488,1.0
1026.66049,1.0
1026.779492,1.0
1026.898494,1.0
1027.017496,1.0
1027.136498,1.0
1027.2555,1.0
1027.374502,1.0
1027.493504,1.0
1027.612506,1.0
1027.731508,1.0
1027.85051,1.0
1027.969512,1.0
1028.088514,1.0
1028.207516,1.0
1028.326518,1.0
1028.44552,1.0
1028.564522,1.0
1028.683524,1.0
1028.802526,1.0
1028.921528,1.0
1029.04053,1.0
1029.159532,1.0
1029.278534,1.0
1029.397536,1.0
1029.516538,1.0
1029.63554,1.0
1029.754542,1.0
1029.873544,1.0
1029.992546,1.0
1030.111548,1.0
1030.23055,1.0
1030.349552,1.0
1030.468554,1.0
1030.587556,1.0
1030.706558,1.0
1030.82556,1.0
1030.944562,1.0
1031.063564,1.0
1031.182566,1.0
1031.301568,1.0
1031.42057,1.0
1031.539572,1.0
1031.658574,1.0
1031.777576,1.0
1031.896578,1.0
1032.01558,1.0
1032.134582,1.0
1032.253584,1.0
1032.372586,1.0
1032.491588,1.0
1032.61059,1.0
1032.729592,1.0
1032.848594,1.0
1032.967596,1.0
1033.086598,1.0
1033.2056,1.0
1033.324602,1.0
1033.443604,1.0
1033.562606,1.0
1033.681608,1.0
1033.80061,1.0
1033.919612,1.0
1034.038614,1.0
1034.157616,1.0
1034.276618,1.0
1034.39562,1.0
1034.514622,1.0
1034.633624,1.0
1034.752626,1.0
1034.871628,1.0
1034.99063,1.0
1035.109632,1.0
1035.228634,1.0
1035.347636,1.0
1035.466638,1.0
1035.58564,1.0
1035.704642,1.0
1035.823644,1.0
1035.942646,1.0
1036.061648,1.0
1036.18065,1.0
1036.299652,1.0
1036.418654,1.0
1036.537656,1.0
1036.656658,1.0
1036.77566,1.0
1036.894662,1.0
1037.013664,1.0
1037.132666,1.0
1037.251668,1.0
1037.37067,1.0
1037.489672,1.0
1037.608674,1.0
1037.727676,1.0
1037.846678,1.0
1037.96568,1.0
1038.084682,1.0
1038.203684,1.0
1038.322686,1.0
1038.441688,1.0
1038.56069,1.0
1038.679692,1.0
1038.798694,1.0
1038.917696,1.0
1039.036698,1.0
1039.1557,1.0
1039.274702,1.0
1039.393704,1.0
1039.512706,1.0
1039.631708,1.0
1039.75071,1.0
1039.869712,1.0
1039.988714,1.0
1040.107716,1.0
1040.226718,1.0
1040.34572,1.0
1040.464722,1.0
1040.583724,1.0
1040.702726,1.0
1040.821728,1.0
1040.94073,1.0
1041.059732,1.0
1041.178734,1.0
1041.297736,1.0
1041.416738,1.0
1041.53574,1.0
1041.654742,1.0
1041.773744,1.0
1041.892746,1.0
1042.011748,1.0
1042.13075,1.0
1042.249752,1.0
1042.368754,1.0
1042.487756,1.0
1042.606758,1.0
1042.72576,1.0
1042.844762,1.0
1042.963764,1.0
1043.082766,1.0
1043.201768,1.0
1043.32077,1.0
1043.439772,1.0
1043.558774,1.0
1043.677776,1.0
1043.796778,1.0
1043.91578,1.0
1044.034782,1.0
1044.153784,1.0
1044.272786,1.0
1044.391788,1.0
1044.51079,1.0
1044.629792,1.0
1044.748794,1.0
1044.867796,1.0
1044.986798,1.0
1045.1058,1.0
1045.224802,1.0
1045.343804,1.0
1045.462806,1.0
1045.581808,1.0
1045.70081,1.0
1045.819812,1.0
1045.938814,1.0
1046.057816,1.0
1046.176818,1.0
1046.29582,1.0
1046.414822,1.0
1046.533824,1.0
1046.652826,1.0
1046.771828,1.0
1046.89083,1.0
1047.009832,1.0
1047.128834,1.0
1047.247836,1.0
1047.366838,1.0
1047.48584,1.0
1047.604842,1.0
1047.723844,1.0
1047.842846,1.0
1047.961848,1.0
1048.08085,1.0
1048.199852,1.0
1048.318854,1.0
1048.437856,1.0
1048.556858,1.0
1048.67586,1.0
1048.794862,1.0
1048.913864,1.0
1049.032866,1.0
1049.151868,1.0
1049.27087,1.0
1049.389872,1.0
1049.508874,1.0
1049.627876,1.0
1049.746878,1.0
1049.86588,1.0
1049.984882,1.0
1050.103884,1.0
1050.222886,1.0
1050.341888,1.0
1050.46089,1.0
1050.579892,1.0
1050.698894,1.0
1050.817896,1.0
1050.936898,1.0
1051.0559,1.0
1051.174902,1.0
1051.293904,1.0
1051.412906,1.0
1051.531908,1.0
1051.65091,1.0
1051.769912,1.0
1051.888914,1.0
1052.007916,1.0
1052.126918,1.0
1052.24592,1.0
1052.364922,1.0
1052.483924,1.0
1052.602926,1.0
1052.721928,1.0
1052.84093,1.0
1052.959932,1.0
1053.078934,1.0
1053.197936,1.0
1053.316938,1.0
1053.43594,1.0
1053.554942,1.0
1053.673944,1.0
1053.792946,1.0
1053.911948,1.0
1054.03095,1.0
1054.149952,1.0
1054.268954,1.0
1054.387956,1.0
1054.506958,1.0
1054.62596,1.0
1054.744962,1.0
1054.863964,1.0
1054.982966,1.0
1055.101968,1.0
1055.22097,1.0
1055.339972,1.0
1055.458974,1.0
1055.577976,1.0
1055.696978,1.0
1055.81598,1.0
1055.934982,1.0
1056.053984,1.0
1056.172986,1.0
1056.291988,1.0
1056.41099,1.0
1056.529992,1.0
1056.648994,1.0
1056.767996,1.0
1056.886998,1.0
1057.006,1.0
1057.125002,1.0
1057.244004,1.0
1057.363006,1.0
1057.482008,1.0
1057.60101,1.0
1057.720012,1.0
1057.839014,1.0
1057.958016,1.0
1058.077018,1.0
1058.19602,1.0
1058.315022,1.0
1058.434024,1.0
1058.553026,1.0
1058.672028,1.0
1058.79103,1.0
1058.910032,1.0
1059.029034,1.0
1059.148036,1.0
1059.267038,1.0
1059.38604,1.0
1059.505042,1.0
1059.624044,1.0
1059.743046,1.0
1059.862048,1.0
1059.98105,1.0
1060.100052,1.0
1060.219054,1.0
1060.338056,1.0
1060.457058,1.0
1060.57606,1.0
1060.695062,1.0
1060.814064,1.0
1060.933066,1.0
1061.052068,1.0
1061.17107,1.0
1061.290072,1.0
1061.409074,1.0
1061.528076,1.0
1061.647078,1.0
1061.76608,1.0
1061.885082,1.0
1062.004084,1.0
1062.123086,1.0
1062.242088,1.0
1062.36109,1.0
1062.480092,1.0
1062.599094,1.0
1062.718096,1.0
1062.837098,1.0
1062.9561,1.0
1063.075102,1.0
1063.194104,1.0
1063.313106,1.0
1063.432108,1.0
1063.55111,1.0
1063.670112,1.0
1063.789114,1.0
1063.908116,1.0
1064.027118,1.0
1064.14612,1.0
1064.265122,1.0
1064.384124,1.0
1064.503126,1.0
1064.622128,1.0
1064.74113,1.0
1064.860132,1.0
1064.979134,1.0
1065.098136,1.0
1065.217138,1.0
1065.33614,1.0
1065.455142,1.0
1065.574144,1.0
1065.693146,1.0
1065.812148,1.0
1065.93115,1.0
1066.050152,1.0
1066.169154,1.0
1066.288156,1.0
1066.407158,1.0
1066.52616,1.0
1066.645162,1.0
1066.764164,1.0
1066.883166,1.0
1067.002168,1.0
1067.12117,1.0
1067.240172,1.0
1067.359174,1.0
1067.478176,1.0
1067.597178,1.0
1067.71618,1.0
1067.835182,1.0
1067.954184,1.0
1068.073186,1.0
1068.192188,1.0
1068.31119,1.0
1068.430192,1.0
1068.549194,1.0
1068.668196,1.0
1068.787198,1.0
1068.9062,1.0
1069.025202,1.0
1069.144204,1.0
1069.263206,1.0
1069.382208,1.0
1069.50121,1.0
1069.620212,1.0
1069.739214,1.0
1069.858216,1.0
1069.977218,1.0
1070.09622,1.0
1070.215222,1.0
1070.334224,1.0
1070.453226,1.0
1070.572228,1.0
1070.69123,1.0
1070.810232,1.0
1070.929234,1.0
1071.048236,1.0
1071.167238,1.0
1071.28624,1.0
1071.405242,1.0
1071.524244,1.0
1071.643246,1.0
1071.762248,1.0
1071.88125,1.0
1072.000252,1.0
1072.119254,1.0
1072.238256,1.0
1072.357258,1.0
1072.47626,1.0
1072.595262,1.0
1072.714264,1.0
1072.833266,1.0
1072.952268,1.0
1073.07127,1.0
1073.190272,1.0
1073.309274,1.0
1073.428276,1.0
1073.547278,1.0
1073.66628,1.0
1073.785282,1.0
1073.904284,1.0
1074.023286,1.0
1074.142288,1.0
1074.26129,1.0
1074.380292,1.0
1074.499294,1.0
1074.618296,1.0
1074.737298,1.0
1074.8563,1.0
1074.975302,1.0
1075.094304,1.0
1075.213306,1.0
1075.332308,1.0
1075.45131,1.0
1075.570312,1.0
1075.689314,1.0
1075.808316,1.0
1075.927318,1.0
1076.04632,1.0
1076.165322,1.0
1076.284324,1.0
1076.403326,1.0
1076.522328,1.0
1076.64133,1.0
1076.760332,1.0
1076.879334,1.0
1076.998336,1.0
1077.117338,1.0
1077.23634,1.0
1077.355342,1.0
1077.474344,1.0
1077.593346,1.0
1077.712348,1.0
1077.83135,1.0
1077.950352,1.0
1078.069354,1.0
1078.188356,1.0
1078.307358,1.0
1078.42636,1.0
1078.545362,1.0
1078.664364,1.0
1078.783366,1.0
1078.902368,1.0
1079.02137,1.0
1079.140372,1.0
1079.259374,1.0
1079.378376,1.0
1079.497378,1.0
1079.61638,1.0
1079.735382,1.0
1079.854384,1.0
1079.973386,1.0
1080.092388,1.0
1080.21139,1.0
1080.330392,1.0
1080.449394,1.0
1080.568396,1.0
1080.687398,1.0
1080.8064,1.0
1080.925402,1.0
1081.044404,0.985786972454047
1081.163406,0.9879916822944704
1081.282408,0.9960299017607928
1081.40141,0.9881764540146769
1081.520412,0.9885352271808743
1081.639414,0.9984959322453635
1081.758416,0.9533749604327784
1081.877418,0.984181448546408
1081.99642,0.9728318770091505
1082.115422,0.970501821021775
1082.234424,0.9969299223561798
1082.353426,0.9847268361273136
1082.472428,0.9746157385260609
1082.59143,0.9922329208642297
1082.710432,0.9978967150102842
1082.829434,0.9904599973293203
1082.948436,0.999158374365697
1083.067438,0.9811724940113091
1083.18644,0.9799340553899888
1083.305442,0.9763579575735676
1083.424444,0.9875205226425265
1083.543446,0.9792738023669195
1083.662448,0.9885727922332387
1083.78145,0.998472068477756
1083.900452,0.9900791396579723
1084.019454,0.981014537955577
1084.138456,0.9746176877594872
1084.257458,0.9966310875630312
1084.37646,0.9776632435417627
1084.495462,0.9893995846386177
1084.614464,0.9962837225151523
1084.733466,0.9784858041678428
1084.852468,0.9791974219892083
1084.97147,0.9967942494264994
1085.090472,0.9813589344964565
1085.209474,0.98279276498238
1085.328476,0.9629921681300507
1085.447478,0.9903637292962821
1085.56648,0.9732911620378388
1085.685482,0.9775175825704868
1085.804484,0.9673344304893361
1085.923486,0.9808369903927462
1086.042488,0.9996879287043798
1086.16149,0.985786972454047
1086.280492,0.9782099100739631
1086.399494,0.9685453231172964
1086.518496,0.9990094509179543
1086.637498,0.9775693923753107
1086.7565,0.9757352398647076
1086.875502,0.9856972699210809
1086.994504,0.9796940009542874
1087.113506,0.9788253976579521
1087.232508,0.99325226887108
1087.35151,0.9837593252569012
1087.470512,0.9715495576389109
1087.589514,0.9738977113522815
1087.708516,0.9589618364900329
1087.827518,0.9679798577805455
1087.94652,0.9924515338560329
1088.065522,0.9563589171882113
1088.184524,0.9660777127732032
1088.303526,0.9771784428134856
1088.422528,0.964440633607882
1088.54153,0.9781218751436876
1088.660532,0.9789516742789168
1088.779534,0.9776554222670994
1088.898536,0.9790691555285643
1089.017538,0.9652675134983086
1089.13654,0.9804653236086918
1089.255542,0.9762788757818599
1089.374544,0.9832705183508264
1089.493546,0.9706105233129441
1089.612548,0.9592773868394242
1089.73155,0.9991475435476219
1089.850552,0.9733135479920032
1089.969554,0.979411889707982
1090.088556,0.9766616521204272
1090.207558,0.9803388517395573
1090.32656,0.9837780168616508
1090.445562,0.9883750974449298
1090.564564,0.9839285464134476
1090.683566,0.9736990564826513
1090.802568,0.9828586143035615
1090.92157,0.9544748357184109
1091.040572,0.9687458327512127
1091.159574,0.9856213741533215
1091.278576,0.9841666859353997
1091.397578,0.9825883653455628
1091.51658,0.9660603235308769
1091.635582,0.9902126113217863
1091.754584,0.985786972454047
1091.873586,0.9741529059816926
1091.992588,0.9542820512734802
1092.11159,0.9981461205612909
1092.230592,0.961976747121438
1092.349594,0.9547659949428295
1092.468596,0.9734293791960342
1092.587598,0.9909527746755583
1092.7066,0.9887428413773099
1092.825602,0.976934178737064
1092.944604,0.9736659512775226
1093.063606,0.9899646931245649
1093.182608,0.9771647624110493
1093.30161,0.9884729514232689
1093.420612,0.9766723954576888
1093.539614,0.9892877888021372
1093.658616,0.9978934219565583
1093.777618,0.9663762769122339
1093.89662,0.9570707129777993
1094.015622,0.9793306018946272
1094.134624,0.9911195660626377
1094.253626,0.9828782716724205
1094.372628,0.9928002433271089
1094.49163,0.964440633607882
1094.610632,0.9859309078590542
1094.729634,0.9863904587291531
1094.848636,0.9770963632716784
1094.967638,0.985786972454047
1095.08664,0.9759040566634363
1095.205642,0.9646673037894831
1095.324644,0.9504145700989005
1095.443646,0.9672396363601363
1095.562648,0.9734537152347132
1095.68165,0.9612084346821816
1095.800652,0.9596371833171122
1095.919654,0.9711775254070554
1096.038656,0.98576627114499
1096.157658,0.98097529815886
1096.27666,0.9791709840157289
1096.395662,0.9856499575876297
1096.514664,0.9765835223134915
1096.633666,0.9880055142748462
1096.752668,0.9776984400520635
1096.87167,0.9907458853362047
1096.990672,0.9887408638936047
1097.109674,0.9710600200356995
1097.228676,0.9903467942213066
1097.347678,0.9739970539852276
1097.46668,0.9847573631323997
1097.585682,0.9780856853038236
1097.704684,0.9779790797742323
1097.823686,0.9781590444811561
1097.942688,0.9703824566388493
1098.06169,0.9628236592455853
1098.180692,0.9686896471223122
1098.299694,0.9850567748790716
1098.418696,0.986682473520994
1098.537698,0.9840003758190773
1098.6567,0.9752826037331138
1098.775702,0.9547440355774796
1098.894704,0.9659492329814998
1099.013706,0.9866509001870174
1099.132708,0.9935496931225687
1099.25171,0.9775214926486372
1099.370712,0.9772996204532529
1099.489714,0.9701699661494032
1099.608716,0.9690539429129469
1099.727718,0.967822089922157
1099.84672,0.9856302447856067
1099.965722,0.9617160867440444
1100.084724,0.9742357124979281
1100.203726,0.9637484137696115
1100.322728,0.9633485411572033
1100.44173,0.9672386691209836
1100.560732,0.9565932538279887
1100.679734,0.9825146739816226
1100.798736,0.9794050338487496
1100.917738,0.962749524678041
1101.03674,0.9805839670906343
1101.155742,0.9662178041979381
1101.274744,0.9960465355990443
1101.393746,0.9603840715475813
1101.512748,0.9616420374562993
1101.63175,0.9881240820504834
1101.750752,0.9613939658132535
1101.869754,0.9383971675779451
1101.988756,0.9617757149898791
1102.107758,0.9480064243590733
1102.22676,0.9705988760565479
1102.345762,0.9809017277704221
1102.464764,0.9752601724911882
1102.583766,0.9811489461540283
1102.702768,0.9886499039183495
1102.82177,0.9732765627799029
1102.940772,0.9581211956343264
1103.059774,0.9775214926486372
1103.178776,0.9496165570724117
1103.297778,0.9514130294969548
1103.41678,0.9682025187528652
1103.535782,0.9569845804896515
1103.654784,0.9599990347399302
1103.773786,0.9525897030358602
1103.892788,0.9505105668182332
1104.01179,0.946732212817662
1104.130792,0.9378371116622259
1104.249794,0.9446072937760651
1104.368796,0.9646856326423786
1104.487798,0.9311703901777911
1104.6068,0.9620238851369188
1104.725802,0.9623654642428464
1104.844804,0.9853966780963385
1104.963806,0.9620748737540176
1105.082808,0.9627148663190067
1105.20181,0.9534092825491484
1105.320812,0.9758494075664521
1105.439814,0.9517489375806559
1105.558816,0.9495614809093257
1105.677818,0.9552253478519154
1105.79682,0.9403971433665145
1105.915822,0.9603139660692395
1106.034824,0.9600057547566934
1106.153826,0.9504630424780107
1106.272828,0.9741460869352173
1106.39183,0.9582582167620792
1106.510832,0.9317562805964328
1106.629834,0.9759733483112837
1106.748836,0.9827239718966173
1106.867838,0.9621037364331682
1106.98684,0.9611709482842186
1107.105842,0.9728892757831412
1107.224844,0.9841273200552851
1107.343846,0.9694435809099881
1107.462848,0.9713513817437811
1107.58185,0.965844916097551
1107.700852,0.9669253345551291
1107.819854,0.9613497427079654
1107.938856,0.967905326200999
1108.057858,0.9758250116362133
1108.17686,0.95117425479403
1108.295862,0.9443050678007918
1108.414864,0.9351933309482443
1108.533866,0.9483183697848963
1108.652868,0.9631905649508564
1108.77187,0.9674940538389311
1108.890872,0.9608076943250907
1109.009874,0.9658149753692357
1109.128876,0.9457556891469167
1109.247878,0.9484520921022377
1109.36688,0.9595632940987683
1109.485882,0.9577476012236744
1109.604884,0.9581211956343264
1109.723886,0.9538651211229466
1109.842888,0.9325887105796745
1109.96189,0.9436905252569552
1110.080892,0.940374574105906
1110.199894,0.924789624786209
1110.318896,0.9367535983524989
1110.437898,0.9557518220489032
1110.5569,0.9505818577841224
1110.675902,0.9451449282687314
1110.794904,0.9426888578986432
1110.913906,0.9495795227488599
1111.032908,0.9706299357175338
1111.15191,0.9476661511354266
1111.270912,0.9543240406074948
1111.389914,0.9567922459192449
1111.508916,0.9541102959626927
1111.627918,0.9324134003817606
1111.74692,0.9255954674429293
1111.865922,0.9437197801166861
1111.984924,0.943587668595492
1112.103926,0.9282511008354853
1112.222928,0.9335040289950304
