nu,[0]Isobutyricacid-HITRAN(x-sec)-X=0.01-T=340.1K-P=1.0atm-L=15cm
632.930058,0.8810596043496738
633.171112,0.8911165963248293
633.412166,0.8761920297726197
633.65322,0.8874793726386178
633.894274,0.8965779862842811
634.135328,0.8915266042537325
634.376382,0.880997932335915
634.617436,0.892980977610942
634.85849,0.9043037214153031
635.099544,0.8927845434044225
635.340598,0.894366171374078
635.581652,0.9102882239537256
635.822706,0.9115626084031069
636.06376,0.9028579923527109
636.304814,0.908392250246224
636.545868,0.920236110516666
636.786922,0.9098923346884635
637.027976,0.9075487457142654
637.26903,0.9174841265188187
637.510084,0.9159641982058078
637.751138,0.9105103613800342
637.992192,0.9199748005690481
638.233246,0.9304638999985855
638.4743,0.9205913902198969
638.715354,0.919200507809966
638.956408,0.9328619991066884
639.197462,0.9334918935215342
639.438516,0.918694167839635
639.67957,0.9264159084287702
639.920624,0.9395896890716328
640.161678,0.9271684636424817
640.402732,0.922348632999497
640.643786,0.9344323933204831
640.88484,0.9406548474876493
641.125894,0.9289921408495929
641.366948,0.9323630514175741
641.608002,0.946175697907943
641.849056,0.939335094764981
642.09011,0.9336702075016399
642.331164,0.9440709091808462
642.572218,0.9467814441727327
642.813272,0.9311731836931519
643.054326,0.9361963957456934
643.29538,0.9509726272252911
643.536434,0.9445723439527711
643.777488,0.9346940710237817
644.018542,0.9435650227631969
644.259596,0.9537602017302955
644.50065,0.9438273703041435
644.741704,0.9431603201833416
644.982758,0.9560357224971814
645.223812,0.9507244557573706
645.464866,0.9373345656647339
645.70592,0.9469338882566639
645.946974,0.9571530245984644
646.188028,0.9418549473192627
646.429082,0.9437556421497049
646.670136,0.9562126054670136
646.91119,0.955033366851734
647.152244,0.949132376104946
647.393298,0.955710725604135
647.634352,0.9676972489249744
647.875406,0.9505314782807285
648.11646,0.946478522580637
648.357514,0.9614333837739146
648.598568,0.9586703563989585
648.839622,0.9474349488023812
649.080676,0.9506930823679944
649.32173,0.9637994937891499
649.562784,0.9561753139025906
649.803838,0.9524077757771866
650.044892,0.9589541648260277
650.285946,0.9679227486536722
650.527,0.9548853481516176
650.768054,0.9564574272298617
651.009108,0.9685559771744479
651.250162,0.9553256517793038
651.491216,0.9508404512165521
651.73227,0.9618103395388569
651.973324,0.9686615555298757
652.214378,0.9521820818801107
652.455432,0.9579219271502752
652.696486,0.96950271877211
652.93754,0.9668151113498319
653.178594,0.9589081361308135
653.419648,0.9661221533701166
653.660702,0.9737019775842024
653.901756,0.9591229556121905
654.14281,0.9583454222275931
654.383864,0.9692196653060459
654.624918,0.9657348160529377
654.865972,0.959285061089216
655.107026,0.9669263014809472
655.34808,0.9737331365460259
655.589134,0.965655629044733
655.830188,0.9652491735897818
656.071242,0.9786306307837649
656.312296,0.9766792321883855
656.55335,0.9611353856170455
656.794404,0.9697470642434769
657.035458,0.9825480800484379
657.276512,0.9651603747506208
657.517566,0.9603677451571397
657.75862,0.9770015895210422
657.999674,0.976327690946018
658.240728,0.9659637223286645
658.481782,0.9703252057628251
658.722836,0.9848233440860669
658.96389,0.9771374021807469
659.204944,0.9690733241856173
659.445998,0.9818065362160229
659.687052,0.9795793834614298
659.928106,0.9664545565609468
660.16916,0.9712921311166572
660.410214,0.9854183570617243
660.651268,0.9722668258518643
660.892322,0.96975579200633
661.133376,0.9796842040632624
661.37443,0.9869499007060651
661.615484,0.9744793018734558
661.856538,0.9760182441179017
662.097592,0.9888703974310362
662.338646,0.9806888951886662
662.5797,0.9702437018687524
662.820754,0.9800359738314165
663.061808,0.9879027670443102
663.302862,0.9724924179231303
663.543916,0.9744198604490234
663.78497,0.9874671979740829
664.026024,0.9833275496947836
664.267078,0.9763716266806571
664.508132,0.9841489710944868
664.749186,0.9915806429879408
664.99024,0.9774452489457537
665.231294,0.9765376239665624
665.472348,0.9910130264358935
665.713402,0.9855592819626744
665.954456,0.971296987589454
666.19551,0.9796793056544881
666.436564,0.9917283003384987
666.677618,0.9784623207903445
666.918672,0.9768824025976708
667.159726,0.9904788162480488
667.40078,0.9914075281210428
667.641834,0.9789477584800513
667.882888,0.9821983551866595
668.123942,0.994566415611941
668.364996,0.9820726418430213
668.60605,0.9763315962645924
668.847104,0.989789484880269
669.088158,0.9897459351010364
669.329212,0.9760934004161791
669.570266,0.9807771611611423
669.81132,0.9956528762154253
670.052374,0.9845013594998997
670.293428,0.9800732159060169
670.534482,0.9899666730559311
670.775536,0.9982299683569762
671.01659,0.9802878754446619
671.257644,0.9826935079256824
671.498698,0.9977317763158516
671.739752,0.9850341188337949
671.980806,0.978341977326162
672.22186,0.9873220509645472
672.462914,0.9950404394361873
672.703968,0.982054964694563
672.945022,0.9840948443895747
673.186076,0.9976706172325086
673.42713,0.9924101494899411
673.668184,0.981593507312136
673.909238,0.9906937734731901
674.150292,0.9990874166576875
674.391346,0.9807398923371304
674.6324,0.9805055235110521
674.873454,0.993893322016462
675.114508,0.990235584520857
675.355562,0.9778460836633236
675.596616,0.9864910756873211
675.83767,0.9981659838667294
676.078724,0.9878780697838512
676.319778,0.9844600113111187
676.560832,0.9965612261724633
676.801886,0.9949418358145292
677.04294,0.9804153211522613
677.283994,0.9884185869059785
677.525048,0.9976568494729885
677.766102,0.9824851989835303
678.007156,0.9808203163056397
678.24821,0.9919415448460346
678.489264,0.9958171724940711
678.730318,0.9809802030476129
678.971372,0.9873921533187698
679.212426,0.9996295386377627
679.45348,0.9917908803686292
679.694534,0.9799703136208113
679.935588,0.9923295690574124
680.176642,0.9973537076211711
680.417696,0.982084426785433
680.65875,0.9839009967998444
680.899804,0.9971856676791997
681.140858,0.9884205637451292
681.381912,0.9829795133482596
681.622966,0.990511898792987
681.86402,0.9989695312978949
682.105074,0.9855464697752883
682.346128,0.9864032818884669
682.587182,1.0
682.828236,0.9932753125910239
683.06929,0.9823073852551422
683.310344,0.9899171759597161
683.551398,0.9997047136056116
683.792452,0.9805123870737391
684.033506,0.9814668899166904
684.27456,0.9957768427152687
684.515614,0.9954637201393407
684.756668,0.9829303656012961
684.997722,0.98870922469219
685.238776,0.9995282013320105
685.47983,0.9886073928864747
685.720884,0.9849041029113484
685.961938,0.997416443142392
686.202992,0.9932005217758954
686.444046,0.98046924547783
686.6851,0.9882792297101379
686.926154,0.9977963316501218
687.167208,0.984734713973514
687.408262,0.9827731093236376
687.649316,0.9954979646803163
687.89037,0.9963323423471252
688.131424,0.9825470975008491
688.372478,0.9891522656586186
688.613532,1.0
688.854586,0.9877032308392025
689.09564,0.9801937723256412
689.336694,0.992962778030044
689.577748,0.9953167010055064
689.818802,0.978788202999544
690.059856,0.9838281908199358
690.30091,0.9968334242102813
690.541964,0.9871068382164788
690.783018,0.9823506077309809
691.024072,0.9926771437292691
691.265126,0.997789746216065
691.50618,0.9826109651378624
691.747234,0.9839944718345344
691.988288,0.9984541959876895
692.229342,0.9887003263492103
692.470396,0.9775596167302653
692.71145,0.988298007193888
692.952504,0.9963614356762823
693.193558,0.9809576407624101
693.434612,0.9806055401752134
693.675666,0.9929512597286252
693.91672,0.9924208675774332
694.157774,0.9801780893507481
694.398828,0.9863460721572156
694.639882,0.996036674787153
694.880936,0.9812019296276615
695.12199,0.9817279948348228
695.363044,0.991416450828948
695.604098,0.9859841495655918
695.845152,0.9747356236346827
696.086206,0.9830247314458819
696.32726,0.9900548830161958
696.568314,0.9797341692317706
696.809368,0.9761080419269964
697.050422,0.9902960897634876
697.291476,0.9884581244402002
697.53253,0.9747063820046002
697.773584,0.9795705672866515
698.014638,0.9927536820875664
698.255692,0.9800673354843629
698.496746,0.9714086931659743
698.7378,0.983812449694812
698.978854,0.9862987286820045
699.219908,0.9715330414368192
699.460962,0.9753372210881945
699.702016,0.9872618261563137
699.94307,0.9781424159187431
700.184124,0.9725614673360281
700.425178,0.98129514823879
700.666232,0.9875274353103793
700.907286,0.9693563349138349
701.14834,0.972087945213431
701.389394,0.9854853677883434
701.630448,0.9746001447989946
701.871502,0.9658111121170607
702.112556,0.9728659267207123
702.35361,0.984580122759148
702.594664,0.9682344699631762
702.835718,0.9663463197119887
703.076772,0.9809458693413496
703.317826,0.9759362620286918
703.55888,0.9646634451279853
703.799934,0.9716933576143771
704.040988,0.9807124320045914
704.282042,0.9626705824536927
704.523096,0.9646065316636864
704.76415,0.97451730730733
705.005204,0.9696908205448338
705.246258,0.9604945220665924
705.487312,0.966539608304146
705.728366,0.9756952355399674
705.96942,0.9631308489870435
706.210474,0.9606357251395078
706.451528,0.9738178550141053
706.692582,0.9728211759173595
706.933636,0.9557145484546831
707.17469,0.9596630938708527
707.415744,0.9724437945178295
707.656798,0.96038311116399
707.897852,0.9535732830493855
708.138906,0.9644473847159462
708.37996,0.9659260504780994
708.621014,0.956183919519141
708.862068,0.9578261397470103
709.103122,0.9684784957955703
709.344176,0.9577677141344849
709.58523,0.950749174914568
709.826284,0.9611296188220322
710.067338,0.9664816176673843
710.308392,0.9483278530160101
710.549446,0.9515823960893849
710.7905,0.9621383727911305
711.031554,0.9531499904896137
711.272608,0.9454209508851267
711.513662,0.9547402166089752
711.754716,0.9621345242453364
711.99577,0.9500487309179736
712.236824,0.9478566511764176
712.477878,0.9598905609778876
712.718932,0.9550610632209681
712.959986,0.9449237902296762
713.20104,0.9518431653896761
713.442094,0.9591891373793724
713.683148,0.9422873579707349
713.924202,0.9433074646702618
714.165256,0.9548586117361809
714.40631,0.9507919595900871
714.647364,0.9396131791074838
714.888418,0.9453680087942695
715.129472,0.9568372162115967
715.370526,0.9426737749975804
715.61158,0.9377611499326729
715.852634,0.9519821446370611
716.093688,0.9506541047506639
716.334742,0.9350072459914529
716.575796,0.940462973470577
716.81685,0.9506740686964844
717.057904,0.9387735402998312
717.298958,0.9340166634122204
717.540012,0.942989623613894
717.781066,0.9448718208503846
718.02212,0.9316873331827544
718.263174,0.9358528747084208
718.504228,0.946176644084114
718.745282,0.933973699633878
718.986336,0.9258111563136212
719.22739,0.9380528390056018
719.468444,0.9397268791808715
719.709498,0.923483819814859
719.950552,0.9250282512908993
720.191606,0.9369878160280767
720.43266,0.9270006613371292
720.673714,0.9186160821540573
720.914768,0.9279012161278818
721.155822,0.9354047085258052
721.396876,0.9237027114177856
721.63793,0.9202232273013015
721.878984,0.9323956846954529
722.120038,0.926635495019051
722.361092,0.9161739780260695
722.602146,0.9223965963754499
722.8432,0.9315485221117918
723.084254,0.9137228327140804
723.325308,0.9130259280956412
723.566362,0.9258157853809754
723.807416,0.922642909147974
724.04847,0.9100442993970564
724.289524,0.9148611260813987
724.530578,0.9265761922450788
724.771632,0.9134560645969685
725.012686,0.9078283137792172
725.25374,0.9183432936887499
725.494794,0.9166376793654959
725.735848,0.9020006845456608
725.976902,0.906886476887426
726.217956,0.914530920820519
726.45901,0.9032011435844097
726.700064,0.8999014694859163
726.941118,0.9078700748421481
727.182172,0.9062382848127325
727.423226,0.8956728996638171
727.66428,0.8989301005325234
727.905334,0.9077620447311611
728.146388,0.8957355989612434
728.387442,0.886663267081909
728.628496,0.8990110078823476
728.86955,0.8999824642628804
729.110604,0.8833445063958101
729.351658,0.883812803071857
729.592712,0.8951088034459951
729.833766,0.8878699494831833
730.07482,0.8759554898589064
730.315874,0.8851749233520029
730.556928,0.8907334985603319
730.797982,0.87790227117411
731.039036,0.8751849880983282
731.28009,0.8849359583844202
731.521144,0.8769897274170931
731.762198,0.8677427319649071
732.003252,0.8731656440161877
732.244306,0.8783852502303211
732.48536,0.8631731247193674
732.726414,0.8614140464148587
732.967468,0.8728164476025199
733.208522,0.8693582353988059
733.449576,0.8565950435561617
733.69063,0.8603551584873431
733.931684,0.8675258233966168
734.172738,0.8548066294588585
734.413792,0.8509431128993181
734.654846,0.8590827746490747
734.8959,0.8572720210114575
735.136954,0.844601804474873
735.378008,0.8476648036907563
735.619062,0.8549092124092476
735.860116,0.8437576248305686
736.10117,0.8402380789342747
736.342224,0.8472580222203479
736.583278,0.8471563573576951
736.824332,0.8342518031087314
737.065386,0.8376289977329979
737.30644,0.8472919132190521
737.547494,0.8356545240936615
737.788548,0.8268102946951867
738.029602,0.8364069517069829
738.270656,0.8388696064736585
738.51171,0.824869571745256
738.752764,0.8241522472992169
738.993818,0.8340933103234321
739.234872,0.8260251978952521
739.475926,0.8198449844077319
739.71698,0.8258600093750756
739.958034,0.8294686200707488
740.199088,0.8179451487054602
740.440142,0.8149487916879736
740.681196,0.8236579042685769
740.92225,0.8157315181765952
741.163304,0.8049380186449412
741.404358,0.8095068855265537
741.645412,0.8142319522069199
741.886466,0.7971280086317921
742.12752,0.79247049833446
742.368574,0.8009393921560047
742.609628,0.7944064872964212
742.850682,0.779174697179486
743.091736,0.7767241585080669
743.33279,0.7860774142426717
743.573844,0.7803599432780343
743.814898,0.7776878938570466
744.055952,0.785480222369504
744.297006,0.7805004207104139
744.53806,0.7689417961901894
744.779114,0.7730589283411515
745.020168,0.7849070310474613
745.261222,0.7791591138413763
745.502276,0.7790967836055116
745.74333,0.7889676186340118
745.984384,0.7919793189068494
746.225438,0.7797125132457448
746.466492,0.7864390930329676
746.707546,0.7973113691594298
746.9486,0.7928271903083856
747.189654,0.7859123553174745
747.430708,0.7974708473805522
747.671762,0.8019091153847526
747.912816,0.7927003481055831
748.15387,0.7941443764062889
748.394924,0.8048414318780257
748.635978,0.800843285195479
748.877032,0.7959093353014159
749.118086,0.8035466797278602
749.35914,0.8096688030948761
749.600194,0.7994750133836075
749.841248,0.8011156182064338
750.082302,0.8120121304128196
750.323356,0.8055741709267368
750.56441,0.797279477342504
750.805464,0.8051875881119899
751.046518,0.8124832340553088
751.287572,0.7992591842682356
751.528626,0.7959570912941994
751.76968,0.8067753711133245
752.010734,0.80530837530902
752.251788,0.7962198004789579
752.492842,0.7990274327103979
752.733896,0.8067753711133245
752.97495,0.7979255353373161
753.216004,0.7939299863686168
753.457058,0.8043506283148858
753.698112,0.8026472112429409
753.939166,0.7916942576661449
754.18022,0.7975107219197765
754.421274,0.8040128719847879
754.662328,0.7945574388689528
754.903382,0.7923357898002931
755.144436,0.8006671190517223
755.38549,0.8045597866676554
755.626544,0.7916625905291852
755.867598,0.7967295442518726
756.108652,0.8059689989954678
756.349706,0.796872968477631
756.59076,0.7925101228499815
756.831814,0.8009874499612538
757.072868,0.8055500040641137
757.313922,0.7912668581752536
757.554976,0.7945494933342918
757.79603,0.8042058582314875
758.037084,0.7963233157813691
758.278138,0.7917496782038778
758.519192,0.7994830081737152
758.760246,0.8051312269534856
759.0013,0.7947640506614279
759.242354,0.7950184158538997
759.483408,0.8047046204639061
759.724462,0.7996269280675883
759.965516,0.7893937762002613
760.20657,0.7985401746052757
760.447624,0.8048414318780257
760.688678,0.7935727982481056
760.929732,0.7912193835880149
761.170786,0.8011716982624874
761.41184,0.8005790505124851
761.652894,0.7918446938660879
761.893948,0.7940887882455488
762.135002,0.8042782400158598
762.376056,0.7928906190207249
762.61711,0.7892359132318443
762.858164,0.7992032380834762
763.099218,0.7967773494586695
763.340272,0.7865098757365144
763.581326,0.7913064225072624
763.82238,0.801420099989227
764.063434,0.7888019528296168
764.304488,0.7876984027609499
764.545542,0.7944938768163593
764.786596,0.7973033960856036
765.02765,0.7857944773052489
765.268704,0.7896701123779416
765.509758,0.8009634206981957
765.750812,0.7933426955031242
765.991866,0.7861560259146141
766.23292,0.7956069472113773
766.473974,0.7988596545668504
766.715028,0.7883603473970939
766.956082,0.7900413445634891
767.197136,0.7997468811030513
767.43819,0.7927399841138802
767.679244,0.7868717535048588
767.920298,0.7952012911193954
768.161352,0.7993950698795109
768.402406,0.7873361448213938
768.64346,0.7878480796763312
768.884514,0.7996589137844211
769.125568,0.7942793924263145
769.366622,0.784083311193464
769.607676,0.7905866612038434
769.84873,0.797805855483229
770.089784,0.7873282714993123
770.330838,0.782751501923059
770.571892,0.7923991791990193
770.812946,0.7913618158955839
