nu,[0]3-Pentanol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
678.618972,0.9961688576240345
678.752575,0.9951721915121635
678.886178,0.9966583956289492
679.01978,0.9961635779430803
679.153383,0.9956192237169397
679.286986,0.9976204356625389
679.420588,0.9967761079362479
679.554191,0.9965317283967379
679.687794,0.9960726323601431
679.821396,0.995005016627073
679.954999,0.9970670096450389
680.088602,0.9953164024105409
680.222204,0.9970171575408696
680.355807,0.9959032148147493
680.48941,0.9956790622304144
680.623012,0.9965357145316237
680.756615,0.9950863118577964
680.890218,0.996056097691684
681.02382,0.9968079056012611
681.157423,0.9958755290902108
681.291026,0.9964851914516679
681.424628,0.996176328918484
681.558231,0.996140865672424
681.691834,0.996199639717316
681.825437,0.9951110898154459
681.959039,0.9958971398236677
682.092642,0.9946434974960353
682.226245,0.9955859705901978
682.359847,0.9965289381118048
682.49345,0.9952440455382898
682.627053,0.9969588337431412
682.760655,0.9960941477613675
682.894258,0.9954588423790626
683.027861,0.9962512441951977
683.161463,0.995069395534284
683.295066,0.9973556025950159
683.428669,0.9954439106084154
683.562271,0.9959706397447005
683.695874,0.996627101046654
683.829477,0.9959342874797826
683.963079,0.9972317387212793
684.096682,0.9951039250413926
684.230285,0.9956867289887106
684.363887,0.9959121779840169
684.49749,0.9970366992686658
684.631093,0.9964620732633982
684.764695,0.9959673530470123
684.898298,0.9953221752624162
685.031901,0.996101618495491
685.165503,0.9959106841168703
685.299106,0.9966606879458954
685.432709,0.9961588959852665
685.566311,0.9955035394845279
685.699914,0.9959299053785583
685.833517,0.9963826584008835
685.967119,0.9964601799872577
686.100722,0.9957853068544043
686.234325,0.9967660405483981
686.367927,0.9960956419037098
686.50153,0.9956079732832768
686.635133,0.9971719066119372
686.768735,0.9954085729768355
686.902338,0.996429688772268
687.035941,0.9953126202153979
687.169543,0.995777938070398
687.303146,0.9956644258557772
687.436749,0.9966078663292194
687.570351,0.9950173547657755
687.703954,0.9967248749609987
687.837557,0.9947867364726336
687.971159,0.9963532655460073
688.104762,0.9956701011591792
688.238365,0.9972629525631954
688.371967,0.9967587641828609
688.50557,0.9956778674162566
688.639173,0.9963418075493372
688.772775,0.9966458378122787
688.906378,0.9962646936777781
689.039981,0.9962758519048334
689.173583,0.9958387819611761
689.307186,0.9974792823577244
689.440789,0.9954814395512614
689.574391,0.9958712468346427
689.707994,0.995947931872985
689.841597,0.9967670373149371
689.9752,0.9970584349056274
690.108802,0.9964440374630966
690.242405,0.9965839480274482
690.376008,0.997206509077446
690.50961,0.9961737388633959
690.643213,0.9967609570545543
690.776816,0.9956687072220134
690.910418,0.9967469028241424
691.044021,0.9968160794595998
691.177624,0.9966517180400685
691.311226,0.9964690485223244
691.444829,0.9945261364877664
691.578432,0.9971973348197641
691.712034,0.9964503150803071
691.845637,0.9968703077293181
691.97924,0.9957485630545087
692.112842,0.9964989430421957
692.246445,0.9975170875389294
692.380048,0.9967011531912648
692.51365,0.996323475028738
692.647253,0.9973621851637154
692.780856,0.9963368258527537
692.914458,0.9969136725308818
693.048061,0.9965601299557175
693.181664,0.9971371059196721
693.315266,0.9958391802967685
693.448869,0.9958970402339588
693.582472,0.9966911862295679
693.716074,0.9966707542696784
693.849677,0.9966462364706935
693.98328,0.9966262040826667
694.116882,0.9952214537548738
694.250485,0.9974163434007527
694.384088,0.9965745801823658
694.51769,0.9966963690372115
694.651293,0.996716801522209
694.784896,0.9951973696871114
694.918498,0.9972359271033775
695.052101,0.9966269017212537
695.185704,0.996620124681364
695.319306,0.9968165778677641
695.452909,0.9955873644115324
695.586512,0.9965203679997886
695.720114,0.996995522503292
695.853717,0.9971464790525214
695.98732,0.9967880693213114
696.120922,0.9960922551842848
696.254525,0.9966554056582473
696.388128,0.9964286923430774
696.52173,0.9961200465458921
696.655333,0.9968647252712256
696.788936,0.9964110557113076
696.922538,0.9969991116936335
697.056141,0.9972282484163019
697.189744,0.996484792857671
697.323346,0.997949305552914
697.456949,0.9966309878999274
697.590552,0.9966324828475305
697.724154,0.9962077089670781
697.857757,0.996303349497811
697.99136,0.9972316389981104
698.124962,0.9967835837850918
698.258565,0.9968600400180272
698.392168,0.9974685096396477
698.525771,0.9976325069428414
698.659373,0.9970552443237406
698.792976,0.9972690358857601
698.926579,0.9968759899062662
699.060181,0.9965256495717351
699.193784,0.9966762359739015
699.327387,0.9973329628797987
699.460989,0.997332065280536
699.594592,0.9978464222832351
699.728195,0.9962593138629579
699.861797,0.9974639212950566
699.9954,0.9973011484657254
700.129003,0.9968646255847581
700.262605,0.9974792823577244
700.396208,0.9964225145043363
700.529811,0.9963983017314202
700.663413,0.996987446872266
700.797016,0.9965717897774478
700.930619,0.9984341272600415
701.064221,0.9973767467579182
701.197824,0.9973111215270752
701.331427,0.9973729567334816
701.465029,0.9974033770725698
701.598632,0.9980512013787043
701.732235,0.9963428038916429
701.865837,0.9971428893316583
701.99944,0.9972228633982999
702.133043,0.9965379069126074
