nu,[0]2-Nonanone-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
562.852257,0.9450211223925902
562.971259,0.9429754788756256
563.090262,0.9397879634132343
563.209264,0.9404291174129447
563.328267,0.9447140404313342
563.447269,0.9428472429307404
563.566271,0.9455807405276707
563.685274,0.9441974231589237
563.804276,0.9404140706674403
563.923278,0.9408486423464169
564.042281,0.9418351685730465
564.161283,0.9471839118048199
564.280286,0.9368885005833892
564.399288,0.9463233128304812
564.51829,0.9398499914657228
564.637293,0.9482747481431916
564.756295,0.9428378145054533
564.875298,0.9422845311129013
564.9943,0.9437886741752372
565.113302,0.948564016052489
565.232305,0.9474377911114912
565.351307,0.9515785897674132
565.470309,0.9508594682157459
565.589312,0.9480064243590733
565.708314,0.938150401574024
565.827317,0.9432470949243754
565.946319,0.9524677793571535
566.065321,0.9400539610437697
566.184324,0.9498967352810019
566.303326,0.943932140956911
566.422328,0.9508851417679791
566.541331,0.9504126692716611
566.660333,0.946131228695176
566.779336,0.9520088005102915
566.898338,0.949839743186665
567.01734,0.9531137714781407
567.136343,0.9490820734220454
567.255345,0.9511580849691423
567.374347,0.945403933461168
567.49335,0.9506569567172561
567.612352,0.9470967748932932
567.731355,0.9513426275376767
567.850357,0.9498036499621996
567.969359,0.9510211280660404
568.088362,0.9561389799310122
568.207364,0.9544137512836476
568.326367,0.9487063113267756
568.445369,0.9535236985278757
568.564371,0.9545483331103745
568.683374,0.9562307736791149
568.802376,0.9509402947056214
568.921378,0.9482633689144894
569.040381,0.9536715061559428
569.159383,0.9510857997015596
569.278386,0.9569663979553568
569.397388,0.9513102824382103
569.51639,0.9531509436400808
569.635393,0.9472985279922878
569.754395,0.9510173239891364
569.873397,0.955018086440108
569.9924,0.9531719131915051
570.111402,0.9548490631978063
570.230405,0.9548013219381879
570.349407,0.9538870602730317
570.468409,0.9533120397617948
570.587412,0.9578529592543945
570.706414,0.9540893057670745
570.825417,0.9543230862839314
570.944419,0.9568324320374761
571.063421,0.9606078671074222
571.182424,0.9575034067214846
571.301426,0.9541351031528797
571.420428,0.9573320289504496
571.539431,0.9603735073808973
571.658433,0.9551814084965271
571.777436,0.9509307853502211
571.896438,0.9567463209936479
572.01544,0.9582486342278244
572.134443,0.9563321395134192
572.253445,0.952287779957334
572.372447,0.9526878248284585
572.49145,0.9611642201111292
572.610452,0.9541789943771153
572.729455,0.9572621462630854
572.848457,0.9520278408767047
572.967459,0.9558598281070221
573.086462,0.9536266846484671
573.205464,0.95360951952263
573.324466,0.9541665901308161
573.443469,0.9569855374747105
573.562471,0.9549493276132318
573.681474,0.9532605623015515
573.800476,0.9550897154826465
573.919478,0.9556610299385021
574.038481,0.9538946914000384
574.157483,0.9544404752428173
574.276486,0.9539156773140934
574.395488,0.9537726006935111
574.51449,0.9559955698400482
574.633493,0.9563866519989626
574.752495,0.951657574068167
