nu,[0]Propionaldehyde-PNNL(x-sec)-X=0.01-T=278.28K-P=1.0atm-L=15cm
622.379648,0.9984049734091739
622.49925,0.9979837353978669
622.618852,0.9987083349183756
622.738455,0.9996206319782527
622.858057,0.9974486602138084
622.97766,0.9983010448610168
623.097262,0.9984214472271438
623.216864,0.9990965983132363
623.336467,0.9990549468442835
623.456069,0.9986530080091907
623.575672,0.9982909620713818
623.695274,0.9978210773059917
623.814876,0.997436990132754
623.934479,0.9981397324465613
624.054081,0.998683866863905
624.173683,0.9982040147151977
624.293286,0.9971344136531207
624.412888,0.997682090510578
624.532491,0.9966542096724781
624.652093,0.9971326188127915
624.771695,0.9963864446621793
624.891298,0.9960149614243191
625.0109,0.9965870374424758
625.130503,0.997390311173912
625.250105,0.9966262040826667
625.369707,0.9965173784431689
625.48931,0.9942417426829836
625.608912,0.993424215720392
625.728515,0.9954029987044348
625.848117,0.9967726192259754
625.967719,0.9950312851062544
626.087322,0.9970097796412021
626.206924,0.9951273102584062
626.326527,0.9966883954981534
626.446129,0.9958702509638937
626.565731,0.9950200413162602
626.685334,0.9958735373411445
626.804936,0.9954164367356239
626.924538,0.996156007128657
627.044141,0.995005912131991
627.163743,0.9943165124733423
627.283346,0.9940100119420313
627.402948,0.9946802005182596
627.52255,0.9950927799398447
627.642153,0.9938916323992507
627.761755,0.994402822892443
627.881358,0.9940334708551273
628.00096,0.9952519079973062
628.120562,0.995041633485431
628.240165,0.996135187685672
628.359767,0.9949436267114455
628.47937,0.9942214603583133
628.598972,0.9955316130801771
628.718574,0.9944617927282788
628.838177,0.9934236196660414
628.957779,0.9943461435469148
629.077382,0.9943041830250303
629.196984,0.994663092165943
629.316586,0.9936547168755393
629.436189,0.993932680971316
629.555791,0.9944496603684151
629.675394,0.9922974181002232
629.794996,0.9938205716879849
629.914598,0.9930460911020552
630.034201,0.9931260345300688
630.153803,0.9931427191875996
630.273405,0.992271122567061
630.393008,0.9931186854246049
630.51261,0.9923455456920858
630.632213,0.9911652577278179
630.751815,0.9932090633371112
630.871417,0.9926712869513986
630.99102,0.992185493264141
631.110622,0.9909663508215677
631.230225,0.9905988695556616
631.349827,0.9922050395108882
631.469429,0.9918358095131473
631.589032,0.9911934072208584
631.708634,0.9917756069066775
631.828237,0.9904795095834629
631.947839,0.991536518631102
632.067441,0.9892947138408964
632.187044,0.989702387237952
632.306646,0.9898102706777016
632.426249,0.9895331625988533
632.545851,0.9899389543771488
632.665453,0.9897904746702487
632.785056,0.9898637218754875
632.904658,0.9896430068761464
633.02426,0.9889495102273004
633.143863,0.9895935259628357
633.263465,0.9889920359705371
633.383068,0.9884126564122486
633.50267,0.987754592742604
633.622272,0.9869025282477792
633.741875,0.987714095634498
633.861477,0.9875027474330963
633.98108,0.9876419951372168
634.100682,0.9873161270500131
634.220284,0.9860896555140628
634.339887,0.9853779557373176
634.459489,0.986438793045812
634.579092,0.9853621898161534
634.698694,0.9855178893420831
634.818296,0.9850016132442185
634.937899,0.9851631667558165
635.057501,0.9851168651750746
635.177104,0.9844472134141582
635.296706,0.983341316376846
635.416308,0.9836560359505327
635.535911,0.9835891496142493
635.655513,0.9831564655858859
635.775116,0.9817240679306972
635.894718,0.9826168608213403
636.01432,0.9820205933723003
636.133923,0.9812588409899935
636.253525,0.9816641845890139
636.373127,0.9805751418746441
636.49273,0.9814521680237561
636.612332,0.980750680535281
636.731935,0.9804663040745056
636.851537,0.9804761087865699
636.971139,0.9792072140123882
637.090742,0.9776554222670994
637.210344,0.9782568652765624
637.329947,0.9781248095137146
637.449549,0.977822615638933
637.569151,0.9778431501294729
637.688754,0.977524425217514
637.808356,0.9773260078992341
637.927959,0.9758269632881882
638.047561,0.9762671605056423
638.167163,0.975306010796487
638.286766,0.9749988377853753
638.406368,0.9760241002449348
638.525971,0.9742230475159881
638.645573,0.9733476145623444
638.765175,0.972508950434761
638.884778,0.9726995808702187
639.00438,0.9724010079321824
