nu,[0]Dimethylsulfoxide-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
593.897116,1.000615619415898
594.016718,1.0000274023754383
594.13632,0.999208333533384
594.255922,0.9997435128984421
594.375524,0.9997876425510357
594.495126,0.9988685405834473
594.614728,1.0003149395830604
594.73433,0.9985332766915663
594.853932,0.9997340353748634
594.973534,0.9980191644493355
595.093136,0.9987502815493152
595.212738,0.9996130448864491
595.33234,0.9997368646261868
595.451942,0.9992238513592994
595.571544,0.9980327376022692
595.691146,0.9994873914286899
595.810748,0.9980477082056125
595.93035,1.000054856504563
596.049952,0.9992263294375235
596.169554,0.9991997104026745
596.289156,1.0001134964402336
596.408758,0.9975444198815794
596.52836,0.9993909355550962
596.647962,0.998785837692234
596.767564,0.9995148977001866
596.887166,0.9985706225344775
597.006768,0.9985819064462661
597.12637,0.9980809437476644
597.245972,0.9998262750919198
597.365574,0.9989505510571132
597.485176,0.9993530093887454
597.604778,0.9985028218910652
597.72438,0.9987049393158094
597.843982,0.9968208641882645
597.963584,0.9991358935551837
598.083186,0.9990066736755411
598.202788,0.9996619571493641
598.32239,1.0004265009256674
598.441992,0.9991028127134045
598.561594,0.9985246893423124
598.681196,0.9986835672587898
598.800798,0.999509800187207
598.9204,0.9984768611551871
599.040002,0.9989572440482267
599.159604,0.998653307605138
599.279206,0.9986284414473636
599.398808,0.9986153595004675
599.51841,0.9974728985107457
599.638012,0.9988179991140038
599.757614,0.9992937395194239
599.877216,0.9987835404874491
599.996818,0.9984840502144681
600.11642,1.0000733686913508
600.236022,0.9985435616372835
600.355624,0.9998161469030524
600.475226,0.998792929096856
600.594828,0.9989124917661519
600.71443,0.9992696068670175
600.834032,0.9988941119453983
600.953634,0.9988614486419857
601.073236,0.9983497631407223
601.192838,0.9977620080466825
601.31244,0.9985817067299048
601.432042,0.9987421917047986
601.551644,0.9989171866658962
601.671246,0.9991518099167416
601.790848,0.9984097657645479
601.91045,0.9994666123018219
602.030052,0.997821576216655
602.149654,0.9984427138304582
602.269256,0.9973899122178672
602.388858,0.998361344065144
602.50846,0.9990054049378712
602.628062,0.9988531581263675
602.747664,0.9993799023400711
602.867266,0.9977051372330574
602.986868,0.9989347677630948
603.10647,0.9981477175963615
603.226072,0.9982183889565039
603.345674,0.9978494158269923
603.465276,0.9991957835555288
603.584878,0.9978589952273652
603.70448,0.9981585974657784
603.824082,0.9989798207370578
603.943684,0.9982777847176532
604.063286,0.9985451593082604
604.182888,0.9990245860257838
604.30249,0.9984581898124611
604.422092,0.9984755631361113
604.541694,0.9985832046035883
604.661296,0.9984863467304245
604.780898,0.9977900455530337
604.9005,0.998827587812821
605.020102,0.9977554228391605
605.139704,0.998847764333877
605.259306,0.9983900972858974
605.378908,0.9980021982677527
605.49851,0.9982773854066191
605.618112,0.9991252328320747
605.737714,0.9985044194968583
605.857316,0.9981018038573761
605.976918,0.9972954638653803
606.09652,0.9985154031058826
606.216122,0.9977149147913122
606.335724,0.9978414330635967
606.455326,0.9977154136488944
606.574928,0.9993121566727569
606.69453,0.9986043747919291
606.814132,0.9987758498837962
606.933734,0.9983654373550459
607.053336,0.9985304808023058
607.172938,0.9983580494781447
607.29254,0.9976391911030299
607.412142,0.9981531076085896
607.531744,0.9985398670329405
607.651346,0.9997053134286198
607.770948,0.9981375365415655
607.89055,0.99862175065922
608.010152,0.997349219539585
608.129754,0.9993438053899134
608.249356,0.9973218925453512
608.368958,0.9980666712922172
608.48856,0.9990137666481043
608.608162,0.9983642393172398
608.727764,0.9989633377060011
608.847366,0.9980487062538197
608.966968,0.9987805441413221
609.08657,0.9983623424269872
609.206172,0.9991161708073092
609.325774,0.9980286456764335
609.445376,0.9981643868024328
609.564978,0.9984901409857512
609.68458,0.9979479084248641
609.804182,0.9981053970303377
609.923784,0.9980526984566291
610.043386,0.9975611787686076
610.162988,0.9979513014535208
610.28259,0.9988556552623843
610.402192,0.9980410213083686
610.521794,0.9979419207553766
610.641396,0.9970473676184235
610.760998,0.9989596415484894
610.8806,0.9979747535846665
611.000202,0.9981553035478418
611.119804,0.9980452130894608
611.239406,0.9988007197120864
611.359008,0.9979240577548694
611.47861,0.9991048808583674
611.598212,0.9975646702388434
611.717814,0.9981387343073279
611.837416,0.9991588839365978
611.957018,0.998242047012669
612.07662,0.9977101257712149
612.196222,0.9980667710988892
612.315824,0.9988542568654458
612.435426,0.9976973551633371
612.555028,0.9983739234973295
612.67463,0.9976077659634587
612.794232,0.99847546328856
612.913834,0.998363839971624
613.033436,0.9982718948960984
613.153038,0.9988290860553264
613.27264,0.9989553460312661
613.392242,0.9981244610254816
613.511844,0.9982259754450886
613.631446,0.9982249772196122
613.751048,0.9978244699034219
613.87065,0.998458489349963
613.990252,0.9980425183710234
614.109854,0.9983873017975388
614.229456,0.9971747984146596
614.349058,0.998156700966245
614.46866,0.9975808309174025
614.588262,0.998262611010646
614.707864,0.9984831515792272
614.827466,0.9977873515235477
614.947068,0.9982669035491023
615.06667,0.9962484546956193
615.186272,0.9979963100721532
615.305874,0.9971869640214103
615.425476,0.999139800184165
615.545078,0.9971230463855986
615.66468,0.998787136114667
615.784282,0.9979717596648966
615.903884,0.997480878325853
616.023486,0.9977399577499613
616.143088,0.9958632798965358
616.26269,0.9987527784281403
616.382292,0.9981126832263306
616.501894,0.9968047158210669
616.621496,0.996110185006246
616.741098,0.997707032874619
616.8607,0.9960596835000902
616.980302,0.9971664221815331
617.099904,0.9961864899688603
617.219506,0.9975024241455188
617.339108,0.9958997291595973
617.45871,0.9966790266712693
617.578312,0.9966383629965256
617.697914,0.9956347554979773
617.817516,0.9959461391683211
617.937118,0.9952292165124879
618.05672,0.9956088693308559
618.176322,0.9957023613930698
618.295924,0.9961969499819199
618.415526,0.9949438257001908
618.535128,0.995455557370303
618.65473,0.9949082073488029
618.774332,0.9954068807836998
618.893934,0.9945716868279124
619.013536,0.9952398655220767
619.133138,0.9948041453928494
619.25274,0.9947541080027871
619.372342,0.9943591695667154
619.491944,0.994253176528769
619.611546,0.9943262568229118
619.731148,0.9937911550344315
619.85075,0.9934608737502886
619.970352,0.994098283950311
620.089954,0.9930114343982388
620.209556,0.9932377674938148
620.329158,0.9938710590553949
620.44876,0.9932993501444418
620.568362,0.9931623836081166
620.687964,0.992444983697525
620.807566,0.993153246556218
620.927168,0.9923217296847824
621.04677,0.9921738847617797
621.166372,0.9921475925022074
621.285974,0.9917063833852444
621.405576,0.9922434385889346
621.525178,0.9909805217417064
621.64478,0.9909653598557124
621.764382,0.9911667444768196
621.883984,0.990916011009588
622.003586,0.9910407751891145
622.123188,0.9909535674380952
622.24279,0.9901915200177883
622.362392,0.9903716522378083
622.481994,0.9907420214347865
622.601596,0.9888199663267713
622.721198,0.9902593504600756
622.8408,0.9891582005900174
622.960402,0.9905759869860695
623.080004,0.9889148976001669
623.199606,0.9889495102273004
623.319208,0.9891423741854194
623.43881,0.9892521750827911
623.558412,0.9876084158802327
623.678014,0.987801018299455
623.797616,0.9871394132796255
623.917218,0.9868482501013883
624.03682,0.9875600242534592
624.156422,0.9866795134780135
624.276024,0.9866341272642845
624.395626,0.9855523830718468
624.515228,0.9865463207344064
624.63483,0.9850321487675273
624.754432,0.986530536119552
624.874034,0.9853552923049661
624.993636,0.9848765259825457
625.113238,0.9851759739602309
625.23284,0.9843103847613053
625.352442,0.9849582741267033
625.472044,0.9837022688706875
625.591646,0.9834632582603172
625.711248,0.9829814793092523
625.83085,0.9840830353222966
625.950452,0.9818890114289756
626.070054,0.9829175875896006
626.189656,0.9816612396008777
626.309258,0.9820824626185436
626.42886,0.9812922043577612
626.548462,0.9816170658390128
626.668064,0.9811175498900943
626.787666,0.981184268151882
626.907268,0.9804761087865699
