nu,[0]Methylisoamylketone-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
604.027081,0.9503480434074549
604.146083,0.9439066551331653
604.265085,0.947563808717694
604.384088,0.9379065141763504
604.50309,0.9508518613704275
604.622092,0.9420536996807838
604.741095,0.9472909496343773
604.860097,0.9488998671563096
604.9791,0.950926030708181
605.098102,0.947563808717694
605.217104,0.9470579447215466
605.336107,0.9549598321136101
605.455109,0.9516423476687934
605.574111,0.9491997668959943
605.693114,0.9505504891004016
605.812116,0.9516242666359581
605.931119,0.9487186445889889
606.050121,0.9532920204191636
606.169123,0.9531337870775047
606.288126,0.9552415868208597
606.407128,0.9567558885046953
606.526131,0.9639575698680155
606.645133,0.9566621310218135
606.764135,0.9532586557823335
606.883138,0.9556810990308555
607.00214,0.9546905714084979
607.121142,0.9612411163245457
607.240145,0.9561705330379733
607.359147,0.9572956510245344
607.47815,0.9615747248696453
607.597152,0.9628332875303192
607.716154,0.9550257266153602
607.835157,0.958437427804324
607.954159,0.9563971723099962
608.073161,0.9655793452632875
608.192164,0.9558139479364058
608.311166,0.9634053803978726
608.430169,0.9621528049749635
608.549171,0.959810893367578
608.668173,0.9642487290169341
608.787176,0.9580579617221566
608.906178,0.9665637720963998
609.025181,0.9577045035513243
609.144183,0.9692836359149629
609.263185,0.9596035966034671
609.382188,0.9621778212731033
609.50119,0.9624857674446703
609.620192,0.9602736337296496
609.739195,0.9619950248532712
609.858197,0.9683022487483034
609.9772,0.9688940622028877
610.096202,0.9647734230293511
610.215204,0.9642930854786598
610.334207,0.965182573694527
610.453209,0.9663646804664898
610.572211,0.968590845817258
610.691214,0.9642747640840894
610.810216,0.9680214818093402
610.929219,0.9695230785429811
