nu,[0]Styrene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
697.115942,0.524201042159298
697.233945,0.5294269943649332
697.351947,0.5352132571581673
697.469949,0.5384934208548869
697.587952,0.5408788296449678
697.705954,0.5414795384775981
697.823956,0.5425256031145274
697.941959,0.5431933201681638
698.059961,0.5445148849871185
698.177964,0.5431878882621217
698.295966,0.5434106409574913
698.413968,0.5430792615475027
698.531971,0.5433237022102233
698.649973,0.5423574462432236
698.767975,0.5429597972515167
698.885978,0.5429326499403425
699.00398,0.5428675019313084
699.121982,0.5425527300728514
699.239985,0.5422869443579338
699.357987,0.5425527300728514
699.47599,0.5412088663820221
699.593992,0.541528273829119
699.711994,0.539442003783708
699.829997,0.5388974424096726
699.947999,0.5361560619155828
700.066001,0.5329807349652551
700.184004,0.5287709117472098
700.302006,0.5295487765780548
700.420008,0.5301103958868749
700.538011,0.5302323353004239
700.656013,0.5296652901249221
700.774015,0.5285911601967109
700.892018,0.5273557029305911
701.01002,0.5260442207032768
701.128023,0.5255762496248708
701.246025,0.5228032922032921
701.364027,0.5221501963579799
701.48203,0.519972163796544
701.600032,0.5171408522964338
701.718034,0.5118569947935264
701.836037,0.5084796926919604
701.954039,0.5034051328339838
702.072041,0.4942222322983944
702.190044,0.4958806530804353
702.308046,0.5073724143338213
702.426049,0.5173011908118316
702.544051,0.5232687942510373
702.662053,0.5258601374424806
702.780056,0.5249459363889002
702.898058,0.5248094681870741
703.01606,0.5251559567647306
703.134063,0.5340210613870452
703.252065,0.5409761965970667
703.370067,0.5460962700536404
703.48807,0.5497509068393577
703.606072,0.552153053667944
703.724074,0.5545324237782416
703.842077,0.555387061613088
703.960079,0.55624301660415
704.078082,0.5567271585998266
704.196084,0.5614963529590875
704.314086,0.5645648621751325
704.432089,0.5666122905857701
704.550091,0.568280581906664
704.668093,0.5706495531712545
704.786096,0.572180945122379
704.904098,0.5736418684180052
705.0221,0.5749685128184078
705.140103,0.5768748117801519
705.258105,0.5778101063592959
705.376108,0.5799113685288749
705.49411,0.5824453020566642
705.612112,0.5852711704035483
705.730115,0.5880578215198837
705.848117,0.5909641046815626
705.966119,0.5941877096667542
706.084122,0.5963962403608528
706.202124,0.5988524730092522
706.320126,0.600609683811872
706.438129,0.6036926911568625
706.556131,0.6065731183448481
706.674133,0.6090834455811562
706.792136,0.6127428042579178
706.910138,0.6149834020969858
707.028141,0.6176891139242581
707.146143,0.6202330403703128
707.264145,0.622936930793899
707.382148,0.6261282854770599
707.50015,0.6286692470071646
707.618152,0.6310248722644078
707.736155,0.6342513195602392
707.854157,0.6375898950803837
707.972159,0.640632057583718
708.090162,0.6433090709575344
708.208164,0.6464819504699161
708.326167,0.6495405579112912
708.444169,0.6524700768960461
708.562171,0.6560095055338271
708.680174,0.6588759512888698
708.798176,0.6619336199841238
708.916178,0.6652382711633613
709.034181,0.668739955966649
709.152183,0.671789655571533
709.270185,0.6751772702474959
709.388188,0.6776393938576551
709.50619,0.6814993374770641
709.624192,0.6846825354806365
709.742195,0.6881007588190033
709.860197,0.691072873395569
709.9782,0.6951483520561347
710.096202,0.6983184836382038
710.214204,0.7016012894887783
710.332207,0.7048783811911302
710.450209,0.7088296849467631
710.568211,0.71216190411513
710.686214,0.7154597041644609
710.804216,0.7185643614157011
710.922218,0.7220939672588035
711.040221,0.7259602628657622
711.158223,0.7292490302690126
711.276226,0.732603977030571
711.394228,0.7356873843568773
711.51223,0.7397965966199115
711.630233,0.7426428769115836
711.748235,0.7465146778294561
711.866237,0.7498590675817923
711.98424,0.7532410371102779
712.102242,0.7566760926543079
712.220244,0.7598988094704643
712.338247,0.7631581463805005
712.456249,0.7668991289641586
712.574251,0.7707046906472187
712.692254,0.7738788052631941
712.810256,0.7772602831191575
712.928259,0.7805394467070913
713.046261,0.783950028359923
713.164263,0.7875172529613405
713.282266,0.7904522728947686
713.400268,0.7938664745102154
713.51827,0.7972236697323792
713.636273,0.8008272684899427
713.754275,0.80381993204923
713.872277,0.8067592357672563
713.99028,0.8100575374091333
714.108282,0.8129302227446609
714.226285,0.8159762743436376
714.344287,0.8192712937338081
714.462289,0.8222506527951993
714.580292,0.8252243419312301
714.698294,0.8281011253410345
714.816296,0.8308383730292938
714.934299,0.8338597968899479
715.052301,0.8367248467448634
