nu,[0]Ethylenediamine-PNNL(x-sec)-X=0.01-T=278.17K-P=1.0atm-L=15cm
636.598212,0.9645206855025792
636.717814,0.9669988236731064
636.837416,0.965482792156497
636.957018,0.9672821958404378
637.07662,0.9679295241366269
637.196222,0.9643268363272879
637.315824,0.9642844068799442
637.435426,0.9618276522807828
637.555028,0.964924904347739
637.67463,0.9650310519252271
637.794232,0.9641397750665694
637.913834,0.9611036686726526
638.033436,0.9639922729651828
638.153038,0.9676169333864547
638.27264,0.966249689911588
638.392242,0.9698915673212611
638.511844,0.9665338090838939
638.631446,0.9591526888846779
638.751048,0.9609931481058096
638.87065,0.9646267886135486
638.990252,0.9653119168251982
639.109854,0.9618468890261952
639.229456,0.9657715146732171
639.349058,0.9656421099605602
639.46866,0.966556039617153
639.588262,0.9617353212581238
639.707864,0.9674853464316299
639.827466,0.969116933466407
639.947068,0.9642120882614102
640.06667,0.964047222090777
640.186272,0.9677843455966691
640.305874,0.9556314049057644
640.425476,0.9601593679661835
640.545078,0.9656237629347683
640.66468,0.9629237981132778
640.784282,0.9629748344270281
640.903884,0.9636192801343132
641.023486,0.96312121772671
641.143088,0.959629506250354
641.26269,0.9606751120116639
641.382292,0.9629305386034562
641.501894,0.9603245295809654
641.621496,0.9647271150164469
641.741098,0.9607500475928504
641.8607,0.9617093547549992
641.980302,0.9638187699717868
642.099904,0.9620065688628333
642.219506,0.965875823629384
642.339108,0.9624145461331004
642.45871,0.9641956967952378
642.578312,0.9618795923763759
642.697914,0.9660815770917829
642.817516,0.959320555293115
642.937118,0.96101429018763
643.05672,0.9592783461172908
643.176322,0.9599625554697206
643.295924,0.9627986261558765
643.415526,0.9614891485273357
643.535128,0.9607654197165886
643.65473,0.9591958517268343
643.774332,0.9592860203747566
643.893934,0.9626869479927012
644.013536,0.9642641571200229
644.133138,0.9623173471725711
644.25274,0.9613074442498591
644.372342,0.9599068792561292
644.491944,0.9593522133937954
644.611546,0.9578328445534552
644.731148,0.9592265464852031
644.85075,0.9632849622516138
644.970352,0.9640057689514759
645.089954,0.9605992216755227
645.209556,0.9628467672907027
645.329158,0.961885363671244
645.44876,0.9631664854877272
645.568362,0.9622490250663853
645.687964,0.9616439607422975
645.807566,0.961122890938248
645.927168,0.959430883500724
646.04677,0.9602717131843027
646.166372,0.9537172834868853
646.285974,0.9620970017305847
646.405576,0.9610152512024007
646.525178,0.9598051345194943
646.64478,0.9600652769586575
646.764382,0.9594558290279854
646.883984,0.9597581052201302
647.003586,0.9678850004025704
647.123188,0.9615141475701836
647.24279,0.9625589191427254
647.362392,0.9623596900673835
647.481994,0.9620546703938047
647.601596,0.9616208815641909
647.721198,0.9630711367255055
647.8408,0.9636558983627003
647.960402,0.9588726571861412
648.080004,0.9601257629763955
648.199606,0.9617026228130777
648.319208,0.9635826632973924
648.43881,0.9581700610613616
648.558412,0.9608201849063055
648.678014,0.961644922386739
648.797616,0.95776196754544
648.917218,0.958057003664674
649.03682,0.9632955584444776
649.156422,0.9579803621700814
649.276024,0.9634535518711693
649.395626,0.9598905609778876
649.515228,0.957248744686849
649.63483,0.9548280567494878
649.754432,0.9596602148858896
649.874034,0.9608759140931609
649.993636,0.9590654099612406
650.113238,0.9589359448699861
650.23284,0.9580819134705952
650.352442,0.9571606818532902
650.472044,0.9580004799689231
650.591646,0.9603504586933055
650.711248,0.9613968499994773
650.83085,0.9571558960618454
650.950452,0.9560443268574035
651.070054,0.9616891590706048
651.189656,0.9617603267015459
651.309258,0.9596554165968109
651.42886,0.9592006477180829
651.548462,0.9585706598662026
651.668064,0.9610431210487964
651.787666,0.9622374781473662
651.907268,0.9556495620749501
652.02687,0.9588755338084277
652.146472,0.9561093400820544
652.266074,0.9630451341558502
652.385676,0.957750474470788
652.505278,0.9616285745620154
652.62488,0.9575656464656913
652.744482,0.9596525376348796
652.864084,0.9575455377982572
652.983686,0.9596995617613053
653.103288,0.9558454903171342
653.22289,0.9599548757999956
653.342492,0.9585927072449234
653.462094,0.9583022976539031
653.581696,0.9559688023388395
653.701298,0.9577772918595149
653.8209,0.9595018840130897
653.940502,0.9604868381411517
654.060104,0.9602381042625008
654.179706,0.956026162187758
654.299308,0.9560242501373457
654.41891,0.956203999592291
654.538512,0.9598780824817053
654.658114,0.9557193270393718
654.777716,0.9598972802353318
654.897318,0.9573004375147558
655.01692,0.9555836245300384
655.136522,0.9541608651484503
655.256124,0.9540654538325808
655.375726,0.9552759761369892
655.495328,0.9586933647636113
655.61493,0.9617872563677071
655.734532,0.9579152217202542
655.854134,0.9588822459606569
655.973736,0.9588966293022211
656.093338,0.9556935229658984
656.21294,0.9600623967671469
656.332542,0.956883145500269
656.452144,0.9605358242190312
656.571746,0.9568506120263942
656.691348,0.9560156459578134
656.81095,0.9550858951314253
656.930552,0.956653521101379
657.050154,0.9571980118478126
657.169756,0.9552253478519154
657.289358,0.9563847392275714
657.40896,0.9543421729365229
657.528562,0.9576192716433843
657.648164,0.9568573100041212
657.767766,0.9540673619653965
657.887368,0.9568085115256828
658.00697,0.957141538831084
658.126572,0.9562355548449363
658.246174,0.9527564208212722
658.365776,0.9572315143645179
658.485378,0.9555291578157563
658.60498,0.9565989934047303
658.724582,0.9549464627695462
658.844184,0.9553380710935023
