nu,[0]1-Nonene-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
645.558911,0.9493165256478385
645.677914,0.9459864816906138
645.796916,0.9471384480681917
645.915918,0.9486123940509361
646.034921,0.9531395058973836
646.153923,0.9546151538323902
646.272925,0.9517432271041619
646.391928,0.9536057050921808
646.51093,0.9549407331079586
646.629933,0.9522830185303379
646.748935,0.9537344505524913
646.867937,0.953896599191329
646.98694,0.9566324749554233
647.105942,0.9528059654433039
647.224944,0.9576039498576127
647.343947,0.9509108160134075
647.462949,0.9527135477469867
647.581952,0.9555673797465025
647.700954,0.9537449416891485
647.819956,0.9586569351079182
647.938959,0.9583674644257887
648.057961,0.9544652910177772
648.176964,0.9579008530996934
648.295966,0.9572774625799557
648.414968,0.9595527389605866
648.533971,0.9612170855970229
648.652973,0.9600047947514186
648.771975,0.9590711643709635
648.890978,0.9585016452632478
649.00998,0.9547593116042568
649.128983,0.958976221025464
649.247985,0.9559783620746615
649.366987,0.9613122507990968
649.48599,0.9587537643481584
649.604992,0.9628833561630439
649.723994,0.9583636309635979
649.842997,0.9613026377246542
649.961999,0.9597801799104081
650.081002,0.9625021298417968
650.200004,0.9606145913860269
650.319006,0.9613612789740954
650.438009,0.9590845914612541
650.557011,0.9587134975356648
650.676014,0.961584340664973
650.795016,0.962763966029221
650.914018,0.9636173528976801
651.033021,0.9641561655820645
651.152023,0.9607000898892871
651.271025,0.9645438342768154
651.390028,0.9636934816756062
651.50903,0.9641532731179064
651.628033,0.9636115712109078
651.747035,0.9611132797573947
651.866037,0.9647840355953734
651.98504,0.9650638635387868
652.104042,0.9631058079105053
652.223044,0.9627591522214254
652.342047,0.9681541098371605
652.461049,0.9631568538710304
652.580052,0.9658864483218796
652.699054,0.9649355185800651
652.818056,0.9658806530205756
652.937059,0.9676169333864547
653.056061,0.9626128239515179
653.175064,0.9697596710372561
653.294066,0.9633918928169604
653.413068,0.9641079589789605
653.532071,0.9661936490547737
653.651073,0.966631433928583
653.770075,0.9677446672519113
653.889078,0.9697228208699142
654.00808,0.9676217714832168
654.127083,0.9647290444726064
654.246085,0.9685637256532591
654.365087,0.9633360177075708
654.48409,0.968900844485061
654.603092,0.9682644856969865
654.722094,0.9684494418765075
654.841097,0.9675956460480818
654.960099,0.9672386691209836
655.079102,0.9635595375909828
655.198104,0.9709988451814653
655.317106,0.9708357310774433
655.436109,0.9684755903644411
655.555111,0.9696946993158736
655.674113,0.9693330706409694
655.793116,0.9680321301042056
655.912118,0.9683438866402078
656.031121,0.9665647386606552
656.150123,0.9698401644303818
656.269125,0.9718556439556311
656.388128,0.9697334878796123
656.50713,0.9709056337665474
656.626133,0.9710221494333996
656.745135,0.9705115260885104
656.864137,0.9721278016362358
656.98314,0.9704882340913894
657.102142,0.9688339926332069
657.221144,0.9708434977943586
657.340147,0.9718682781611246
657.459149,0.9675017938223216
657.578152,0.9736153219644297
657.697154,0.9733777888060942
657.816156,0.9755986464928856
657.935159,0.9748331020708867
658.054161,0.9748857444797308
658.173163,0.9746595972211078
658.292166,0.9772810519368658
658.411168,0.9722230748291064
658.530171,0.9747512195294277
658.649173,0.9748282279175617
658.768175,0.9732055161840524
658.887178,0.9730254898165107
659.00618,0.9754093987130942
659.125183,0.9742327897951746
659.244185,0.9745874750794656
659.363187,0.9762037052025292
659.48219,0.9719304797213557
659.601192,0.976052405354264
659.720194,0.9745660343908623
659.839197,0.9810969466378815
659.958199,0.9749705632290626
660.077202,0.9759294304987679
660.196204,0.9792189645694596
660.315206,0.9784133988973625
660.434209,0.9774882574828881
660.553211,0.9771501050495436
660.672213,0.9778353274155627
660.791216,0.9751548500800717
660.910218,0.9806761463158966
661.029221,0.979532364779481
661.148223,0.9812019296276615
661.267225,0.976120731414023
661.386228,0.9788488897493998
661.50523,0.9808311053884589
661.624232,0.9814570752968644
661.743235,0.9853316440617308
661.862237,0.9806212299893744
661.98124,0.9803613997924489
662.100242,0.9806712429474235
662.219244,0.9833157498349866
662.338247,0.9823319432467471
662.457249,0.9835999691544024
662.576252,0.9808830908146461
662.695254,0.9811322667637189
662.814256,0.9840151359354151
662.933259,0.9839177232589645
663.052261,0.9812902417753151
663.171263,0.9819263239203426
663.290266,0.9845072665257777
663.409268,0.9866923403950635
663.528271,0.9838272069922369
663.647273,0.9864545761927654
663.766275,0.9829038268396998
663.885278,0.9830699516235845
664.00428,0.9865611190402045
664.123282,0.982674836926407
664.242285,0.9848154655308284
664.361287,0.9860364081103579
664.48029,0.9875333604927667
664.599292,0.9870653805998898
664.718294,0.9886647337781319
664.837297,0.9858934431963887
664.956299,0.9868758822392394
665.075302,0.9864733190077694
665.194304,0.9861823522983618
665.313306,0.9905945109302244
665.432309,0.9864743054815815
665.551311,0.9882555112932471
665.670313,0.987794103716528
665.789316,0.9882930657162058
665.908318,0.9857682426795038
666.027321,0.985742613038381
666.146323,0.9876518716065504
666.265325,0.9900310229810296
666.384328,0.9851651370841202
666.50333,0.99097705331595
666.622332,0.9913317874792237
666.741335,0.9874346120942197
666.860337,0.9907953247893871
666.97934,0.9894619187759546
667.098342,0.9892264548606032
667.217344,0.9903557073825636
667.336347,0.9910373065524715
667.455349,0.9882634173689617
667.574351,0.9902295441022148
667.693354,0.9908109794791905
667.812356,0.9878000304989306
667.931359,0.9901741918178102
668.050361,0.9911244225604098
668.169363,0.9921419372770476
668.288366,0.9935375718902522
668.407368,0.9932161151464949
668.526371,0.9910544516461794
668.645373,0.9876340940328602
668.764375,0.9939829752374073
668.883378,0.9857248698310356
669.00238,0.995576213895494
669.121382,0.9935143233830785
669.240385,0.9948351837663818
669.359387,0.9889485212782846
669.47839,0.987614341548505
669.597392,0.9921759683291254
669.716394,0.9892274440875527
669.835397,0.9941809963683245
669.954399,0.9904598982833256
670.073401,0.9924400214850121
670.192404,0.9919801321226467
670.311406,0.9911216474159119
670.430409,0.9923674767709831
670.549411,0.9911700153324733
670.668413,0.9941014650699094
670.787416,0.991477127372422
670.906418,0.9936494505194957
671.025421,0.9917163996702988
671.144423,0.9937628323901126
671.263425,0.9906172948659902
671.382428,0.9945262359403851
671.50143,0.991993523944825
671.620432,0.9916340906249987
671.739435,0.9920468946320719
671.858437,0.991370549309903
671.97744,0.9929379542708916
672.096442,0.9955124990567012
672.215444,0.9910634702827241
672.334447,0.9930323871605554
672.453449,0.9946818914760378
