nu,[0]Bromochloromethane-PNNL(x-sec)-X=0.01-T=278.22K-P=1.0atm-L=15cm
630.697614,0.97625446911505
630.828617,0.9758864905485118
630.959619,0.9759704203956306
631.090622,0.9767524858777786
631.221624,0.9759382139031677
631.352627,0.9764946572563824
631.48363,0.9767602999289219
631.614632,0.9768550502733324
631.745635,0.9763726030527721
631.876638,0.9763686975701708
632.00764,0.9770445785367325
632.138643,0.976337454271744
632.269645,0.9766841155967549
632.400648,0.9764507159854919
632.531651,0.9775733026607007
632.662653,0.9765776628299361
632.793656,0.9776749755710772
632.924658,0.9776319588185276
633.055661,0.9768853332492745
633.186664,0.9775781905394338
633.317666,0.9782099100739631
633.448669,0.9779389834539417
633.579672,0.978480911751053
633.710674,0.9778323939139807
633.841677,0.9784496008628538
633.972679,0.9783224106822825
634.103682,0.9783321939553057
634.234685,0.9786218231477222
634.365687,0.980017353324809
634.49669,0.9794765330259088
634.627693,0.9795784038825361
634.758695,0.9796479564182976
634.889698,0.9797567033768045
635.0207,0.979629343283951
635.151703,0.9798703617464543
635.282706,0.9803672819784942
635.413708,0.980182010070947
635.544711,0.9805574916809425
635.675714,0.979641098906604
635.806716,0.9799781534146794
635.937719,0.9801506447484726
636.068721,0.9807673534385695
636.199724,0.9811381535749799
636.330727,0.9814256691729556
636.461729,0.9814021152395437
636.592732,0.9817358486901968
636.723734,0.981354027714051
636.854737,0.9815738756383072
636.98574,0.9816740012799432
637.116742,0.9821296037081263
637.247745,0.9821561215654159
637.378748,0.9818467911092275
637.50975,0.9824291989232051
637.640753,0.9818919571004283
637.771755,0.9822955976372449
637.902758,0.9827141447060344
638.033761,0.9823604312861759
638.164763,0.9830935455855498
638.295766,0.98306405322157
638.426769,0.9827642644054558
638.557771,0.9830817485337853
638.688774,0.9833393496961799
638.819776,0.9841174788312907
638.950779,0.9839688883108538
639.081782,0.9842168797163129
639.212784,0.9839954558294981
639.343787,0.9842286903897334
639.474789,0.9838439321969196
639.605792,0.9843015260077069
639.736795,0.9846313222567069
639.867797,0.9846746469880233
639.9988,0.984620491371732
640.129803,0.9849809284275317
640.260805,0.9850360889040026
640.391808,0.9850922375612917
640.52281,0.9851217907717145
640.653813,0.9852015888685463
640.784816,0.9853513508916797
640.915818,0.9856706564540764
641.046821,0.9857150126316233
641.177824,0.9856667137793359
641.308826,0.9857820435315071
641.439829,0.9860837389938794
641.570831,0.9860935998805737
641.701834,0.9863066191033957
641.832837,0.98642399657489
641.963839,0.9863628401829702
642.094842,0.9865206708635171
642.225845,0.9866380738086866
642.356847,0.9872707115527334
642.48785,0.9867081275988071
642.618852,0.987363519361518
642.749855,0.9866706334023526
642.880858,0.9869054889598051
643.01186,0.987272686096131
643.142863,0.9875037349363375
643.273865,0.9874385618405676
643.404868,0.9878257136336028
643.535871,0.9878948638537867
643.666873,0.9876775508890415
643.797876,0.98847888227877
643.928879,0.988299983791879
644.059881,0.9887210892740737
644.190884,0.988675609150018
644.321886,0.9887161456809863
644.452889,0.988814033424772
644.583892,0.9883632370149232
644.714894,0.988565872247913
644.845897,0.9889524770802813
644.9769,0.9890909401192591
645.107902,0.9885984954599772
645.238905,0.989665768927067
645.369907,0.9893847437561549
645.50091,0.989357041371165
645.631913,0.9889544549872133
645.762915,0.9897390069037394
645.893918,0.9892828423755592
646.02492,0.9903309487993627
646.155923,0.9900181526613882
646.286926,0.9899854826014093
646.417928,0.9900907236516726
646.548931,0.9897291095631572
646.679934,0.9903588765258979
646.810936,0.9907031851087432
646.941939,0.9903905685170159
647.072941,0.9905815342271289
647.203944,0.9907411297673685
647.334947,0.9904387026682963
647.465949,0.9904626715749234
647.596952,0.9905613265699494
647.727955,0.9911755659001008
647.858957,0.9914659237441833
647.98996,0.991261901051732
